N	2gram	Bakhtin_Pr_3	VeschiIm
153	должен быть	1	4
154	и о	1	4
155	смысле и	1	4
156	о том	2	4
157	с другой	4	4
158	что и	5	4
159	быть и	2	4
160	из них	5	4
161	тем что	4	4
162	со всем	2	4
163	и даже	7	4
164	когда я	5	4
165	и потому	2	4
166	в данном	1	4
167	быть не	1	4
168	вы говорите	1	4
169	и все	19	4
170	требует чтобы	1	4
171	между ними	1	4
172	оно не	1	4
173	себя как	2	3
174	самом деле	13	3
175	к другому	20	3
176	отношения к	1	3
177	если я	2	3
178	вопрос о	2	3
179	но даже	1	3
180	собою и	4	3
181	момент в	1	3
182	не то	2	3
183	себе не	1	3
184	ее как	3	3
185	в нем	19	3
186	раз навсегда	1	3
187	подобно тому	2	3
188	на этом	4	3
189	было в	2	3
190	в жизни	2	3
191	несмотря на	1	3
192	нисколько не	2	3
193	в своей	3	3
194	все это	16	3
195	есть еще	1	3
196	их в	3	3
197	чтобы она	1	3
198	как можно	3	3
199	тогда когда	1	3
200	в основе	1	3
201	того чтобы	1	3
202	или как	2	3
203	к ней	2	3
204	ни о	1	3
205	к себе	17	3
206	к тому	5	3
207	и самое	1	3
208	без всякого	1	3
209	и сам	5	3
210	так и	6	3
211	и вообще	2	3
212	можно сказать	1	3
213	один из	2	3
214	тот же	2	3
215	что он	23	3
216	но как	4	3
217	только на	4	3
218	сама по	2	3
219	в одном	5	3
220	отношение к	6	3
221	даже и	4	3
222	никогда не	8	3
223	ее со	1	3
224	а с	3	3
225	вместе с	4	3
226	в той	2	3
227	тому как	2	3
228	да и	4	3
229	сама себя	1	3
230	думают что	1	3
231	тогда что	1	3
232	себя самого	11	3
233	бы в	3	3
234	и ни	1	3
235	хотя бы	5	3
236	я в	4	3
237	с самим	14	3
238	нем нет	1	2
239	можно говорить	1	2
240	в первом	1	2
241	ту же	1	2
242	из его	4	2
243	поэтому и	1	2
244	обойтись без	1	2
245	мы уже	6	2
246	той же	2	2
247	к чему	2	2
248	как мы	7	2
249	во внутреннем	2	2
250	человека и	1	2
251	но она	1	2
252	своей собственной	1	2
253	бы ни	1	2
254	и самой	1	2
255	конечно и	1	2
256	себе что	1	2
257	именно тем	2	2
258	не все	1	2
259	себе и	5	2
260	тут же	1	2
261	как в	4	2
262	бы я	1	2
263	когда он	2	2
264	что на	1	2
265	то в	2	2
266	себе как	2	2
267	я имею	1	2
268	же вы	2	2
269	приводит к	1	2
270	но ведь	1	2
271	же но	1	2
272	и если	2	2
273	он не	15	2
274	для того	1	2
275	и вот	5	2
276	говорите что	1	2
277	и этот	2	2
278	но все	5	2
279	а затем	1	2
280	и может	1	2
281	об этом	1	2
282	на все	1	2
283	то есть	1	2
284	только одно	1	2
285	параллель к	1	2
286	ни в	4	2
287	но уже	1	2
288	все равно	4	2
289	в слове	5	2
290	есть какое-то	1	2
291	и кому	1	2
292	не мог	5	2
293	же есть	1	2
294	знает и	7	2
295	жизнь и	2	2
296	признать что	2	2
297	и эти	1	2
298	и настойчиво	1	2
299	для нее	1	2
300	же мы	1	2
301	же такое	1	2
302	тому что	2	2
303	бы на	1	2
304	на него	7	2
305	но только	2	2
306	чем не	2	2
307	для всего	1	2
308	в разных	1	2
309	это именно	1	2
310	как она	2	2
311	и его	16	2
312	это уже	2	2
313	у меня	6	2
314	полную независимость	1	2
315	я сам	7	2
316	для такого	1	2
317	ли вы	6	2
318	оно может	1	2
319	данном случае	1	2
320	самим собою	9	2
321	себя вовне	1	2
322	говорили что	3	2
323	с собой	1	2
324	не с	2	2
325	мог бы	2	2
326	является в	1	2
327	находится в	2	2
328	в виду	3	2
329	именно потому	2	2
330	на вопрос	4	2
331	никак не	1	2
332	и во	3	2
333	это было	3	2
334	еще более	2	2
335	или нет?	1	2
336	что только	1	2
337	него если	1	2
338	его и	3	2
339	мы можем	1	2
340	не случайно	1	2
341	о каком	1	2
342	в особенности	1	2
343	может ли	1	2
344	ничем не	1	2
345	а так	2	2
346	о чем	2	2
347	если не	3	2
348	но оно	1	2
349	какого бы	1	2
350	навсегда и	1	2
351	мы говорили	1	2
352	самого себя	2	2
353	ли в	1	2
354	ее но	1	2
355	тип не	1	2
356	но именно	2	2
357	но зато	3	2
358	теперь же	2	2
359	не я	2	2
360	отношении к	7	2
361	может и	1	2
362	от всех	1	2
363	является и	1	2
364	а я	10	2
365	в своих	1	2
366	сущности не	2	2
367	так же	8	2
368	во всяком	5	2
369	я и	2	1
370	если вы	1	1
371	я уже	2	1
372	чтобы не	1	1
373	с кем	1	1
374	самим по	1	1
375	же внутри	1	1
376	другому чем	1	1
377	своей основной	1	1
378	идет о	1	1
379	между двумя	2	1
380	от самого	1	1
381	не хочет	2	1
382	по преимуществу	1	1
383	быть вы	1	1
384	что эти	1	1
385	все те	2	1
386	тогда я	1	1
387	с таким	4	1
388	собою в	1	1
389	когда уже	2	1
390	бы уже	3	1
391	и ничего	1	1
392	что если	1	1
393	в которой	2	1
394	что уже	1	1
395	он как	4	1
396	в каждый	1	1
397	время как	1	1
398	оно вообще	1	1
399	и со	2	1
400	и заставляет	1	1
401	своему смыслу	2	1
402	одного слова	1	1
403	уже в	3	1
404	кто же	2	1
405	теперь на	3	1
406	мы без	2	1
407	проявляется в	1	1
408	и иначе	1	1
409	и самого	1	1
410	на другом	1	1
411	другим в	1	1
412	проявляет себя	1	1
413	и на	6	1
414	между собой	1	1
415	суждение о	1	1
416	себя а	1	1
417	это действительно	2	1
418	всего этого	2	1
419	с его	6	1
420	ними в	1	1
421	другом они	1	1
422	оставался один	1	1
423	ее к	1	1
424	и открыто	2	1
425	его сознания	1	1
426	ответ на	1	1
427	в общем	4	1
428	с совершенно	1	1
429	отличие от	2	1
430	и речи	1	1
431	да так	1	1
432	форме и	1	1
433	и уйти	1	1
434	один и	1	1
435	такой постановки	1	1
436	выводить все	2	1
437	внутренняя жизнь	1	1
438	словом в	1	1
439	как нам	1	1
440	перед нами	1	1
441	хотя и	3	1
442	быть а	1	1
443	и к	12	1
444	это определение	1	1
445	ясно и	1	1
446	еще на	1	1
447	бы с	2	1
448	действительно всерьез	1	1
449	все эти	4	1
450	ее во	1	1
451	другой тоже	1	1
452	чем бы	1	1
453	в этой	1	1
454	раз в	2	1
455	зависимости от	1	1
456	и кто	1	1
457	жизнь как	1	1
458	тому же	2	1
459	как он	3	1
460	но на	4	1
461	полный и	1	1
462	не могла	1	1
463	в общении	1	1
464	главным образом	1	1
465	при этом	4	1
466	наш анализ	1	1
467	его более	1	1
468	только себя	2	1
469	он ни	3	1
470	что же?	1	1
471	дальше но	1	1
472	чтобы они	1	1
473	и совершенно	1	1
474	он должен	2	1
475	к одному	3	1
476	этого вопроса	1	1
477	не как	3	1
478	вы в	1	1
479	слово или	1	1
480	и проявление	1	1
481	быть с	1	1
482	какой бы	1	1
483	из него	1	1
484	и по	1	1
485	всех своих	1	1
486	однако в	2	1
487	о таком	1	1
488	именно это	1	1
489	это конечно	1	1
490	выражение и	1	1
491	отношении себя	1	1
492	конечно в	2	1
493	до последней	1	1
494	того или	2	1
495	может стать	1	1
496	но нам	1	1
497	не простое	1	1
498	он все	3	1
499	мне это	1	1
500	и утверждения	4	1
501	в них	2	1
502	она и	1	1
503	период его	1	1
504	далеко не	3	1
505	но лишь	1	1
506	и вопреки	1	1
507	со своими	1	1
508	переходим к	4	1
509	он и	5	1
510	и вне	1	1
511	бога и	1	1
512	она была	1	1
513	и того	2	1
514	же я	3	1
515	одного и	1	1
516	с ума	1	1
517	от всякого	1	1
518	же ведь	1	1
519	этом случае	2	1
520	уж и	1	1
521	причины и	1	1
522	я его	1	1
523	мы замечаем	1	1
524	и без	2	1
525	вступая с	1	1
526	в котором	3	1
527	ту сторону	2	1
528	с первой	1	1
529	вопрос но	1	1
530	в отличие	2	1
531	они уже	1	1
532	свой смысл	1	1
533	стало быть	1	1
534	поэтому в	1	1
535	но эта	1	1
536	надо чтобы	1	1
537	с такою	2	1
538	бы шла	1	1
539	что никакой	1	1
540	даже в	5	1
541	заставляет его	1	1
542	нас к	1	1
543	раз и	3	1
544	ум и	1	1
545	что с	3	1
546	от нас	1	1
547	тогда и	2	1
548	о них	2	1
549	к такому	1	1
550	на меня	4	1
551	и существенное	1	1
552	по своей	1	1
553	это слово	5	1
554	ее внутренняя	1	1
555	сводится к	3	1
556	внутренней жизни	2	1
557	которое не	1	1
558	до того	1	1
559	только с	3	1
560	и делает	2	1
561	с другом	2	1
562	от жизни	1	1
563	нет ни	2	1
564	не могут	1	1
565	и мне	1	1
566	а ее	1	1
567	отказаться от	2	1
568	только мне	2	1
569	что вы	2	1
570	в применении	1	1
571	им в	1	1
572	вы не	2	1
573	в конце	5	1
574	как не	1	1
575	на нем	1	1
576	на основе	1	1
577	ни слова	1	1
578	и от	5	1
579	только не	1	1
580	него самого	1	1
581	уже с	2	1
582	прямо и	2	1
583	с самого	8	1
584	в пределах	6	1
585	дано в	1	1
586	в живых	1	1
587	что у	6	1
588	в другом	8	1
589	на нее	2	1
590	это вовсе	1	1
591	себя что	1	1
592	перенести его	1	1
593	к самой	1	1
594	до бесконечности	1	1
595	раз к	1	1
596	активно и	1	1
597	ивана в	3	1
598	он остается	1	1
599	или иной	2	1
600	но может	1	1
601	она резко	1	1
602	о нем	2	1
603	только так	2	1
604	же необходимо	1	1
605	это я	5	1
606	знает но	1	1
607	таким же	1	1
608	ли она	1	1
609	имею право	1	1
610	самому себе	1	1
611	должно было	1	1
612	слово слово	2	1
613	смысл т	1	1
614	связь между	1	1
615	на своих	1	1
616	установка по	1	1
617	с вами	2	1
618	нуждается в	3	1
619	на одном	2	1
620	своих собственных	1	1
621	мне было	1	1
622	резко отличается	1	1
623	а его	1	1
624	не зная	1	1
625	к которому	2	1
626	что здесь	1	1
627	этом смысле	4	1
628	но с	2	1
629	но тот	1	1
630	но ни	2	1
631	бы меня	1	1
632	и так	5	1
633	впрочем и	1	1
634	деле не	1	1
635	не было	2	1
636	теперь в	1	1
637	с одной	1	1
638	где они	1	1
639	для всех	1	1
640	конечно не	2	1
641	и у	5	1
642	же из	1	1
643	оно в	1	1
644	в виде	4	1
645	в начале	4	1
646	потому в	1	1
647	чего бы	2	1
648	зрения на	1	1
649	так пусть	3	1
650	себе в	1	1
651	всяком случае	5	1
652	другой но	1	1
653	слова в	7	1
654	вовсе не	11	1
655	и стремится	1	1
656	не о	4	1
657	как его	2	1
658	у него	4	1
659	них мы	1	1
660	себя но	2	1
661	к той	1	1
662	и вместе	1	1
663	ее на	1	1
664	в других	1	1
665	но из	1	1
666	в очень	1	1
667	один в	2	1
668	другого и	1	1
669	до сих	1	1
670	я только	1	1
671	и суждения	1	1
672	которых мы	2	1
673	и общение	1	1
674	и прежде	4	1
675	было и	2	1
676	мы еще	1	1
677	так вот	3	1
678	или о	1	1
679	говорит о	2	1
680	раз так	1	1
681	к человеку	1	1
682	в некоторых	1	1
683	а сам	1	1
684	стремится к	6	1
685	так это	1	1
686	есть лишь	1	1
687	жизнь в	1	1
688	же точно	1	1
689	из моментов	1	1
690	когда она	2	1
691	еще только	1	1
692	с которым	7	1
693	этот принцип	1	1
694	опять-таки как	1	1
695	я хочу	2	1
696	уже давно	1	1
697	нет ничего	1	1
698	и она	1	1
699	где эта	1	1
700	а вы	2	1
701	что каждый	1	1
702	что другой	1	1
703	теперь когда	2	1
704	из которых	1	1
705	без труда	2	1
706	мне на	1	1
707	в столь	1	1
708	смысле этого	2	1
709	себя то	2	1
710	и основной	1	1
711	очень важно	2	1
712	вне этой	2	1
713	друг с	2	1
714	лежит в	2	1
715	и жизнь	1	1
716	мы сказали	1	1
717	или другого	2	1
718	или хотя	1	1
719	этого слова	7	1
720	слова есть	1	1
721	слова и	10	1
722	установки и	1	1
723	сих пор	1	1
724	является как	1	1
725	но для	3	1
726	к другим	2	1
727	другой как	2	1
728	не является	2	1
729	отвечает на	1	1
730	вам и	1	1
731	всего внутреннего	1	1
732	и человек	1	1
733	его нет	1	1
734	или в	1	1
735	сознания и	3	1
736	его с	4	1
737	лишь как	1	1
738	с уже	2	1
739	конце концов	3	1
740	мы должны	5	1
741	смысле нет	1	1
742	ибо в	2	1
743	на одно	2	1
744	своей внутренней	1	1
745	реагирует на	1	1
746	хотя в	1	1
747	нет что	1	1
748	к самому	3	1
749	одной из	1	1
750	слово в	2	1
751	с ней	1	1
752	другой стороны	3	1
753	они все	1	1
754	к его	1	1
755	мы увидим	2	1
756	из этого	1	1
757	сам в	2	1
758	и строит	1	1
759	сущности в	1	1
760	уже есть	1	1
761	два человека	1	1
762	я могу	1	1
