N	2gram	Trubetskoy_1	VLabPisa
117	и мир	2	3
118	видно из	1	3
119	и к	5	3
120	силу этого	1	3
121	некоторые из	2	3
122	у нас	1	3
123	человека и	1	3
124	и от	4	3
125	с этим	1	3
126	мы видели	2	3
127	том как	1	3
128	в слове	1	3
129	бы в	1	3
130	этой области	1	3
131	него в	1	3
132	образом в	5	3
133	во время	4	3
134	всех этих	1	3
135	именно в	2	3
136	что и	6	3
137	далеко не	4	3
138	одном из	1	3
139	его не	2	3
140	по существу	2	3
141	значительной мере	2	3
142	и по	4	3
143	в которых	4	3
144	говорить не	1	3
145	в виду	2	3
146	этот вопрос	1	3
147	и как	3	3
148	как о	3	3
149	мы знаем	1	3
150	может не	1	2
151	в которой	3	2
152	и этот	1	2
153	но с	3	2
154	еще не	2	2
155	же как	3	2
156	если они	1	2
157	должны быть	1	2
158	конце концов	3	2
159	из себя	2	2
160	по одному	1	2
161	одной из	5	2
162	отличается от	2	2
163	на это	1	2
164	и для	5	2
165	оно является	2	2
166	к этим	1	2
167	еще и	1	2
168	в жизни	1	2
169	крайней мере	5	2
170	не менее	3	2
171	зависит от	1	2
172	по крайней	5	2
173	числе и	4	2
174	каждый образ	1	2
175	не по	1	2
176	нет никаких	1	2
177	в сознании	1	2
178	сих пор	5	2
179	было в	1	2
180	этой точки	2	2
181	он в	2	2
182	так называемые	3	2
183	до сих	5	2
184	с другими	4	2
185	если в	3	2
186	того чтобы	5	2
187	во всяком	6	2
188	по себе	1	2
189	только то	1	2
190	от до	1	2
191	ли не	1	2
192	ли это	2	2
193	а в	4	2
194	то о	1	2
195	и отдельные	1	2
196	он сам	1	2
197	в образе	2	2
198	но не	8	2
199	роль в	1	2
200	и некоторые	1	2
201	до нас	1	2
202	что даже	1	2
203	у них	3	2
204	и даже	3	2
205	из которых	4	2
206	и весь	1	2
207	одном и	1	2
208	искусства не	1	2
209	которые в	2	2
210	в пользу	2	2
211	для того	5	2
212	а как	1	2
213	но в	7	2
214	и через	1	2
215	тогда когда	2	2
216	что его	1	2
217	к его	2	2
218	что такое	1	2
219	лишь в	5	2
220	относится к	2	2
221	смысле слова	1	2
222	в чем	1	2
223	в течение	4	2
224	мира и	1	2
225	труда и	1	2
226	к сожалению	3	2
227	и потому	6	2
228	всяком случае	6	2
229	к ним	3	2
230	о чем	1	2
231	ума и	1	2
232	мы имеем	2	2
233	если бы	3	2
234	не всегда	2	2
235	только не	2	2
236	одной стороны	7	2
237	но даже	1	2
238	из своих	2	2
239	с половиной	1	2
240	не вполне	3	2
241	таков второй	1	2
242	с одной	7	2
243	эти явления	1	2
244	во всей	1	2
245	чтобы не	1	2
246	ни с	1	2
247	как известно	1	2
248	он не	4	2
249	отношении можно	1	2
250	этом процессе	1	2
251	и том	1	2
252	в своих	1	2
253	народных песен	1	2
254	том числе	5	2
255	при помощи	1	2
256	от них	2	2
257	в общем	8	2
258	не приходится	1	2
259	как от	2	2
260	всех его	1	2
261	все они	1	2
262	начиная с	2	2
263	о его	1	2
264	в области	9	2
265	в ней	1	2
266	что она	1	2
267	он может	1	2
268	заключается в	1	2
269	что оно	4	2
270	они не	1	2
271	так например	2	2
272	или иной	2	2
273	чуть ли	1	2
274	от характера	1	2
275	человека в	1	2
276	но для	1	2
277	что мы	2	2
278	могло бы	1	2
279	мысль о	2	2
280	же самое	2	2
281	связана с	2	2
282	несколько иной	1	1
283	прямом смысле	1	1
284	не означает	1	1
285	и из	2	1
286	его от	2	1
287	их отношение	1	1
288	без труда	1	1
289	не связанные	1	1
290	ни к	1	1
291	с целью	2	1
292	связи со	1	1
293	может только	1	1
294	или иное	2	1
295	целым рядом	1	1
296	на его	1	1
297	по сравнению	2	1
298	сравнению с	2	1
299	относящимися к	1	1
300	петра великого	3	1
301	и особенно	2	1
302	на себе	1	1
303	в соответствии	1	1
304	и наконец	2	1
305	к их	1	1
306	все те	1	1
307	данном случае	1	1
308	входит в	1	1
309	мы и	1	1
310	именно к	1	1
311	с того	2	1
312	о котором	2	1
313	в количестве	1	1
314	характерны для	1	1
315	и охотно	1	1
316	уже как	1	1
317	перейти к	1	1
318	частей и	1	1
319	то время	1	1
320	образом уже	1	1
321	себе в	1	1
322	по мере	1	1
323	учения о	1	1
324	здесь не	1	1
325	рисуется в	1	1
326	это как	1	1
327	на этот	4	1
328	этими двумя	2	1
329	ту атмосферу	1	1
330	в музыке	1	1
331	счел возможным	1	1
332	своей индивидуальности	3	1
333	смысла и	1	1
334	после того	1	1
335	только на	1	1
336	кроме того	1	1
337	в каком	1	1
338	на этом	1	1
339	или из	1	1
340	и все	2	1
341	а вместе	1	1
342	и вместе	4	1
343	при бедности	1	1
344	на то	2	1
345	в виде	4	1
346	на эту	1	1
347	ними в	1	1
348	к ее	1	1
349	душевное состояние	1	1
350	необходимость для	1	1
351	еще недостаточно	1	1
352	наконец в	2	1
353	на многие	1	1
354	это для	1	1
355	с ним	1	1
356	никем не	2	1
357	его можно	2	1
358	и так	1	1
359	характер этого	1	1
360	как нечто	1	1
361	причем в	1	1
362	и во	1	1
363	время как	1	1
364	поэтому что	2	1
365	всем что	1	1
366	но вместе	2	1
367	что перед	1	1
368	самом деле	1	1
369	к искусству	1	1
370	и другие	3	1
371	эта способность	1	1
372	очень много	2	1
373	всего этого	1	1
374	дело не	1	1
375	затем в	1	1
376	взгляд на	2	1
377	лицом к	1	1
378	следует упомянуть	1	1
379	а между	1	1
380	начинается с	1	1
381	казалось бы	1	1
382	жизнь в	1	1
383	если он	1	1
384	как показывает	1	1
385	то в	1	1
386	заключает в	2	1
387	если не	2	1
388	развития не	1	1
389	знает и	1	1
390	по тому	2	1
391	находит свое	1	1
392	них следует	1	1
393	таково в	1	1
394	не представляет	1	1
395	как видно	1	1
396	таком случае	1	1
397	с которого	2	1
398	обходятся без	1	1
399	их он	1	1
400	между собой	1	1
401	другие наоборот	1	1
402	без сновидений	2	1
403	а именно	1	1
404	свою очередь	1	1
405	отношение к	5	1
406	вплоть до	2	1
407	совершенно не	1	1
408	потому что	7	1
409	того момента	2	1
410	свидетельствует о	2	1
411	иметь в	1	1
412	духовной и	1	1
413	то есть	4	1
414	дело с	1	1
415	в начале	2	1
416	как не	1	1
417	в таком	3	1
418	видим что	1	1
419	в ином	1	1
420	связанных с	2	1
421	становится в	1	1
422	сами по	1	1
423	к общему	1	1
424	образы не	1	1
425	жить по	1	1
426	от всей	1	1
427	физической природы	1	1
428	в той	1	1
429	конечно нет	1	1
430	к религии	2	1
431	если некоторые	1	1
432	число которых	1	1
433	не для	1	1
434	связанный с	2	1
435	этим и	1	1
436	в этих	4	1
437	духовной жизни	1	1
438	что один	1	1
439	состоит из	1	1
440	соответствии с	1	1
441	бы например	2	1
442	не имеет	5	1
443	целого и	1	1
444	или вообще	1	1
445	как в	1	1
446	чаще всего	1	1
447	пор не	1	1
448	с ее	1	1
449	бытия в	1	1
450	от природы	1	1
451	этого в	1	1
452	и приспособить	1	1
453	и других	1	1
454	на почве	1	1
455	можно говорить	1	1
456	силы и	2	1
457	есть то	1	1
458	общего с	2	1
459	их можно	1	1
460	том или	1	1
461	на одном	1	1
462	эти планы	1	1
463	с этой	3	1
464	и если	3	1
465	только с	1	1
466	к достижению	3	1
467	можно назвать	2	1
468	к этой	1	1
469	ни в	1	1
470	да и	1	1
471	уже в	2	1
472	со всем	1	1
473	тому же	5	1
474	должно быть	1	1
475	а другие	1	1
476	невозможно и	1	1
477	создавать в	1	1
478	а и	1	1
479	те черты	1	1
480	тем что	1	1
481	отцов и	1	1
482	ничего общего	2	1
483	судя по	1	1
484	большею частью	2	1
485	представляется как	1	1
486	представить себе	1	1
487	не могло	2	1
488	уже не	3	1
489	заметить что	1	1
490	это было	1	1
491	для достижения	1	1
492	что так	1	1
493	под именем	1	1
494	лежит в	1	1
495	что еще	1	1
496	по своему	2	1
497	что эти	3	1
498	элементов в	1	1
499	как самый	1	1
500	и элементарной	1	1
501	силу самой	1	1
502	в русском	2	1
503	для этого	2	1
504	понятия и	1	1
505	и детализации	1	1
506	вряд ли	1	1
507	это состояние	1	1
508	к лицу	1	1
509	с новыми	1	1
510	имеет свой	1	1
511	к двум	1	1
512	формы в	1	1
513	в сфере	1	1
514	так сказать	1	1
515	то или	2	1
516	того как	1	1
517	а тот	1	1
518	только тогда	1	1
519	смерть и	1	1
520	который как	1	1
521	нам в	1	1
522	бы быть	1	1
523	и менее	1	1
524	является для	1	1
525	и что	4	1
526	а отсюда	1	1
527	обе эти	1	1
528	бы с	1	1
529	как совершенно	1	1
530	природы не	1	1
531	к области	1	1
532	они всегда	1	1
533	не как	2	1
534	без остатка	2	1
535	нет ничего	1	1
536	несмотря на	6	1
537	и никогда	1	1
538	что тот	1	1
539	быть даже	2	1
540	в каждой	1	1
541	многим из	1	1
542	наконец что	1	1
543	в прямом	1	1
544	эта мысль	1	1
545	друг друга	1	1
546	момента когда	1	1
547	творца и	2	1
548	быть и	2	1
549	слова с	1	1
550	признать что	2	1
551	происходит в	1	1
552	известной работе	1	1
553	воплощения в	1	1
554	к сознанию	1	1
555	эти тенденции	1	1
556	время и	1	1
557	между этими	2	1
558	скорее к	1	1
559	только для	2	1
560	не был	1	1
561	две основные	1	1
562	а также	2	1
563	но по	3	1
564	а иногда	1	1
565	сейчас же	1	1
566	о способности	1	1
567	смотреть на	2	1
568	мы видим	1	1
569	целый ряд	4	1
570	этих элементов	1	1
571	и отсюда	1	1
572	он должен	1	1
573	связано с	2	1
574	лишь о	1	1
575	в ту	1	1
576	следует видеть	1	1
577	человека идет	1	1
578	которых он	1	1
579	так или	3	1
580	о самоубийстве	1	1
581	без участия	1	1
582	влияя на	1	1
583	он вполне	1	1
584	но этим	1	1
585	черт которые	1	1
586	благодаря этому	2	1
587	и это	2	1
588	в понятие	1	1
589	конечно не	2	1
590	в глаза	1	1
591	для творчества	1	1
592	и самый	1	1
593	имеем в	1	1
594	быть в	1	1
595	или иначе	3	1
596	или ином	1	1
597	а по	1	1
598	в сферу	1	1
599	радости и	1	1
600	самого начала	2	1
601	так называемой	2	1
602	речь идет	1	1
603	а во-вторых	1	1
604	за это	1	1
605	мира в	1	1
606	случайное и	1	1
607	но это	1	1
608	той или	2	1
609	в данном	1	1
610	отношении представляет	1	1
611	материала из	1	1
612	в свою	2	1
