N	2gram	Bakhtin_KF_1	Literetu
299	значительной степени	1	1
300	этом последнем	1	1
301	в каждом	3	1
302	мне в	4	1
303	подход к	1	1
304	то ни	2	1
305	а затем	1	1
306	а то	1	1
307	и с	1	1
308	а их	1	1
309	бы быть	5	1
310	а по	2	1
311	весь мой	1	1
312	большинстве случаев	1	1
313	это было	2	1
314	может стать	1	1
315	и мы	2	1
316	практически не	1	1
317	как таковому	1	1
318	кризис в	1	1
319	и находит	1	1
320	смерть и	1	1
321	бытие и	3	1
322	соответствии с	2	1
323	но лишь	6	1
324	в ее	16	1
325	мы имеем	5	1
326	с тем	2	1
327	а за	1	1
328	всю жизнь	1	1
329	и уже	1	1
330	индивидуальность как	1	1
331	стать действительностью	1	1
332	должно быть	6	1
333	такой же	1	1
334	в один	1	1
335	одного и	1	1
336	в эту	1	1
337	в этих	1	1
338	места в	4	1
339	во второй	1	1
340	ссылки на	1	1
341	в отношении	1	1
342	со своего	5	1
343	к предмету	1	1
344	не от	1	1
345	однако он	1	1
346	культуры можно	1	1
347	творчества и	1	1
348	если бы	8	1
349	ни было	4	1
350	быть не	2	1
351	и мнимо	1	1
352	бы два	1	1
353	вовсе не	7	1
354	есть всегда	1	1
355	сознания по	2	1
356	что есть	2	1
357	если и	1	1
358	во главе	2	1
359	мира не	3	1
360	она не	1	1
361	принципиально иной	1	1
362	как о	1	1
363	не имеет	5	1
364	тогда когда	3	1
365	и сама	1	1
366	говорить о	2	1
367	ценностями но	1	1
368	но только	1	1
369	ценностный центр	2	1
370	а во	1	1
371	меня и	3	1
372	изнутри и	1	1
373	для нас	4	1
374	о нем	4	1
375	другого но	1	1
376	чем ближе	1	1
377	только с	3	1
378	уже и	1	1
379	жизни я	1	1
380	в каком	4	1
381	или бессознательно	1	1
382	например что	1	1
383	в момент	3	1
384	и времени	1	1
385	как другого	1	1
386	отличается от	1	1
387	другие я	1	1
388	жизни это	1	1
389	день и	1	1
390	имеет место	1	1
391	отказаться от	2	1
392	ничего общего	2	1
393	из их	1	1
394	можно и	2	1
395	как ученый	1	1
396	свою очередь	1	1
397	сознание со	1	1
398	средних веков	1	1
399	и от	1	1
400	мысль о	1	1
401	мы никогда	1	1
402	культуры и	5	1
403	иной культурной	1	1
404	их смыслового	1	1
405	и иные	1	1
406	как с	1	1
407	что может	1	1
408	или в	1	1
409	что был	1	1
410	мог бы	1	1
411	участия в	1	1
412	должен иметь	1	1
413	и мыслится	1	1
414	а все	3	1
415	с этого	2	1
416	собой и	1	1
417	и эстетический	2	1
418	в третьем	1	1
419	но может	1	1
420	ничто в	1	1
421	никогда и	1	1
422	и здесь	7	1
423	не был	1	1
424	возможна только	1	1
425	и т.д	2	1
426	ценности и	4	1
427	второй половине	1	1
428	его жизни	3	1
429	как индивидуального	1	1
430	можно сказать	1	1
431	в значительной	1	1
432	других людей	1	1
433	подлежит сомнению	1	1
434	на основе	7	1
435	все в	1	1
436	контексте культуры	1	1
437	к нему	12	1
438	оказались бы	1	1
439	во всех	11	1
440	я а	1	1
441	ее от	1	1
442	его эмпирической	1	1
443	от них	1	1
444	и во	1	1
445	во всей	4	1
446	сознания все	1	1
447	и других	2	1
448	я во	1	1
449	единого и	9	1
450	субъекта автора	1	1
451	вся жизнь	1	1
452	в жизнь	1	1
453	более что	1	1
454	это приводит	1	1
455	и другую	1	1
456	в литературе	1	1
457	быть осознана	1	1
458	жизни его	1	1
459	другого субъекта	1	1
460	тот же	1	1
461	одной из	1	1
462	в какой	1	1
463	как я	1	1
464	гораздо более	1	1
465	наше время	1	1
466	было и	2	1
467	бы ни	1	1
468	в единственном	9	1
469	только при	1	1
470	она лишь	1	1
471	со всеми	2	1
472	мысль моя	1	1
473	не можем	1	1
474	в большинстве	1	1
475	мы получим	2	1
476	в виде	2	1
477	кажется что	2	1
478	единственного субъекта	1	1
479	слова в	2	1
480	в котором	24	1
481	в одном	4	1
482	никто не	1	1
483	не для	1	1
484	себя от	1	1
485	так как	1	1
486	не о	2	1
487	может служить	1	1
488	отношении к	2	1
489	отдельного человека	1	1
490	герой и	1	1
491	автора как	2	1
492	и всякое	1	1
493	и востока	1	1
494	любит и	1	1
495	во власти	1	1
496	со всем	5	1
497	что и	7	1
498	истина и	1	1
499	именно в	5	1
500	на чем	1	1
501	бытия в	5	1
502	а с	2	1
503	быть преодолена	1	1
504	этой задачи	1	1
505	себя и	2	1
506	автора его	2	1
507	в соответствии	2	1
508	не делает	1	1
509	и окончательно	1	1
510	до конца	3	1
511	и жизни	4	1
512	понятие о	1	1
513	и эстетической	1	1
514	он становится	1	1
515	впрочем в	1	1
516	только от	1	1
517	есть лишь	5	1
518	в бытии	26	1
519	ближе может	1	1
520	если не	2	1
521	для этой	3	1
522	в последней	1	1
523	него в	1	1
524	эти слова	1	1
525	ни на	1	1
526	путь от	1	1
527	в акте	3	1
528	подхода к	2	1
529	себе самому	1	1
530	мире нет	1	1
531	жизни но	3	1
532	не изображаемого	1	1
533	сознания его	1	1
534	но сам	1	1
535	и на	3	1
536	эту мысль	1	1
537	к настоящему	1	1
538	в мир	1	1
539	в первой	1	1
540	ко мне	6	1
541	действительной жизни	3	1
542	в это	2	1
543	с ее	2	1
544	не выходит	1	1
545	места и	4	1
546	сознание уже	1	1
547	теоретическое установление	2	1
548	и о	1	1
549	такова же	1	1
550	только для	1	1
551	при условии	2	1
552	о его	1	1
553	и единственного	12	1
554	лучшем случае	1	1
555	между прочим	1	1
556	уже тем	1	1
557	но для	2	1
558	сознания это	1	1
559	самого как	1	1
560	из которых	2	1
561	но такой	1	1
562	при таком	1	1
563	на задний	1	1
564	не подлежит	1	1
565	сознания и	3	1
566	а к	1	1
567	говоря о	1	1
568	от него	3	1
569	и все	7	1
570	это может	1	1
571	субъектом и	1	1
572	только что	1	1
573	или не	1	1
574	отношению ко	4	1
575	т.е как	1	1
576	могли быть	1	1
577	я то	1	1
578	жизни в	5	1
579	разобщения и	1	1
580	в лучшем	1	1
581	его действительности	1	1
582	в свою	3	1
583	в моем	6	1
584	между ними	1	1
585	с ней	1	1
586	не знает	5	1
587	только как	4	1
588	была бы	1	1
589	моего я	1	1
590	совершенно не	6	1
591	в иной	1	1
592	я это	1	1
593	есть общая	1	1
594	в действительности	1	1
595	но эти	1	1
596	а я	1	1
597	к действительности	1	1
598	вместе с	1	1
599	существенный момент	1	1
600	к этому	2	1
601	причастности к	1	1
602	все что	1	1
603	они не	1	1
