N	2gram	Trubetskoy_1	formyVre
568	или с	1	1
569	несмотря на	6	1
570	но как	2	1
571	тем больше	1	1
572	все более	1	1
573	исторического развития	2	1
574	иная чем	1	1
575	для самого	2	1
576	надо было	1	1
577	с разными	1	1
578	со временем	2	1
579	одной стороны	2	1
580	сравнению с	5	1
581	это есть	4	1
582	в тех	3	1
583	с тех	1	1
584	такою же	1	1
585	свою книгу	1	1
586	да и	1	1
587	человек с	1	1
588	этого сделать	1	1
589	стремления к	1	1
590	этого слова	2	1
591	стремятся к	1	1
592	благодаря этому	1	1
593	оба они	1	1
594	в так	1	1
595	между прочим	2	1
596	из него	2	1
597	народа и	1	1
598	тех же	2	1
599	рассматривать как	2	1
600	греческой и	1	1
601	эту черту	2	1
602	культуры и	9	1
603	должны быть	3	1
604	на время	1	1
605	и среди	1	1
606	в результате	9	1
607	а все	1	1
608	достаточно упомянуть	1	1
609	в отдельных	2	1
610	но когда	1	1
611	из себя	10	1
612	бы в	3	1
613	конце концов	4	1
614	времени все	1	1
615	зрения в	1	1
616	идет об	1	1
617	введены в	1	1
618	в настоящее	2	1
619	на более	2	1
620	жизнь все	1	1
621	бы на	1	1
622	не являются	1	1
623	и вдруг	1	1
624	в целях	1	1
625	такие вещи	1	1
626	в свою	2	1
627	состоит из	4	1
628	для борьбы	1	1
629	бы ни	1	1
630	от всех	1	1
631	совершенно не	3	1
632	но этот	1	1
633	нет но	1	1
634	мы считаем	1	1
635	взгляда на	1	1
636	ко всему	2	1
637	основе их	1	1
638	самой природе	1	1
639	в таком	4	1
640	этой точки	1	1
641	они не	2	1
