N	2gram	Tiupa_Narr_1	Literetu
167	в сущности	3	2
168	на себя	3	2
169	х годов	1	2
170	и самого	3	2
171	как правило	4	2
172	могло быть	1	2
173	отнюдь не	5	2
174	вследствие которого	1	2
175	адресата в	2	2
176	или иную	2	2
177	только то	1	2
178	с собачкой	1	2
179	все эти	2	2
180	не оставляет	1	2
181	из этих	3	2
182	но без	2	2
183	тому же	5	2
184	с чем	2	2
185	в нем	4	2
186	героя с	2	2
187	в нашей	1	2
188	жизни человеческого	1	2
189	это надо	1	2
190	в коммуникативном	3	2
191	подобно тому	2	2
192	на этом	1	2
193	различие между	2	2
194	сознания к	2	2
195	здесь как	1	2
196	было бы	4	2
197	по мысли	3	2
198	в слове	1	2
199	как сказано	1	2
200	и того	1	2
201	несет в	1	2
202	в любом	2	2
203	а как	1	2
204	с точки	2	2
205	с позиции	1	2
206	жизни с	1	2
207	в россии	1	2
208	тем не	3	2
209	однако в	2	2
210	даже в	2	2
211	так называемого	1	2
212	при всех	2	2
213	вплоть до	2	2
214	дело не	1	2
215	жизни не	1	2
216	по терминологии	2	2
217	жизни на	1	2
218	и является	1	2
219	с читателем	1	2
220	как будто	3	2
221	этом отношении	3	2
222	коммуникативном событии	1	2
223	могут быть	3	2
224	к тому	7	2
225	в поле	1	2
226	искусства как	1	2
227	объект и	1	2
228	более не	2	2
229	в себя	6	2
230	направленной на	1	2
231	своем составе	1	2
232	для читателя	1	2
233	классического реализма	1	2
234	являют собой	1	2
235	роль в	2	2
236	читателя в	2	2
237	на том	3	2
238	в мире	9	2
239	в шмид	3	2
240	различного рода	3	2
241	или иной	5	2
242	в другом	1	2
243	о том	6	2
244	оставляет места	1	2
245	с одной	7	2
246	все та	2	2
247	обращается к	1	2
248	не могло	2	2
249	между тем	3	2
250	во втором	4	2
251	и только	2	2
252	на воспринимающее	1	2
253	текст как	1	2
254	хотя бы	4	2
255	в текст	1	2
256	то и	1	2
257	что не	4	2
258	по выражению	2	2
259	ту или	2	2
260	для него	2	2
261	от тех	1	2
262	не случайно	2	2
263	с легкой	1	2
264	тем что	3	2
265	адресата а	1	2
266	на роль	1	2
267	одной стороны	7	2
268	нового времени	2	2
269	не на	2	2
270	одну из	2	2
271	нет ничего	1	2
272	как представляется	2	2
273	в столь	1	2
274	если оно	1	2
275	тому как	2	2
276	с.с аверинцева	2	2
277	легкой руки	1	2
278	текста как	2	2
279	произведение в	1	2
280	коммуникативных стратегий	1	2
281	можно было	2	2
282	но одновременно	1	2
283	не является	8	2
284	которая в	2	2
285	воспринимающее сознание	1	2
286	в западных	1	2
287	тем более	2	2
288	в равной	1	2
289	не есть	3	2
290	субъекта поскольку	1	2
291	отношению к	6	2
292	по поводу	1	2
293	которая не	1	2
294	как известно	2	1
295	решении этой	1	1
296	же как	3	1
297	переходит к	1	1
298	о любви	1	1
299	на самом	1	1
300	только потому	1	1
301	идет о	2	1
302	креативного и	1	1
303	традиции как	1	1
304	между двумя	5	1
305	к другому	2	1
306	и поэтически	1	1
307	на две	1	1
308	мать и	1	1
309	соотнесенности с	1	1
310	и за	1	1
311	который в	2	1
312	есть не	1	1
313	другому сознанию	1	1
314	в историю	1	1
315	событие это	1	1
316	ставят перед	1	1
317	мы не	1	1
318	говоря и	1	1
319	этом не	1	1
320	есть нечто	1	1
321	жизненной позиции	4	1
322	жизни как	3	1
323	ему в	2	1
324	всю ночь	1	1
325	которое в	1	1
326	и он	3	1
327	того не	1	1
328	рецептивное сознание	1	1
329	разумеется не	1	1
330	столько же	1	1
331	но собственно	1	1
332	он сам	2	1
333	бы то	3	1
334	в различных	1	1
335	жизни однако	1	1
336	в чем	1	1
337	у чехова	1	1
338	совершенно особое	1	1
339	во внешнем	2	1
340	но как	2	1
341	всем его	1	1
342	взаимодействия креативного	1	1
343	ответ на	1	1
344	отношение к	2	1
345	тексте но	1	1
346	что они	3	1
347	в настоящем	1	1
348	один и	1	1
349	это мир	1	1
350	и читатель	1	1
351	первый взгляд	2	1
352	а третий	1	1
353	внутри себя	1	1
354	как к	2	1
355	о жизни	1	1
356	в различные	1	1
357	как нам	1	1
358	перед нами	4	1
359	мы можем	1	1
360	могли бы	1	1
361	как уже	1	1
362	этом контексте	1	1
363	и как	5	1
364	суть такой	1	1
365	писал что	1	1
366	как таковое	1	1
367	в противоположность	2	1
368	то в	6	1
369	за собой	4	1
370	как то	1	1
371	а во-вторых	1	1
372	повествование в	1	1
373	теперь начинает	1	1
374	и событие	1	1
375	и рецептивная	3	1
376	за рамки	2	1
377	так сказать	1	1
378	при рассмотрении	1	1
379	этом своем	1	1
380	фазу испытания	1	1
381	он не	3	1
382	определенного типа	1	1
383	ключ к	2	1
384	но само	1	1
385	в понимании	1	1
386	едва ли	1	1
387	к одному	1	1
388	качестве своего	1	1
389	в начале	1	1
390	уже говорилось	1	1
391	у читателя	1	1
392	и более	1	1
393	области художественной	1	1
394	очевидным что	1	1
395	в плане	1	1
396	какой бы	1	1
397	ориентация на	1	1
398	постольку поскольку	2	1
399	и по	1	1
400	или иных	1	1
401	не бывает	1	1
402	ни был	1	1
403	но все	4	1
404	человека в	2	1
405	значительной степени	2	1
406	этом последнем	1	1
407	подход к	2	1
408	оно и	1	1
409	то ни	3	1
410	а то	1	1
411	и с	4	1
412	бы быть	3	1
413	а по	2	1
414	это весьма	1	1
415	картиной мира	1	1
416	это было	1	1
417	его личности	2	1
418	в глазах	1	1
419	сознание адресата	1	1
420	с начала	1	1
421	практически не	1	1
422	капитанской дочке	1	1
423	смерть и	1	1
424	этом качестве	1	1
425	в них	1	1
426	словами бахтина	2	1
427	сам текст	1	1
428	текста а	1	1
429	соответствии с	1	1
430	в ее	3	1
431	мы имеем	2	1
432	а за	1	1
433	глазами и	1	1
434	не всегда	2	1
435	и уже	1	1
436	к неклассической	1	1
437	основывается на	1	1
438	которая может	1	1
439	художественного дискурса	2	1
440	с такой	1	1
441	жизненная установка	1	1
442	иначе говоря	6	1
443	всем своем	1	1
444	в один	1	1
445	одного и	1	1
446	на первый	2	1
447	что просто	1	1
448	собой исторически	1	1
449	м.м бахтин	2	1
450	не самоцелью	1	1
451	во второй	2	1
452	в следующем	1	1
453	к предмету	1	1
454	вспять к	1	1
455	на свою	1	1
456	своем качестве	1	1
457	б.о корман	1	1
458	вне соотнесенности	1	1
459	то было	1	1
460	не от	2	1
461	в которых	1	1
462	этой научной	1	1
463	до последнего	1	1
464	в памяти	2	1
465	однако он	1	1
466	внутреннюю обособленность	1	1
467	для изучения	1	1
468	или несколькими	1	1
469	по крайней	1	1
470	если бы	1	1
471	ни было	3	1
472	не могли	1	1
473	как от	1	1
474	я героя	2	1
475	быть не	1	1
476	тому чтобы	1	1
477	бы но	1	1
478	вовсе не	1	1
479	есть всегда	2	1
480	в историческом	1	1
481	рамках коммуникативного	1	1
482	между людьми	1	1
483	а от	1	1
484	чистом виде	1	1
485	как будет	3	1
486	культурной жизни	1	1
487	она не	2	1
488	как о	1	1
489	не имеет	2	1
490	кого из	1	1
491	и сама	1	1
492	на него	3	1
493	не нуждается	1	1
494	к изучению	1	1
495	говорить о	2	1
496	для кого	1	1
497	иметь в	1	1
498	это еще	1	1
499	бы между	1	1
500	наиболее влиятельной	1	1
501	и соответственно	2	1
502	из четырех	1	1
503	имеем дело	2	1
504	сколь и	1	1
505	а во	3	1
506	к концу	1	1
507	притязания на	1	1
508	другой стороны	4	1
509	тех или	1	1
510	для нас	1	1
511	о нем	4	1
512	события общения	1	1
513	и позволяет	1	1
514	может приобретать	1	1
515	как недостаточно	1	1
516	с другом	1	1
517	перед ним	1	1
518	в детстве	5	1
519	все то	2	1
520	данного произведения	1	1
521	и времени	1	1
522	мы узнаем	1	1
523	одного сознания	2	1
524	отличается от	4	1
525	переставая быть	1	1
526	узнаем о	1	1
527	имеет место	4	1
528	рецептивного сознания	1	1
529	типа есть	1	1
530	рамках которого	1	1
531	в ситуации	1	1
532	году в	1	1
533	как утверждает	1	1
534	как мы	3	1
535	но по	1	1
536	когда как	1	1
537	свою очередь	3	1
538	этом ракурсе	1	1
539	исторически наиболее	1	1
540	и от	1	1
541	сознания однако	1	1
542	по сути	2	1
543	мысль о	1	1
544	эксплицированного в	1	1
545	чеховского героя	1	1
546	испытания смертью	1	1
547	в произведении	3	1
548	к жизни	1	1
549	или в	2	1
550	на путь	1	1
551	ориентировано на	1	1
552	мог бы	3	1
553	на видение	1	1
554	строго говоря	1	1
555	быть может	2	1
556	с этого	1	1
557	к прошлому	1	1
558	в третьем	3	1
559	но может	1	1
560	ничто в	1	1
561	никогда и	1	1
562	и здесь	1	1
563	в состав	1	1
564	возможна только	1	1
565	и т.д	7	1
566	порой весьма	1	1
567	нам представляется	1	1
568	голоса в	1	1
569	очевидно что	1	1
570	его жизни	2	1
571	оно остается	1	1
572	есть так	1	1
573	можно сказать	5	1
574	и который	1	1
575	в значительной	2	1
576	подлежит сомнению	1	1
577	как теперь	1	1
578	по слову	1	1
579	к нему	5	1
580	во всех	1	1
581	том или	2	1
582	которых в	1	1
583	и во	1	1
584	на одном	1	1
585	и взаимодействия	1	1
586	во всей	2	1
587	крайней мере	1	1
588	реальность в	1	1
589	вслед за	4	1
590	наконец в	2	1
591	очевидным образом	2	1
592	не мешает	1	1
593	более что	1	1
594	в литературе	2	1
595	герой в	1	1
596	тот же	1	1
597	одной из	4	1
598	перемещается в	1	1
599	субъектов дискурсии	1	1
600	в какой	2	1
601	может оказаться	2	1
602	согласно которой	1	1
603	было и	1	1
604	смерти как	1	1
605	ему надлежит	1	1
606	рассказа оказывается	1	1
607	тот или	1	1
608	со всеми	1	1
609	однако с	1	1
610	точной характеристике	1	1
611	же усиливает	1	1
612	по убеждению	1	1
613	и у	1	1
614	бахтин не	1	1
615	в значении	1	1
616	свидетельствует о	1	1
617	от других	1	1
618	то чему	1	1
619	где бы	1	1
620	не так	1	1
621	равной степени	1	1
622	слова в	1	1
623	в котором	1	1
624	не затрагивает	1	1
625	никто не	1	1
626	начала жизни	2	1
627	не о	3	1
628	может служить	1	1
629	вполне адекватно	1	1
630	хх столетия	1	1
631	как такового	1	1
632	тогда в	2	1
633	или ином	2	1
634	автора как	1	1
635	процесс в	1	1
636	представляют собой	2	1
637	к месту	1	1
638	в финале	1	1
639	из двух	3	1
640	что и	1	1
641	трактовать как	1	1
642	до сих	1	1
643	не поддается	1	1
644	может и	1	1
645	хоть и	1	1
646	субъекта жизни	1	1
647	нельзя сказать	1	1
648	именно в	6	1
649	согласно весьма	1	1
650	весьма точной	1	1
651	чем он	1	1
652	на чем	2	1
653	может показаться	1	1
654	бытия в	3	1
655	а с	3	1
656	не переставая	1	1
657	тексте не	1	1
658	мира это	1	1
659	себя и	2	1
660	резко отличается	1	1
661	картину мира	2	1
662	в соответствии	1	1
663	а на	1	1
664	рассказа о	2	1
665	стремится к	1	1
666	воспринимающего сознания	1	1
667	более того	1	1
668	в рассказе	4	1
669	однако и	1	1
670	наделен не	1	1
671	и картины	1	1
672	личности в	2	1
673	из многочисленных	2	1
674	от жанра	1	1
675	принадлежности к	1	1
676	если не	4	1
677	они все	2	1
678	ни на	1	1
679	он уже	2	1
680	в акте	1	1
681	подхода к	1	1
682	себе самому	1	1
683	текста в	2	1
684	однако для	1	1
685	в особенности	4	1
686	жизни но	2	1
687	к своему	1	1
688	это парадигма	1	1
689	в художественных	1	1
690	продуктивным в	1	1
691	в той	6	1
692	однако эти	1	1
693	двух сыновей	1	1
694	и на	3	1
695	эстетического дискурса	1	1
696	в чистом	1	1
697	внешний облик	1	1
698	в мир	1	1
699	с собственным	1	1
700	по существу	2	1
701	ней не	1	1
702	в состоянии	1	1
703	по бахтину	3	1
704	в это	1	1
705	с ее	3	1
706	само повествование	1	1
707	казалось что	5	1
708	той мере	1	1
709	сих пор	1	1
710	мира который	1	1
711	о его	1	1
712	текст и	1	1
713	этом и	1	1
714	перед смертью	1	1
715	можно назвать	1	1
716	пока еще	4	1
717	себя с	1	1
718	под названием	1	1
719	и ему	1	1
720	из которых	4	1
721	его собственными	1	1
722	для автора	2	1
723	не подлежит	1	1
724	финале рассказа	1	1
725	к чужому	1	1
726	от него	1	1
727	и все	2	1
728	собственно говоря	1	1
729	это может	1	1
730	было на	1	1
731	но зато	1	1
732	от всего	1	1
733	надо полагать	2	1
734	ведь как	1	1
735	бы именовать	1	1
736	отношению ко	1	1
737	будет сказано	1	1
738	было сформулировано	2	1
739	в общем	1	1
740	жизни в	3	1
741	нами не	2	1
742	в свою	3	1
743	в ходе	1	1
744	между ними	2	1
745	героя и	4	1
746	не знает	1	1
747	сказать что	4	1
748	в капитанской	1	1
749	от всех	2	1
750	совершенно не	2	1
751	в иной	2	1
752	для любого	1	1
753	в работах	1	1
754	в действительности	1	1
755	сам того	1	1
756	собой лишь	1	1
757	в роли	2	1
758	событий в	2	1
759	том числе	6	1
760	они не	2	1
