N	2gram	Kanaev_Sov_1	Istorich
194	человека и	1	1
195	существенно отличается	1	1
196	то она	1	1
197	к началу	1	1
198	может выполнять	1	1
199	принадлежит и	1	1
200	на них	1	1
201	между собой	3	1
202	быть в	1	1
203	что его	1	1
204	это означало	1	1
205	мы будем	1	1
206	но как	1	1
207	со всеми	2	1
208	нельзя говорить	1	1
209	нет и	4	1
210	отнюдь не	3	1
211	чем же	1	1
212	в гости	1	1
213	кроме того	1	1
214	что это	2	1
215	он в	3	1
216	ни одна	2	1
217	остановиться на	1	1
218	и производит	1	1
219	и те	1	1
220	этот процесс	1	1
221	носят название	1	1
222	свою собственную	2	1
223	в корне	1	1
224	не доказывают	1	1
225	и по	2	1
226	предполагается что	1	1
227	человека в	1	1
228	не будет	1	1
229	в мире	1	1
230	на этой	3	1
231	в и	2	1
232	такой вопрос	1	1
233	но самый	1	1
234	не соответствует	1	1
235	вопрос и	1	1
236	одной из	1	1
237	только одно	1	1
238	но уже	1	1
239	она и	1	1
240	которой он	2	1
241	для чего	1	1
242	оно имеет	1	1
243	чем в	1	1
244	и становится	1	1
245	в эту	1	1
246	но если	1	1
247	что такое	2	1
248	в такой	1	1
249	с точки	5	1
250	она в	1	1
251	что вся	1	1
252	для объяснения	1	1
253	мы проследим	1	1
254	и той	1	1
255	которые в	1	1
256	оно касается	1	1
257	через несколько	1	1
258	по себе	1	1
259	же мы	2	1
260	все три	1	1
261	самого начала	3	1
262	одной и	1	1
263	на которых	1	1
264	это то	1	1
265	из четырех	2	1
266	она уже	1	1
267	очень мало	1	1
268	нам важен	1	1
269	это конечно	1	1
270	отличается от	3	1
271	и тот	1	1
272	что при	2	1
273	если же	2	1
274	ничего общего	1	1
275	с ее	1	1
276	свою очередь	2	1
277	с самого	3	1
278	можно было	1	1
279	каждого из	2	1
280	данное явление	1	1
281	что дело	1	1
282	смысле то	1	1
283	он сам	1	1
284	с ним	1	1
285	все те	2	1
286	но такая	1	1
287	эта сторона	1	1
288	видим не	1	1
289	и должно	1	1
290	и та	1	1
291	что каждый	1	1
292	она всегда	1	1
293	пр но	1	1
294	функций в	1	1
295	это увидим	1	1
296	законов но	1	1
297	и только	1	1
298	здесь в	1	1
299	которых она	1	1
300	тот же	2	1
301	этого можно	1	1
302	но этим	1	1
303	как нет	1	1
304	узнаем здесь	1	1
305	может оказаться	1	1
306	ее действия	1	1
307	всего мы	1	1
308	конечно не	1	1
309	не можем	7	1
310	уже в	3	1
311	в большинстве	1	1
312	чтобы он	1	1
313	в начале	1	1
314	и путем	1	1
315	искать в	1	1
316	и их	1	1
317	пока не	1	1
318	другую сторону	1	1
319	сами по	1	1
320	случае не	1	1
321	ее на	2	1
322	это или	1	1
323	мы это	1	1
324	как у	1	1
325	и прежде	1	1
326	с другом	2	1
327	такое же	1	1
328	только к	1	1
329	а на	2	1
330	на этот	2	1
331	она может	2	1
332	на эту	1	1
333	человека как	1	1
334	к вечеру	1	1
335	а при	1	1
336	в область	1	1
337	как бы	4	1
338	образом на	1	1
339	друг с	2	1
340	этим мы	3	1
341	форма в	2	1
342	человек с	1	1
343	это значит	1	1
344	что же	5	1
345	она дает	1	1
346	все это	3	1
347	в один	2	1
348	но для	1	1
349	это уже	1	1
350	уже на	1	1
351	при таком	3	1
352	человек и	1	1
353	на которой	1	1
354	вступила в	1	1
355	или нет	1	1
356	все они	1	1
357	могли быть	1	1
358	не знает	1	1
359	состоит из	3	1
360	но можно	1	1
361	но часто	1	1
362	это и	1	1
363	можно наблюдать	1	1
364	но еще	1	1
365	только одна	6	1
366	направление в	1	1
367	и эта	1	1
368	в таком	2	1
369	которая не	1	1
