N	2gram	Bakhtin_KF_1	Problemy
147	бы то	2	3
148	во всех	11	3
149	совсем не	2	3
150	а он	1	3
151	с этим	1	3
152	когда он	1	3
153	его к	2	3
154	поэтому он	1	3
155	в целом	10	3
156	все эти	10	3
157	ее как	2	3
158	него и	1	3
159	то ни	2	3
160	было бы	8	3
161	этом смысле	3	3
162	нет в	4	3
163	этого не	1	3
164	с тем	2	3
165	такой же	1	3
166	другим и	1	3
167	в котором	24	3
168	не как	4	3
169	собой и	1	3
170	раз и	2	3
171	но только	1	3
172	тона и	1	3
173	ничего не	3	3
174	или как	2	3
175	и мысли	1	3
176	им и	1	3
177	только с	3	3
178	и т.д	2	3
179	с ее	2	3
180	всего этого	1	3
181	не могу	3	3
182	в ее	16	3
183	с человеком	3	3
184	сводится к	2	3
185	и во	1	3
186	что и	7	3
187	это не	10	3
188	в него	2	3
189	того что	3	3
190	нуждается в	1	3
191	со всеми	2	3
192	уже не	7	3
193	его и	2	3
194	а с	2	3
195	и своего	1	3
196	эти слова	1	3
197	должно быть	6	3
198	в реальном	1	3
199	которой он	2	3
200	не мог	1	3
201	и от	1	3
202	я как	1	3
203	мы должны	1	3
204	только что	1	3
205	ни было	4	3
206	том что	4	3
207	бы его	1	3
208	я и	2	2
209	в движение	1	2
210	чтобы не	2	2
211	показать что	1	2
212	в первом	1	2
213	из его	3	2
214	проникает в	5	2
215	и этот	3	2
216	а как	2	2
217	она в	1	2
218	и тут	1	2
219	своему смыслу	1	2
220	слово не	3	2
221	в ней	3	2
222	быть в	4	2
223	столь же	1	2
224	бы не	3	2
225	но конечно	3	2
226	не просто	1	2
227	определяется не	1	2
228	в своем	16	2
229	виду и	1	2
230	мы можем	1	2
231	хотя и	1	2
232	и как	2	2
233	в этот	1	2
234	в которой	1	2
235	бы и	3	2
236	его целом	10	2
237	момент его	8	2
238	другого как	1	2
239	но ведь	5	2
240	при этом	4	2
241	а просто	1	2
242	всех этих	3	2
243	этот процесс	1	2
244	оно должно	1	2
245	их в	1	2
246	и по	1	2
247	на этом	1	2
248	ни был	2	2
249	а затем	1	2
250	что все	1	2
251	той же	1	2
252	это было	2	2
253	то все	1	2
254	он есть	1	2
255	кажется что	2	2
256	ни в	12	2
257	но уже	1	2
258	если я	2	2
259	все равно	1	2
260	и того	2	2
261	же я	1	2
262	но я	2	2
263	в этих	1	2
264	места в	4	2
265	как все	1	2
266	с точки	9	2
267	задает себе	1	2
268	но эта	5	2
269	войти в	2	2
270	тому что	2	2
271	вопрос о	2	2
272	если и	1	2
273	слова мы	1	2
274	не менее	3	2
275	мысли в	1	2
276	к другим	1	2
277	слово и	1	2
278	к ней	1	2
279	по своей	1	2
280	такая же	1	2
281	мире и	1	2
282	ли это	2	2
283	есть только	1	2
284	лежит в	1	2
285	бы он	2	2
286	и он	1	2
287	существенный момент	1	2
288	из их	1	2
289	характер и	1	2
290	уже с	1	2
291	всей своей	2	2
292	приводит к	1	2
293	стремится быть	1	2
294	с собой	1	2
295	конечно в	2	2
296	времени и	4	2
297	особенно в	1	2
298	мог бы	1	2
299	жизнь и	2	2
300	для этого	2	2
301	о нем	4	2
302	только так	1	2
303	о том	3	2
304	и та	2	2
305	нему он	1	2
306	себя но	1	2
307	не знаю	1	2
308	и мир	2	2
309	быть и	3	2
310	вне себя	1	2
311	за исключением	1	2
312	одной из	1	2
313	но ни	2	2
314	и кажется	1	2
315	себя в	8	2
316	конечно не	7	2
317	в большинстве	1	2
318	в жизни	2	2
319	большинстве случаев	1	2
320	в душе	1	2
321	него нет	1	2
322	для другого	2	2
323	друг друга	1	2
324	уже и	1	2
325	здесь в	1	2
326	совпадает с	1	2
327	всю жизнь	1	2
328	точек зрения	1	2
329	одна и	1	2
330	человека как	1	2
331	вступает в	3	2
332	вместе с	1	2
333	я уже	2	2
334	себя за	2	2
335	смысле этого	1	2
336	развивается как	1	2
337	здесь есть	1	2
338	но для	2	2
339	свой тон	1	2
340	это уже	2	2
341	или в	1	2
342	ли будет	1	2
343	и ни	3	2
344	хотя бы	4	2
345	меня в	3	2
346	найти себя	1	2
347	в последнем	1	2
348	но эти	1	2
349	ни на	1	2
350	это в	1	2
351	мысль и	2	2
352	именно как	1	1
353	ту же	1	1
354	функции в	1	1
355	мы здесь	2	1
356	он может	2	1
357	в напряженном	1	1
358	своем смысле	5	1
359	в стороне	1	1
360	ты и	1	1
361	он находится	1	1
362	время имеет	1	1
363	непосредственной близости	1	1
364	и до	1	1
365	нем но	1	1
366	что эти	1	1
367	где я	4	1
368	отношения к	1	1
369	в их	8	1
370	со всех	1	1
371	мы не	3	1
372	и лицо	1	1
373	что уже	1	1
374	время от	1	1
375	как я	1	1
376	ему в	2	1
377	зависимости от	1	1
378	того же	1	1
379	всех сторон	1	1
380	свою очередь	1	1
381	и иначе	1	1
382	эта интонация	1	1
383	ни одно	5	1
384	себе несколько	1	1
385	ли его	1	1
386	сказать и	1	1
387	тон не	1	1
388	же на	1	1
389	к которой	2	1
390	ее до	2	1
391	нельзя говорить	1	1
392	него все	1	1
393	в качестве	2	1
394	менее всего	6	1
395	него с	1	1
396	и место	1	1
397	автора здесь	1	1
398	предмет значит	2	1
399	и выдает	1	1
400	жили и	1	1
401	отнюдь не	6	1
402	его я	1	1
403	независимо от	3	1
404	за этим	1	1
405	ней в	1	1
406	и пр	3	1
407	в единый	1	1
408	бы я	1	1
409	не дано	1	1
410	к чему	3	1
411	ни один	1	1
412	жизни только	1	1
413	близости к	1	1
414	в этой	2	1
415	вообще а	1	1
416	нами в	1	1
417	бы только	1	1
418	жизнь как	6	1
419	люди а	1	1
420	его но	1	1
421	человек не	2	1
422	вследствие этого	2	1
423	не следует	1	1
424	он ни	2	1
425	к миру	1	1
426	являются лишь	1	1
427	политики и	1	1
428	весь и	1	1
429	он должен	1	1
430	дан не	1	1
431	нем нельзя	2	1
432	из него	3	1
433	тоном его	1	1
434	конца и	1	1
435	всех отношениях	2	1
436	здесь мы	4	1
437	что этот	3	1
438	об этом	1	1
439	здесь то	1	1
440	на все	1	1
441	себя не	3	1
442	бы два	1	1
443	с целью	1	1
444	входит в	3	1
445	ее мир	2	1
446	понять его	1	1
447	может стать	1	1
448	и мы	2	1
449	момент этого	1	1
450	как другого	1	1
451	делает его	1	1
452	это целое	2	1
453	мою голову	1	1
454	только одно	1	1
455	она и	1	1
456	освободиться от	1	1
457	его все	1	1
458	и само	1	1
459	она действительно	1	1
460	нигде не	3	1
461	сознания по	2	1
462	меня но	4	1
463	и было	1	1
464	элемента в	1	1
465	как таковой	1	1
466	в один	1	1
467	нисколько не	4	1
468	одного и	1	1
469	и видит	1	1
470	и ее	2	1
471	я его	2	1
472	смысле можно	1	1
473	здесь существенно	1	1
474	от времени	1	1
475	свой смысл	1	1
476	мысли и	1	1
477	признать что	1	1
478	его построения	1	1
479	зрения формальной	1	1
480	никого и	1	1
481	него хотя	1	1
482	ко всему	5	1
483	над всеми	1	1
484	тем не	2	1
485	и эти	2	1
486	есть именно	2	1
487	есть еще	1	1
488	том же	1	1
489	бы быть	5	1
490	для нее	7	1
491	и очень	1	1
492	сознании в	1	1
493	любви и	1	1
494	отчетливо и	1	1
495	она не	1	1
496	для каждого	1	1
497	которых он	1	1
498	дело в	2	1
499	одна из	1	1
500	первая часть	1	1
501	я буду	3	1
502	существенная связь	1	1
503	в процессе	2	1
504	в основе	5	1
505	и именно	2	1
506	меня он	1	1
507	к такому	1	1
508	того чтобы	2	1
509	чем не	4	1
510	для всего	1	1
511	только не	1	1
512	и некоторое	1	1
513	он если	1	1
514	не оставив	1	1
515	котором не	1	1
516	и весь	2	1
517	ему и	1	1
518	а лишь	3	1
519	есть это	1	1
520	его он	1	1
521	здесь же	1	1
522	но там	1	1
523	когда мы	1	1
524	сказать только	1	1
525	и другой	1	1
526	отличается от	1	1
527	же самое	1	1
528	всего в	1	1
529	значительной степени	1	1
530	и мне	1	1
531	для того	3	1
532	оно не	2	1
533	него как	1	1
534	из нее	1	1
535	героя для	1	1
536	оно может	1	1
537	можно и	2	1
538	как не	1	1
539	на нем	2	1
540	здесь не	3	1
541	не вступает	1	1
542	ведь оно	1	1
543	него самого	1	1
544	в себя	7	1
545	но мы	1	1
546	она только	1	1
547	и может	3	1
548	дано в	1	1
549	и совершенно	3	1
550	его самого	1	1
551	котором мы	3	1
552	друг для	1	1
553	что может	1	1
554	и себе	2	1
555	чтобы дать	2	1
556	здесь как	1	1
557	участия в	1	1
558	и реальное	1	1
559	в весьма	1	1
560	момент во	1	1
561	в последней	1	1
562	поэтому в	1	1
563	даны в	2	1
564	был не	1	1
565	если бы	8	1
566	в содержании	1	1
567	смысле и	2	1
568	но здесь	3	1
569	никогда и	1	1
570	все дело	1	1
571	не найдем	1	1
572	каждый раз	1	1
573	и должно	1	1
574	но к	1	1
575	каждое движение	1	1
576	образом в	1	1
577	ли она	1	1
578	любви к	1	1
579	в значительной	1	1
580	не выходит	1	1
581	других людей	1	1
582	все в	1	1
583	связь между	1	1
584	это может	1	1
585	к последнему	3	1
586	и требует	1	1
587	от них	1	1
588	лишь путем	1	1
589	во втором	1	1
590	одна мысль	1	1
591	ним и	3	1
592	мне как	3	1
593	во всей	4	1
594	и только	6	1
595	даже для	1	1
596	в ту	2	1
597	его знает	1	1
598	и она	2	1
599	нет он	1	1
600	для самого	1	1
601	бы меня	1	1
602	один из	2	1
603	но с	1	1
604	что только	2	1
605	сознание все	1	1
606	согласиться с	1	1
607	меня и	3	1
608	нем не	1	1
609	и действительно	6	1
610	это очень	1	1
611	действительной жизни	3	1
612	всех его	2	1
613	бы ни	1	1
614	это с	1	1
615	но между	1	1
616	целом это	1	1
617	определения и	1	1
618	я имею	3	1
619	я только	1	1
620	всем его	3	1
621	или не	1	1
622	этот момент	6	1
623	еще одной	1	1
624	и получает	1	1
625	а то	1	1
626	и других	2	1
627	или просто	1	1
628	ибо он	1	1
629	больше и	1	1
630	себе в	1	1
631	ведь это	1	1
632	и навсегда	2	1
633	не для	1	1
634	для меня	20	1
635	как мой	1	1
636	из только	1	1
637	к той	1	1
638	другой и	1	1
639	но из	1	1
640	предмету но	1	1
641	момент в	7	1
642	со всем	5	1
643	активно и	1	1
644	и из	1	1
645	мир все	1	1
646	а именно	1	1
647	к его	1	1
648	но о	1	1
649	предмет и	2	1
650	и их	6	1
651	превращается в	1	1
652	есть лишь	5	1
653	не он	1	1
654	своей структуре	1	1
655	жизнь в	1	1
656	если не	2	1
657	но оно	1	1
658	нет ничего	1	1
659	действительно и	3	1
660	него в	1	1
661	и потому	2	1
662	оставаясь в	1	1
663	мысли но	1	1
664	из которых	2	1
665	этим моментом	1	1
666	в человеке	1	1
667	какого бы	1	1
668	как если	1	1
669	над ним	1	1
670	что первая	1	1
671	определяет его	1	1
672	уже вне	1	1
673	в данном	2	1
674	если оно	1	1
675	находятся в	1	1
676	самого себя	1	1
677	и всей	1	1
678	в мир	1	1
679	только себя	1	1
680	в первой	1	1
681	ко мне	6	1
682	конечно и	1	1
683	он начинает	1	1
684	черты и	1	1
685	можно сказать	1	1
686	только для	1	1
687	о его	1	1
688	остается в	1	1
689	искажает его	1	1
690	не является	1	1
691	поступка в	6	1
692	каким бы	1	1
693	я всегда	1	1
694	в результате	1	1
695	между ними	1	1
696	мысль о	1	1
697	лишь как	2	1
698	в третьем	1	1
699	еще более	2	1
700	главным образом	1	1
701	т.п но	1	1
702	где ее	1	1
703	не должен	3	1
704	целом в	1	1
705	для друга	1	1
706	уже давно	1	1
707	же в	1	1
708	нем и	3	1
709	он мне	1	1
710	не я	3	1
711	себе как	2	1
712	помимо его	1	1
713	требует чтобы	1	1
714	слова я	1	1
715	в свою	3	1
716	с ней	1	1
717	но этот	1	1
718	для героя	1	1
719	переход из	1	1
720	в непосредственной	1	1
721	того или	3	1
722	в своих	3	1
723	и эта	2	1
724	себя другой	1	1
725	который не	1	1
726	к этому	2	1
727	его действительной	1	1
