N	2gram	Tiupa_Disk_2	FransuaR
270	в ее	1	1
271	но не	7	1
272	бы его	1	1
273	к которой	2	1
274	с совершенно	1	1
275	в новом	1	1
276	тогда как	11	1
277	отличие от	12	1
278	друг от	1	1
279	за пределы	1	1
280	в истории	1	1
281	вот как	1	1
282	некоторое время	1	1
283	к данному	1	1
284	родного дома	1	1
285	низа и	1	1
286	все же	6	1
287	однако не	1	1
288	ни одно	2	1
289	человеческая жизнь	1	1
290	в самом	1	1
291	истины и	1	1
292	счастья и	1	1
293	в нашем	1	1
294	с их	2	1
295	и они	1	1
296	им в	1	1
297	человеке и	1	1
298	св георгия	1	1
299	говорят о	1	1
300	но на	1	1
301	человек не	1	1
302	вследствие этого	2	1
303	жизнью и	2	1
304	по словам	2	1
305	время и	1	1
306	к миру	1	1
307	о которой	1	1
308	различные формы	1	1
309	не как	1	1
310	силу своей	1	1
311	мир как	1	1
312	его от	1	1
313	этом мире	2	1
314	по аналогии	1	1
315	именно это	1	1
316	что является	1	1
317	том же	1	1
318	пространственном так	1	1
319	существования не	1	1
320	и иных	1	1
321	форму и	1	1
322	на спине	1	1
323	мир этот	1	1
324	данном случае	6	1
325	не соответствует	1	1
326	еще одно	1	1
327	здесь это	1	1
328	в жизни	1	1
329	но уже	2	1
330	под собою	2	1
331	рассказу о	1	1
332	этого не	1	1
333	разовьется и	1	1
334	все моменты	1	1
335	ряде других	1	1
336	об особом	1	1
337	на первый	2	1
338	от вертикали	1	1
339	традиции так	1	1
340	это ощущение	1	1
341	как все	2	1
342	будет занимать	1	1
343	же это	1	1
344	всяком случае	1	1
345	в котором	3	1
346	даль и	1	1
347	однако от	1	1
348	с данным	1	1
349	стало быть	1	1
350	в силу	1	1
351	к реальному	1	1
352	речи в	2	1
353	рождением новых	1	1
354	и наоборот	1	1
355	же может	1	1
356	даже в	1	1
357	не была	1	1
358	содержит в	2	1
359	при всех	1	1
360	но они	1	1
361	она не	1	1
362	самого начала	1	1
363	человека были	1	1
364	мысли в	1	1
365	этой амбивалентности	1	1
366	на него	1	1
367	своего героя	1	1
368	в основе	4	1
369	продолжения жизни	1	1
370	того и	2	1
371	ряд аналогичных	1	1
372	нашли свое	1	1
373	и проклятия	1	1
374	смерти а	1	1
375	выбора между	3	1
376	первая часть	1	1
377	таким путем	1	1
378	показывает как	1	1
379	своей природе	1	1
380	по своей	6	1
381	со своим	2	1
382	не принадлежит	1	1
383	своем состоянии	1	1
384	что на	2	1
385	ему не	1	1
386	и несколько	1	1
387	от их	1	1
388	начиная с	1	1
389	места для	1	1
390	не могут	1	1
391	в других	1	1
392	с телом	1	1
393	и развития	1	1
394	но одновременно	3	1
395	прошлого в	1	1
396	поэта он	1	1
397	как с	1	1
398	от той	1	1
399	опираясь на	1	1
400	году в	1	1
401	вещами и	1	1
402	от друга	1	1
403	здесь не	2	1
404	здесь также	1	1
405	характер и	1	1
406	каждая вещь	1	1
407	эпизода в	1	1
408	мысль о	3	1
409	во главе	1	1
410	так в	1	1
411	на свой	1	1
412	различие между	1	1
413	ибо она	1	1
414	времени и	2	1
415	не с	2	1
416	чем у	1	1
417	легенды и	3	1
418	поэтому в	1	1
419	мире в	3	1
420	об этом	1	1
421	но здесь	2	1
422	и смерть	1	1
423	большую или	1	1
424	на весьма	1	1
425	все дело	1	1
426	которого можно	1	1
427	часто и	1	1
428	является по	1	1
429	в применении	1	1
430	новеллы и	1	1
431	в другом	3	1
432	т.п в	1	1
433	и что	1	1
434	аналогии с	1	1
435	там же	2	1
436	времени в	4	1
437	или меньшую	1	1
438	от них	1	1
439	с нами	1	1
440	существенную роль	1	1
441	ее содержание	1	1
442	всех основных	1	1
443	века и	1	1
444	но она	3	1
445	определяет основную	1	1
446	в осмыслении	1	1
447	во всем	1	1
448	жизнь с	1	1
449	еще и	1	1
450	в литературу	1	1
451	между тем	2	1
452	в контексте	3	1
453	с которыми	1	1
454	образа жизни	1	1
455	себя в	6	1
456	так что	1	1
457	напротив торжествующего	1	1
458	а напротив	1	1
459	культуры человека	1	1
460	во втором	1	1
461	мог стать	1	1
462	от прошлого	1	1
463	дыра в	1	1
464	одно из	4	1
465	а ну	2	1
466	случаев это	1	1
467	никакого отношения	1	1
468	не говорит	1	1
469	т.п или	1	1
470	к той	1	1
471	погружает нас	1	1
472	и строго	1	1
473	мире где	1	1
474	и даже	1	1
475	всего многообразия	1	1
476	как у	1	1
477	на этот	1	1
478	здесь в	3	1
479	лица в	1	1
480	и прежде	2	1
481	мира это	1	1
482	или о	1	1
483	превращается в	1	1
484	уж и	1	1
485	это мир	2	1
486	литературы нового	1	1
487	более того	1	1
488	в рассказе	4	1
489	для романа	1	1
490	один из	1	1
491	влияние и	1	1
492	картину мира	4	1
493	о чем	2	1
494	некоторых его	1	1
495	и слово	1	1
496	ближе к	1	1
497	присутствие в	1	1
498	почву для	1	1
499	именно поэтому	1	1
500	на фоне	1	1
501	в частности	12	1
502	не были	1	1
503	второго лица	1	1
504	как это	1	1
505	к себе	1	1
506	или по	2	1
507	прошлого к	1	1
508	xix века	1	1
509	к другому	1	1
510	этого типа	1	1
511	это были	1	1
512	лицом к	1	1
513	перехода от	1	1
514	такого рода	9	1
515	применении к	1	1
516	мира с	2	1
517	и там	1	1
518	в мир	1	1
519	для человека	1	1
520	с этой	1	1
521	грани между	1	1
522	слова и	1	1
523	является для	1	1
524	оба они	1	1
525	ни для	4	1
526	и собственно	1	1
527	при всем	1	1
528	в одно	1	1
529	весьма любопытно	1	1
530	его нет	1	1
531	человека это	1	1
532	обращается к	1	1
533	отношении не	1	1
534	же к	1	1
535	на языке	2	1
536	от всего	1	1
537	указывает на	1	1
538	определяется его	1	1
539	может и	2	1
540	в период	4	1
541	между ними	1	1
542	неотделим от	2	1
543	с ней	2	1
544	сказать что	1	1
545	к его	4	1
546	героя в	5	1
547	они сыграли	1	1
548	из этого	1	1
549	также не	1	1
550	ее в	1	1
551	в своих	6	1
552	как на	3	1
553	которая не	1	1
