N	2gram	Tiupa_Anal_2	Psycholo
332	тем же	1	1
333	в первом	1	1
334	к другому	1	1
335	ряда в	1	1
336	действительности и	1	1
337	в несколько	1	1
338	есть не	1	1
339	со всех	1	1
340	говорит сам	1	1
341	случае это	1	1
342	это всегда	1	1
343	что иное	1	1
344	искусства которое	1	1
345	но даже	1	1
346	она возникает	1	1
347	в сцене	1	1
348	еще не	2	1
349	иное как	1	1
350	цвет и	1	1
351	действие для	1	1
352	в восприятии	1	1
353	в сюжете	1	1
354	тем как	1	1
355	так для	1	1
356	не понимаю	2	1
357	конечном счете	2	1
358	по отношению	4	1
359	в общем	2	1
360	который мы	1	1
361	очевидно что	1	1
362	и будет	1	1
363	несмотря на	3	1
364	и речи	1	1
365	за пределы	4	1
366	и я	2	1
367	себя за	1	1
368	независимо от	1	1
369	от автора	2	1
370	типичности и	1	1
371	стороны и	1	1
372	о жизни	2	1
373	такого рода	2	1
374	разговора о	1	1
375	этой стороны	1	1
376	в полном	1	1
377	имеет в	1	1
378	и поведения	1	1
379	дело только	1	1
380	со своей	1	1
381	не даны	1	1
382	так или	1	1
383	сюжет и	4	1
384	в нашем	3	1
385	не оставляет	1	1
386	этом фоне	1	1
387	но без	1	1
388	ни одна	1	1
389	рассказ о	1	1
390	строй речи	2	1
391	и те	1	1
392	но ведь	1	1
393	так сказать	1	1
394	на его	3	1
395	мы их	1	1
396	с напряжением	2	1
397	имело бы	1	1
398	случайно и	1	1
399	у читателя	1	1
400	вообще не	2	1
401	и сам	3	1
402	его от	3	1
403	подобно тому	3	1
404	его своей	1	1
405	речь его	1	1
406	в одну	2	1
407	в совершенно	1	1
408	в другом	1	1
409	в глубине	1	1
410	них не	2	1
411	по смыслу	1	1
412	ко второму	1	1
413	этом смысле	2	1
414	например с	1	1
415	с равным	1	1
416	смерть и	1	1
417	и смерти	4	1
418	и романа	2	1
419	за ним	1	1
420	он же	2	1
421	равным правом	1	1
422	глазами и	1	1
423	со своими	1	1
424	бы место	1	1
425	в эту	3	1
426	в этих	2	1
427	для него	4	1
428	писателя на	1	1
429	этой связи	1	1
430	рассказа о	1	1
431	его композиции	1	1
432	человека который	1	1
433	которого является	1	1
434	не столько	3	1
435	совершает в	1	1
436	его жизнь	1	1
437	ритмический строй	1	1
438	которые в	1	1
439	второй раз	1	1
440	всякий другой	1	1
441	и более	1	1
442	его до	1	1
443	однако к	1	1
444	и вся	1	1
445	в отношении	1	1
446	эстетический факт	1	1
447	все три	1	1
448	что с	2	1
449	тогда когда	1	1
450	и эпизод	1	1
451	как его	1	1
452	которого он	1	1
453	же его	4	1
454	в нас	2	1
455	но только	1	1
456	человеческую с	1	1
457	смысл его	1	1
458	не понимал	1	1
459	в противоречие	1	1
460	всего на	1	1
461	с одним	1	1
462	за исключением	1	1
463	в сознании	4	1
464	из того	1	1
465	самой этой	1	1
466	слова о	1	1
467	что на	3	1
468	может показаться	1	1
469	у меня	1	1
470	начиная с	1	1
471	и заключается	1	1
472	взятое в	1	1
473	и такие	1	1
474	бы он	1	1
475	а композиция	1	1
476	вырождается в	1	1
477	на это	1	1
478	если же	1	1
479	им для	1	1
480	не позволил	1	1
481	некоторой степени	1	1
482	следует отнести	1	1
483	суть его	1	1
484	сторону и	2	1
485	свою очередь	1	1
486	своем составе	3	1
487	личности и	2	1
488	характер и	1	1
489	а когда	1	1
490	только то	1	1
491	слова а	1	1
492	которая определяет	1	1
493	говорит на	1	1
494	с собой	1	1
495	каждого из	1	1
496	начала и	1	1
497	она была	1	1
498	это только	2	1
499	есть иначе	1	1
500	где каждый	1	1
501	эту сцену	1	1
502	в новелле	4	1
503	быть в	1	1
504	вопроса и	1	1
505	его художественной	1	1
506	вот и	1	1
507	разумеется в	1	1
508	романа мы	1	1
509	один голос	2	1
510	в игре	7	1
511	а также	7	1
512	может не	1	1
513	это была	1	1
514	и во	2	1
515	заключительная фраза	1	1
516	в конечном	3	1
517	в которую	1	1
518	к нему	1	1
519	на протяжении	2	1
520	каждого такого	1	1
521	воображении читателя	1	1
522	делает в	1	1
523	автор как	1	1
524	это лишь	1	1
525	непосредственно в	1	1
526	романа в	3	1
527	с а	1	1
528	всех сторон	1	1
529	которая сама	1	1
530	в заключительной	1	1
531	в третий	1	1
532	это вызвано	1	1
533	этой точки	1	1
534	совсем не	1	1
535	одной из	3	1
536	и представляет	1	1
537	что даже	1	1
538	все той	2	1
539	между тем	2	1
540	деле не	1	1
541	во времени	2	1
542	который необходимо	1	1
543	и матери	1	1
544	жизни однако	1	1
545	же и	1	1
546	есть в	3	1
547	только на	3	1
548	больше не	1	1
549	слова в	1	1
550	по законам	1	1
551	а то	2	1
552	его текст	1	1
553	не так	4	1
554	и их	2	1
555	всегда оказывается	1	1
556	моментов в	1	1
557	с этими	1	1
558	и композиция	4	1
559	до некоторой	1	1
560	следует понимать	1	1
561	или ином	2	1
562	принять и	1	1
563	представляют собой	2	1
564	к его	2	1
565	своем значении	1	1
566	и даже	9	1
567	в данный	1	1
568	нам не	1	1
569	о своей	2	1
570	не следует	2	1
571	с другим	1	1
572	или иначе	1	1
573	во второй	4	1
574	в воображении	1	1
575	себя и	1	1
576	это неожиданное	1	1
577	превращается в	2	1
578	автором в	1	1
579	ни о	3	1
580	и своим	1	1
581	разговор с	1	1
582	душевной жизни	1	1
583	ближе к	1	1
584	ясно говорит	3	1
585	этого разговора	1	1
586	противоречие с	1	1
587	себе может	1	1
588	долгое время	1	1
589	то можно	1	1
590	целом ряде	1	1
591	самого себя	1	1
592	отношению к	4	1
593	сопротивления когда	1	1
594	ряда и	1	1
595	нельзя лучше	1	1
596	хотя он	1	1
597	сам не	1	1
598	понимать как	1	1
599	рассказывает об	1	1
600	останавливаться на	1	1
601	художественный смысл	1	1
602	только для	1	1
603	но это	1	1
604	о его	4	1
605	и действия	1	1
606	эпизодов с	1	1
607	отличается от	1	1
608	в чем	1	1
609	в один	4	1
610	к другим	1	1
611	и конца	1	1
612	роль при	1	1
613	с автором	1	1
614	за его	1	1
615	которых он	1	1
616	не имея	1	1
617	для автора	1	1
618	в связи	1	1
619	была названа	1	1
620	или в	3	1
621	третий раз	1	1
622	человек и	1	1
623	от него	1	1
624	по одной	1	1
625	бы в	3	1
626	будто бы	1	1
627	все остальные	1	1
628	случае а	1	1
629	же в	1	1
630	как этого	1	1
631	которая ему	1	1
632	общему знаменателю	1	1
633	к ее	1	1
634	а о	1	1
635	в свою	1	1
636	с ней	1	1
637	из тех	1	1
638	том или	2	1
639	речи и	2	1
640	самой своей	1	1
641	по одному	1	1
642	внимания к	1	1
643	по которой	1	1
644	не что	1	1
645	в отдельности	1	1
646	просто не	1	1
647	произведены в	1	1
648	всю сцену	1	1
