N	2gram	Bakhtin_Fr_4	TeoriaLi
391	что ж	1	1
392	на мир	1	1
393	профанация священного	1	1
394	со всеми	1	1
395	же и	3	1
396	для всех	1	1
397	это ни	2	1
398	есть в	2	1
399	только на	1	1
400	на свое	1	1
401	не дает	1	1
402	или даже	1	1
403	из них	6	1
404	и их	3	1
405	ведь это	3	1
406	в одном	1	1
407	с этими	1	1
408	так как	7	1
409	тому же	1	1
410	граница между	1	1
411	характерных для	1	1
412	для того	3	1
413	он же	1	1
414	связаны с	2	1
415	с мотивом	1	1
416	еще и	7	1
417	поэтому речевая	1	1
418	мира это	1	1
419	превращается в	3	1
420	на какие-то	1	1
421	с которым	1	1
422	жизнь в	1	1
423	из участников	1	1
424	здесь выступает	1	1
425	и первый	2	1
426	не поверить	1	1
427	когда же	2	1
428	художественной формы	1	1
429	что из	2	1
430	и слово	1	1
431	ближе к	1	1
432	в связи	1	1
433	с помощью	4	1
434	на новую	1	1
435	игру в	1	1
436	такие и	1	1
437	в одной	2	1
438	будущее в	1	1
439	нимало не	1	1
440	они несут	2	1
441	это своего	2	1
442	с некоторыми	1	1
443	одновременно и	3	1
444	тому как	3	1
445	типа как	1	1
446	да и	2	1
447	в это	1	1
448	с этой	1	1
449	на время	1	1
450	быть и	1	1
451	о его	2	1
452	все это	4	1
453	этом и	1	1
454	о мире	2	1
455	фигуры и	1	1
456	при всем	1	1
457	известной степени	1	1
458	они существенно	1	1
459	и от	1	1
460	в результате	4	1
461	все они	5	1
462	о котором	1	1
463	которая в	1	1
464	например не	1	1
465	в третьем	1	1
466	не более	1	1
467	стороны в	2	1
468	мы видим	3	1
469	в эпосе	1	1
470	к самому	1	1
471	как ряд	1	1
472	от всех	2	1
473	европейской традиции	1	1
474	из этого	2	1
475	только о	1	1
476	что такое	1	1
477	включает в	1	1
478	жизни и	4	1
479	и другие	2	1
480	случае если	1	1
481	в своих	2	1
482	тайны и	1	1
483	в таком	1	1
484	все что	1	1
