N	2gram	Losev_Vesc_1	Dialekti
279	тех или	5	3
280	не является	1	3
281	– и	2	3
282	идею и	2	3
283	и все	5	3
284	у них	1	3
285	бы в	5	3
286	еще более	2	3
287	и смысл	1	3
288	конце концов	2	3
289	только что	2	3
290	состоит из	1	3
291	была бы	2	3
292	жизни и	2	3
293	думать что	1	3
294	гораздо более	1	3
295	можно говорить	2	2
296	мы замечаем	1	2
297	же как	1	2
298	чтобы не	1	2
299	ли оно	1	2
300	просто но	2	2
301	есть сама	3	2
302	вещь не	9	2
303	и больше	9	2
304	для своего	1	2
305	что если	1	2
306	что сначала	1	2
307	вопрос о	1	2
308	– одно	1	2
309	почти все	2	2
310	время как	1	2
311	оно есть	9	2
312	в полной	1	2
313	мы и	1	2
314	идею а	1	2
315	и говорить	1	2
316	не нужно	2	2
317	быть в	1	2
318	как таковая	2	2
319	то мы	2	2
320	из этих	1	2
321	точка зрения	1	2
322	и всякий	1	2
323	нужно быть	1	2
324	себе и	1	2
325	ничуть не	1	2
326	относится к	5	2
327	отвлеченной идеей	1	2
328	что именно	1	2
329	с этим	3	2
330	что как	1	2
331	этой стороны	1	2
332	и где	1	2
333	просто как	1	2
334	не свойственна	1	2
335	бы и	5	2
336	мы получаем	1	2
337	образом и	1	2
338	все эти	3	2
339	к самому	1	2
340	содержат в	1	2
341	тому же	1	2
342	опять-таки не	1	2
343	в виде	1	2
344	физика и	1	2
345	что тут	6	2
346	на этом	2	2
347	образа и	1	2
348	является не	1	2
349	это конечно	1	2
350	могла бы	3	2
351	и может	2	2
352	есть конечно	2	2
353	– то	2	2
354	вещи и	20	2
355	это было	1	2
356	с другими	8	2
357	– совершенно	3	2
358	форму и	1	2
359	сказали мы	1	2
360	но уже	3	2
361	о чистой	1	2
362	мы имеем	7	2
363	с этой	4	2
364	как и	8	2
365	между собою	6	2
366	никакого самостоятельного	1	2
367	до сих	1	2
368	и тогда	1	2
369	не больше	1	2
370	со всей	2	2
371	в своей	5	2
372	ее ни	1	2
373	то он	1	2
374	нас не	1	2
375	всяком случае	2	2
376	почти не	1	2
377	это что	4	2
378	себе а	1	2
379	во всем	1	2
380	для всякого	2	2
381	и от	3	2
382	ни было	4	2
383	вещей и	4	2
384	для нее	2	2
385	говорим что	3	2
386	раз и	1	2
387	если и	1	2
388	не менее	3	2
389	или что	3	2
390	как можно	3	2
391	хотя это	1	2
392	иной раз	1	2
393	и другое	4	2
394	дело не	2	2
395	значит ли	5	2
396	– очень	1	2
397	что реально	3	2
398	из того	2	2
399	отвлеченное понятие	2	2
400	и эта	3	2
401	этом отношении	1	2
402	как только	4	2
403	отличается от	7	2
404	как некая	1	2
405	и это	14	2
406	о которых	1	2
407	как не	1	2
408	на нем	1	2
409	другими словами	5	2
410	же –	2	2
411	идет речь	1	2
412	как с	4	2
413	и совершенно	1	2
414	в другом	2	2
415	мог бы	5	2
416	отлична от	1	2
417	можно только	4	2
418	по сравнению	7	2
419	для этого	4	2
420	до полной	1	2
421	тех кто	2	2
422	но к	1	2
423	свету и	1	2
424	на что	1	2
425	это может	2	2
426	том или	1	2
427	нового к	1	2
428	для того	2	2
429	есть тоже	4	2
430	и следовательно	7	2
431	в него	1	2
432	из видов	1	2
433	того что	8	2
434	в современной	1	2
435	д и	5	2
436	ничего нового	1	2
437	чем он	1	2
438	большею частью	1	2
439	и быть	1	2
440	с ними	3	2
441	и так	1	2
442	поэтому и	1	2
443	сказали что	1	2
444	или его	1	2
445	с одной	3	2
446	в качестве	1	2
447	же и	1	2
448	уже не	9	2
449	и у	3	2
450	если мы	8	2
451	то и	4	2
452	только тогда	3	2
453	из них	4	2
454	для него	4	2
455	и их	7	2
456	никто не	1	2
457	почему это	1	2
458	ее на	1	2
459	со стороны	5	2
460	действительность есть	6	2
461	живой и	2	2
462	что человек	1	2
463	тот кто	1	2
464	именно в	1	2
465	а с	3	2
466	есть подлинная	2	2
467	при чем	1	2
468	с ней	2	2
469	ибо иначе	1	2
470	только как	1	2
471	о чем	1	2
472	он и	1	2
473	если это	2	2
474	стороны в	1	2
475	в частности	1	2
476	объекта и	1	2
477	смысл не	1	2
478	одной стороны	3	2
479	сравнению с	6	2
480	с вещью	17	2
481	реальность и	1	2
482	ни от	5	2
483	вес и	1	2
484	еще не	8	2
485	или хотя	1	2
486	сих пор	1	2
487	но так	1	2
488	я мог	4	2
489	говорить что	3	2
490	даже больше	4	2
491	она должна	2	2
492	и для	9	2
493	то не	4	2
494	и стало	1	2
495	я в	2	2
496	значило бы	4	2
497	всегда есть	3	2
498	свет и	1	2
499	нужно для	3	2
500	от света	1	2
501	или других	4	2
502	в отдельности	4	2
503	вещи есть	51	2
504	невозможна без	1	2
505	я могу	2	2
506	к этому	1	2
507	этой точки	1	2
508	которая не	1	2
509	равным образом	3	1
510	о действительности	1	1
511	новое время	1	1
512	я и	6	1
513	в реальности	1	1
514	простой факт	2	1
515	сущность но	1	1
516	от самой	4	1
517	что образ	2	1
518	вернее –	1	1
519	и без	3	1
520	самим по	1	1
521	силы и	1	1
522	без идеи	1	1
523	мере в	1	1
524	и какова	1	1
525	и реального	2	1
526	чего не	2	1
527	сказано что	1	1
528	из самых	2	1
529	к другому	1	1
530	есть категория	1	1
531	не вещь	2	1
532	что эти	1	1
533	и нужно	1	1
534	какими бы	1	1
535	и энергией	1	1
536	и этот	2	1
537	той же	2	1
538	совершенно в	1	1
539	если я	6	1
540	от вас	1	1
541	и само	2	1
542	это совершенно	4	1
543	мы не	6	1
544	которую я	2	1
545	и сущность	1	1
546	бы что	2	1
547	из этого	1	1
548	не имеющая	2	1
549	основания и	1	1
550	вот я	1	1
551	и бытия	2	1
552	что иное	7	1
553	но исключительно	2	1
554	на себя	1	1
555	как я	4	1
556	но даже	3	1
557	себе что	3	1
558	кто же	1	1
559	д на	1	1
560	и реальным	1	1
561	это значит?	2	1
562	более отвлеченное	1	1
563	ничего в	1	1
564	понятие это	1	1
565	не иметь	1	1
566	может так	1	1
567	думаю что	1	1
568	и самого	1	1
569	и этого	2	1
570	иное как	7	1
571	себя а	1	1
572	на их	2	1
573	от себя	1	1
574	в различных	1	1
575	бы мы	1	1
576	действует и	1	1
577	возможности и	1	1
578	содержащая в	1	1
579	во всех	2	1
580	первой степени	1	1
581	в ее	7	1
582	на идею	1	1
583	коем случае	1	1
584	мы будем	1	1
585	с самой	6	1
586	– живой	1	1
587	явлений и	1	1
588	искусство в	1	1
589	нет и	1	1
590	и чем	3	1
591	от атмосферных	1	1
592	как некоей	1	1
593	равным нулю	1	1
594	внутри самого	1	1
595	смысл или	3	1
596	чем же	3	1
597	в той	3	1
598	его на	1	1
599	данный момент	1	1
600	вещественно и	2	1
601	только ее	1	1
602	то чем	1	1
603	мы имели	1	1
604	меня оно	1	1
605	что ее	2	1
606	кто не	3	1
607	то ясно	1	1
608	которое и	1	1
609	когда он	1	1
610	себя так	1	1
611	могли бы	1	1
612	я должен	4	1
613	стихии и	1	1
614	и наконец	1	1
615	на нас	2	1
616	это тоже	1	1
617	и к	1	1
618	позитивизма и	1	1
619	в каком-то	2	1
620	указаний ни	1	1
621	есть ли	6	1
622	но просто	1	1
623	– конечно	1	1
624	к чему	1	1
625	в которой	1	1
626	вещь это	1	1
627	общего ни	1	1
628	как то	1	1
629	а идея	1	1
630	эти вопросы	1	1
631	так или	4	1
632	сопротивлялся и	1	1
633	предохранения человека	1	1
634	– вещественное	1	1
635	так в	1	1
636	выражение в	3	1
637	по преимуществу	2	1
638	что ничего	1	1
639	в вещи	11	1
640	что логически	1	1
641	если он	1	1
642	смыслом и	3	1
643	не могла	1	1
644	и если	2	1
645	смысл идея	1	1
646	вообще не	2	1
647	что каждая	1	1
648	теории и	1	1
649	бы высказать	1	1
650	с чем	7	1
651	атмосферных явлений	1	1
652	при этом	1	1
653	больше как	1	1
654	является сам	1	1
655	раз навсегда	2	1
656	его внутреннее	1	1
657	предмет а	1	1
658	и почему	1	1
659	и эти	2	1
660	именно то	1	1
661	есть именно	6	1
662	в понимании	1	1
663	свою собственную	1	1
664	к одному	3	1
665	не к	1	1
666	что нужно	3	1
667	понятий и	2	1
668	в силу	3	1
669	я занимаюсь	2	1
670	свет но	1	1
671	физическая материя	5	1
672	или другое	1	1
673	д все	1	1
674	чем она	1	1
675	понятия это	1	1
676	свете а	1	1
677	и по	1	1
678	него и	1	1
679	вещью но	2	1
680	или иных	1	1
681	не суть	2	1
682	от других	1	1
683	таким образом	8	1
684	здесь мы	1	1
685	что почти	1	1
686	не будет	12	1
687	что все	2	1
688	выражение и	1	1
689	же не	1	1
690	главным образом	1	1
691	есть все	1	1
692	мы уже	3	1
693	по смыслу	5	1
694	говорим тут	1	1
695	они тоже	1	1
696	когда уже	1	1
697	его в	2	1
698	ли он	1	1
699	те или	4	1
700	не собственное	1	1
701	во-вторых же	1	1
702	же если	1	1
703	а это	4	1
704	– исключительно	1	1
705	нечто внешнее	1	1
706	и тем	3	1
707	в новое	1	1
708	в жизни	3	1
709	вещь чтобы	1	1
710	– разные	1	1
711	она и	1	1
712	далеко не	1	1
713	в этой	3	1
714	это является	1	1
715	заходящее солнце	1	1
716	со своими	1	1
717	идеализм и	1	1
718	говорится о	2	1
719	есть какое-то	3	1
720	я беру	1	1
721	форма и	1	1
722	потому и	1	1
723	в реальность	1	1
724	различаются между	2	1
725	ибо не	1	1
726	что значит	8	1
727	сущность без	1	1
728	что между	2	1
729	не поймут	1	1
730	и культуры	1	1
731	– общение	1	1
732	также есть	1	1
733	не интересует	1	1
734	вдумаемся в	1	1
735	ли и	1	1
736	представление о	1	1
737	вещи не	8	1
738	внешнего а	1	1
739	философия и	1	1
740	мы теперь	1	1
741	есть предмет	2	1
742	– только	4	1
743	небо –	1	1
744	надо чтобы	1	1
745	смыслу своему	2	1
746	и ничего	1	1
747	но он	2	1
748	сами по	3	1
749	том чтобы	1	1
750	тем не	3	1
751	сознание что	1	1
752	без всяких	1	1
753	имеет смысл	5	1
754	смысловом содержании	1	1
755	реальная действительность	2	1
756	зрения и	2	1
757	же такое	3	1
758	и вся	1	1
759	но ясно	3	1
760	можно ли	7	1
761	чистом виде	1	1
762	вообще но	5	1
763	тем самым	1	1
764	черная дыра	1	1
765	есть прежде	2	1
766	в абсолютном	1	1
767	дерево а	1	1
768	дело в	4	1
769	и вместо	1	1
770	я буду	1	1
771	о них	1	1
772	что вы	3	1
773	того чтобы	3	1
774	чем не	2	1
775	вещь а	1	1
776	может только	1	1
777	он с	1	1
778	человека от	1	1
779	на меня	3	1
780	в коем	1	1
781	и вещи	3	1
782	жизни не	1	1
783	полной неразличимости	1	1
784	имеем дело	3	1
785	этих двух	2	1
786	по своей	2	1
787	меня и	1	1
788	уплывает от	1	1
789	что раз	1	1
790	– она	1	1
791	смысле –	1	1
792	и его	2	1
793	вот почему	3	1
794	сама вещь	9	1
795	е не	2	1
796	одному и	1	1
797	исторического процесса	1	1
798	так то	3	1
799	как будто	1	1
800	она отличается	1	1
801	существенное от	1	1
802	однако это	2	1
803	не потому	6	1
804	с другом	1	1
805	сравнить с	1	1
806	у меня	3	1
807	и оно	3	1
808	это-то и	1	1
809	когда мы	6	1
810	просто на	1	1
811	ее отдельных	1	1
812	же самое	1	1
813	уже было	1	1
814	должны быть	4	1
815	сходство с	1	1
816	с полной	4	1
817	кто-то другой	1	1
818	дело –	1	1
819	достаточно только	2	1
820	подлинной и	1	1
821	окружающим итак	1	1
822	отвлеченно но	1	1
823	а можно	1	1
824	оно не	3	1
825	на это	4	1
826	только одну	1	1
827	зеленого цвета	1	1
828	замечаем что	3	1
829	должен быть	2	1
830	они вовсе	1	1
831	и которая	1	1
832	ни даже	1	1
833	в вещах	2	1
834	вещами и	2	1
835	они носят	1	1
836	нужно сказать	1	1
837	на почву	1	1
838	новой философии	1	1
839	смысле есть	1	1
840	какое же	1	1
841	всякому здравомыслящему	1	1
842	смысл но	1	1
843	него самого	1	1
844	нет никакой	2	1
845	уже с	1	1
846	культуры и	1	1
847	то время	1	1
848	ведь имеет	1	1
849	и когда	4	1
850	природе своей	1	1
851	что у	5	1
852	же нужно	1	1
853	надо сначала	1	1
854	времени и	1	1
855	надо быть	2	1
856	здесь как	1	1
857	по природе	1	1
858	есть также	1	1
859	мешает чтобы	1	1
860	что также	1	1
861	и каждый	1	1
862	верить в	1	1
863	не отличалось	1	1
864	и этой	1	1
865	в результате	3	1
866	свет а	1	1
867	имеется в	1	1
868	она тоже	1	1
869	вещи мы	3	1
870	нас и	1	1
871	д если	1	1
872	действительность и	8	1
873	связанное с	1	1
874	воли и	1	1
875	это воплощение	1	1
876	с явлением	1	1
877	еще ничего	1	1
878	но необходимо	1	1
879	язык и	1	1
880	все вещи	2	1
881	но мы	1	1
882	есть само	1	1
883	совершенно неверно	1	1
884	действительность это	1	1
885	ясным что	1	1
886	происходит не	1	1
887	почему же	1	1
888	этого сказать	1	1
889	не стоит	1	1
890	умными энергиями	1	1
891	и нечто	5	1
892	того или	1	1
893	заключается в	1	1
894	свете в	1	1
895	подлинная действительность	1	1
896	вещи то	2	1
897	судить о	4	1
898	говорить об	1	1
899	и всякая	1	1
900	ним и	1	1
901	есть дерево	2	1
902	и только	3	1
903	от этих	1	1
904	всего некая	2	1
905	бытия вообще	1	1
906	оно требует	1	1
907	все время	1	1
908	мы хотим	1	1
909	общий принцип	1	1
910	оперирует с	1	1
911	а именно	1	1
912	заключается не	1	1
913	вещей надо	1	1
914	идеей но	1	1
915	вот эту	1	1
916	не так	1	1
917	но тут	2	1
918	наконец и	1	1
919	дыра даже	1	1
920	его собственная	1	1
921	уберечься от	1	1
922	такое а	1	1
923	сделать это	2	1
924	ее к	2	1
925	самотождественное различие	1	1
926	действительно наша	1	1
927	метафизиком чтобы	1	1
928	но ни	1	1
929	– такое	1	1
930	как нечто	2	1
931	и полную	1	1
932	и движение	1	1
933	– сама	1	1
934	в природу	4	1
935	пытается быть	1	1
936	бы ни	2	1
937	в цепях	1	1
938	в выражении	1	1
939	со всеми	1	1
940	к живой	1	1
941	история и	1	1
942	себя в	10	1
943	из которого	1	1
944	было так	1	1
945	это ни	1	1
946	есть в	1	1
947	живая личность	1	1
948	не можем	1	1
949	конечно тоже	1	1
950	я имею	2	1
951	уже в	1	1
952	вопроса о	1	1
953	тут-то мы	1	1
954	ту самую	1	1
955	даже вообще	2	1
956	и чисто	1	1
957	не дает	1	1
958	до последней	1	1
959	при помощи	2	1
960	но совершенно	2	1
961	у того	1	1
962	должен говорить	1	1
963	сущность и	1	1
964	чистое смысловое	1	1
965	такое чистое	1	1
966	пр –	1	1
967	религия я	1	1
968	я делаю	1	1
969	совсем другое	1	1
970	себе в	3	1
971	ли просто	1	1
972	бы совершенно	1	1
973	от другого	1	1
974	или как	2	1
975	той которая	1	1
976	содержание и	1	1
977	подходим к	2	1
978	относится не	2	1
979	вполне соответствует	1	1
980	можно с	2	1
981	ее не	2	1
982	пусть даже	3	1
983	это значило	3	1
984	у него	2	1
985	и позитивизма	1	1
986	она будет	2	1
987	личность а	1	1
988	есть выражение	1	1
989	от того	3	1
990	не воспринимает	1	1
991	бы это	1	1
992	идея не	1	1
993	и умное	1	1
994	самого же	1	1
995	это будет	3	1
996	имеет значение	1	1
997	то поскольку	1	1
998	же деле	1	1
999	сделанный из	1	1
1000	его ни	1	1
1001	в данный	1	1
1002	мне и	1	1
1003	осмысления и	1	1
1004	и можно	1	1
1005	или иначе	4	1
1006	есть свет	1	1
1007	эти две	4	1
1008	и самая	1	1
1009	мы его	1	1
1010	только один	2	1
1011	мы еще	2	1
1012	такое этот	1	1
1013	же тогда	1	1
1014	существенного и	2	1
1015	и несущественного	1	1
1016	превращается в	1	1
1017	самом же	1	1
1018	смысла и	5	1
1019	и образом	1	1
1020	не сама	2	1
1021	может ли	2	1
1022	тут нечто	1	1
1023	зависит от	1	1
1024	есть лишь	2	1
1025	к вещи	4	1
1026	именно так	1	1
1027	его как	1	1
1028	бы ее	1	1
1029	вопрос можно	1	1
1030	а вы	2	1
1031	одно а	1	1
1032	и я	1	1
1033	когда она	4	1
1034	и уже	1	1
1035	меня не	2	1
1036	и ему	1	1
1037	если не	3	1
1038	и достаточно	3	1
1039	входить в	1	1
1040	для ее	2	1
1041	моей психики	1	1
1042	вместе с	1	1
1043	смысл что	1	1
1044	представить себе	1	1
1045	в отождествление	1	1
1046	вещи что	2	1
1047	в меру	1	1
1048	в духе	1	1
1049	я узнаю	1	1
1050	несущественным и	1	1
1051	ему всегда	1	1
1052	или другом	1	1
1053	а если	1	1
1054	эту теорему	2	1
1055	наряду с	1	1
1056	отвержения и	1	1
1057	не реален	1	1
1058	перед нами	2	1
1059	синтез и	1	1
1060	находятся в	1	1
1061	однако тут	1	1
1062	быть только	3	1
1063	ее реальной	1	1
1064	из этой	1	1
1065	с которым	1	1
1066	по существу	2	1
1067	другое не	1	1
1068	разумеется тут	1	1
1069	друг с	1	1
1070	ней не	1	1
1071	сходство и	1	1
1072	есть тот	2	1
1073	действительности как	2	1
1074	или другого	1	1
1075	дальнейшем но	1	1
1076	нее самой	1	1
1077	вполне определенных	1	1
1078	и тому	1	1
1079	которые бы	1	1
1080	как из	1	1
1081	никто никогда	1	1
1082	понятие вещи	1	1
1083	отвлеченный смысл	5	1
1084	нечто совершенно	1	1
1085	того и	2	1
1086	все одинаково	1	1
1087	что мы	14	1
1088	действительность в	2	1
1089	и стать	1	1
1090	природу и	1	1
1091	между прочим	3	1
1092	у вас	1	1
1093	является как	1	1
1094	от нас	1	1
1095	но для	2	1
1096	же теперь	1	1
1097	кроме того	4	1
1098	это уже	1	1
1099	чем выражена	1	1
1100	только одна	1	1
1101	только мы	2	1
1102	вещью не	2	1
1103	смысловое а	1	1
1104	же есть	2	1
1105	не знаем	2	1
1106	указать на	1	1
1107	не различаются	2	1
1108	ли в	3	1
1109	уже на	1	1
1110	нечто внутреннее	2	1
1111	самого бытия	1	1
1112	есть какой-то	2	1
1113	– вы	2	1
1114	она может	4	1
1115	– уже	2	1
1116	и самостоятельно	1	1
1117	это можно	2	1
1118	что кто-то	1	1
1119	о котором	1	1
1120	другое дело	1	1
1121	своей собственной	1	1
1122	бы даже	1	1
1123	как именно	1	1
1124	она уже	3	1
1125	только кажется	1	1
1126	для нас	2	1
1127	вот теперь	1	1
1128	от несущественного	1	1
1129	но именно	2	1
1130	смысл вещи	12	1
1131	включая христианство	1	1
1132	отвлеченный и	1	1
1133	которое есть	1	1
1134	также не	1	1
1135	я же	1	1
1136	тут мы	4	1
1137	а также	1	1
1138	есть уже	1	1
1139	хотя в	1	1
1140	как отвлеченный	1	1
1141	внутренние возможности	1	1
1142	к ее	2	1
1143	жизни в	1	1
1144	не прибавит	1	1
1145	между ними	3	1
1146	не быть	3	1
1147	из дерева	2	1
1148	к его	1	1
1149	все к	1	1
1150	которая тоже	2	1
1151	не что	7	1
1152	действительность не	1	1
1153	я укажу	1	1
1154	сам в	1	1
1155	только о	1	1
1156	есть то	9	1
1157	дана как	1	1
1158	не отвлеченная	1	1
1159	жизни мы	2	1
1160	я вижу	2	1
1161	а я	1	1
1162	и другие	1	1
1163	образ в	2	1
1164	есть тут	1	1
1165	именовать и	1	1
1166	из чего	1	1
1167	себе без	2	1
1168	метафизика не	1	1
1169	все что	1	1
1170	никаких указаний	1	1
