N	2gram	Propp_Isto_7	Sovremen
232	только на	2	1
233	то этим	2	1
234	в начале	1	1
235	и если	3	1
236	что задача	4	1
237	он не	6	1
238	себе в	1	1
239	и их	1	1
240	вот к	1	1
241	такое объяснение	3	1
242	по существу	4	1
243	вовсе не	4	1
244	где это	1	1
245	быть поставлен	2	1
246	как его	1	1
247	но что	1	1
248	не случайно	3	1
249	объяснение этого	1	1
250	мало для	1	1
251	это конечно	2	1
252	по его	2	1
253	это значит	2	1
254	и только	1	1
255	не будет	2	1
256	и может	1	1
257	в совершенно	1	1
258	в другом	1	1
259	одной стороны	5	1
260	этого объяснения	1	1
261	до сих	2	1
262	с другой	9	1
263	при которой	1	1
264	на ее	1	1
265	этим вопросом	1	1
266	именно в	1	1
267	здесь в	1	1
268	по своим	3	1
269	и конкретную	1	1
270	уже знаем	3	1
271	условия при	1	1
272	мы постараемся	1	1
273	должен был	2	1
274	такое же	2	1
275	этот результат	1	1
276	на которые	1	1
277	его с	1	1
278	в новое	1	1
279	на ней	3	1
280	в ином	12	1
281	к области	1	1
282	ни в	2	1
283	но уже	1	1
284	рядом с	1	1
285	она и	1	1
286	ей не	1	1
287	для своего	1	1
288	этого не	2	1
289	на друга	1	1
290	одна и	1	1
291	для чего	1	1
292	можно произвести	1	1
293	при которых	2	1
294	должно быть	1	1
295	обратимся к	1	1
296	их на	2	1
297	в связи	2	1
298	и становится	3	1
299	том что	10	1
300	в эту	1	1
301	все более	1	1
302	этом случае	1	1
303	но если	1	1
304	том как	1	1
305	и при	1	1
306	так же	6	1
307	означало бы	1	1
308	в предыдущей	1	1
309	она в	3	1
310	его мнению	1	1
311	в первый	1	1
312	представление о	3	1
313	направление в	1	1
314	и красота	1	1
315	xix века	1	1
316	мы опять	1	1
317	от его	1	1
318	в данном	4	1
319	природы но	1	1
320	для объяснения	3	1
321	и той	1	1
322	и другую	2	1
323	совершенно достаточно	1	1
324	совершенно иными	1	1
325	но эта	2	1
326	которые в	1	1
327	такую же	1	1
328	а потом	2	1
329	силу и	1	1
330	образом на	1	1
331	и более	1	1
332	там где	5	1
333	должны признать	1	1
334	таких случаев	3	1
335	по себе	1	1
336	в своем	1	1
337	только о	2	1
338	ему вот	1	1
339	как например	1	1
340	и нет	2	1
341	сих пор	3	1
342	она дает	1	1
343	но они	3	1
344	с ним	5	1
345	что эта	1	1
346	она не	2	1
347	но для	2	1
348	не имеет	4	1
349	дело в	1	1
350	их еще	1	1
351	не вытекает	1	1
352	условий в	1	1
353	дать точный	1	1
354	и от	2	1
355	исчезает из	3	1
356	он с	1	1
357	вытекает из	2	1
358	этого явления	1	1
359	никогда не	4	1
360	или в	8	1
361	это совершенно	1	1
362	это как	2	1
363	человек и	1	1
364	хотя и	3	1
365	не представляет	1	1
366	очень мало	1	1
367	видим что	3	1
368	силы в	1	1
369	все они	1	1
370	и его	3	1
371	связи с	3	1
372	ни было	1	1
373	же в	1	1
374	наших дней	1	1
375	но это	3	1
376	на которой	1	1
377	и из	1	1
378	ли это	1	1
379	а о	1	1
380	это делает	1	1
381	не знает	1	1
382	сказать что	2	1
383	но этим	1	1
384	не сказано	1	1
385	очень часто	1	1
386	они все	1	1
387	сколько угодно	1	1
388	в то	2	1
389	в свое	1	1
390	объяснение не	1	1
391	в заключение	1	1
392	в какой	1	1
393	предыдущей главе	1	1
394	причем эти	1	1
395	и эта	2	1
396	и свою	1	1
397	все что	1	1
398	они не	2	1
