N	2gram	Tiupa_Teor_1	Problema
308	о художественном	1	2
309	композиционной организации	1	2
310	в связи	1	2
311	в частности	16	2
312	как это	8	2
313	своего объекта	1	2
314	все моменты	1	2
315	к своему	1	2
316	деятельность не	1	2
317	по существу	1	2
318	для понимания	2	2
319	можно сказать	3	2
320	того или	3	2
321	в культуре	2	2
322	искусства как	2	2
323	или в	3	2
324	о котором	1	2
325	той или	1	2
326	не более	1	2
327	ни к	3	2
328	в этих	3	2
329	в равной	3	2
330	от ее	1	2
331	слово в	1	2
332	в свою	3	2
333	была бы	3	2
334	к его	2	2
335	или иного	3	2
336	и познавательного	1	2
337	и другие	2	2
338	в своих	1	2
339	по поводу	1	2
340	завершение и	1	2
341	иногда впрочем	1	1
342	а между	1	1
343	бы осуществить	1	1
344	обращена к	1	1
345	для построения	1	1
346	человека и	1	1
347	дело обстоит	1	1
348	мере в	1	1
349	от своей	1	1
350	в первом	2	1
351	к другому	1	1
352	из его	1	1
353	исходит из	1	1
354	мышления но	1	1
355	иметь место	1	1
356	для этического	1	1
357	который в	2	1
358	рядом в	1	1
359	факторов художественного	3	1
360	вопрос о	1	1
361	высказывания в	3	1
362	смысла в	1	1
363	существенно отличается	1	1
364	что иное	1	1
365	на себя	2	1
366	с ее	3	1
367	жизни как	4	1
368	бы ни	1	1
369	которое в	1	1
370	как впрочем	1	1
371	подчеркнуть что	1	1
372	в каждой	1	1
373	организации произведения	1	1
374	эстетический момент	1	1
375	осуществляет себя	1	1
376	есть для	1	1
377	иное как	1	1
378	является таким	1	1
379	роман и	2	1
380	и осмысленного	1	1
381	по своему	2	1
382	во внешнем	1	1
383	слова как	3	1
384	одном и	1	1
385	искусство в	1	1
386	форма может	1	1
387	вступают в	1	1
388	своей ценностной	1	1
389	в материальном	1	1
390	идет о	1	1
391	могли бы	2	1
392	целый ряд	1	1
393	как уже	1	1
394	литературных произведениях	1	1
395	объекта с	1	1
396	имеет в	2	1
397	в противоположность	2	1
398	именно эта	1	1
399	при чтении	2	1
400	вещи но	1	1
401	то в	2	1
402	в литературном	1	1
403	и я	1	1
404	то время	1	1
405	литературы они	1	1
406	принципиальное различие	1	1
407	которые в	1	1
408	следующей главе	1	1
409	в этой	3	1
410	но он	3	1
411	высказывания не	1	1
412	если он	1	1
413	в наших	1	1
414	не могла	1	1
415	художественно значимо	1	1
416	к искусству	1	1
417	чисто познавательным	1	1
418	в узком	3	1
419	в принципе	4	1
420	и вот	3	1
421	необходимо для	1	1
422	ни были	1	1
423	можно даже	1	1
424	ему на	1	1
425	подобно тому	1	1
426	его можно	1	1
427	своей эстетической	2	1
428	нуждающейся в	1	1
429	определить и	1	1
430	бы они	1	1
431	могла бы	2	1
432	смысл слова	1	1
433	значение в	1	1
434	бы быть	1	1
435	нашем случае	2	1
436	художественный образ	1	1
437	это было	2	1
438	и иных	1	1
439	нет в	1	1
440	она и	1	1
441	с тем	1	1
442	рода и	2	1
443	когда для	1	1
444	автора и	1	1
445	обратимся к	1	1
446	искусства может	1	1
447	но я	1	1
448	места в	1	1
449	не становится	1	1
450	еще нет	1	1
451	к одному	1	1
452	как совокупность	1	1
453	действительность в	1	1
454	на первой	1	1
455	становится возможной	1	1
456	главе первой	1	1
457	этих моментов	1	1
458	эмоционально-волевое отношение	1	1
459	однако в	7	1
460	не должно	1	1
461	по себе	1	1
462	связей с	1	1
463	вбирает в	1	1
464	тому что	2	1
465	есть деятельность	1	1
466	таких случаях	2	1
467	до известной	2	1
468	виду что	1	1
469	мышления и	2	1
470	эта внутренняя	1	1
471	иметь в	1	1
472	та или	1	1
473	того и	1	1
474	эта сторона	1	1
475	и без	1	1
476	вследствие того	1	1
477	этих двух	2	1
478	или иная	1	1
479	во всей	1	1
480	и является	2	1
481	мире и	2	1
482	ничто не	1	1
483	только отдельные	1	1
484	в подобном	1	1
485	однако это	1	1
486	ему не	1	1
487	личности в	3	1
488	очень часто	1	1
489	в момент	2	1
490	что можно	3	1
491	деятельность направлена	1	1
492	лингвистической точки	1	1
493	значительной степени	1	1
494	его с	1	1
495	себя только	1	1
496	служить и	1	1
497	она же	1	1
498	говоря словами	3	1
499	такова в	1	1
500	из всего	1	1
501	к такому	1	1
502	есть чувство	1	1
503	свою очередь	2	1
504	мы конечно	1	1
505	они ни	1	1
506	если в	2	1
507	за пределами	5	1
508	действия и	1	1
509	или для	1	1
510	зрения не	1	1
511	видимая и	1	1
512	не возникает	1	1
513	форма трагедии	1	1
514	и иные	1	1
515	однако эта	2	1
516	субъекта вне	1	1
517	чего еще	1	1
518	на нее	1	1
519	созерцания направленной	1	1
520	в индивидуальную	1	1
521	мог бы	3	1
522	на которую	1	1
523	осуществляется в	1	1
524	как говорится	1	1
525	в одном	2	1
526	строго говоря	1	1
527	красота есть	1	1
528	остановимся на	1	1
529	деятельности в	2	1
530	это возможно	1	1
531	культура есть	1	1
532	мире в	1	1
533	с человеком	1	1
534	из других	1	1
535	о ней	2	1
536	на весьма	1	1
537	чем является	1	1
538	а также	6	1
539	мы понимаем	1	1
540	поэтики как	1	1
541	на отдельные	1	1
542	в которую	1	1
543	тем или	1	1
544	лишь путем	1	1
545	говорить об	1	1
546	это имеет	1	1
547	во втором	3	1
548	полноту и	1	1
549	ибо и	1	1
550	как художественное	2	1
551	к определенному	1	1
552	для смертного	1	1
553	его эстетической	1	1
554	быть и	2	1
555	на которой	1	1
556	обе эти	1	1
557	деятельность художника	2	1
558	деятельности созерцания	1	1
559	объектом эстетического	1	1
560	они могут	1	1
561	в контексте	3	1
562	между этими	1	1
563	теорию литературы	1	1
564	бы вбирает	1	1
565	человека с	2	1
566	и теперь	1	1
567	для всех	1	1
568	это ни	1	1
569	есть в	2	1
570	уже не	4	1
571	только на	1	1
572	речь в	1	1
573	или даже	4	1
574	в душе	8	1
575	из них	1	1
576	чего бы	1	1
577	этом в	1	1
578	для него	2	1
579	относится не	1	1
580	с этими	1	1
581	ее не	1	1
582	к ним	1	1
583	может служить	2	1
584	ученый и	1	1
585	природой и	1	1
586	на их	1	1
587	момент в	1	1
588	чему не	1	1
589	совокупность факторов	1	1
590	для художника	1	1
591	можно передать	1	1
592	точек зрения	1	1
593	или иначе	5	1
594	именно в	3	1
595	а о	1	1
596	литературное произведение	1	1
597	и души	1	1
598	равной степени	3	1
599	смысла и	1	1
600	а на	3	1
601	и завершает	1	1
602	культуры как	1	1
603	человеческой жизни	1	1
604	с которым	1	1
605	одну из	1	1
606	о чем	1	1
607	быть определен	1	1
608	содержание эстетической	1	1
609	художественного целого	4	1
610	и ему	1	1
611	нигде не	1	1
612	к особенностям	1	1
613	стороны в	1	1
614	вместе с	2	1
615	так же	2	1
616	и особенно	2	1
617	до этого	1	1
618	смысла не	1	1
619	происходит в	1	1
620	мы говорим	1	1
621	не становясь	1	1
622	его личной	1	1
623	для искусства	2	1
624	для обозначения	1	1
625	образом и	1	1
626	в той	2	1
627	анализу и	1	1
628	тому как	1	1
629	и исторической	1	1
630	есть как	2	1
631	становится собственно	1	1
632	первом случае	1	1
633	этого слова	3	1
634	эти два	1	1
635	вместо него	1	1
636	самое существенное	1	1
637	о мире	1	1
638	это уже	1	1
639	искусства это	2	1
640	сам же	1	1
641	в следующей	2	1
642	не существует	1	1
643	к тому	2	1
644	не подлежит	1	1
645	в результате	1	1
646	мира и	1	1
647	число композиционных	1	1
648	которая в	1	1
649	или иным	3	1
650	это может	1	1
651	бы в	1	1
652	ценностной позиции	2	1
653	я в	16	1
654	отношении к	2	1
655	личность и	1	1
656	жизни в	2	1
657	воображая что	1	1
658	но эта	1	1
659	а со	1	1
660	быть признано	1	1
661	жизни а	1	1
662	вполне осуществляет	1	1
663	не что	1	1
664	из этого	1	1
665	но именно	1	1
666	эстетическое вполне	1	1
667	изобразительных искусств	1	1
668	в которой	2	1
669	в действительности	1	1
670	которой я	1	1
