N	2gram	Bakhtin_Pr_5	Vladivir
595	только с	3	1
596	тогда я	1	1
597	своего рода	2	1
598	говорил он	1	1
599	его самого	1	1
600	не все	1	1
601	человека который	1	1
602	строгость и	1	1
603	все мои	1	1
604	во всем	4	1
605	его отношение	4	1
606	пять лет	1	1
607	но которого	1	1
608	но эти	2	1
609	правда все	1	1
610	можно найти	1	1
611	мы увидим	2	1
612	самое важное	1	1
613	тотчас же	4	1
614	как можно	2	1
615	тому же	3	1
616	том как	1	1
617	и быть	1	1
618	теми же	2	1
619	на диване	1	1
620	поэтому в	1	1
621	в произведениях	2	1
622	тем что	4	1
623	к которой	1	1
624	в первых	1	1
625	характер и	2	1
626	к тебе	1	1
627	приведем еще	1	1
628	это с	1	1
629	как тот	1	1
630	что тогда	1	1
631	даже странно	1	1
632	что все	2	1
633	если бы	1	1
634	один отрывок	1	1
635	во время	5	1
636	близости к	1	1
637	и другим	1	1
638	он как	4	1
639	очень рад	1	1
640	только не	1	1
641	для этого	2	1
642	и всей	1	1
643	не хочу	4	1
644	того в	1	1
645	себе не	1	1
646	из нее	1	1
647	с таким	2	1
648	уже вне	1	1
649	и та	2	1
650	по преимуществу	1	1
651	он в	4	1
652	не принимает	4	1
653	в мир	1	1
654	и об	2	1
655	чем у	1	1
656	он жалуется	1	1
657	чтобы он	1	1
658	конечно еще	1	1
659	от этой	1	1
660	очень важно	2	1
661	и навсегда	1	1
662	которыми мы	1	1
663	когда он	3	1
664	обстоятельства в	1	1
665	ему что	1	1
666	что сам	2	1
667	и цельного	1	1
668	не знаю	2	1
669	из достоевского	1	1
670	из истории	1	1
671	но ни	2	1
672	все из	1	1
673	такой же	3	1
674	он говорит	1	1
675	не могут	1	1
676	и объективно	1	1
677	в письмах	1	1
678	тоже не	1	1
679	озаглавлено исповедь	1	1
680	никому не	1	1
681	в высшей	3	1
682	уже все	2	1
683	с собой	2	1
684	его из	1	1
685	он есть	2	1
686	она действительно	1	1
687	все больше	1	1
688	не просто	2	1
689	все дело	1	1
690	глубокий и	1	1
691	я больше	1	1
692	то ведь	1	1
693	бы даже	1	1
694	вас и	2	1
695	далеко не	1	1
696	обратиться к	1	1
697	и кончая	1	1
698	и духовных	1	1
699	при всем	1	1
700	быть и	2	1
701	меньше всего	1	1
702	о своих	1	1
703	этих двух	2	1
704	на вопрос	2	1
705	своей стороны	1	1
706	самого начала	8	1
707	здесь же	1	1
708	во многом	1	1
709	с самого	8	1
710	в такой	4	1
711	этот последний	1	1
712	рассказ в	3	1
713	за ним	2	1
714	не успел	1	1
715	как нам	1	1
716	в первой	1	1
717	когда уже	1	1
718	все равно	2	1
719	собой и	3	1
720	ум и	1	1
721	и никаких	1	1
722	самом деле	10	1
723	и марья	1	1
724	он теперь	2	1
725	его личности	1	1
726	после окончания	1	1
727	приносит с	1	1
728	перед ним	1	1
729	между двумя	2	1
730	чем же	1	1
731	его отца	1	1
732	была не	1	1
733	и должно	1	1
734	него не	1	1
735	время не	3	1
736	и ее	1	1
737	мы приведем	1	1
738	это ведь	1	1
739	и их	1	1
740	которых он	1	1
741	но эта	2	1
742	оно может	1	1
743	и будем	1	1
744	теперь не	2	1
745	если б	3	1
746	в самой	1	1
747	и внешние	1	1
748	одному из	1	1
749	что здесь	1	1
750	есть только	2	1
751	как раз	4	1
752	свое собственное	1	1
753	что с	2	1
754	здесь как	1	1
755	конца и	1	1
756	свое последнее	1	1
757	это меня	1	1
758	только на	4	1
759	сказать с	1	1
760	так например	1	1
761	что так	1	1
762	перед нами	1	1
763	на нее	2	1
764	вас в	1	1
765	из них	3	1
766	имел в	1	1
767	здесь еще	2	1
768	ни на	2	1
769	этот вопрос	1	1
770	очень яркий	1	1
771	характерно что	1	1
772	еще с	1	1
773	знаю что	2	1
774	есть уже	1	1
775	тоже в	1	1
776	верит в	1	1
777	что хотел	1	1
778	которое не	1	1
779	к одному	3	1
780	i или	1	1
781	ней с	1	1
782	с собою	5	1
783	несколько раз	2	1
784	него с	1	1
785	нас интересует	1	1
786	но для	2	1
787	его даже	1	1
788	хочет сказать	1	1
789	также очень	1	1
790	и кажется	2	1
791	во втором	1	1
792	каков он	1	1
