N	2gram	Bakhtin_Fr_3	Tvorches
142	но эта	1	2
143	в которой	2	2
144	очень важным	1	2
145	во многих	1	2
146	но ведь	3	2
147	так сказать	5	2
148	современной ему	1	2
149	и если	2	2
150	при виде	1	2
151	характер в	1	2
152	и по	1	2
153	по словам	1	2
154	том же	2	2
155	особенно в	4	2
156	к миру	1	2
157	такой же	1	2
158	писатель в	1	2
159	и еще	2	2
160	в отличие	3	2
161	одном из	2	2
162	права на	1	2
163	т ii	1	2
164	их в	3	2
165	не могли	1	2
166	что этот	1	2
167	не менее	2	2
168	как о	2	2
169	весь роман	1	2
170	на землю	2	2
171	другой стороны	1	2
172	xix веке	1	2
173	с полным	1	2
174	что на	1	2
175	у нас	4	2
176	и далее	2	2
177	мы узнаем	1	2
178	части романа	1	2
179	как по	1	2
180	так в	4	2
181	роль в	4	2
182	полным правом	1	2
183	и что	1	2
184	в литературной	1	2
185	и только	1	2
186	всяком случае	1	2
187	в ту	7	2
188	все время	1	2
189	в литературе	5	2
190	всякого рода	1	2
191	с ними	1	2
192	только в	3	2
193	в стороне	1	2
194	и ее	2	2
195	и у	2	2
196	уже в	2	2
197	в виде	1	2
198	и других	6	2
199	из них	4	2
200	не так	3	2
201	в одном	7	2
202	вовсе не	12	2
203	отличие от	3	2
204	рядом с	2	2
205	с другим	1	2
206	с другой	2	2
207	не было	5	2
208	и вообще	1	2
209	в частности	3	2
210	начиная с	3	2
211	к жизни	2	2
212	это его	1	2
213	образ и	2	2
214	из этой	2	2
215	в первой	2	2
216	но прежде	1	2
217	только для	3	2
218	более того	1	2
219	это уже	1	2
220	в основе	5	2
221	ни к	1	2
222	с другими	1	2
223	к самому	1	2
224	связь с	6	2
225	из этого	2	2
226	отказаться от	1	2
227	включает в	2	2
228	во всяком	1	2
229	этого романа	1	1
230	вряд ли	1	1
231	с с	1	1
232	художественного произведения	1	1
233	по адресу	2	1
234	как его	2	1
235	связана с	2	1
236	переход от	2	1
237	это и	2	1
238	в первом	1	1
239	поэтому он	3	1
240	из его	1	1
241	почти всегда	1	1
242	объясняется и	1	1
243	века в	2	1
244	с в	2	1
245	мы уже	13	1
246	той же	8	1
247	из всех	4	1
248	г в	1	1
249	общества и	2	1
250	и тут	1	1
251	не делает	1	1
252	что уже	1	1
253	большую роль	2	1
254	со смертью	2	1
255	не была	1	1
256	не вошел	1	1
257	и стиль	2	1
258	под редакцией	1	1
259	четыре раза	1	1
260	свою очередь	1	1
261	литературы и	1	1
262	он был	3	1
263	между собой	1	1
264	ту эпоху	7	1
265	быть в	2	1
266	не был	2	1
267	это действительно	1	1
268	с его	3	1
269	во всех	6	1
270	и читателей	1	1
271	о смерти	1	1
272	но как	2	1
273	он издавал	1	1
274	и всякий	1	1
275	почти до	1	1
276	за их	1	1
277	изображает как	1	1
278	менее всего	1	1
279	бы перевести	1	1
280	отношение к	8	1
281	значение имеет	1	1
282	надо ли	1	1
283	это самое	2	1
284	с этим	2	1
285	долгом своим	1	1
286	перед нами	1	1
287	встрече с	1	1
288	во дворце	1	1
289	приложить к	1	1
290	и приложить	1	1
291	и как	3	1
292	говорит что	1	1
293	не являются	1	1
294	его к	2	1
295	и к	3	1
296	самый тон	1	1
297	что это	1	1
298	всего романа	1	1
299	в известном	1	1
300	говорили что	1	1
301	представляет собой	1	1
302	за это	1	1
303	из этих	2	1
304	думать что	2	1
305	смеха в	4	1
306	и до	8	1
307	но его	1	1
308	мы чувствуем	3	1
309	после чего	1	1
310	обнаруживает в	1	1
311	универсальное значение	1	1
312	теории и	1	1
313	главным образом	1	1
314	мысли и	1	1
315	на площадях	1	1
316	высшей степени	1	1
317	и эти	1	1
318	еще сложнее	1	1
319	к одному	1	1
320	не к	2	1
321	и вот	2	1
322	и художественные	1	1
323	можно было	3	1
324	жить в	1	1
325	слова не	1	1
326	свободой и	1	1
327	народной толпы	1	1
328	чего он	1	1
329	об этой	1	1
330	особую главу	1	1
331	это весьма	1	1
332	мыслится как	1	1
333	заключается в	1	1
334	понять его	1	1
335	что гюго	1	1
336	было бы	4	1
337	это одна	1	1
338	по себе	1	1
339	это слияние	1	1
340	ни в	4	1
341	для них	1	1
342	в париже	4	1
343	в них	9	1
344	рассказывает в	1	1
345	жизни то	1	1
346	тот самый	1	1
347	за пределами	1	1
348	несмотря на	1	1
349	мы видели	3	1
350	мы знаем	2	1
351	социальной и	1	1
352	в развитии	1	1
353	очень важный	1	1
354	должно быть	1	1
355	в один	2	1
356	остается в	1	1
357	вошел в	1	1
358	в эту	4	1
359	в этих	6	1
360	во время	8	1
361	народной медицины	2	1
362	в ад	1	1
363	таким же	1	1
364	этой связи	1	1
365	интерес и	1	1
366	моменты которые	1	1
367	это делает	1	1
368	было очень	1	1
369	он дает	2	1
370	знаем что	1	1
371	направлен на	1	1
372	и народного	1	1
373	всякий раз	1	1
374	и о	4	1
375	смех в	2	1
376	в трудах	1	1
377	войне и	1	1
378	образом и	1	1
379	такую же	1	1
380	но он	2	1
381	и более	1	1
382	в таких	3	1
383	приводит его	2	1
384	как видим	1	1
385	важно лишь	1	1
386	возвращается к	1	1
387	даже в	4	1
388	сам он	1	1
389	тому что	1	1
390	одновременно в	1	1
391	вплоть до	3	1
392	суждения о	1	1
393	о значении	1	1
394	дело в	2	1
395	на себе	1	1
396	не вводит	1	1
397	героев и	1	1
398	имеют дело	1	1
399	но только	1	1
400	историческое лицо	1	1
401	он с	2	1
402	не имеет	1	1
403	самой жизни	1	1
404	он пытается	1	1
405	из древнейших	1	1
406	только читателей	1	1
407	и мире	1	1
408	уже говорили	3	1
409	жизни как	1	1
410	мире и	1	1
411	особое значение	2	1
412	как будто	1	1
413	в области	4	1
414	ему не	2	1
415	и несколько	1	1
416	представляется нам	2	1
417	не могут	1	1
418	во все	3	1
419	числе и	2	1
420	это веселая	1	1
421	сходство с	1	1
422	этой книги	2	1
423	что оно	1	1
424	за что	1	1
425	бы он	1	1
426	той или	2	1
427	ли вы	1	1
428	в применении	1	1
429	и слушать	1	1
430	как мы	10	1
431	солидарен с	1	1
432	на основе	2	1
433	в в	1	1
434	характер и	2	1
435	сочетается с	2	1
436	такие как	1	1
437	смерти в	1	1
438	только то	1	1
439	в себя	1	1
440	с самого	1	1
441	культуры и	7	1
442	в пределах	1	1
443	в анализе	1	1
444	здесь он	2	1
445	глава о	1	1
446	не с	1	1
447	связан с	3	1
448	каждого из	1	1
449	к самой	1	1
450	еще в	3	1
451	она была	1	1
452	том как	1	1
453	жизнь и	1	1
454	поэтому в	2	1
455	форме в	1	1
456	редуцированного смеха	2	1
457	образом в	2	1
458	в виду	7	1
459	чтобы иметь	1	1
460	о войне	1	1
461	о нем	3	1
462	произведения как	1	1
463	и здесь	4	1
464	году и	1	1
465	другом месте	1	1
466	в другом	3	1
467	одного из	2	1
468	с одной	1	1
469	лишь в	2	1
470	нет это	1	1
471	нас говорят	1	1
472	и эпизоды	1	1
473	т i	1	1
474	этот момент	1	1
475	не противопоставляет	1	1
476	от этих	1	1
477	романа в	2	1
478	века и	4	1
479	нем и	1	1
480	при котором	1	1
481	смеха и	7	1
482	как она	1	1
483	совершенно новый	1	1
484	в современной	1	1
485	в формах	1	1
486	и одновременно	1	1
487	он стал	1	1
488	образов и	2	1
489	нуждается в	3	1
490	как нечто	2	1
491	дана в	1	1
492	то он	1	1
493	такое же	1	1
494	который в	2	1
495	или же	2	1
496	на мир	1	1
497	и началом	1	1
498	том чтобы	1	1
499	связи с	6	1
500	входящие в	1	1
501	вот что	1	1
502	литературы в	1	1
503	и внутреннего	1	1
504	участие в	1	1
505	и их	1	1
506	в метафорическом	1	1
507	как раз	5	1
508	истории я	1	1
509	все такие	1	1
510	смерти и	1	1
511	это положение	1	1
512	играют большую	1	1
513	смеха не	1	1
514	что и	3	1
515	или иной	2	1
516	раза в	1	1
517	в высшей	1	1
518	влияние на	2	1
519	по стопам	1	1
520	для людей	1	1
521	и прежде	3	1
522	он обнаруживает	1	1
523	сатирический тон	1	1
524	что для	2	1
525	его из	1	1
526	связано с	1	1
527	в любой	1	1
528	мир а	1	1
529	его смерти	1	1
530	с большей	1	1
531	так это	1	1
532	анализирует в	1	1
533	и я	1	1
534	на глазах	1	1
535	самого начала	1	1
536	гюго и	2	1
537	жизнь в	3	1
538	под влиянием	1	1
539	они одновременно	1	1
540	в связи	5	1
541	его биографии	3	1
542	он чувствует	1	1
543	и она	1	1
544	он изображает	1	1
545	от страха	3	1
546	и особенно	1	1
547	как это	1	1
548	играют в	1	1
549	из форм	1	1
550	только его	1	1
551	требует от	1	1
552	лишь условно	1	1
553	он говорит	6	1
554	после его	1	1
555	не дают	1	1
556	с такой	1	1
557	в течение	2	1
558	ругани и	1	1
559	такого рода	3	1
560	применении к	1	1
561	и отнюдь	1	1
562	и двух	1	1
563	своего времени	1	1
564	на свете	1	1
565	и такие	2	1
566	в художественную	1	1
567	этого слова	2	1
568	с года	4	1
569	но почему	1	1
570	такова же	1	1
571	отличается от	1	1
572	характерные для	1	1
573	глубокое и	1	1
574	над его	1	1
575	произведений и	2	1
576	под названием	1	1
577	в книге	2	1
578	этот образ	7	1
579	смехом и	1	1
580	и для	5	1
581	пор еще	1	1
582	и человек	1	1
583	узнаем что	1	1
584	такое понимание	1	1
585	в результате	1	1
586	это как	1	1
587	ее и	1	1
588	но когда	1	1
589	своих произведений	1	1
590	к различным	1	1
591	еще более	4	1
592	вообще в	1	1
593	среды в	1	1
594	будто бы	1	1
595	за этим	4	1
596	комического у	2	1
597	в целях	1	1
598	в свою	1	1
599	между ними	3	1
600	не знает	1	1
601	сказать что	3	1
602	на улицах	1	1
603	виктора гюго	1	1
604	к формам	1	1
605	совершенно сознательно	1	1
606	но этот	1	1
607	как люди	1	1
608	в последнем	2	1
609	его именно	1	1
610	огромное значение	1	1
611	себе не	1	1
612	в голову	1	1
613	некоторое влияние	2	1
614	и другие	2	1
615	или во	1	1
616	противопоставляет себя	1	1
617	нас не	1	1
618	как на	1	1
619	том числе	3	1
