N	2gram	Bakhtin_fo_1	Narrotol
643	первый раз	1	1
644	не знает	3	1
645	возможно лишь	1	1
646	не быть	1	1
647	и при	1	1
648	себе самому	4	1
649	и случайных	1	1
650	культуры в	1	1
651	не могла	1	1
652	этого второго	1	1
653	где он	1	1
654	вдруг на	1	1
655	это было	1	1
656	качестве одной	1	1
657	все основные	1	1
658	и эта	2	1
659	можно назвать	2	1
