N	2gram	Berdyaev_M_1	Myslijsy
292	нас в	1	2
293	эта мысль	1	2
294	понимается как	1	2
295	есть и	3	2
296	на той	1	2
297	только для	1	2
298	на этот	2	2
299	и у	2	2
300	чем в	2	2
301	в области	1	2
302	которые не	1	2
303	в ней	15	2
304	что только	1	2
305	это было	1	2
306	что она	1	2
307	а как	2	2
308	хотя в	1	2
309	в самой	7	2
310	его к	1	2
311	быть что	1	2
312	и это	12	2
313	конечно не	3	2
314	можно было	1	2
315	человека в	13	2
316	от его	2	2
317	все в	6	2
318	об отношении	1	2
319	и как	2	2
320	ни к	1	2
321	все что	2	2
322	оторваться от	1	2
323	в свою	2	2
324	значение в	1	1
325	творчества мы	1	1
326	от самой	1	1
327	может не	2	1
328	одним из	2	1
329	который и	2	1
330	и этой	1	1
331	с первого	1	1
332	всегда в	1	1
333	в греции	1	1
334	есть дело	1	1
335	все же	2	1
336	бы быть	1	1
337	ничего кроме	1	1
338	может ли	1	1
339	высшая математика	1	1
340	от всякого	1	1
341	мира материального	1	1
342	что их	1	1
343	от всех	1	1
344	в столь	1	1
345	всю жизнь	4	1
346	на пути	4	1
347	но он	9	1
348	друг к	1	1
349	его как	2	1
350	жизни и	2	1
351	влияния на	1	1
352	его с	2	1
353	человека если	1	1
354	не умеет	1	1
355	человек хочет	1	1
356	прошла через	1	1
357	возможны только	1	1
358	человечество стремится	1	1
359	прежде всего	10	1
360	пришел к	1	1
361	не была	3	1
362	начинается с	1	1
363	всем и	1	1
364	нет в	4	1
365	все его	3	1
366	одно только	2	1
367	к этим	2	1
368	и слишком	1	1
369	в недосягаемую	1	1
370	свободы и	10	1
371	человек остался	1	1
372	должна быть	6	1
373	рядом с	1	1
374	о влиянии	1	1
375	века не	1	1
376	меньше чем	1	1
377	бы он	1	1
378	души ее	1	1
379	всего того	1	1
380	своего народа	1	1
381	которые составляют	1	1
382	человеческой жизни	2	1
383	человек то	1	1
384	на два	1	1
385	нужно было	1	1
386	смысле что	1	1
387	стоит в	1	1
388	веры а	1	1
389	увидим что	4	1
390	и во	2	1
391	у меня	1	1
392	к которому	1	1
393	близко к	1	1
394	и трудно	1	1
395	которая и	1	1
396	связана с	2	1
397	было для	1	1
398	лишен был	1	1
399	и против	1	1
400	не знает	4	1
401	человека с	2	1
402	та же	1	1
403	себя а	1	1
404	в своей	15	1
405	во всех	1	1
406	и те	2	1
407	и наоборот	1	1
408	в их	4	1
409	в самых	1	1
410	чувств и	1	1
411	это значит	3	1
412	за жизнью	1	1
413	казалось бы	1	1
414	система в	1	1
415	человека до	1	1
416	заключается в	1	1
417	есть очень	1	1
418	разные стороны	1	1
419	если не	1	1
420	одно из	3	1
421	них идет	1	1
422	эти слова	2	1
423	он сам	6	1
424	у гоголя	1	1
425	человеку как	1	1
426	не мог	3	1
427	но когда	1	1
428	будет ли	1	1
429	случае если	1	1
430	но не	8	1
431	и самое	1	1
432	одной из	1	1
433	не без	1	1
434	все то	1	1
435	границы но	1	1
436	основании что	2	1
437	было сказано	1	1
438	только один	2	1
439	с внутренней	2	1
440	что сознание	1	1
441	все человеческое	1	1
442	мира и	5	1
443	его на	1	1
444	с началом	2	1
445	человека это	2	1
446	она есть	1	1
447	к новому	2	1
448	и черта	1	1
449	из мира	1	1
450	что совершается	1	1
451	в нашей	1	1
452	ее жизни	1	1
453	он ни	2	1
454	человеческая природа	5	1
455	всех есть	1	1
456	входит в	2	1
457	из глубины	3	1
458	как отрицание	1	1
459	нет и	5	1
460	на высоте	1	1
461	до сумасшествия	1	1
462	и можно	1	1
463	лучше сказать	1	1
464	знать что	1	1
465	то не	1	1
466	и мир	2	1
467	бы ответить	1	1
468	для кого	1	1
469	внешней формы	1	1
470	на все	1	1
471	вообще не	2	1
472	ли она	2	1
473	и сам	1	1
474	слова а	1	1
475	духа в	3	1
476	предположении что	1	1
477	этой мысли	1	1
478	и речи	1	1
479	и новых	1	1
480	извне а	1	1
481	с человеком	1	1
482	говорят о	1	1
483	когда его	1	1
484	и через	1	1
485	открывает себя	1	1
486	отличие от	1	1
487	же мало	1	1
488	же она	1	1
489	кроме человека	1	1
490	не стоит	1	1
491	в душе	1	1
492	человек со	1	1
493	можно сделать	1	1
494	только одно	3	1
495	любви к	7	1
496	них не	1	1
497	человек только	2	1
498	сам не	2	1
499	человек и	6	1
500	лишь по	1	1
501	на одном	1	1
502	с умом	1	1
503	находятся в	1	1
504	в отношении	1	1
505	только с	1	1
506	есть потому	2	1
507	не все	2	1
508	это нужно	1	1
509	два периода	1	1
510	тому чтобы	2	1
511	зависимости от	1	1
512	с той	1	1
513	том только	1	1
514	и поэтому	1	1
515	в человека	4	1
516	относится к	2	1
517	природы в	3	1
518	в глаза	1	1
519	есть переход	1	1
520	стороны его	1	1
521	этой связи	1	1
522	ничего не	3	1
523	что раньше	1	1
524	бы из	1	1
525	от своего	1	1
526	к тем	1	1
527	есть положительное	1	1
528	в самые	1	1
529	в человеке	8	1
530	и чтобы	1	1
531	этой веры	1	1
532	не видят	1	1
533	не могло	1	1
534	это художественное	1	1
535	перед собой	1	1
536	человек стал	1	1
537	вера в	3	1
538	человеку и	2	1
539	про себя	1	1
540	отношении к	2	1
541	ему в	1	1
542	необходимости и	2	1
543	лежит в	1	1
544	xix века	4	1
545	во всем	1	1
546	нужно сказать	1	1
547	в пределах	1	1
548	его мысль	2	1
549	есть его	1	1
550	лишь бы	1	1
551	от нас	1	1
552	жизни то	1	1
553	должен был	4	1
554	которой все	2	1
555	вряд ли	3	1
556	в этой	6	1
557	у него	17	1
558	к другому	1	1
559	он в	2	1
560	также что	1	1
561	иногда и	1	1
562	сознания и	1	1
563	или нет	1	1
564	не потому	1	1
565	еще менее	1	1
566	относится ко	1	1
567	бога и	10	1
568	ли человек	2	1
569	если он	5	1
570	мысли для	1	1
571	творчество есть	1	1
572	под влиянием	1	1
573	бы это	1	1
574	за пределы	4	1
575	которой она	1	1
576	и менее	1	1
577	себя как	1	1
578	есть что	1	1
579	образ и	2	1
580	с одним	1	1
581	раз когда	2	1
582	слова это	1	1
583	и всякое	1	1
584	на этом	3	1
585	существует лишь	1	1
586	роль в	1	1
587	как у	1	1
588	не во	1	1
589	тем он	2	1
590	многие другие	1	1
591	него есть	1	1
592	и никогда	1	1
593	и еще	3	1
594	в наше	2	1
595	истории и	2	1
596	философии но	2	1
597	в вопросе	1	1
598	с которой	2	1
599	был прежде	2	1
600	и всякая	1	1
601	от них	1	1
602	каждый человек	1	1
603	быть непосредственно	1	1
604	к человеку	9	1
605	почему он	1	1
606	но из	1	1
607	перестать быть	1	1
608	же он	1	1
609	и нет	2	1
610	в частности	1	1
611	в такой	1	1
612	только случай	1	1
613	между этими	1	1
614	то время	2	1
615	состоит чтобы	1	1
616	не был	7	1
617	этот процесс	3	1
618	такова что	1	1
619	не заставляет	1	1
620	его не	3	1
621	не принадлежит	2	1
622	есть также	2	1
623	одну и	1	1
624	и ту	1	1
625	уже совершенно	1	1
626	доходит до	1	1
627	образ лишь	2	1
628	образа к	1	1
629	бы уже	1	1
630	уже более	1	1
631	от нее	5	1
632	он лишен	1	1
633	которой нет	1	1
634	у человека	5	1
635	к другу	1	1
636	быть даны	1	1
637	том основании	2	1
638	в последних	1	1
639	как будто	2	1
640	не быть	1	1
641	себе что	1	1
642	имеем в	1	1
643	как говорит	1	1
644	человек должен	6	1
645	о нем	2	1
646	на которой	1	1
647	из самой	1	1
648	быть решен	1	1
649	единственная причина	1	1
650	и эта	1	1
651	совершается в	1	1
652	участие в	1	1
653	потому не	3	1
654	она уже	1	1
655	человека на	5	1
656	нам образ	1	1
657	если человек	1	1
658	а от	1	1
659	слова что	1	1
660	является в	1	1
661	и человека	5	1
662	смысле в	2	1
663	но если	3	1
664	при котором	1	1
