N	2gram	Vinokur_Ku_3	Problema
250	и при	2	2
251	и более	3	2
252	случае мы	1	2
253	задачи и	1	2
254	раз и	2	2
255	в таких	2	2
256	она не	3	2
257	и именно	3	2
258	того чтобы	11	2
259	чем не	1	2
260	в коем	1	2
261	в самой	1	2
262	в форму	1	2
263	во всем	1	2
264	а лишь	3	2
265	связи с	6	2
266	здесь же	1	2
267	содержания как	1	2
268	у нас	10	2
269	не могут	5	2
270	отличается от	2	2
271	же самое	1	2
272	для того	12	2
273	что все	2	2
274	форма но	1	2
275	поэтике не	1	2
276	и здесь	2	2
277	в другом	1	2
278	и что	7	2
279	нужно просто	1	2
280	содержание так	1	2
281	от них	1	2
282	выше в	1	2
283	в лучшем	1	2
284	в него	1	2
285	в каких	1	2
286	того что	11	2
287	в современной	1	2
288	содержанию которое	1	2
289	в двух	2	2
290	конечно можно	2	2
291	нуждается в	1	2
292	что он	6	2
293	в какой	3	2
294	и ее	1	2
295	не можем	1	2
296	в нашей	4	2
297	языка как	4	2
298	в виде	1	2
299	в начале	1	2
300	не дает	2	2
301	об отдельных	1	2
302	языка но	3	2
303	центр тяжести	1	2
304	что и	6	2
305	вовсе не	5	2
306	в некоторых	2	2
307	то или	2	2
308	тем что	5	2
309	в особенности	2	2
310	чем в	2	2
311	или иной	7	2
312	форме и	1	2
313	и пр	3	2
314	не было	4	2
315	о художественном	1	2
316	но лишь	1	2
317	в россии	2	2
318	в связи	5	2
319	именно поэтому	2	2
320	в частности	2	2
321	как это	7	2
322	в строгом	1	2
323	подхода к	2	2
324	из которых	1	2
325	какой мере	2	2
326	по существу	3	2
327	можно сказать	2	2
328	того или	3	2
329	о котором	1	2
330	той или	5	2
331	не более	2	2
332	мы должны	3	2
333	к предметному	1	2
334	целом в	1	2
335	в этих	2	2
336	в равной	1	2
337	говорить и	3	2
338	слово в	3	2
339	в свою	1	2
340	лишь что	2	2
341	к его	2	2
342	или иного	3	2
343	и другие	1	2
344	по поводу	3	2
345	и эта	1	2
346	к этому	1	2
347	бы все	1	1
348	не иначе	1	1
349	то на	1	1
350	от лингвистики	1	1
351	лежат в	1	1
352	в сфере	1	1
353	лишь после	1	1
354	зависимость от	1	1
355	является изучение	1	1
356	тех же	4	1
357	это и	3	1
358	мере в	1	1
359	в чисто	1	1
360	в первом	5	1
361	к другому	2	1
362	имеют все	1	1
363	необходимых и	1	1
364	слишком долго	2	1
365	все те	2	1
366	к созданию	1	1
367	из всех	1	1
368	который в	1	1
369	бы уже	2	1
370	имеют самое	1	1
371	нуждаются в	1	1
372	и ничего	1	1
373	что далеко	1	1
374	которую я	2	1
375	до крайности	2	1
376	ясности и	1	1
377	бы что	1	1
378	вопрос о	11	1
379	язык как	1	1
380	и язык	1	1
381	нам в	1	1
382	мы называем	2	1
383	в основных	1	1
384	почти все	1	1
385	несколько иным	1	1
386	так чтобы	1	1
387	время как	1	1
388	на себя	2	1
389	нет дела	1	1
390	здесь прежде	1	1
391	которое в	2	1
392	так называемые	1	1
393	такое же	1	1
394	подчеркнуть что	2	1
395	форм в	1	1
396	собою и	1	1
397	время в	3	1
398	роман и	1	1
399	не правильно	1	1
400	но далеко	1	1
401	по своему	2	1
402	вполне и	1	1
403	слова как	2	1
404	отказ от	1	1
405	то он	3	1
406	значение и	1	1
407	к слову	1	1
408	оно тоже	1	1
409	в общем	6	1
410	для всякой	1	1
411	нами для	1	1
412	лишь так	1	1
413	только путем	1	1
414	конечно совершенно	1	1
415	которые не	1	1
416	это самое	2	1
417	идет о	1	1
418	и выражения	1	1
419	им в	1	1
420	и где	1	1
421	же должно	1	1
422	целый ряд	4	1
423	как уже	1	1
424	вопросом о	4	1
425	имеет в	2	1
426	в противоположность	1	1
427	вот несколько	1	1
428	именно эта	1	1
429	то в	3	1
430	ее целом	1	1
431	помощью которого	1	1
432	бы и	3	1
433	а форму	1	1
434	ни один	1	1
435	и я	2	1
436	формы в	1	1
437	то время	1	1
438	цитат и	1	1
439	которые в	4	1
440	есть вещь	2	1
441	формы оно	1	1
442	в главе	1	1
443	все недостатки	1	1
444	такое значение	1	1
445	продолжают еще	1	1
446	но он	1	1
447	к общей	1	1
448	как он	2	1
449	если он	1	1
450	не могла	1	1
451	а вовсе	1	1
452	и если	2	1
453	как оно	1	1
454	т д	8	1
455	каждое из	1	1
456	формы но	2	1
457	всех этих	1	1
458	в понимании	1	1
459	в принципе	1	1
460	не как	2	1
461	понимания и	1	1
462	и вот	3	1
463	свое время	2	1
464	ему на	1	1
465	его от	1	1
466	так например	1	1
467	при правильном	1	1
468	в одну	1	1
469	форма его	1	1
470	смысл слова	3	1
471	культуры но	1	1
472	имеют в	1	1
473	значение в	2	1
474	и дальше	2	1
475	есть конечно	2	1
476	верной в	1	1
477	зрения на	3	1
478	от степени	1	1
479	и иных	1	1
480	и мы	1	1
481	моменты в	2	1
482	в свой	1	1
483	ведь в	1	1
484	связи однако	1	1
485	он является	1	1
486	случае к	1	1
487	но вся	1	1
488	все равно	1	1
489	этого не	1	1
490	с тем	6	1
491	и уже	1	1
492	двух направлениях	2	1
493	рода и	1	1
494	от языка	2	1
495	обратимся к	1	1
496	был бы	3	1
497	поэтического творчества	1	1
498	плоть и	1	1
499	установить что	1	1
500	том смысле	1	1
501	равной мере	1	1
502	в которых	3	1
503	мысли и	2	1
504	только вторая	1	1
505	моменты слова	1	1
506	дело именно	1	1
507	может обойтись	1	1
508	не звук	1	1
509	однако в	2	1
510	не должно	1	1
511	по себе	6	1
512	так называемого	3	1
513	как проблема	3	1
514	же мы	4	1
515	тому что	4	1
516	что есть	2	1
517	уже выше	5	1
518	как можно	1	1
519	культурной жизни	1	1
520	что с	1	1
521	но для	3	1
522	как о	3	1
523	уже из	1	1
524	правда в	1	1
525	в самых	1	1
526	науку о	1	1
527	следовательно и	1	1
528	что язык	1	1
529	как формы	1	1
530	и без	2	1
531	именно с	1	1
532	и независимо	1	1
533	того в	1	1
534	нам важно	1	1
535	следует отметить	1	1
536	в процессе	3	1
537	мы подчеркиваем	1	1
538	так то	2	1
539	и несколько	1	1
540	и со	1	1
541	об особой	2	1
542	от их	1	1
543	в задачу	1	1
544	уже о	2	1
545	политической и	1	1
546	случайно и	1	1
547	есть вообще	1	1
548	сделано в	1	1
549	становится возможным	1	1
550	лингвистической точки	1	1
551	в наши	1	1
552	поэзии как	3	1
553	форма хотя	1	1
554	п и	4	1
555	приходит к	1	1
556	со значением	2	1
557	из всего	2	1
558	как не	1	1
559	свою очередь	1	1
560	свободно и	1	1
561	город и	1	1
562	связи со	1	1
563	образом форма	1	1
564	говоря уже	2	1
565	мы конечно	1	1
566	всего этого	3	1
567	без всякого	1	1
568	и значении	1	1
569	могут и	2	1
570	ни стало	1	1
571	можно показать	1	1
572	языка и	2	1
573	характер и	1	1
574	каждый раз	1	1
575	какое же	2	1
576	действия и	1	1
577	или для	1	1
578	и общая	1	1
579	мы наблюдаем	1	1
580	выражения и	1	1
581	на том	2	1
582	всего следует	3	1
583	по аналогии	1	1
584	же целях	1	1
585	мог бы	2	1
586	как таковую	1	1
587	в одном	2	1
588	известной мере	1	1
589	это только	1	1
590	что дело	2	1
591	имеется в	1	1
592	формы то	1	1
593	что под	1	1
594	остановимся на	1	1
595	к языку	4	1
596	это возможно	1	1
597	может в	1	1
598	их чисто	1	1
599	возможна только	1	1
600	необходим для	1	1
601	для нас	4	1
602	а также	4	1
603	не выходит	1	1
604	или особенно	1	1
605	своему значению	1	1
606	поэтики как	1	1
607	на протяжении	2	1
608	тем или	1	1
609	которого оно	1	1
610	ее от	1	1
611	говорить об	1	1
612	во втором	1	1
613	таким путем	1	1
614	лингвистики в	1	1
615	уже только	1	1
616	них в	1	1
617	вообще и	3	1
618	что бы	1	1
619	к определенному	1	1
620	возможно лишь	1	1
621	для наук	1	1
622	что здесь	1	1
623	в лингвистике	1	1
624	быть и	1	1
625	формы а	1	1
626	более сложным	1	1
627	этот вопрос	3	1
628	в поэтическом	1	1
629	бы из	1	1
630	и действительно	3	1
631	они могут	1	1
632	в контексте	1	1
633	конца как	1	1
634	именно на	2	1
635	уже не	8	1
636	своим собственным	1	1
637	есть уже	1	1
638	приобщиться к	1	1
639	не исчерпывает	2	1
640	речь в	2	1
641	или даже	1	1
642	потому в	2	1
643	котором можно	1	1
644	который как	2	1
645	для него	1	1
646	целом и	1	1
647	форм но	2	1
648	не для	1	1
649	с этими	1	1
650	не о	2	1
651	может служить	2	1
652	но что	1	1
653	только с	1	1
654	материал не	1	1
655	образом не	2	1
656	не просто	2	1
657	как материале	1	1
658	бы тогда	1	1
659	именно как	1	1
660	выходит за	1	1
661	точек зрения	2	1
662	русская поэтика	1	1
663	до сих	8	1
664	нас в	3	1
665	именно в	3	1
666	а о	1	1
667	могут иметь	1	1
668	затем в	1	1
669	обратиться к	1	1
670	только что	2	1
671	связано с	1	1
672	смысла и	1	1
673	а на	1	1
674	на этот	2	1
675	а наоборот	1	1
676	во что	1	1
677	основной вопрос	1	1
678	сдвиг в	1	1
679	не совсем	1	1
680	все время	1	1
681	о чем	2	1
682	на эту	1	1
683	что мы	2	1
684	о содержании	3	1
685	входить в	1	1
686	вместе с	2	1
687	так же	2	1
688	до этого	1	1
689	смысл который	3	1
690	мы говорим	4	1
691	этот смысл	1	1
692	спокойно и	1	1
693	поэзия и	3	1
694	его личной	1	1
695	его остается	1	1
696	для обозначения	2	1
697	который мы	1	1
698	она есть	2	1
699	образом и	1	1
700	в той	4	1
701	является слово	1	1
702	не лингвистическая	3	1
703	смысле этого	2	1
704	тому как	2	1
705	первом случае	2	1
706	слов в	1	1
707	форма в	1	1
708	быть не	2	1
709	поэзия не	1	1
710	есть и	1	1
711	этого слова	4	1
712	и формы	1	1
713	эти два	2	1
714	как например	2	1
715	молодая русская	1	1
716	впрочем не	1	1
717	сих пор	8	1
718	словом в	1	1
719	в смысле	1	1
720	же значение	1	1
721	к вопросу	2	1
722	вообще есть	1	1
723	материале и	2	1
724	это уже	3	1
725	сам же	2	1
726	формы с	1	1
727	и часто	1	1
728	по недоразумению	1	1
729	к тому	3	1
730	этом его	1	1
731	это можно	1	1
732	в результате	3	1
733	которая в	1	1
734	или иным	2	1
735	звук в	1	1
736	понята как	1	1
737	словесных масс	1	1
738	еще более	2	1
739	отдел лингвистики	1	1
740	вообще в	1	1
741	переносится в	1	1
742	я в	3	1
743	содержания его	1	1
744	слове как	1	1
745	отношении к	1	1
746	но если	3	1
747	занять теперь	1	1
748	не говоря	2	1
749	случаев они	1	1
750	равно как	2	1
751	понимается как	2	1
752	образа как	1	1
753	сказали бы	1	1
754	в свое	2	1
755	занимает в	1	1
756	в которой	1	1
757	формальное значение	1	1
758	к этой	1	1
759	поэтики в	1	1
760	как слово	2	1
761	это в	2	1
762	это понятие	1	1
763	смысле что	1	1
764	слова это	1	1
