N	2gram	Berdyaev_M_1	FransuaR
113	в виду	2	3
114	о том	2	3
115	в значительной	1	3
116	к нему	7	3
117	людей с	1	3
118	что он	10	3
119	мире и	1	3
120	связан с	1	3
121	нужно сказать	1	3
122	о чем	2	3
123	в течение	1	3
124	со свободой	4	3
125	средневековья и	1	3
126	его творчества	2	3
127	и все	10	3
128	в том	6	3
129	жизни в	2	3
130	одним из	2	2
131	на самом	1	2
132	тех же	1	2
133	в ней	15	2
134	литературы и	2	2
135	меньше чем	1	2
136	еще не	1	2
137	он был	14	2
138	что люди	1	2
139	себе и	2	2
140	это и	4	2
141	за пределы	4	2
142	что они	1	2
143	как к	1	2
144	средневекового человека	1	2
145	это был	1	2
146	целый ряд	1	2
147	литературы в	1	2
148	та же	1	2
149	есть для	1	2
150	учение о	3	2
151	имеем в	1	2
152	ключ к	1	2
153	и еще	3	2
154	в понимании	1	2
155	значительной степени	1	2
156	в мире	10	2
157	должен был	4	2
158	были в	1	2
159	мировой литературы	1	2
160	смысл и	1	2
161	не во	1	2
162	можно найти	1	2
163	в отношении	1	2
164	и без	1	2
165	в их	4	2
166	жизнь и	1	2
167	он дает	1	2
168	нельзя понять	1	2
169	точку зрения	1	2
170	и эти	1	2
171	что в	10	2
172	вплоть до	1	2
173	мире в	1	2
174	он еще	1	2
175	того чтобы	2	2
176	ничего не	3	2
177	что только	1	2
178	в самой	7	2
179	к ней	4	2
180	и после	1	2
181	своей книге	1	2
182	могут быть	2	2
183	была связана	2	2
184	в пределах	1	2
185	особенно в	3	2
186	еще в	2	2
187	не были	1	2
188	по сравнению	2	2
189	связанная с	1	2
190	одного из	1	2
191	связаны с	1	2
192	всего что	2	2
193	в новой	1	2
194	одной из	1	2
195	традиции в	1	2
196	проникнуть в	1	2
197	всяком случае	1	2
198	себе в	1	2
199	никто не	2	2
200	в конце	7	2
201	у него	17	2
202	была еще	2	2
203	даже и	2	2
204	и даже	1	2
205	мы еще	2	2
206	связано с	2	2
207	до конца	14	2
208	власти и	1	2
209	человек в	9	2
210	под влиянием	1	2
211	для них	3	2
212	вместе с	6	2
213	так же	1	2
214	в него	3	2
215	xix века	4	2
216	сравнению с	1	2
217	о человеке	23	2
218	вокруг себя	1	2
219	для понимания	1	2
220	но это	1	2
221	природу и	2	2
222	в смысле	1	2
223	вряд ли	3	2
224	в самые	1	2
225	сознания и	1	2
226	ко всему	1	2
227	и эта	1	2
228	в противоположность	1	2
229	во всяком	1	2
230	все что	2	2
231	свободу духа	1	1
232	кто бы	1	1
233	и то	1	1
234	человеческая свобода	3	1
235	выражения в	1	1
236	а иногда	1	1
237	самом деле	1	1
238	писателей и	2	1
239	сил и	1	1
240	и насилия	2	1
241	нему все	2	1
242	этого мира	3	1
243	своего духа	2	1
244	в котором	8	1
245	проникает в	2	1
246	должна быть	6	1
247	с темой	1	1
248	и этот	4	1
249	из всех	1	1
250	есть не	4	1
251	характер его	1	1
252	мы имеем	1	1
253	особенность его	1	1
254	еще до	1	1
255	который был	2	1
256	но она	1	1
257	в деле	1	1
258	свою свободу	2	1
259	не вполне	1	1
260	и он	12	1
261	в покое	1	1
262	и мира	3	1
263	же она	1	1
264	было очень	1	1
265	по отношению	2	1
266	иногда и	1	1
267	и речи	1	1
268	лишь бы	1	1
269	так что	1	1
270	в центре	2	1
271	в одной	1	1
272	как в	2	1
273	более и	1	1
274	один только	1	1
275	он часто	1	1
276	и наконец	1	1
277	конечно не	3	1
278	от этого	2	1
279	есть его	1	1
280	в смысл	1	1
281	эта свобода	1	1
282	со своей	1	1
283	к чему	2	1
284	в которой	6	1
285	это есть	3	1
286	был врагом	1	1
287	средство для	1	1
288	он в	2	1
289	жизни так	1	1
290	бы не	2	1
291	сущности и	1	1
292	только один	2	1
293	и те	2	1
294	весь свой	1	1
295	эти и	1	1
296	вера в	3	1
297	неизбежно должны	1	1
298	к миру	2	1
299	он не	24	1
300	истории на	1	1
301	в силу	1	1
302	природы человека	1	1
303	влияние на	1	1
304	из него	1	1
305	его от	1	1
306	и по	4	1
307	на этом	3	1
308	людей и	2	1
309	старой и	1	1
310	и свободу	2	1
311	которые уже	1	1
312	смысле в	2	1
313	нем есть	1	1
314	об этом	1	1
315	была в	1	1
316	его в	3	1
317	входит в	2	1
318	это не	5	1
319	в сложном	1	1
320	с начала	1	1
321	связанным с	1	1
322	любовь к	2	1
323	кажется что	1	1
324	и рядом	1	1
325	очень интересно	1	1
326	в самую	5	1
327	богословских трактатах	1	1
328	его было	1	1
329	нельзя искать	1	1
330	с этой	4	1
331	всегда и	1	1
332	так называемый	2	1
333	не мог	3	1
334	в царстве	1	1
335	с еще	1	1
336	лучше всего	1	1
337	его образ	2	1
338	литература и	1	1
339	его нельзя	1	1
340	но если	3	1
341	своих философских	1	1
342	в такой	1	1
343	что вся	1	1
344	в первый	1	1
345	оказывается что	2	1
346	на большую	1	1
347	должны были	1	1
348	и границ	1	1
349	не менее	1	1
350	исключительно на	1	1
351	не в	16	1
352	творчества и	1	1
353	с разложением	1	1
354	и почти	1	1
355	и вся	1	1
356	и есть	14	1
357	она не	4	1
358	было с	2	1
359	свободой и	2	1
360	стоит в	1	1
361	с миросозерцанием	1	1
362	означает что	1	1
363	сторон этого	1	1
364	свободы и	10	1
365	то чего	1	1
366	самой жизни	1	1
367	разговоры в	1	1
368	в разных	1	1
369	я не	1	1
370	к концу	4	1
371	у шекспира	1	1
372	потому что	16	1
373	же он	1	1
374	ничто не	1	1
375	свобода эта	1	1
376	не внешняя	1	1
377	его природа	1	1
378	с тем	9	1
379	его понимания	2	1
380	к себе	1	1
381	не та	1	1
382	и именно	1	1
383	не могут	5	1
384	есть только	2	1
385	когда они	1	1
386	и сам	1	1
387	пребывать в	1	1
388	потом с	1	1
389	у данте	3	1
390	вокруг него	1	1
391	на кресте	1	1
392	к тому	3	1
393	но также	1	1
394	не есть	9	1
395	было уже	1	1
396	связана и	1	1
397	но из	1	1
398	бы это	1	1
399	с историческими	1	1
400	это начало	1	1
401	для того	2	1
402	есть то	1	1
403	оно не	1	1
404	существует только	1	1
405	должен быть	2	1
406	связи со	1	1
407	он мог	2	1
408	необходимости и	2	1
409	человеческого сознания	2	1
410	начало и	1	1
411	для нового	1	1
412	шекспира и	1	1
413	и когда	2	1
414	в образе	1	1
415	подойти к	1	1
416	поэтому в	1	1
417	образов у	1	1
418	если бы	2	1
419	высокое и	1	1
420	новых и	1	1
421	о нем	2	1
422	сам был	1	1
423	люди с	1	1
424	и та	1	1
425	знает что	1	1
426	нет у	3	1
427	а во	1	1
428	художественном творчестве	1	1
429	свобода была	2	1
430	и всякая	1	1
431	погружен в	1	1
432	борьбе с	1	1
433	что и	4	1
434	во всей	1	1
435	в бытовой	1	1
436	в свете	3	1
437	и она	2	1
438	о своих	2	1
439	все формы	1	1
440	конце концов	2	1
441	в сферу	1	1
442	того что	7	1
443	хотя бы	3	1
444	мы видим	2	1
445	была для	1	1
446	и действительно	1	1
447	наше время	1	1
448	к свободе	4	1
449	начало в	2	1
450	и ее	1	1
451	и первой	1	1
452	одна и	1	1
453	в эти	1	1
454	с нею	1	1
455	и у	2	1
456	себя и	3	1
457	что во	1	1
458	ни с	4	1
459	одно из	3	1
460	христа в	5	1
461	и их	3	1
462	привела к	2	1
463	к ним	1	1
464	на так	1	1
465	были еще	1	1
466	тема эта	1	1
467	характерны для	1	1
468	как целостное	1	1
469	событие в	1	1
470	их нужно	1	1
471	человека то	2	1
472	выходит за	1	1
473	о своей	2	1
474	о влиянии	1	1
475	что человек	3	1
476	по своим	1	1
477	к которому	1	1
478	что не	1	1
479	говорит о	1	1
480	притом не	1	1
481	идея о	1	1
482	кто знает	1	1
483	это прежде	1	1
484	на этот	2	1
485	не на	1	1
486	а не	25	1
487	есть лишь	9	1
488	от мира	2	1
489	как ни	1	1
490	долгое время	2	1
491	и шекспира	1	1
492	только от	1	1
493	когда она	1	1
494	ближе к	1	1
495	не существует	2	1
496	он и	2	1
497	есть во	1	1
498	если не	1	1
499	все более	1	1
500	вступает в	1	1
501	в частности	1	1
502	остроте и	1	1
503	в старом	1	1
504	ко всем	3	1
505	и страдания	3	1
506	в человеке	8	1
507	над ним	1	1
508	не знал	4	1
509	по своему	2	1
510	она очень	1	1
511	чем в	2	1
512	пишет в	1	1
513	есть на	1	1
514	и там	4	1
515	культуры в	1	1
516	человек с	1	1
517	это значит	3	1
518	и менее	1	1
519	мира с	1	1
520	его творчество	2	1
521	их было	1	1
522	уже от	1	1
523	своей жизни	1	1
524	о его	1	1
525	под знаком	1	1
526	оторваться от	1	1
527	в наше	2	1
528	всего в	2	1
529	в более	2	1
530	этой свободы	1	1
531	есть совершенно	1	1
532	и для	2	1
533	и часто	1	1
534	мира они	1	1
535	и от	2	1
536	совсем особый	2	1
537	она уже	1	1
538	идут на	1	1
539	для нас	3	1
540	и разные	1	1
541	находит свое	1	1
542	бы в	2	1
543	еще более	1	1
544	и как	2	1
545	будто бы	3	1
546	с таким	1	1
547	не одну	1	1
548	для людей	1	1
549	природа человека	1	1
550	над человеческой	2	1
551	человеческой природой	1	1
552	за этим	1	1
553	от всякого	1	1
554	но оно	1	1
555	еще ничего	1	1
556	с ней	2	1
557	с отрицанием	1	1
558	а ведь	1	1
559	и судьба	1	1
560	в свою	2	1
561	остается на	1	1
562	это сознание	1	1
563	существенное в	1	1
564	отношению к	2	1
565	есть и	3	1
566	на своем	3	1
567	на это	1	1
568	эти слова	2	1
569	в состояние	1	1
570	к этому	2	1
571	и кажется	1	1
572	относится ко	1	1
