N	2gram	Tiupa_Narr_2	slovoVRo
273	и шире	1	1
274	не должны	1	1
275	в движение	1	1
276	того же	1	1
277	оно непрерывно	1	1
278	он может	2	1
279	слова эта	1	1
280	между двумя	1	1
281	за собой	1	1
282	индивида как	1	1
283	слова является	1	1
284	по преимуществу	1	1
285	все те	2	1
286	поскольку она	1	1
287	этом направлении	1	1
288	всей ее	1	1
289	а как	3	1
290	есть не	1	1
291	изложения и	1	1
292	и о	1	1
293	мир не	1	1
294	нам в	3	1
295	героя но	1	1
296	место в	5	1
297	высказывания в	1	1
298	к началу	1	1
299	в составе	2	1
300	от времени	1	1
301	так называемые	1	1
302	проявляется в	1	1
303	и говорить	1	1
304	между собой	3	1
305	он сам	2	1
306	быть в	1	1
307	и служит	2	1
308	направлен на	1	1
309	бы она	1	1
310	слов не	1	1
311	в сторону	1	1
312	гуманитарных науках	2	1
313	с легкой	1	1
314	не просто	1	1
315	в едином	1	1
316	человеку и	1	1
317	чем же	1	1
318	характер и	3	1
319	в одной	1	1
320	без другого	1	1
321	до его	1	1
322	сознания в	1	1
323	могли бы	2	1
324	однако на	2	1
325	в герое	4	1
326	для которого	1	1
327	в самом	2	1
328	ряде случаев	1	1
329	в целом	3	1
330	героя однако	1	1
331	только два	1	1
332	в этой	4	1
333	рассказ о	1	1
334	ее как	1	1
335	на то	2	1
336	дело здесь	1	1
337	что она	2	1
338	может существенно	1	1
339	однако при	1	1
340	и сам	3	1
341	для последующего	1	1
342	и по	3	1
343	своих персонажей	1	1
344	без исключения	1	1
345	с собой	1	1
346	и ответ	1	1
347	в мире	4	1
348	об этом	4	1
349	и внутренняя	1	1
350	а его	1	1
351	это было	1	1
352	для нее	1	1
353	иных основаниях	1	1
354	должен был	2	1
355	и тем	5	1
356	здесь нет	1	1
357	но уже	1	1
358	он является	3	1
359	достоевского и	2	1
360	о способах	1	1
361	несмотря на	2	1
362	как сказано	1	1
363	до достоевского	1	1
364	ведет к	2	1
365	одного и	1	1
366	на первый	1	1
367	высказывания как	2	1
368	в своей	4	1
369	в такой	1	1
370	и без	1	1
371	она в	1	1
372	часто не	2	1
373	то его	1	1
374	мысли и	1	1
375	они неразрывно	1	1
376	от его	2	1
377	своем собственном	1	1
378	и вторая	1	1
379	через посредство	1	1
380	тем не	5	1
381	освободиться от	1	1
382	в двух	1	1
383	как будет	1	1
384	себя не	2	1
385	необходимые предпосылки	1	1
386	человека но	1	1
387	с которой	1	1
388	и время	1	1
389	не о	1	1
390	текста и	2	1
391	которое нельзя	1	1
392	и притом	1	1
393	здесь например	1	1
394	чтобы стать	1	1
395	дело не	1	1
396	иметь в	1	1
397	и уже	4	1
398	ничего не	6	1
399	а во	2	1
400	и характер	1	1
401	по своей	3	1
402	лишь с	1	1
403	прежде чем	1	1
404	всей жизни	1	1
405	с социальным	1	1
406	в сознании	2	1
407	эти три	1	1
408	интенции автора	1	1
409	они лишены	1	1
410	от их	1	1
411	xx века	1	1
412	его внутренней	2	1
413	к себе	7	1
414	в направлении	2	1
415	во все	1	1
416	если же	1	1
417	как только	1	1
418	и смертью	1	1
419	не предполагает	1	1
420	совершенно иной	1	1
421	что при	1	1
422	чужом для	1	1
423	то она	1	1
424	в виду	1	1
425	как по	3	1
426	приводит к	1	1
427	и иные	2	1
428	на том	3	1
429	например о	1	1
430	становится лишь	1	1
431	еще в	1	1
432	во второй	2	1
433	единство этих	1	1
434	и социальные	1	1
435	одно из	2	1
436	он остается	1	1
437	не на	1	1
438	и личность	2	1
439	другими словами	1	1
440	за пределами	3	1
441	человеком как	1	1
442	никак не	3	1
443	с другим	2	1
444	и что	2	1
445	можно сказать	6	1
446	в евгении	1	1
447	нем не	1	1
448	во всей	1	1
449	лишь к	1	1
450	от этих	1	1
451	представления о	2	1
452	и богаче	1	1
453	о предмете	1	1
454	человека как	1	1
455	и она	1	1
456	индивидуальный характер	1	1
457	того что	6	1
458	в формах	1	1
459	его смысла	2	1
460	среди других	1	1
461	одной из	1	1
462	в какой	4	1
463	лиц не	1	1
464	историческом так	1	1
465	в качестве	14	1
466	характер ее	1	1
467	с нею	2	1
468	не можем	1	1
469	только на	2	1
470	принадлежащих к	1	1
471	него и	1	1
472	оно всегда	1	1
473	и социально	1	1
474	не литературное	1	1
475	мир в	1	1
476	представить себе	3	1
477	этих героев	1	1
478	в конце	4	1
479	не для	1	1
480	может служить	2	1
481	нашего восприятия	1	1
482	и рождается	1	1
483	жизни на	2	1
484	как раз	3	1
485	тем что	1	1
486	в других	2	1
487	героя его	1	1
488	которое может	1	1
489	обо мне	4	1
490	как у	4	1
491	или иначе	2	1
492	от любого	1	1
493	не обязательно	2	1
494	говорить и	1	1
495	с той	1	1
496	создает ощущение	1	1
497	которая на	1	1
498	не исключает	1	1
499	что не	1	1
500	говорит о	2	1
501	должно быть	1	1
502	превращается в	2	1
503	о художественном	1	1
504	оно существенно	1	1
505	зависит от	2	1
506	однако и	1	1
507	все время	1	1
508	отнюдь не	4	1
509	его собственной	1	1
510	когда она	1	1
511	мира в	4	1
512	здесь именно	1	1
513	проникновения в	1	1
514	вступает в	2	1
515	в частности	11	1
516	все то	2	1
517	о себе	1	1
518	в рамках	6	1
519	даже не	1	1
520	он говорит	1	1
521	всего предшествующего	1	1
522	если они	1	1
523	или иного	3	1
524	в литературе	4	1
525	быть только	1	1
526	шире и	1	1
527	да и	3	1
528	евгении онегине	1	1
529	и психологическом	1	1
530	того или	3	1
531	этом и	1	1
532	в самую	2	1
533	одно без	1	1
534	мира у	1	1
535	однако не	2	1
536	мире а	1	1
537	было показано	1	1
538	не является	4	1
539	и времени	1	1
540	слова но	1	1
541	тем и	1	1
542	и среди	1	1
543	сознания и	1	1
544	себя самого	1	1
545	это так	1	1
546	интерес к	2	1
547	и смысл	1	1
548	к внешнему	1	1
549	но зато	2	1
550	же в	4	1
551	соединяется с	1	1
552	в системе	1	1
553	затем к	1	1
554	также в	1	1
555	в последнем	1	1
556	в кругу	1	1
557	частности в	1	1
558	в своих	2	1
559	только не	2	1
560	мы всегда	1	1
561	к этому	1	1
562	гораздо более	1	1
563	которая не	2	1
