N	2gram	Bakhtin_Pr_2	Hudozhes
479	в каком	1	1
480	дистанции между	1	1
481	подсмотреть определить	1	1
482	до смерти	1	1
483	и здесь	2	1
484	в момент	3	1
485	все то	2	1
486	внутреннюю свободу	1	1
487	литературный жанр	1	1
488	он еще	2	1
489	ли не	1	1
490	единства в	1	1
491	его за	1	1
492	определить и	1	1
493	всего что	1	1
494	персонажей то	1	1
495	в каждом	4	1
496	на это	1	1
497	здесь мы	1	1
498	как мы	8	1
499	только при	1	1
500	его поступки	1	1
501	ядру личности	3	1
502	в особенности	2	1
503	между сознаниями	3	1
504	кругозор автора	2	1
505	зрения не	1	1
506	то время	1	1
507	совершается как	1	1
508	как с	1	1
509	и совершенно	1	1
510	европейской художественной	2	1
511	на нее	1	1
512	те же	2	1
513	живет в	1	1
514	ориентировано на	1	1
515	смерть не	1	1
516	можно только	1	1
517	именно такого	1	1
518	с героем	2	1
519	строго говоря	1	1
520	жанра в	1	1
521	для этого	3	1
522	остановимся на	2	1
523	быть или	1	1
524	о ней	1	1
525	жизни не	1	1
526	именно потому	1	1
527	возможна только	1	1
528	и поэтому	1	1
529	как ее	2	1
530	нем по	1	1
531	в новую	2	1
532	художественной формы	1	1
533	и авторской	1	1
534	нее нет	1	1
535	у достоевского	14	1
536	утрачивает свою	2	1
537	крайней мере	2	1
538	в другой	1	1
539	с матерью	2	1
540	и завершенный	2	1
541	отношения являются	1	1
542	каждом из	2	1
543	художественном мире	3	1
544	человека как	2	1
545	может иметь	1	1
546	в него	1	1
547	и мир	5	1
548	с лизой	1	1
549	на которой	1	1
550	и возможности	1	1
551	один из	2	1
552	но с	3	1
553	творческого процесса	2	1
554	обе эти	1	1
555	читатель всегда	1	1
556	образов и	1	1
557	мы видим	2	1
558	тот же	2	1
559	самому герою	1	1
560	в какой	1	1
561	преступлении и	2	1
562	жанровые и	3	1
563	до нас	1	1
564	они могут	3	1
565	никак нельзя	1	1
566	или же	2	1
567	бы ни	1	1
568	жить и	1	1
569	на мир	2	1
570	в уста	3	1
571	с которыми	2	1
572	так что	2	1
573	же и	1	1
574	же оно	1	1
575	определяющее значение	1	1
576	с нею	1	1
577	а напротив	1	1
578	существенное для	1	1
579	они ни	1	1
580	не дает	1	1
581	как писал	1	1
582	героев или	1	1
583	я люблю	1	1
584	из них	9	1
585	за ним	1	1
586	характерно что	2	1
587	ведь это	1	1
588	точке выхода	1	1
589	до того	1	1
590	мы находим	1	1
591	представлений о	1	1
592	этого несовпадения	1	1
593	у нее	1	1
594	с этими	1	1
595	так как	5	1
596	и от	3	1
597	тому же	1	1
598	к ним	3	1
599	авторского слова	2	1
600	ту сторону	1	1
601	человек как	1	1
602	его мысли	1	1
603	чтобы оно	1	1
604	и строго	1	1
605	не было	2	1
606	новая форма	1	1
607	и даже	3	1
608	на уровне	1	1
609	точек зрения	3	1
610	несовпадения человека	1	1
611	как у	2	1
612	на ее	1	1
613	не обязательно	1	1
614	по своим	2	1
615	наконец в	1	1
616	героя о	1	1
617	окружающей его	1	1
618	перед ним	2	1
619	что не	5	1
620	что для	2	1
621	бы никакого	1	1
622	и пр	2	1
623	всю жизнь	1	1
624	более того	5	1
625	зависит от	1	1
626	с которым	1	1
627	жизнь в	1	1
628	не всегда	1	1
629	что из	1	1
630	не об	3	1
631	и слово	6	1
632	его как	1	1
633	в одно	1	1
634	то она	1	1
635	вступает в	4	1
636	не способна	1	1
637	в лесу	1	1
638	вместе с	1	1
639	до этого	1	1
640	своей значимости	1	1
641	в одной	5	1
642	во множестве	1	1
643	с чужим	1	1
644	быть это	1	1
645	не могут	1	1
646	ним как	1	1
647	другу и	1	1
648	он говорит	2	1
649	в область	1	1
650	этого слова	2	1
651	героя это	1	1
652	тому как	2	1
653	сознания при	1	1
654	есть как	1	1
655	перестают быть	1	1
656	да и	1	1
657	романе достоевского	3	1
658	быть не	1	1
659	главного героя	1	1
660	него не	3	1
661	и формы	1	1
662	этом случае	1	1
663	той мере	1	1
664	своей жизни	3	1
665	личность как	1	1
666	только для	2	1
667	все же	4	1
668	вы говорите	1	1
669	о мире	5	1
670	он уже	2	1
671	тех или	1	1
672	каждой из	1	1
673	в более	1	1
674	самой природы	1	1
675	как более	1	1
676	может служить	1	1
677	если не	2	1
678	отношений и	1	1
679	позиции в	1	1
680	она может	1	1
681	как рассказчик	1	1
682	его воли	1	1
683	в результате	3	1
684	литературных жанров	1	1
685	о котором	1	1
686	например не	1	1
687	себя самого	1	1
688	к чужому	1	1
689	от него	3	1
690	идет не	3	1
691	к различным	1	1
692	бы в	5	1
693	особенности в	1	1
694	за него	1	1
695	с формой	1	1
696	все они	4	1
697	же в	1	1
698	но если	1	1
699	но всегда	1	1
700	не есть	2	1
701	к самому	1	1
702	здесь только	1	1
703	помимо его	1	1
704	чем с	1	1
705	о своем	1	1
706	как ряд	1	1
707	оценки и	2	1
708	две стороны	1	1
709	впервые в	1	1
710	жизни а	1	1
711	автора в	3	1
712	одновременно и	1	1
713	в свое	2	1
714	который в	1	1
715	героя в	5	1
716	всего в	1	1
717	жизни и	15	1
718	ее в	2	1
719	видим в	1	1
720	и другие	4	1
721	случае если	1	1
722	в своих	4	1
723	и наказании	2	1
724	по поводу	1	1
725	героя как	1	1
726	и предсказать	1	1
727	все что	3	1
728	этой точки	2	1
729	они не	2	1
730	которая не	2	1
