N	2gram	Propp_Isto_4	VeschiIm
391	однако в	2	1
392	или иных	1	1
393	они тоже	1	1
394	на каком	1	1
395	е к	2	1
396	который уже	1	1
397	может стать	1	1
398	форму и	1	1
399	должен был	3	1
400	он все	1	1
401	в это	1	1
402	в них	1	1
403	она и	1	1
404	со своими	1	1
405	не всегда	6	1
406	он и	1	1
407	которая носит	1	1
408	потому и	1	1
409	бога и	1	1
410	пр также	1	1
411	нет никакого	1	1
412	этом случае	3	1
413	также есть	2	1
414	именно и	1	1
415	уже к	1	1
416	представить себе	1	1
417	в котором	1	1
418	то для	1	1
419	и действует	1	1
420	представление о	1	1
421	свой смысл	1	1
422	от его	1	1
423	но эта	4	1
424	что было	1	1
425	тем самым	1	1
426	где нет	1	1
427	только одного	1	1
428	iii и	1	1
429	даже в	4	1
430	случае мы	2	1
431	сам он	1	1
432	нас к	7	1
433	и очень	1	1
434	берет их	1	1
435	что эта	3	1
436	от нас	1	1
437	дело не	2	1
438	не имеет	3	1
439	на связь	1	1
440	нам и	1	1
441	о природе	3	1
442	и вместо	1	1
443	под этим	1	1
444	быть речи	1	1
445	находятся в	1	1
446	то явление	1	1
447	явление в	1	1
448	видим что	2	1
449	по своей	2	1
450	и является	1	1
451	это слово	1	1
452	эти три	1	1
453	до того	1	1
454	только с	2	1
455	и делает	1	1
456	только одна	2	1
457	за волосы	1	1
458	является то	1	1
459	если у	1	1
460	не могут	2	1
461	могут быть	6	1
462	указать на	3	1
463	образом между	1	1
464	и мне	1	1
465	утверждать что	1	1
466	ничего общего	1	1
467	стоит на	2	1
468	им в	1	1
469	как не	1	1
470	на нем	5	1
471	на основе	1	1
472	только при	1	1
473	то время	1	1
474	в пределах	1	1
475	когда речь	1	1
476	на том	2	1
477	что у	3	1
478	в другом	5	1
479	только тот	1	1
480	на нее	1	1
481	стороны не	1	1
482	отождествляется с	1	1
483	имеется в	2	1
484	раз к	1	1
485	о нем	1	1
486	уже были	1	1
487	вот почему	1	1
488	то они	1	1
489	или от	2	1
490	говорит об	2	1
491	таким же	6	1
492	на что	1	1
493	элементов к	1	1
494	а также	3	1
495	происходит не	1	1
496	как наиболее	1	1
497	нас в	1	1
498	ней а	1	1
499	связь между	2	1
500	от них	2	1
501	ее всегда	1	1
502	как первоначально	1	1
503	не надо	1	1
504	предмета который	2	1
505	а его	1	1
506	а именно	3	1
507	это приводит	3	1
508	к которому	1	1
509	что здесь	7	1
510	одного из	1	1
511	содержится в	2	1
512	но с	1	1
513	но тот	1	1
514	вода и	2	1
515	можно ограничиться	1	1
516	только одной	1	1
517	речи о	1	1
518	только указать	1	1
519	гласит если	1	1
520	и так	1	1
521	сторону в	1	1
522	или другим	1	1
523	не было	1	1
524	конечно не	2	1
525	не можем	1	1
526	и у	5	1
527	в виде	2	1
528	в начале	1	1
529	при помощи	10	1
530	очевидно что	1	1
531	к чему-то	1	1
532	религии но	1	1
533	и один	1	1
534	вовсе не	4	1
535	у него	5	1
536	есть выражение	1	1
537	к той	1	1
538	и вместе	1	1
539	в других	2	1
540	в очень	1	1
541	объяснить это	1	1
542	до сих	5	1
543	и эту	1	1
544	не обязательно	1	1
545	нельзя сказать	1	1
546	к которым	5	1
547	мы еще	1	1
548	иногда это	2	1
549	говорит о	2	1
550	в некоторых	5	1
551	кроется и	1	1
552	сосредоточивается на	1	1
553	а сам	2	1
554	зависит от	1	1
555	его как	2	1
556	если этот	1	1
557	он становится	2	1
558	когда она	1	1
559	с которым	1	1
560	уже давно	1	1
561	входить в	3	1
562	и она	1	1
563	все к	1	1
564	д в	1	1
565	или по	1	1
566	к другой	1	1
567	верно что	1	1
568	то можно	1	1
569	нет еще	1	1
570	неотделимо от	1	1
571	не сразу	3	1
572	из которых	5	1
573	полной ясностью	1	1
574	могущество и	1	1
575	мы опять	2	1
576	он говорит	2	1
577	аналогия с	2	1
578	смысле этого	2	1
579	по существу	3	1
580	и другой	1	1
581	или другого	1	1
582	этого слова	2	1
583	сказать не	1	1
584	весь комплекс	1	1
585	сих пор	5	1
586	меня я	2	1
587	но для	2	1
588	абстрактное понятие	1	1
589	вообще есть	1	1
590	на одной	1	1
591	являются не	1	1
592	или в	3	1
593	его с	2	1
594	что кто-то	1	1
595	нужно прибавить	1	1
596	у них	1	1
597	или нет	1	1
598	не будучи	1	1
599	и смысл	1	1
600	мы должны	5	1
601	на одно	1	1
602	исключительно в	1	1
603	уже нет	3	1
604	одной из	1	1
605	к какому	1	1
606	понимать как	1	1
607	только как	1	1
608	другой стороны	4	1
609	к его	1	1
610	ними существует	1	1
611	мы увидим	3	1
612	природу он	1	1
613	но эти	1	1
614	к этой	3	1
615	чтобы эти	1	1
616	к этому	5	1
617	доступ к	1	1
618	думать что	1	1
619	они не	1	1
