N	2gram	Bakhtin_Pr_5	RusskieA
399	и совершенно	1	1
400	что у	6	1
401	с собой	2	1
402	так и	8	1
403	мог бы	2	1
404	найти в	1	1
405	том как	1	1
406	но у	1	1
407	он был	1	1
408	без всякой	1	1
409	но иногда	1	1
410	если бы	1	1
411	собой и	3	1
412	и вообще	2	1
413	с ним	7	1
414	находится в	1	1
415	говорят что	1	1
416	лицо его	1	1
417	сводится к	3	1
418	и поэтому	1	1
419	можно сказать	1	1
420	и во	3	1
421	путь из	1	1
422	нас в	1	1
423	же степени	2	1
424	этот момент	1	1
425	в его	21	1
426	во всей	1	1
427	по разным	1	1
428	в середине	1	1
429	в ту	1	1
430	все время	4	1
431	и мир	2	1
432	одно место	1	1
433	уходит в	1	1
434	быть и	2	1
435	вопрос который	1	1
436	но так	3	1
437	на которой	2	1
438	остается без	1	1
439	но с	1	1
440	iv в	2	1
441	тот же	4	1
442	в основном	1	1
443	с ними	5	1
444	что он	24	1
445	мы увидим	2	1
446	но ни	2	1
447	и действительно	1	1
448	те которые	1	1
449	и так	4	1
450	меняют свой	2	1
451	от них	1	1
452	в эти	2	1
453	человека с	3	1
454	из которого	1	1
455	же и	4	1
456	или нарочито	1	1
457	в большинстве	2	1
458	только на	4	1
459	здесь это	1	1
460	еще очень	2	1
461	он одновременно	1	1
462	и обратно	1	1
463	который без	1	1
464	превращаются в	1	1
465	для него	14	1
466	всяком случае	4	1
467	в одном	6	1
468	ты меня	2	1
469	в конце	5	1
470	чтобы она	1	1
471	ту сторону	1	1
472	как его	3	1
473	случае не	1	1
474	как раз	4	1
475	не просто	2	1
476	они становятся	1	1
477	рядом с	4	1
478	время как	2	1
479	в другой	1	1
480	и даже	5	1
481	почвой на	1	1
482	по своим	1	1
483	очень верно	1	1
484	от другого	2	1
485	это без	1	1
486	превращается в	1	1
487	под руки	1	1
488	ей не	1	1
489	не на	1	1
490	него не	1	1
491	на которые	1	1
492	под влиянием	3	1
493	которые будут	1	1
494	был он	1	1
495	или другого	1	1
496	эти слова	3	1
497	в одной	3	1
498	и потому	1	1
499	некоторые из	1	1
500	к себе	18	1
501	в москве	1	1
502	а так	3	1
503	по своему	4	1
504	ненависть к	2	1
505	на тот	1	1
506	смысле этого	2	1
507	он может	1	1
508	что весь	1	1
509	и основной	1	1
510	ко всему	1	1
511	был в	1	1
512	бы значительно	1	1
513	и более	1	1
514	и жизнь	1	1
515	по ним	1	1
516	этого слова	5	1
517	и не	27	1
518	но это	6	1
519	внимания на	1	1
520	в который	1	1
521	что касается	1	1
522	третий день	1	1
523	при всем	1	1
524	случаях когда	1	1
525	ли в	1	1
526	за руку	1	1
527	ее но	1	1
528	и путем	1	1
529	в двух	1	1
530	от него	6	1
531	тем более	1	1
532	мы должны	3	1
533	его уже	1	1
534	только что	3	1
535	которые в	1	1
536	или не	1	1
537	очень хорошо	1	1
538	не я	1	1
539	его к	3	1
540	только с	3	1
541	в свою	1	1
542	сказать что	3	1
543	другой стороны	3	1
544	на который	1	1
545	него в	1	1
546	время не	3	1
547	в заключение	1	1
548	во всяком	4	1
549	и эта	1	1
550	как на	1	1
551	и особенно	1	1
