N	2gram	Trubetskoy_1	FransuaR
639	между ними	2	1
640	с ней	1	1
641	сказать что	1	1
642	не понимают	2	1
643	от всех	1	1
644	к его	1	1
645	в зрелом	1	1
646	нет но	1	1
647	всех других	2	1
648	ко всему	2	1
649	что под	2	1
650	из этого	6	1
651	подробности в	1	1
652	сильны и	1	1
653	заметить что	1	1
654	ее в	1	1
655	в своих	2	1
656	своей части	1	1
657	как на	4	1
658	они не	2	1
