N	2gram	Tiupa_Narr_2	Formalny
375	в противном	1	1
376	хотя и	5	1
377	сознания в	1	1
378	так художник	1	1
379	в литературном	1	1
380	можно не	1	1
381	жизни так	3	1
382	в нашем	2	1
383	с их	1	1
384	им в	1	1
385	и событие	1	1
386	на то	2	1
387	искренности к	1	1
388	всей его	1	1
389	не могла	1	1
390	противном случае	1	1
391	он не	5	1
392	в принципе	2	1
393	не к	4	1
394	очевидным что	1	1
395	смысле как	1	1
396	и по	3	1
397	бы от	1	1
398	в нее	1	1
399	исходя из	1	1
400	что является	1	1
401	не будет	2	1
402	распространяется на	1	1
403	говорящих и	1	1
404	в мире	4	1
405	его не	1	1
406	а его	1	1
407	зрения на	2	1
408	того или	3	1
409	собой по	1	1
410	отца и	1	1
411	за другой	1	1
412	приходит в	1	1
413	роли и	1	1
414	освободиться от	1	1
415	с этой	3	1
416	становится и	1	1
417	в развитии	1	1
418	должно быть	1	1
419	автора и	1	1
420	и того	3	1
421	одного и	1	1
422	на первый	1	1
423	нужно было	1	1
424	она в	1	1
425	теперь эта	1	1
426	самого рассказывания	2	1
427	могло бы	2	1
428	направлен на	1	1
429	к новой	1	1
430	остается вне	1	1
431	но он	2	1
432	мере в	2	1
433	вместе со	1	1
434	нет никакого	1	1
435	высказывания в	1	1
436	каждого отдельного	1	1
437	на рубеже	1	1
438	его внутреннего	1	1
439	представлений об	1	1
440	с ним	4	1
441	тем самым	5	1
442	история в	1	1
443	извне и	1	1
444	на него	5	1
445	и бесконечно	1	1
446	чтобы стать	1	1
447	эпизодов и	1	1
448	иметь в	1	1
449	пространство в	1	1
450	возможно и	1	1
451	пути и	1	1
452	связь и	1	1
453	то у	3	1
454	в сознании	2	1
455	сюжет в	1	1
456	читателем или	1	1
457	в специальном	1	1
458	данности и	1	1
459	наконец в	1	1
460	восприятия а	1	1
461	во все	1	1
462	герой вовсе	1	1
463	первого и	1	1
464	не встречается	1	1
465	той или	3	1
466	что при	1	1
467	жизни уже	1	1
468	но по	1	1
469	и воспринимает	1	1
470	не природа	1	1
471	языка и	1	1
472	как по	3	1
473	в себя	4	1
474	можно было	2	1
475	не с	1	1
476	начала и	2	1
477	оно как	1	1
478	с внутренним	1	1
479	для него	4	1
480	и социальные	1	1
481	строго говоря	3	1
482	человеческого характера	1	1
483	к прошлому	1	1
484	об этом	4	1
485	лишь то	1	1
486	предполагает установку	1	1
487	оценке в	1	1
488	и здесь	2	1
489	говорит об	1	1
490	за пределами	3	1
491	но мы	1	1
492	и объяснить	1	1
493	существования в	2	1
494	вся суть	1	1
495	значении термина	1	1
496	том или	1	1
497	его существования	1	1
498	а потому	1	1
499	и взаимодействия	1	1
500	существенную роль	3	1
501	в форме	5	1
502	не сводится	7	1
503	сложное и	1	1
504	и иных	1	1
505	еще одним	1	1
506	совершенно прав	1	1
507	в современной	2	1
508	быть и	1	1
509	но с	1	1
510	в двух	1	1
511	что только	1	1
512	простым и	1	1
513	одного сознания	1	1
514	его единичность	1	1
515	о художественном	1	1
516	может оказаться	2	1
517	и так	1	1
518	делах и	1	1
519	с читателем	1	1
520	социальной ситуации	1	1
521	настроение и	1	1
522	с одной	5	1
523	в качестве	14	1
524	себя в	2	1
525	так что	1	1
526	есть в	1	1
527	бы возникнуть	1	1
528	и у	4	1
529	то и	3	1
530	как человека	1	1
531	ни одного	1	1
532	в нашей	1	1
533	же в	4	1
534	данное положение	1	1
535	в начале	2	1
536	и чисто	1	1
537	его жизненной	1	1
538	а то	2	1
539	или даже	3	1
540	возникающие в	1	1
541	мир не	1	1
542	одно из	2	1
543	говорит о	2	1
544	в одном	1	1
545	от тех	1	1
546	должен был	2	1
547	конце жизни	1	1
548	которые могут	1	1
549	не доказывает	1	1
550	или ином	1	1
551	и друзей	1	1
552	в других	2	1
553	где в	1	1
554	даже не	1	1
555	в данный	1	1
556	невозможно да	1	1
557	с другим	2	1
558	до сих	1	1
559	вполне отвечает	1	1
560	ожидания и	1	1
561	или иначе	2	1
562	что человек	1	1
563	именно в	2	1
564	оказывается и	1	1
565	с той	1	1
566	и быть	1	1
567	только к	3	1
568	настоящего времени	1	1
569	одной стороны	5	1
570	зависит от	2	1
571	и составляет	1	1
572	ничем не	1	1
573	о чем	2	1
574	в пределы	1	1
575	что мы	1	1
576	мира в	4	1
577	всю совокупность	1	1
578	существующих в	1	1
579	в речи	1	1
580	здесь именно	1	1
581	в частности	11	1
582	образом для	1	1
583	своей значимости	1	1
584	границы между	1	1
585	сделал бы	1	1
586	характера и	3	1
587	к своему	2	1
588	строгом смысле	1	1
589	он говорит	1	1
590	создается не	2	1
591	в художественных	1	1
592	в течение	2	1
593	перехода от	1	1
594	в точке	1	1
595	а потом	2	1
596	рассказа в	1	1
597	происходит в	1	1
598	содержания сознания	2	1
599	дело здесь	1	1
600	возможностей в	1	1
601	в это	1	1
602	и о	1	1
603	той мере	2	1
604	сих пор	1	1
605	один из	3	1
606	от социального	1	1
607	другой как	1	1
608	должна оставаться	1	1
609	каждой из	1	1
610	и времени	1	1
611	тем и	1	1
612	дети не	1	1
613	не объясняет	2	1
614	только тем	1	1
615	мира и	3	1
616	о котором	3	1
617	в другое	1	1
618	это так	1	1
619	интерес к	2	1
620	еще более	1	1
621	не должен	2	1
622	же к	1	1
623	из существеннейших	1	1
624	от всего	2	1
625	или не	1	1
626	сходятся в	1	1
627	все то	2	1
628	а в	9	1
629	вопрос как	1	1
630	поскольку это	1	1
631	границу между	1	1
632	не знает	1	1
633	и внутренне	1	1
634	того на	1	1
635	или иного	3	1
636	бы его	1	1
637	в кругу	1	1
638	время не	1	1
639	можно назвать	2	1
640	частности в	1	1
641	собой это	1	1
642	этой точки	1	1
