N	2gram	Nazirov_Vr_1	Psycholo
108	на это	2	3
109	с ее	1	3
110	в виду	4	3
111	то время	1	3
112	так и	1	3
113	жизнь и	1	3
114	с другой	1	3
115	один из	1	3
116	и ее	2	3
117	в нашей	2	3
118	и их	1	3
119	в конце	3	3
120	что тот	1	3
121	до конца	1	3
122	в частности	1	3
123	по своему	1	3
124	что же	1	3
125	еще более	1	3
126	конце концов	1	3
127	только как	1	3
128	в свою	2	3
129	который не	1	3
130	точно так	1	3
131	также и	1	2
132	того же	1	2
133	к людям	1	2
134	и этот	1	2
135	еще не	2	2
136	из всех	1	2
137	с его	3	2
138	в ее	1	2
139	но не	1	2
140	если в	1	2
141	ответ на	2	2
142	мы получаем	1	2
143	в себе	2	2
144	как он	1	2
145	же с	1	2
146	что писатель	1	2
147	полагает что	1	2
148	это не	4	2
149	в них	2	2
150	всю жизнь	1	2
151	одного и	1	2
152	всяком случае	1	2
153	место в	2	2
154	их в	2	2
155	том же	2	2
156	в этих	1	2
157	что этот	1	2
158	от сознания	2	2
159	вплоть до	1	2
160	в процессе	1	2
161	в уме	1	2
162	это то	1	2
163	же время	5	2
164	ли это	1	2
165	такие же	1	2
166	отличается от	1	2
167	его с	2	2
168	из их	1	2
169	свою очередь	1	2
170	в особенности	1	2
171	идет не	1	2
172	так в	2	2
173	роль в	1	2
174	том как	1	2
175	и вообще	1	2
176	в таком	1	2
177	художественные произведения	1	2
178	во всяком	1	2
179	в его	3	2
180	в свете	1	2
181	в него	2	2
182	к нему	1	2
183	пришел к	2	2
184	и у	3	2
185	говорит о	1	2
186	мы находим	1	2
187	в одном	1	2
188	отношение к	2	2
189	к ним	2	2
190	каждый из	1	2
191	и никогда	1	2
192	к которому	1	2
193	такое же	1	2
194	а с	2	2
195	не было	5	2
196	и далее	2	2
197	во внимание	1	2
198	материал и	1	2
199	вместе с	2	2
200	из которых	1	2
201	его жизни	1	2
202	но это	2	2
203	это можно	1	2
204	для нас	4	2
205	тем более	2	2
206	в романе	6	2
207	другой стороны	1	2
208	на этот	1	2
209	в свое	1	2
210	ли он	1	2
211	и от	1	2
212	это в	2	2
213	во сне	1	2
214	все что	1	2
215	а между	1	1
216	как известно	1	1
217	от этой	1	1
218	героев и	1	1
219	речь идет	3	1
220	одним из	3	1
221	в русских	2	1
222	человека и	1	1
223	что иван	1	1
224	же психологической	1	1
225	по преимуществу	1	1
226	высшей степени	1	1
227	отношения к	2	1
228	их и	1	1
229	преступления и	1	1
230	что уже	1	1
231	на место	2	1
232	с толстым	1	1
233	роман в	1	1
234	разобраться в	1	1
235	он сам	2	1
236	и русской	1	1
237	рассказ не	1	1
238	одним словом	1	1
239	совершенно прав	1	1
240	же на	1	1
241	своей души	1	1
242	и т.д	1	1
243	и достоевский	2	1
244	к сожалению	1	1
245	в истории	4	1
246	идет о	1	1
247	независимо от	1	1
248	его на	2	1
249	для всех	1	1
250	что как	1	1
251	что ее	1	1
252	то в	1	1
253	уже не	2	1
254	не хочет	1	1
255	широкое общественное	1	1
256	чувств и	2	1
257	тому же	1	1
258	но ведь	1	1
259	наподобие того	1	1
260	не могла	1	1
261	этот процесс	1	1
262	ключ к	1	1
263	в силу	1	1
264	сказал что	1	1
265	в россии	5	1
266	именно к	1	1
267	нашего времени	2	1
268	в плане	1	1
269	что ни	1	1
270	людей и	1	1
271	одно и	1	1
272	это конечно	1	1
273	совпадают с	1	1
274	не будет	1	1
275	же не	2	1
276	этом он	1	1
277	его в	3	1
278	как пример	1	1
279	в глазах	2	1
280	следует рассматривать	1	1
281	указанием на	1	1
282	не ясно	1	1
283	вот ее	1	1
284	в высшей	1	1
285	и уже	3	1
286	которой он	1	1
287	он и	1	1
288	оказывается довольно	1	1
289	и чувств	1	1
290	в эту	2	1
291	которую он	1	1
292	в котором	6	1
293	на свою	1	1
294	сам же	1	1
295	эпиграфом к	1	1
296	по крайней	1	1
297	есть еще	1	1
298	однако в	1	1
299	в повести	2	1
300	и какая	1	1
301	что есть	3	1
302	что эта	1	1
303	произведения это	1	1
304	в русской	3	1
305	без ответа	1	1
306	одна из	2	1
307	взглядами и	1	1
308	только не	1	1
309	все свои	1	1
310	в качестве	1	1
311	он оказался	1	1
312	мыслей и	1	1
313	его судьбу	1	1
314	п в	2	1
315	же он	1	1
316	связи с	3	1
317	видную роль	1	1
318	только от	1	1
319	что поэзия	1	1
320	похож на	1	1
321	ли не	1	1
322	мы начали	1	1
323	сходство с	1	1
324	этого и	1	1
325	не есть	1	1
326	в одну	2	1
327	и о	3	1
328	но при	1	1
329	имеет никаких	1	1
330	только при	1	1
331	этот роман	2	1
332	на нее	1	1
333	не с	1	1
334	было в	1	1
335	живет в	1	1
336	чем все	1	1
337	еще в	1	1
338	быть может	1	1
339	предположить что	1	1
340	другой не	1	1
341	странности и	1	1
342	о нем	6	1
343	приближается к	1	1
344	но мы	1	1
345	полном различии	1	1
346	и во	3	1
347	одном что	1	1
348	я думаю	1	1
349	своих собственных	1	1
350	крайней мере	1	1
351	все в	1	1
352	творческой фантазии	1	1
353	и самые	1	1
354	этом смысле	1	1
355	людей а	1	1
356	что только	1	1
357	русской литературе	3	1
358	тем чтобы	1	1
359	и разнообразны	1	1
360	его и	2	1
361	между обоими	1	1
362	для него	2	1
363	осталась без	1	1
364	прежде всего	1	1
365	ее не	1	1
366	не просто	1	1
367	в другой	1	1
368	из двух	1	1
369	нужно было	1	1
370	нам не	1	1
371	художником в	1	1
372	о влиянии	2	1
373	цель которой	1	1
374	именно в	1	1
375	близок к	1	1
376	в соответствии	1	1
377	что им	1	1
378	этот закон	1	1
379	целым рядом	1	1
380	и считает	1	1
381	искать в	1	1
382	с которым	2	1
383	не об	1	1
384	под влиянием	1	1
385	в связи	3	1
386	один раз	1	1
387	с помощью	1	1
388	этот рассказ	2	1
389	время с	1	1
390	годам его	1	1
391	ко всем	1	1
392	с конца	1	1
393	и читателю	1	1
394	из героев	1	1
395	не дают	1	1
396	и довольно	1	1
397	в той	2	1
398	во все	1	1
399	в первой	1	1
400	если это	1	1
401	тех пор	1	1
402	еще раз	1	1
403	с любовью	1	1
404	из произведений	1	1
405	нет ничего	1	1
406	от нас	1	1
407	в поэме	1	1
408	и другими	1	1
409	о достоевском	2	1
410	из своего	1	1
411	бы в	1	1
412	писателя не	1	1
413	что из	1	1
414	и наконец	1	1
415	только что	1	1
416	хотя в	1	1
417	сходятся в	1	1
418	а о	1	1
419	далее он	1	1
420	следует искать	1	1
421	которым он	1	1
422	это и	1	1
423	только о	1	1
424	себе не	1	1
425	свои собственные	1	1
426	помощью которых	1	1
427	что за	1	1
428	тем самым	1	1
429	к этому	3	1
430	они не	1	1
431	ничего общего	1	1
