N	2gram	Nazirov_Tv_1	Russkaja
106	приходит к	3	3
107	что все	3	3
108	данном случае	2	3
109	что может	1	3
110	для этого	1	3
111	может не	2	3
112	но мы	1	3
113	вопросу о	1	3
114	что и	2	3
115	что бы	1	3
116	того что	3	3
117	одной из	4	3
118	в качестве	2	3
119	в виде	3	3
120	из них	2	3
121	в конце	1	3
122	тем что	1	3
123	именно в	2	3
124	что для	2	3
125	не было	1	3
126	да и	1	3
127	или в	2	3
128	о котором	2	3
129	конце концов	1	3
130	и как	4	3
131	ибо в	2	3
132	все они	1	3
133	не есть	1	3
134	себя как	2	2
135	от этой	1	2
136	и есть	1	2
137	от своей	1	2
138	к чему	1	2
139	из всех	4	2
140	но она	2	2
141	на себя	1	2
142	но даже	1	2
143	в ней	2	2
144	в таком	1	2
145	время в	3	2
146	по отношению	1	2
147	тогда как	1	2
148	с этим	1	2
149	целый ряд	1	2
150	и наконец	2	2
151	но в	7	2
152	это есть	1	2
153	все эти	1	2
154	и те	1	2
155	по самому	2	2
156	не к	1	2
157	и вот	1	2
158	европейской культуры	1	2
159	значительной части	1	2
160	мы уже	1	2
161	на этой	1	2
162	в глазах	1	2
163	по себе	1	2
164	и тем	2	2
165	стремления к	2	2
166	и тогда	1	2
167	в этих	2	2
168	во время	1	2
169	что такое	1	2
170	в котором	6	2
171	место в	3	2
172	и более	1	2
173	том же	1	2
174	тому что	1	2
175	она не	1	2
176	только для	1	2
177	в таких	1	2
178	что с	1	2
179	у него	7	2
180	больше чем	2	2
181	людей и	2	2
182	как будто	5	2
183	в области	1	2
184	к себе	1	2
185	отличается от	1	2
186	указывает на	1	2
187	если же	1	2
188	и о	1	2
189	и человек	2	2
190	культуры и	1	2
191	во главе	2	2
192	если они	1	2
193	за то	2	2
194	с самим	1	2
195	и должно	1	2
196	настоящее время	2	2
197	и что	1	2
198	при полном	1	2
199	от него	1	2
200	к нему	1	2
201	это в	3	2
202	вся эта	1	2
203	отметить что	1	2
204	этот вопрос	1	2
205	даже если	1	2
206	проявляется в	1	2
207	их не	1	2
208	по этому	1	2
209	так что	2	2
210	в россию	2	2
211	уже не	3	2
212	только на	2	2
213	его и	1	2
214	не так	3	2
215	центр тяжести	1	2
216	ни в	1	2
217	только с	1	2
218	в других	1	2
219	даже и	1	2
220	и даже	3	2
221	а с	1	2
222	естественно что	1	2
223	у других	1	2
224	зависит от	2	2
225	а не	5	2
226	на эту	4	2
227	в частности	2	2
228	так же	3	2
229	всех людей	1	2
230	но это	5	2
231	и от	4	2
232	в настоящее	1	2
233	в положение	1	2
234	с ним	3	2
235	отношении к	1	2
236	бы его	1	2
237	значило бы	1	2
238	ее в	3	2
239	тем самым	7	2
240	точно так	2	2
241	в сфере	1	1
242	и действительно	1	1
243	того же	2	1
244	сплошь и	1	1
245	опасна и	1	1
246	к своей	1	1
247	это и	3	1
248	основан на	1	1
249	на деле	2	1
250	не признает	1	1
251	ту же	3	1
252	исходит из	1	1
253	от которых	1	1
254	со своей	1	1
255	также и	1	1
256	их и	1	1
257	есть не	2	1
258	на тех	1	1
259	надо было	2	1
260	же как	1	1
261	он считает	1	1
262	не во	2	1
263	на эти	2	1
264	он как	1	1
265	в сущности	1	1
266	в полной	1	1
267	событий и	1	1
268	с исторической	1	1
269	себе что	1	1
270	формы в	1	1
271	с большим	1	1
272	образ ивана	1	1
273	они считают	1	1
274	в создании	1	1
275	он был	1	1
276	не был	3	1
277	столь же	1	1
278	что его	2	1
279	позора и	1	1
280	в область	1	1
281	к этому	2	1
282	к творчеству	1	1
283	человек может	2	1
284	и оценку	1	1
285	в истории	1	1
286	первый взгляд	1	1
287	в одной	2	1
288	чтобы мы	1	1
289	перед нами	2	1
290	в полном	1	1
291	когда он	2	1
292	что по	1	1
293	всем существом	1	1
294	он на	1	1
295	этой цели	1	1
296	искусство и	1	1
297	и богом	1	1
298	в которой	3	1
299	нее он	1	1
300	что так	1	1
301	то и	1	1
302	им в	1	1
303	тому же	1	1
304	претендовать на	1	1
305	в жертву	1	1
306	если он	1	1
307	но на	1	1
308	вследствие этого	1	1
309	на его	3	1
310	высшее существо	1	1
311	выражается в	1	1
312	тем не	2	1
313	отказа от	1	1
314	чем для	1	1
315	о которой	1	1
316	верит в	2	1
317	же это	1	1
318	в принципе	2	1
319	к одному	1	1
320	этого вопроса	1	1
321	же за	1	1
322	его можно	1	1
323	заключает в	1	1
324	но все	1	1
325	подход к	1	1
326	здесь мы	2	1
327	для всей	1	1
328	только реальные	1	1
329	об этом	2	1
330	а по	2	1
331	то есть	12	1
332	заключается в	1	1
333	мира сего	1	1
334	цивилизации и	1	1
335	это не	4	1
336	то все	1	1
337	в жизни	2	1
338	и рядом	1	1
339	родной язык	1	1
340	все равно	1	1
341	и лицемерие	1	1
342	друга в	1	1
343	жизни но	1	1
344	без этой	1	1
345	такой же	2	1
346	в один	2	1
347	и того	2	1
348	одного и	1	1
349	реального существования	1	1
350	на первый	1	1
351	россию к	1	1
352	не столько	2	1
353	представление о	3	1
354	может сделать	1	1
355	собой не	1	1
356	он весь	1	1
357	ко всему	1	1
358	по крайней	2	1
359	такое решение	1	1
360	ни было	1	1
361	вовсе не	5	1
362	даже в	3	1
363	человеку не	1	1
364	ему как	1	1
365	уйти в	2	1
366	не менее	6	1
367	мы были	1	1
368	что эта	1	1
369	и другое	1	1
370	есть подлинная	1	1
371	самого начала	3	1
372	дело в	3	1
373	ее с	1	1
374	у кого	1	1
375	на него	1	1
376	не по	3	1
377	в основе	2	1
378	полную свободу	1	1
379	идет в	1	1
380	но только	2	1
381	он с	1	1
382	только не	1	1
383	так смотрят	1	1
384	для творчества	1	1
385	найти в	1	1
386	казалось бы	1	1
387	преимущественно в	1	1
388	создал человека	1	1
389	всего на	1	1
390	природы в	1	1
391	к ней	2	1
392	особое значение	1	1
393	хочет быть	1	1
394	существуют в	1	1
395	что на	1	1
396	однако это	1	1
397	ярко выраженной	1	1
398	вот в	2	1
399	по нашему	5	1
400	в духе	2	1
401	нет ни	2	1
402	выход из	1	1
403	есть только	1	1
404	могут быть	2	1
405	человека в	6	1
406	же самое	1	1
407	по возможности	1	1
408	все попытки	1	1
409	быть назван	1	1
410	и это	1	1
411	вступая в	1	1
412	но по	1	1
413	с ее	3	1
414	свою очередь	1	1
415	но при	1	1
416	людей в	2	1
417	всего этого	1	1
418	в ее	1	1
419	в собственном	1	1
420	мысль о	2	1
421	перед самим	1	1
422	только то	1	1
423	в себя	2	1
424	с самого	3	1
425	роль в	1	1
426	этот тип	1	1
427	и когда	2	1
428	что у	1	1
429	так и	2	1
430	собой в	2	1
431	и религии	1	1
432	личности на	1	1
433	и унижений	1	1
434	быть может	2	1
435	в эпоху	1	1
436	нас и	1	1
437	вот это	1	1
438	смысл бытия	1	1
439	иное как	1	1
440	движения и	1	1
441	никак не	1	1
442	одного из	2	1
443	и просто	1	1
444	можно сказать	2	1
445	с другой	3	1
446	под именем	1	1
447	которая сама	1	1
448	в согласии	1	1
449	от них	1	1
450	переходит в	2	1
451	крайней мере	2	1
452	чем и	1	1
453	представления о	1	1
454	свои личные	1	1
455	в русском	1	1
456	тоже время	1	1
457	в лице	2	1
458	такой человек	1	1
459	один из	4	1
460	он верит	1	1
461	а если	1	1
462	каждого человека	1	1
463	с ними	1	1
464	цивилизации в	1	1
465	к чисто	1	1
466	положение в	1	1
467	в разные	1	1
468	узнаем что	1	1
469	же он	1	1
470	человека с	2	1
471	же и	2	1
472	и у	2	1
473	если мы	1	1
474	своей природы	1	1
475	прямо в	2	1
476	а это	1	1
477	же у	1	1
478	и обратно	1	1
479	и других	3	1
480	разума и	1	1
481	он принадлежит	1	1
482	к своим	1	1
483	мы знаем	1	1
484	к мысли	1	1
485	и их	1	1
486	могло бы	1	1
487	ее не	1	1
488	к ним	1	1
489	и будет	2	1
490	то у	1	1
491	отдельного человека	2	1
492	превращается в	1	1
493	в любви	2	1
494	само собой	1	1
495	связан с	3	1
496	за ними	1	1
497	влияние на	2	1
498	каждый человек	1	1
499	русской жизни	4	1
500	к которому	1	1
501	на чем	1	1
502	в стремлении	1	1
503	души и	1	1
504	движения в	1	1
505	что не	2	1
506	похожие на	1	1
507	и стал	1	1
508	стремление и	1	1
509	а на	1	1
510	на этот	1	1
511	а наоборот	1	1
512	на которых	1	1
513	до конца	2	1
514	всей русской	1	1
515	не верит	1	1
516	не на	1	1
517	означало бы	1	1
518	с которым	2	1
519	и гибели	1	1
520	для человека	3	1
521	этот принцип	1	1
522	в одно	2	1
523	в связи	1	1
524	в руках	1	1
525	следовало бы	2	1
526	связь с	1	1
527	эта идея	1	1
528	в самой	1	1
529	как это	1	1
530	человека к	1	1
531	согласии с	2	1
532	гармонии и	1	1
533	только эта	1	1
534	а самый	1	1
535	с людьми	1	1
536	по своему	1	1
537	когда же	1	1
538	то к	1	1
539	человек с	1	1
540	материал для	1	1
541	с этой	1	1
542	сейчас же	1	1
543	и некоторые	1	1
544	между прочим	1	1
545	в возможность	1	1
546	с большой	4	1
547	на все	1	1
548	решить вопрос	1	1
549	при таком	1	1
550	это как	3	1
551	которая в	1	1
552	человек и	1	1
553	ее и	2	1
554	но когда	1	1
555	тем более	1	1
556	и все	6	1
557	хотя в	1	1
558	личности и	2	1
559	вместе и	1	1
560	россии для	1	1
561	может и	1	1
562	в свою	7	1
563	и внутренне	1	1
564	была бы	1	1
565	русские люди	1	1
566	к его	1	1
567	отношению к	1	1
568	до степени	1	1
569	ни на	3	1
570	для создания	1	1
571	для эпохи	1	1
