N	2gram	Tiupa_Anal_3	KulturaY
470	собой и	1	1
471	внимание к	1	1
472	состоящий в	1	1
473	к языку	1	1
474	различного рода	1	1
475	полемизировать с	1	1
476	так ли	1	1
477	о том	6	1
478	о в	2	1
479	внимание на	4	1
480	не имеющими	1	1
481	единственный в	1	1
482	здесь слово	1	1
483	все его	1	1
484	звуков в	1	1
485	в значительной	2	1
486	тем или	2	1
487	русской литературе	4	1
488	состоит не	2	1
489	от них	1	1
490	а потому	1	1
491	отметить что	1	1
492	лишь к	1	1
493	ее содержание	1	1
494	вслед за	1	1
495	мы уже	1	1
496	может иметь	1	1
497	известном смысле	1	1
498	но с	2	1
499	д и	1	1
500	обе эти	2	1
501	и любовное	1	1
502	идет по	1	1
503	и дело	1	1
504	одной из	1	1
505	дело с	3	1
506	то во	1	1
507	которых в	1	1
508	в уста	1	1
509	они в	1	1
510	тот или	2	1
511	собою как	1	1
512	чаще всего	1	1
513	в большинстве	2	1
514	ни одного	1	1
515	каким образом	1	1
516	не составляет	1	1
517	или даже	1	1
518	его и	1	1
519	их как	1	1
520	одно из	1	1
521	для него	6	1
522	и их	1	1
523	ведь это	1	1
524	могло бы	1	1
525	не для	2	1
526	отношение к	1	1
527	к ним	1	1
528	не случайно	8	1
529	и сюжеты	1	1
530	и никогда	1	1
531	не становится	1	1
532	на их	1	1
533	он так	1	1
534	и только	1	1
535	его мысли	1	1
536	или иной	5	1
537	я был	1	1
538	и прежде	2	1
539	чем он	1	1
540	в предисловии	1	1
541	и между	1	1
542	и др	1	1
543	одной стороны	2	1
544	чем речь	2	1
545	место и	1	1
546	жизнь в	1	1
547	во внимание	1	1
548	в одно	1	1
549	более чем	2	1
550	ни за	1	1
551	связь с	2	1
552	усомниться в	1	1
553	я уже	1	1
554	по своему	2	1
555	в область	1	1
556	такого рода	5	1
557	ведет к	1	1
558	и следует	2	1
559	нашего анализа	1	1
560	с тех	1	1
561	поскольку он	3	1
562	когда он	2	1
563	отношения не	1	1
564	как нельзя	1	1
565	свое внимание	1	1
566	слово а	1	1
567	к чему	1	1
568	нам еще	1	1
569	здесь сводится	1	1
570	сих пор	1	1
571	фактов в	1	1
572	литературного явления	1	1
573	обращаемые к	1	1
574	не носит	1	1
575	не мог	2	1
576	в книге	1	1
577	и позволяет	1	1
578	искусства это	1	1
579	отвечает на	1	1
580	сведение их	1	1
581	уже на	1	1
582	отношений и	1	1
583	в связь	1	1
584	в голову	1	1
585	обращается к	1	1
586	бы в	1	1
587	тем более	1	1
588	не должен	2	1
589	я в	5	1
590	всей совокупности	1	1
591	не предполагает	2	1
592	может и	1	1
593	о своем	2	1
594	это все	1	1
595	между ними	1	1
596	следует искать	1	1
597	этой проблемы	1	1
598	было показано	1	1
599	творчества не	1	1
600	не что	1	1
601	бы справедливы	1	1
602	который не	2	1
603	или иным	2	1
604	в искусстве	2	1
605	и другие	1	1
606	сущности не	1	1
607	как на	1	1
608	они не	1	1
