N	2gram	Potebnia_M_3	PoTuStor
290	с чем	1	1
291	по его	1	1
292	от нее	2	1
293	а вместе	1	1
294	двух слов	5	1
295	того насколько	2	1
296	а то	1	1
297	что мир	1	1
298	вывести из	1	1
299	в мире	1	1
300	конечно в	1	1
301	той же	2	1
302	на все	2	1
303	не нашел	2	1
304	лишь в	1	1
305	образ не	1	1
306	входит в	2	1
307	это было	3	1
308	за собою	2	1
309	мы на	1	1
310	искусства в	1	1
311	может стать	2	1
312	себе все	1	1
313	форму и	1	1
314	в свой	2	1
315	в самую	1	1
316	с тем	7	1
317	как кажется	1	1
318	одна и	1	1
319	несмотря на	2	1
320	представляет себе	1	1
321	б не	1	1
322	знаем его	1	1
323	форма и	1	1
324	искать в	1	1
325	но если	1	1
326	от своего	1	1
327	что есть	2	1
328	мыслью о	1	1
329	переносит в	1	1
330	на первых	2	1
331	что до	1	1
332	что я	5	1
333	своего рождения	2	1
334	к такой	1	1
335	но эта	1	1
336	выше мы	2	1
337	не будем	1	1
338	которые в	1	1
339	каждое из	2	1
340	друг другу	1	1
341	есть еще	3	1
342	оно само	1	1
343	однако в	1	1
344	любовь к	1	1
345	человека но	1	1
346	она по	1	1
347	существует для	3	1
348	и внешней	1	1
349	или что	3	1
350	в смысле	4	1
351	тогда когда	9	1
352	только из	1	1
353	в сущности	1	1
354	того чтобы	3	1
355	только не	2	1
356	не имеет	6	1
357	если ему	1	1
358	ничего не	1	1
359	исследования мы	1	1
360	во всем	1	1
361	связи с	2	1
362	в сознании	15	1
363	в виду	1	1
364	уже и	1	1
365	тому с	1	1
366	с другом	1	1
367	и со	1	1
368	содержания как	1	1
369	от того	8	1
370	у меня	2	1
371	деятельности и	2	1
372	нам что	1	1
373	одно только	3	1
374	следует заметить	1	1
375	его за	1	1
376	отличается от	1	1
377	же самое	1	1
378	к тому	7	1
379	это содержание	5	1
380	для его	1	1
381	или опасное	1	1
382	что при	3	1
383	на это	4	1
384	она не	2	1
385	ничего общего	2	1
386	из всего	1	1
387	своего развития	1	1
388	ни одно	1	1
389	без всякого	1	1
390	данном случае	1	1
391	потому мы	1	1
392	только при	2	1
393	в душу	1	1
394	величиною в	1	1
395	и что	10	1
396	с первым	1	1
397	времени и	1	1
398	его жизни	2	1
399	нескольких образов	1	1
400	каждого из	2	1
401	мог бы	1	1
402	к тем	2	1
403	это только	1	1
404	даны в	1	1
405	если бы	12	1
406	из одного	1	1
407	остановимся на	1	1
408	в разных	2	1
409	развития в	2	1
410	и здесь	1	1
411	в порядке	1	1
412	и т.д	1	1
413	и та	2	1
414	как ее	2	1
415	этой работе	1	1
416	нас в	1	1
417	эти два	1	1
418	но нет	1	1
419	на одном	1	1
420	на чувства	1	1
421	в другой	1	1
422	и содержания	1	1
423	нельзя сказать	3	1
424	деле в	1	1
425	в которую	1	1
426	для ребенка	2	1
427	к нему	3	1
428	что здесь	1	1
429	получает возможность	2	1
430	что только	6	1
431	что конечно	3	1
432	тот же	1	1
433	между организмом	1	1
434	бы ни	3	1
435	с одной	7	1
436	себя в	1	1
437	же и	3	1
438	события и	1	1
439	уже в	5	1
440	то и	6	1
441	это значение	1	1
442	а это	1	1
443	рано или	1	1
444	не дает	2	1
445	быть объяснены	1	1
446	его и	1	1
447	наоборот что	2	1
448	пока не	1	1
449	в известной	1	1
450	ничего но	1	1
451	вовсе не	7	1
452	ее не	1	1
453	как его	1	1
454	заметить что	3	1
455	не говорит	1	1
456	этом отношении	2	1
457	для того	4	1
458	или поздно	1	1
459	со всем	1	1
460	со стороны	3	1
461	имеет и	1	1
462	с другой	7	1
463	на ее	1	1
464	в свою	3	1
465	и быть	1	1
466	на чем	2	1
467	а с	2	1
468	на которые	1	1
469	мы еще	1	1
470	что для	4	1
471	одной стороны	3	1
472	на этот	1	1
473	в ребенке	1	1
474	зависит от	6	1
475	а не	15	1
476	с которым	1	1
477	для человека	4	1
478	не всегда	2	1
479	именно оно	1	1
480	оно ни	2	1
481	бы оно	1	1
482	связь с	3	1
483	с бессознательным	1	1
484	из мира	1	1
485	намек на	1	1
486	стороны формы	2	1
487	нам для	1	1
488	многих случаях	1	1
489	жизнь человека	1	1
490	и столь	1	1
491	в человеке	3	1
492	предположить что	1	1
493	в данном	1	1
494	тому как	5	1
495	что же	2	1
496	а потом	1	1
497	быть только	4	1
498	друг с	1	1
499	конечно если	1	1
500	том смысле	3	1
501	быть не	2	1
502	есть то	2	1
503	и действия	2	1
504	имеет значение	6	1
505	и психическое	1	1
506	это отличие	1	1
507	в более	1	1
508	мышления в	1	1
509	пор еще	1	1
510	нашего взгляда	1	1
511	формы и	1	1
512	не подлежит	2	1
513	мы только	1	1
514	которая в	1	1
515	тянется к	1	1
516	это может	1	1
517	в эту	1	1
518	годятся только	1	1
519	мы должны	4	1
520	на языке	1	1
521	только что	8	1
522	я в	1	1
523	на такой	1	1
524	же в	2	1
525	хотя в	1	1
526	по-видимому совершенно	1	1
527	читатель может	1	1
528	входить в	1	1
529	к ее	1	1
530	по поводу	4	1
531	здесь только	3	1
532	жизни в	1	1
533	и начинается	1	1
534	сделать некоторые	1	1
535	душевная жизнь	1	1
536	взгляда на	1	1
537	выводы в	1	1
538	и эта	1	1
539	это в	2	1
540	как на	5	1
