N	2gram	Propp_Isto_1	Poddanst
330	в земледельческом	1	1
331	вопрос о	5	1
332	народов древности	1	1
333	он будет	1	1
334	можно говорить	1	1
335	он живет	1	1
336	и эти	3	1
337	и более	1	1
338	в прошлом	1	1
339	там где	4	1
340	в процесс	1	1
341	друг с	4	1
342	и наоборот	1	1
343	в древней	2	1
344	в историческом	1	1
345	и вся	1	1
346	нет никакого	1	1
347	что происходит	1	1
348	ее нужно	1	1
349	в формах	1	1
350	в основном	2	1
351	чем то	1	1
352	эта мысль	3	1
353	стремление к	1	1
354	что эта	1	1
355	с которой	1	1
356	она не	1	1
357	входят в	1	1
358	не будут	1	1
359	к другим	1	1
360	тогда когда	2	1
361	этом смысле	1	1
362	историческом прошлом	1	1
363	идет именно	1	1
364	можно судить	1	1
365	и духовный	1	1
366	того чтобы	1	1
367	она может	1	1
368	об отношении	1	1
369	рассматривать как	2	1
370	никогда не	14	1
371	в результате	1	1
372	пространство в	1	1
373	чтобы понять	1	1
374	или иным	1	1
375	что делать	1	1
376	это сделать	1	1
377	исторической действительности	7	1
378	не более	2	1
379	и притом	1	1
380	вождей и	1	1
381	где уже	1	1
382	как явление	1	1
383	другой стороны	5	1
384	в этих	7	1
385	можно рассматривать	1	1
386	значило бы	1	1
387	до тех	1	1
388	нет ничего	1	1
389	в каком	1	1
390	только как	1	1
391	именно о	1	1
392	в иной	4	1
393	по одному	1	1
394	относиться к	1	1
395	есть признак	1	1
396	ли не	1	1
397	ни к	2	1
398	облечена в	1	1
399	что оно	1	1
400	к сожалению	3	1
401	всего что	1	1
402	к этой	1	1
403	видим в	1	1
404	и другие	4	1
405	не есть	2	1
406	вместе с	6	1
407	все еще	1	1
408	именно здесь	1	1
409	что от	2	1
410	никакого сомнения	1	1
411	во всяком	1	1
412	многие из	1	1
413	они не	4	1
414	гораздо более	1	1
