N	2gram	Tiupa_Anal_1	Problemy
606	а именно	3	1
607	том как	1	1
608	лица в	1	1
609	человека а	1	1
610	или меньшей	4	1
611	только один	1	1
612	внешнее и	1	1
613	один и	1	1
614	но о	2	1
615	предмета но	1	1
616	конечно далеко	1	1
617	что для	1	1
618	говорит о	1	1
619	равной степени	2	1
620	вопрос почему	1	1
621	смысла и	3	1
622	однако и	1	1
623	его как	1	1
624	все время	1	1
625	одну из	1	1
626	мир объектов	1	1
627	его собственной	1	1
628	само является	1	1
629	в пределы	1	1
630	время оно	1	1
631	что из	2	1
632	в связи	1	1
633	лишь поверхностные	1	1
634	все более	1	1
635	бы оно	1	1
636	с людьми	1	1
637	человек в	3	1
638	ему известную	1	1
639	вместе с	4	1
640	есть согласие	1	1
641	зачем же	1	1
642	и потому	2	1
643	как это	1	1
644	в присутствии	2	1
645	из которых	4	1
646	над ним	1	1
647	к своему	1	1
648	другого я	2	1
649	смысле этого	1	1
650	не умел	1	1
651	в мир	1	1
652	всякого сомнения	1	1
653	отношения не	1	1
654	форма в	1	1
655	как речь	1	1
656	действительно не	1	1
657	историка литературы	1	1
658	утверждение о	1	1
659	слова ибо	1	1
660	в любом	3	1
661	является для	1	1
662	о его	1	1
663	в душевной	1	1
664	в начале	2	1
665	входящее в	1	1
666	силу и	1	1
667	вы говорите	1	1
668	к другим	1	1
669	о мире	1	1
670	вещь а	1	1
671	при всем	1	1
672	собственного задания	1	1
673	не имея	1	1
674	этот процесс	1	1
675	и от	1	1
676	тем более	2	1
677	я всегда	1	1
678	о котором	1	1
679	это как	2	1
680	своей собственной	1	1
681	в двух	2	1
682	себя самого	1	1
683	в сюжет	1	1
684	в большей	1	1
685	или несколько	1	1
686	же в	1	1
687	есть уже	1	1
688	в равной	3	1
689	не я	1	1
690	за этим	1	1
691	по поводу	1	1
692	все еще	1	1
693	этом сознании	1	1
694	отношением к	1	1
695	своего предмета	3	1
696	из этого	1	1
697	сознания а	1	1
698	этого сюжетного	1	1
699	жизни и	1	1
700	а может	1	1
701	а я	1	1
702	все что	1	1
703	этой точки	1	1
704	прямой речи	1	1
705	том числе	3	1
706	они не	1	1
