N	2gram	Losev_Vlad_3	StatiiOP
152	и его	10	3
153	вот что	3	3
154	уже не	9	3
155	уже в	3	3
156	не так	3	3
157	для него	8	3
158	так как	7	3
159	в некоторых	1	3
160	в системе	1	3
161	как раз	10	3
162	не является	2	3
163	к которому	1	3
164	что для	1	3
165	одной стороны	3	3
166	до конца	4	3
167	с которым	1	3
168	что мы	2	3
169	в связи	3	3
170	с этой	2	3
171	между прочим	5	3
172	находит свое	1	3
173	конце концов	5	3
174	все они	2	3
175	к этому	2	3
176	в виде	13	3
177	в какой	2	3
178	которой я	1	3
179	того времени	1	3
180	речь идет	1	2
181	самом деле	1	2
182	такое же	1	2
183	в чисто	1	2
184	и за	2	2
185	этой статье	1	2
186	в сущности	2	2
187	того же	2	2
188	в каждой	1	2
189	не имел	2	2
190	не был	8	2
191	хочет сказать	1	2
192	во всех	1	2
193	то он	4	2
194	но как	2	2
195	если в	1	2
196	не просто	10	2
197	себе отчет	3	2
198	нет и	1	2
199	что они	1	2
200	им в	1	2
201	и последний	1	2
202	в самом	4	2
203	он делает	1	2
204	за рамки	1	2
205	так сказать	1	2
206	в статье	1	2
207	не получается	1	2
208	о которой	1	2
209	не как	2	2
210	представляет собою	1	2
211	чтобы в	1	2
212	в плане	1	2
213	и по	2	2
214	но все	3	2
215	то есть	24	2
216	заключается в	1	2
217	отчет в	2	2
218	связанным с	1	2
219	ее в	3	2
220	а с	4	2
221	жизни но	1	2
222	мы не	2	2
223	такой же	4	2
224	не мог	6	2
225	которую он	1	2
226	можно найти	2	2
227	в такой	1	2
228	не столько	3	2
229	в которых	1	2
230	взгляд на	2	2
231	точку зрения	1	2
232	которые в	1	2
233	тем не	10	2
234	сам он	1	2
235	этой области	1	2
236	этих трех	3	2
237	в отношении	5	2
238	не менее	9	2
239	как можно	2	2
240	что эта	2	2
241	самого начала	1	2
242	считает что	1	2
243	одна из	1	2
244	к этим	1	2
245	было у	1	2
246	не имеет	4	2
247	он написал	1	2
248	никогда не	11	2
249	найти в	2	2
250	и всегда	2	2
251	на себе	1	2
252	от того	4	2
253	начиная с	1	2
254	и такие	1	2
255	к тому	7	2
256	но также	1	2
257	для его	1	2
258	для того	2	2
259	утверждать что	1	2
260	как мы	8	2
261	нового этапа	1	2
262	с ее	1	2
263	в виду	3	2
264	нужно сказать	1	2
265	без всякого	1	2
266	каждый раз	1	2
267	с самого	1	2
268	и которые	1	2
269	здесь нет	2	2
270	во многом	2	2
271	это объясняется	1	2
272	произведения как	1	2
273	внимание на	1	2
274	одного из	1	2
275	с одной	3	2
276	на что	1	2
277	что его	2	2
278	и во	1	2
279	этому поводу	1	2
280	а потому	1	2
281	и только	3	2
282	и других	1	2
283	была не	1	2
284	еще не	4	2
285	течение всей	1	2
286	и у	3	2
287	то и	2	2
288	что если	4	2
289	поэтому его	1	2
290	при помощи	4	2
291	а то	2	2
292	в новом	1	2
293	мы находим	2	2
294	вовсе не	13	2
295	при всей	1	2
296	должен был	2	2
297	заметить что	2	2
298	или иной	1	2
299	к традиционной	1	2
300	до сих	1	2
301	в предисловии	2	2
302	себя и	1	2
303	каком смысле	1	2
304	не на	2	2
305	что из	1	2
306	ни на	2	2
307	вместе с	7	2
308	но не	4	2
309	не сразу	1	2
310	в последнем	1	2
311	его работе	1	2
312	том смысле	1	2
313	в это	2	2
314	этого слова	1	2
315	сих пор	1	2
316	внимания на	2	2
317	является как	2	2
318	один из	1	2
319	которые были	2	2
320	в результате	4	2
321	его не	1	2
322	в духе	3	2
323	и ни	2	2
324	года в	1	2
325	только что	2	2
326	я думаю	1	2
327	была написана	1	2
328	одной из	2	2
329	в свою	1	2
330	были и	1	2
331	к сожалению	1	2
332	к этой	2	2
333	молодой человек	1	2
334	гораздо более	1	2
335	говорит это	1	1
336	как известно	1	1
337	за пределы	3	1
338	также и	17	1
339	до него	1	1
340	начинается с	1	1
341	сам по	2	1
342	и то	9	1
343	смысле слова	6	1
344	на самом	3	1
345	и так	2	1
346	не хочет	2	1
347	по преимуществу	2	1
348	движением и	1	1
349	но важно	1	1
350	должна быть	2	1
351	был и	2	1
352	из всех	1	1
353	отношения к	5	1
354	есть не	2	1
355	для своего	1	1
356	в последние	1	1
357	это совершенно	1	1
358	вопрос о	4	1
359	на такие	1	1
360	такие произведения	1	1
361	почти все	1	1
362	от своих	1	1
363	свою работу	1	1
364	еще до	2	1
365	представлением о	1	1
366	на себя	2	1
367	но уже	2	1
368	было вызвано	1	1
369	употребляемые им	1	1
370	мы и	2	1
371	самый термин	1	1
372	и он	1	1
373	с большим	3	1
374	к году	1	1
375	теряя своей	1	1
376	быть в	2	1
377	всего этого	1	1
378	истории в	2	1
379	то мы	1	1
380	других источников	1	1
381	или иначе	2	1
382	а тем	2	1
383	значении этого	1	1
384	мы будем	2	1
385	и другие	1	1
386	к жизни	1	1
387	всегда стремится	1	1
388	в сторону	2	1
389	тех же	1	1
390	не все	3	1
391	этому присоединяется	1	1
392	очевидно что	1	1
393	а и	2	1
394	не отметить	1	1
395	которые не	2	1
396	в истории	5	1
397	трудно сказать	1	1
398	объясняется слишком	1	1
399	начала до	1	1
400	только ее	1	1
401	а иной	1	1
402	в своем	8	1
403	и нет	1	1
404	и где	1	1
405	этом же	2	1
406	когда он	1	1
407	и как	7	1
408	не являются	1	1
409	но эта	1	1
410	более или	5	1
411	это определение	1	1
412	от этого	2	1
413	тут нет	1	1
414	тяготеет к	1	1
415	и невозможно	1	1
416	еще на	1	1
417	так или	2	1
418	бы не	1	1
419	думать что	1	1
420	в известном	1	1
421	в дальнейшем	4	1
422	не годится	1	1
423	интереснее всего	1	1
424	именно тот	1	1
425	как он	1	1
426	но на	2	1
427	человек не	1	1
428	что она	2	1
429	в нем	3	1
430	в свет	1	1
431	и легко	1	1
432	это третье	1	1
433	и больше	1	1
434	одно целое	1	1
435	и почему	1	1
436	общий итог	1	1
437	же это	2	1
438	не к	2	1
439	что еще	1	1
440	прочим и	1	1
441	работе о	2	1
442	данном отношении	1	1
443	какой бы	1	1
444	что ни	1	1
445	изъят из	1	1
446	подход к	1	1
447	его произведения	2	1
448	не считать	1	1
449	что такой	1	1
450	же касается	5	1
451	конечно в	1	1
452	была в	1	1
453	не трудно	1	1
454	на этой	1	1
455	который у	1	1
456	второй половины	1	1
457	ко второму	2	1
458	с начала	1	1
459	как такие	1	1
460	остановиться на	2	1
461	которым он	1	1
462	который сам	1	1
463	рядом с	1	1
464	то как	3	1
465	этих источниках	1	1
466	этого не	3	1
467	во внимание	1	1
468	мы видели	3	1
469	слова является	1	1
470	смысле с	1	1
471	не заметить	1	1
472	мы знаем	3	1
473	чем в	4	1
474	можно считать	5	1
475	и прямо	1	1
476	именно то	1	1
477	нисколько не	3	1
478	были ему	1	1
479	выступает здесь	1	1
480	этим трем	1	1
481	но я	1	1
482	или менее	5	1
483	вещи в	1	1
484	выходила за	1	1
485	себя внимание	2	1
486	бы на	2	1
487	свое изложение	1	1
488	и при	1	1
489	сказать так	1	1
490	мы встретились	1	1
491	не дошли	1	1
492	рядом других	1	1
493	могло бы	2	1
494	ясностью и	2	1
495	сам же	2	1
496	эта не	1	1
497	не понимает	2	1
498	друг другу	1	1
499	том же	1	1
500	того кто	1	1
501	с так	1	1
502	по себе	6	1
503	даже в	4	1
504	что выше	1	1
505	но ясно	1	1
506	что есть	3	1
507	не раз	1	1
508	и какие	1	1
509	о значении	2	1
510	иной раз	6	1
511	не о	2	1
512	дело в	5	1
513	того как	1	1
514	конечно было	1	1
515	на него	2	1
516	можно судить	1	1
517	иметь в	2	1
518	того чтобы	3	1
519	не могло	1	1
520	он мог	3	1
521	несомненно является	2	1
522	его от	1	1
523	благодаря тому	1	1
524	в разных	2	1
525	своих ранних	2	1
526	в самой	1	1
527	или как	4	1
528	но очень	1	1
529	того в	1	1
530	употреблено здесь	1	1
531	по своей	2	1
532	же года	1	1
533	друг друга	2	1
534	вопрос с	1	1
535	свидетельствуют о	1	1
536	своей статье	1	1
537	был чужд	1	1
538	до того	1	1
539	обращает на	2	1
540	смысле конечно	1	1
541	вот в	2	1
542	всему этому	1	1
543	процесса в	1	1
544	очень часто	1	1
545	все то	3	1
546	его мышления	1	1
547	нет ни	2	1
548	такая точка	1	1
549	когда мы	1	1
550	же самое	3	1
551	что является	2	1
552	бы он	1	1
553	той или	2	1
554	здесь же	2	1
555	и свое	1	1
556	него как	3	1
557	в абсолютном	3	1
558	тут можно	1	1
559	для себя	5	1
560	году в	3	1
561	больше ничего	1	1
562	можно и	1	1
563	и оно	1	1
564	своего развития	1	1
565	раз даже	1	1
566	и о	4	1
567	теми кто	1	1
568	потому не	1	1
569	которого мы	1	1
570	тут у	1	1
571	вл соловьевым	13	1
572	принадлежал к	1	1
573	и говорить	1	1
574	говоря уже	1	1
575	здесь не	3	1
576	не успел	2	1
577	с быстро	1	1
578	в ее	1	1
579	только при	4	1
580	с каким	3	1
581	слишком большой	1	1
582	последнее время	1	1
583	нет никакой	1	1
584	второго лица	1	1
585	так в	1	1
586	вопрос что	1	1
587	смысле но	3	1
588	как с	2	1
589	и сам	1	1
590	можно было	5	1
591	не за	1	1
592	здесь он	1	1
593	те же	1	1
594	ясно что	1	1
595	особенно в	1	1
596	она была	4	1
597	к первому	2	1
598	том как	1	1
599	разного рода	3	1
600	но у	2	1
601	является в	2	1
602	драмы и	1	1
603	и вообще	3	1
604	стремление к	1	1
605	трактуется как	1	1
606	форме в	1	1
607	находится в	3	1
608	все дело	1	1
609	невозможно в	1	1
610	и должно	1	1
611	он успел	1	1
612	тех кто	3	1
613	то они	1	1
614	это вполне	2	1
615	язык и	1	1
616	разумеется в	1	1
617	влияние на	1	1
618	может не	1	1
619	не выходит	1	1
620	знает что	1	1
621	вопросу о	1	1
622	такими же	1	1
623	то тут	1	1
624	на отдельные	2	1
625	говорить об	1	1
626	эти два	1	1
627	что и	7	1
628	в древнем	5	1
629	хотел бы	1	1
630	и понятно	1	1
631	возникает вопрос	4	1
632	вообще и	1	1
633	именно в	3	1
634	которая и	1	1
635	россии был	1	1
636	века и	1	1
637	в свете	1	1
638	и она	1	1
639	жизнь но	2	1
640	а она	1	1
641	статье о	1	1
642	же можно	1	1
643	известном смысле	1	1
644	но так	1	1
645	его в	2	1
646	о двух	2	1
647	абсолютном и	2	1
648	как нечто	3	1
649	года то	1	1
650	это очень	1	1
651	он уже	2	1
652	который в	2	1
653	самые разнообразные	1	1
654	занятий в	1	1
655	в обществе	2	1
656	идет к	1	1
657	это с	1	1
658	это же	2	1
659	же он	1	1
660	оригинально и	1	1
661	конечно не	1	1
662	литературы в	1	1
663	да еще	1	1
664	не можем	2	1
665	вернуться к	1	1
666	которых можно	1	1
667	время является	1	1
668	целого ряда	1	1
669	является не	3	1
670	а это	1	1
671	от других	1	1
672	то чему	2	1
673	то только	1	1
674	не дает	1	1
675	на пути	1	1
676	из них	2	1
677	но которое	1	1
678	он принадлежит	1	1
679	это обстоятельство	1	1
680	и их	1	1
681	содержания и	2	1
682	в одном	5	1
683	подходим к	1	1
684	но что	2	1
685	жизни был	1	1
686	во всей	1	1
687	характерны для	1	1
688	указание на	1	1
689	даже и	12	1
690	представляют собой	1	1
691	тем чем	2	1
692	возможно что	1	1
693	не теряя	1	1
694	и из	1	1
695	на примере	1	1
696	то это	10	1
697	был в	1	1
698	по своим	1	1
699	а именно	12	1
700	он это	1	1
701	еще и	18	1
702	кто в	1	1
703	стремился к	1	1
704	системы и	1	1
705	говорит о	4	1
706	к более	1	1
707	не говоря	1	1
708	отдает себе	1	1
709	в рассуждениях	1	1
710	здесь дело	1	1
711	этого нового	1	1
712	она является	1	1
713	целым рядом	1	1
714	что несмотря	2	1
715	ниже в	1	1
716	именно так	1	1
717	полемизировать с	1	1
718	о чем	1	1
719	вышли в	1	1
720	как говорит	2	1
721	в одно	2	1
722	если не	6	1
723	в те	7	1
724	уже давно	1	1
725	нет ничего	2	1
726	в частности	1	1
727	она тем	1	1
728	шесть лет	1	1
729	то можно	2	1
730	я говорю	1	1
731	собрание сочинений	1	1
732	конечно является	1	1
733	с м	4	1
734	не знал	1	1
735	понимает как	2	1
736	в данном	5	1
737	наряду с	2	1
738	через свое	1	1
739	и этот	2	1
740	что же	9	1
741	очень важно	1	1
742	в литературе	1	1
743	в приводимой	1	1
744	даже с	1	1
745	звучат слова	1	1
746	по существу	4	1
747	то к	1	1
748	это значит	6	1
749	в состоянии	1	1
750	говорил об	1	1
751	должно быть	5	1
752	в контексте	1	1
753	намеки на	1	1
754	бога и	1	1
755	но для	3	1
756	не больше	3	1
757	исторический процесс	1	1
758	каждой из	1	1
759	в книге	2	1
760	однако и	4	1
761	ее содержания	1	1
762	тем и	1	1
763	что очень	1	1
764	об отношении	2	1
765	котором он	1	1
766	бы сделать	2	1
767	чтобы понять	1	1
768	а к	1	1
769	для нас	5	1
770	и все	4	1
771	собственно говоря	3	1
772	у них	1	1
773	такие слова	1	1
774	бы в	2	1
775	почти в	1	1
776	но зато	1	1
777	хотя бы	6	1
778	которым мы	1	1
779	отношении к	1	1
780	с теми	1	1
781	мог не	1	1
782	а о	2	1
783	отношением к	1	1
784	состоит из	1	1
785	но можно	2	1
786	мы здесь	1	1
787	но этот	1	1
788	является и	1	1
789	которая тоже	1	1
790	я это	1	1
791	ко всему	1	1
792	и еще	2	1
793	живого и	1	1
794	есть и	4	1
795	в трех	1	1
796	жизни и	1	1
797	но эти	1	1
798	вполне понятно	3	1
799	этой точки	1	1
800	только не	1	1
801	был образом	1	1
802	и эта	3	1
803	отличается тем	1	1
804	так же	8	1
805	все что	1	1
806	другое в	1	1
807	они не	1	1
