N	2gram	Bakhtin_Fr_2	Literetu
133	и еще	2	2
134	как бы	11	2
135	художественного творчества	1	2
136	в такой	1	2
137	и без	2	2
138	по преимуществу	2	2
139	свое существование	1	2
140	жизни на	1	2
141	не вполне	1	2
142	могут быть	2	2
143	даже и	2	2
144	для того	1	2
145	с образом	1	2
146	для себя	1	2
147	в виду	3	2
148	в ее	3	2
149	это как	1	2
150	еще не	2	2
151	ко всему	2	2
152	для этого	1	2
153	о том	3	2
154	для нас	1	2
155	не более	1	2
156	в него	2	2
157	было бы	3	2
158	и одновременно	1	2
159	тот же	5	2
160	одной из	2	2
161	в какой	1	2
162	потому что	1	2
163	уже в	5	2
164	из них	3	2
165	одно из	1	2
166	в одном	3	2
167	в конце	2	2
168	что и	1	2
169	вовсе не	10	2
170	у него	2	2
171	как раз	1	2
172	где в	1	2
173	наконец в	3	2
174	себя и	1	2
175	что не	1	2
176	не было	4	2
177	говорит я	1	2
178	до конца	2	2
179	в руках	1	2
180	из которых	1	2
181	над ним	1	2
182	тому как	2	2
183	под названием	2	2
184	этом случае	1	2
185	не является	1	2
186	хотя бы	1	2
187	с ним	4	2
188	же в	3	2
189	первый раз	1	2
190	и судьба	1	2
191	в свое	4	2
192	сила и	2	2
193	в своих	4	2
194	все что	2	2
195	литературы а	1	1
196	отношения к	4	1
197	и странным	1	1
198	его здесь	1	1
199	это и	2	1
200	перед лицом	2	1
201	что слово	2	1
202	здесь и	1	1
203	сказано что	1	1
204	в названном	1	1
205	в строгом	1	1
206	прошлое и	1	1
207	должна быть	1	1
208	из всех	1	1
209	мы имеем	1	1
210	это совершенно	1	1
211	как мы	7	1
212	что уже	1	1
213	время от	1	1
214	целым рядом	1	1
215	он как	2	1
216	но исключительно	1	1
217	но даже	2	1
218	но напротив	1	1
219	начала в	1	1
220	меньшей степени	3	1
221	оказывается что	1	1
222	он был	2	1
223	в чем	1	1
224	художественном творчестве	1	1
225	самом деле	1	1
226	целом ряде	1	1
227	он пишет	3	1
228	за пределы	2	1
229	относится к	5	1
230	в произведениях	2	1
231	типа начинают	1	1
232	и вовсе	2	1
233	как в	1	1
234	по которому	1	1
235	стороны и	1	1
236	есть в	2	1
237	однако не	1	1
238	победы над	1	1
239	что по	1	1
240	и своего	2	1
241	к числу	2	1
242	площади в	1	1
243	от этого	1	1
244	где все	1	1
245	для которого	3	1
246	в самом	3	1
247	все эти	7	1
248	сказано в	1	1
249	приобретает характер	1	1
250	быть живым	1	1
251	но он	6	1
252	и те	1	1
253	на то	2	1
254	эти и	1	1
255	в переводе	1	1
256	но именно	3	1
257	конце концов	1	1
258	всех этих	3	1
259	и вот	3	1
260	на земле	3	1
261	и по	1	1
262	образа и	1	1
263	говоря в	1	1
264	таким образом	7	1
265	здесь мы	1	1
266	со всеми	2	1
267	только не	1	1
268	а по	1	1
269	более высокого	1	1
270	на протяжении	7	1
271	это не	1	1
272	он есть	1	1
273	по мысли	1	1
274	должен был	2	1
275	связанным с	1	1
276	как единое	1	1
277	более широкого	1	1
278	она и	1	1
279	далеко не	3	1
280	мы видели	3	1
281	эпохи с	1	1
282	здесь все	1	1
283	со всей	1	1
284	приближаются к	1	1
285	в этих	4	1
286	в своей	5	1
287	пока не	1	1
288	место в	3	1
289	времени не	1	1
290	их в	3	1
291	от года	1	1
292	что этот	1	1
293	в историческом	1	1
294	и вся	1	1
295	новым и	1	1
296	в отношении	2	1
297	века а	1	1
298	частность и	1	1
299	но они	3	1
300	все мы	1	1
301	того как	2	1
302	свободы и	1	1
303	классицизма в	1	1
304	в форму	1	1
305	явление в	1	1
306	во всем	3	1
307	есть не	1	1
308	и теперь	1	1
309	связи с	2	1
310	так называемый	1	1
311	этот образ	1	1
312	мы и	1	1
313	однако это	1	1
314	показательны для	1	1
315	не могут	1	1
316	это начало	1	1
317	к тому	1	1
318	жизни этих	1	1
319	с кем	1	1
320	именно таким	1	1
321	духовное содержание	1	1
322	в последующие	4	1
323	и о	4	1
324	того чтобы	2	1
325	здесь не	2	1
326	складывались и	1	1
327	на основе	2	1
328	в собственном	3	1
329	в особенности	5	1
330	только то	2	1
331	культуры и	3	1
332	в пределах	2	1
333	о рабле	7	1
334	культуры на	1	1
335	всю их	1	1
336	и когда	1	1
337	на страницах	2	1
338	которого нет	1	1
339	что может	1	1
340	художественное творчество	1	1
341	в образе	1	1
342	можно было	3	1
343	в последующих	3	1
344	во второй	1	1
345	его духовной	1	1
346	жизнь и	2	1
347	поэтому в	1	1
348	с этого	1	1
349	и внешней	1	1
350	и перед	3	1
351	и сурово	1	1
352	есть одновременно	1	1
353	он вышел	1	1
354	притом в	2	1
355	одного из	2	1
356	на что	1	1
357	после того	1	1
358	можно сказать	2	1
359	второй половины	2	1
360	должно было	1	1
361	нет у	1	1
362	бы в	1	1
363	время здесь	1	1
364	нас явления	1	1
365	в ту	2	1
366	в литературе	6	1
367	в новой	2	1
368	что только	2	1
369	он стал	1	1
370	таких моментов	1	1
371	писателей и	1	1
372	чтобы после	1	1
373	мире и	3	1
374	в эти	1	1
375	же он	1	1
376	только на	1	1
377	в итоге	1	1
378	в единстве	1	1
379	ни с	1	1
380	себе в	2	1
381	слова в	1	1
382	мы находим	4	1
383	бытия и	1	1
384	дальше в	1	1
385	во всей	1	1
386	он один	1	1
387	рядом с	6	1
388	живой и	1	1
389	что человек	1	1
390	именно в	6	1
391	к которому	1	1
392	и прежде	2	1
393	как же	1	1
394	еще и	1	1
395	например о	1	1
396	в романе	9	1
397	говорит о	1	1
398	более того	1	1
399	несколько примеров	1	1
400	есть лишь	1	1
401	человек в	2	1
402	он становится	1	1
403	здесь этот	1	1
404	не всегда	1	1
405	культуры мы	1	1
406	все более	1	1
407	этой же	1	1
408	в творчестве	6	1
409	время она	1	1
410	эти слова	1	1
411	так же	2	1
412	вытесненный в	1	1
413	и потому	5	1
414	книге о	2	1
415	вокруг себя	2	1
416	в развитии	1	1
417	и менее	1	1
418	в своем	5	1
419	всем что	2	1
420	жизнь на	1	1
421	его в	1	1
422	и от	1	1
423	в основном	5	1
424	своей жизни	1	1
425	автора и	2	1
426	силу и	1	1
427	в смысле	2	1
428	о мире	7	1
429	и где	1	1
430	не мог	1	1
431	xviii веком	1	1
432	всего в	1	1
433	и другим	1	1
434	на самом	2	1
435	всего мира	1	1
436	которая в	1	1
437	она уже	1	1
438	всего что	2	1
439	и все	3	1
440	еще более	1	1
441	от всего	1	1
442	исключительно в	1	1
443	ты не	1	1
444	только как	1	1
445	а во	1	1
446	в свою	1	1
447	культуры в	1	1
448	есть и	1	1
449	занимает в	1	1
450	ее в	2	1
451	и эта	2	1
452	к этому	1	1
453	тенденции к	1	1
