N	2gram	Tiupa_Anal_3	KulturaY
112	с ними	1	4
113	так что	1	4
114	есть в	1	4
115	не есть	4	4
116	со стороны	9	4
117	до сих	1	4
118	там где	2	4
119	в частности	12	4
120	и потому	2	4
121	с этим	3	4
122	в тех	2	4
123	сих пор	1	4
124	один из	2	4
125	же в	2	4
126	в первом	2	3
127	той же	5	3
128	в сущности	5	3
129	на себя	2	3
130	на практике	1	3
131	и он	2	3
132	то мы	1	3
133	в противовес	2	3
134	в общем	2	3
135	очевидно что	2	3
136	в истории	1	3
137	в связи	1	3
138	в своем	4	3
139	хотя и	2	3
140	когда он	2	3
141	в этой	6	3
142	с их	3	3
143	в себе	2	3
144	на его	2	3
145	не имеют	1	3
146	состоит в	4	3
147	что она	2	3
148	и может	1	3
149	он есть	1	3
150	несмотря на	2	3
151	должно быть	1	3
152	в г	1	3
153	в их	6	3
154	даже в	2	3
155	а а	5	3
156	казалось бы	1	3
157	ли не	4	3
158	оно не	1	3
159	свою очередь	4	3
160	здесь не	3	3
161	сводится к	2	3
162	имя с	1	3
163	не с	2	3
164	для этого	1	3
165	и здесь	2	3
166	можно сказать	4	3
167	нуждается в	2	3
168	этом смысле	1	3
169	обе эти	2	3
170	уже в	3	3
171	себе в	1	3
172	в одном	4	3
173	не было	3	3
174	в особенности	3	3
175	и даже	8	3
176	или иной	5	3
177	к которому	1	3
178	в свою	5	3
179	а с	1	3
180	в соответствии	2	3
181	есть лишь	1	3
182	как это	3	3
183	со словом	1	3
184	а если	1	3
185	этого слова	2	3
186	слова как	1	3
187	нам не	2	3
188	или иного	1	3
189	как на	1	3
190	но еще	1	3
191	в таком	1	3
192	они не	1	3
193	гораздо более	2	3
194	надобности в	1	2
195	речь идет	1	2
196	и есть	1	2
197	по преимуществу	2	2
198	что если	1	2
199	бы и	2	2
200	как то	1	2
201	я не	1	2
202	иное как	1	2
203	на самом	1	2
204	не все	1	2
205	если в	3	2
206	тогда как	20	2
207	идет о	1	2
208	что касается	3	2
209	тех случаях	1	2
210	могли бы	2	2
211	даже так	1	2
212	и как	4	2
213	из письма	1	2
214	но в	2	2
215	от этого	1	2
216	так или	1	2
217	во многих	1	2
218	духовной культуры	1	2
219	с языком	1	2
220	роли в	3	2
221	он не	6	2
222	свое время	2	2
223	в каждом	3	2
224	к г	1	2
225	лишь в	5	2
226	заключается в	1	2
227	здесь только	1	2
228	к какому-либо	1	2
229	как об	1	2
230	в слове	5	2
231	как и	14	2
232	в москве	1	2
233	иначе говоря	2	2
234	одного и	3	2
235	же есть	1	2
236	и становится	1	2
237	и еще	1	2
238	но если	1	2
239	в своей	1	2
240	не столько	3	2
241	от себя	1	2
242	вопрос о	1	2
243	втором случае	1	2
244	что было	1	2
245	слов о	1	2
246	по себе	4	2
247	в то	3	2
248	как о	1	2
249	ничего не	3	2
250	дело не	3	2
251	был в	1	2
252	никогда не	5	2
253	же время	3	2
254	не является	5	2
255	не могут	1	2
256	и должно	1	2
257	когда мы	2	2
258	к жизни	3	2
259	не мог	2	2
260	и прочих	1	2
261	одно из	1	2
262	на примере	2	2
263	никак не	1	2
264	е о	2	2
265	языковых стилей	1	2
266	любви к	2	2
267	это было	1	2
268	каждом из	1	2
269	во втором	4	2
270	а именно	1	2
271	но с	2	2
272	д и	1	2
273	тот же	1	2
274	и того	3	2
275	как я	1	2
276	в стороне	1	2
277	литературе и	1	2
278	доказывает что	2	2
279	в большинстве	2	2
280	ни одного	1	2
281	здесь как	1	2
282	это по	2	2
283	были бы	3	2
284	или иначе	1	2
285	на этот	1	2
286	только к	2	2
287	обратить внимание	1	2
288	превращается в	1	2
289	о чем	4	2
290	не всегда	3	2
291	может иметь	1	2
292	и а	4	2
293	на эту	2	2
294	в контексте	2	2
295	с этой	1	2
296	этом случае	1	2
297	между прочим	1	2
298	и для	2	2
299	случаях когда	1	2
300	живет и	1	2
301	уже на	1	2
302	другое дело	1	2
303	и все	2	2
304	тем более	1	2
305	бы на	1	2
306	поскольку оно	1	2
307	между ними	1	2
308	не говоря	1	2
309	себя самого	1	2
310	в свое	2	2
311	ее в	1	2
312	после чего	2	2
313	я и	3	1
314	говоря о	1	1
315	и развитие	1	1
316	лишь после	1	1
317	и фактически	1	1
318	и просил	1	1
319	связана с	1	1
320	и сейчас	1	1
321	утверждение что	1	1
322	для себя	1	1
323	или к	1	1
324	своей первой	1	1
325	из самых	1	1
326	из его	1	1
327	едва ли	3	1
328	к собственной	2	1
329	собою в	1	1
330	в году	3	1
331	его не	3	1
332	есть не	2	1
333	бы служить	1	1
334	говорить о	3	1
335	что иное	1	1
336	мы и	1	1
337	в сочетании	3	1
338	к ее	1	1
339	столь же	4	1
340	время в	1	1
341	теперь в	1	1
342	истории в	1	1
343	тем как	1	1
344	как правило	5	1
345	все больше	1	1
346	сомневаться что	1	1
347	в область	1	1
348	таковы и	1	1
349	в стихе	2	1
350	к ним	1	1
351	как справедливо	2	1
352	иметь дело	2	1
353	отношение к	1	1
354	отличие от	2	1
355	друг от	1	1
356	которые могли	1	1
357	как говорит	3	1
358	субъекта и	2	1
359	в акте	1	1
360	как к	2	1
361	перед нами	4	1
362	собственно и	1	1
363	по пути	4	1
364	моментов в	1	1
365	поскольку мы	1	1
366	со своей	8	1
367	бы ошибочно	1	1
368	и идет	1	1
369	бы сказать	1	1
370	бы не	1	1
371	в названии	1	1
372	в известном	1	1
373	в дальнейшем	2	1
374	по имени	1	1
375	в случае	5	1
376	не следует	1	1
377	все другие	1	1
378	всех этих	1	1
379	чего следует	1	1
380	возвращение к	1	1
381	однако он	1	1
382	и вот	2	1
383	и по	2	1
384	когда на	1	1
385	в большой	1	1
386	без исключения	3	1
387	об этом	2	1
388	связанных с	1	1
389	и иных	1	1
390	на почве	1	1
391	лишь на	3	1
392	они по	1	1
393	между отдельными	1	1
394	чаще всего	1	1
395	в жизни	2	1
396	нет в	1	1
397	и делает	1	1
398	на второй	1	1
399	выступает не	1	1
400	человек который	1	1
401	далеко не	4	1
402	в общей	1	1
403	со всей	1	1
404	не выдерживает	1	1
405	во второй	7	1
406	в ходе	1	1
407	сочетании с	3	1
408	в следующем	1	1
409	и без	3	1
410	в отличие	2	1
411	мысли и	1	1
412	своего рода	8	1
413	должны были	1	1
414	в имени	2	1
415	но это	1	1
416	фонема т	1	1
417	но они	2	1
418	однако в	5	1
419	в устах	1	1
420	а вот	2	1
421	случае мы	1	1
422	также что	1	1
423	любви и	1	1
424	сущности говоря	1	1
425	имени в	1	1
426	отчетливо и	1	1
427	не могло	1	1
428	только не	3	1
429	же рода	1	1
430	дело в	2	1
431	как формы	2	1
432	одна из	2	1
433	его речи	1	1
434	или иная	1	1
435	с одним	1	1
436	более что	1	1
437	но дело	1	1
438	и теперь	1	1
439	с таким	1	1
440	как будто	1	1
441	может и	1	1
442	языков в	1	1
443	что на	1	1
444	ср с	1	1
445	художественной литературы	2	1
446	и далее	1	1
447	именно таковы	1	1
448	рассчитан на	1	1
449	могут быть	2	1
450	с полной	1	1
451	той или	3	1
452	в наши	1	1
453	указывает на	3	1
454	слова с	1	1
455	как некое	1	1
456	в применении	1	1
457	о событии	1	1
458	следует отнести	1	1
459	не ограничивается	1	1
460	как мы	1	1
461	по определению	1	1
462	от друга	1	1
463	говоря уже	1	1
464	позицию по	1	1
465	говорит и	3	1
466	в ее	3	1
467	быть достаточно	1	1
468	бы наиболее	1	1
469	и от	2	1
470	в себя	2	1
471	и сам	4	1
472	что у	1	1
473	имею в	1	1
474	в борьбе	2	1
475	мог бы	1	1
476	в чужом	1	1
477	имя собственное	1	1
478	разного рода	1	1
479	поэтому в	2	1
480	с этого	1	1
481	образом в	1	1
482	случае как	1	1
483	то во	1	1
484	одного из	1	1
485	здесь слово	1	1
486	а также	2	1
487	звуков в	1	1
488	не заключает	1	1
489	не умеет	1	1
490	если с	1	1
491	во всех	2	1
492	словом которое	1	1
493	состоит не	2	1
494	однако с	3	1
495	должно было	1	1
496	в конечном	2	1
497	этом и	1	1
498	в форме	2	1
499	лишь к	1	1
500	и только	1	1
501	для поэтики	1	1
502	из противоречий	1	1
503	целого а	1	1
504	однако сама	2	1
505	рассказа что	1	1
506	связь между	1	1
507	в литературе	1	1
508	и е	3	1
509	и одновременно	1	1
510	и дело	1	1
511	речь о	1	1
512	этот вопрос	1	1
513	дело с	3	1
514	и так	1	1
515	а лишь	1	1
516	чтобы на	1	1
517	все той	1	1
518	за себя	1	1
519	тот или	2	1
520	с одной	2	1
521	литературы в	1	1
522	и у	1	1
523	каждый из	1	1
524	вопроса о	2	1
525	этом что	1	1
526	себя в	4	1
527	себя и	1	1
528	действующего лица	2	1
529	по законам	1	1
530	чем с	1	1
531	большинстве случаев	1	1
532	или даже	1	1
533	его обычной	1	1
534	связывается с	1	1
535	его и	1	1
536	их как	1	1
537	для него	6	1
538	и их	1	1
539	в новом	2	1
540	могло бы	1	1
541	слова в	1	1
542	присущих ей	1	1
543	в конце	5	1
544	в современном	1	1
545	не для	2	1
546	тому же	3	1
547	мы можем	2	1
548	не составляет	1	1
549	не столь	1	1
550	само по	1	1
551	тезис о	1	1
552	к той	1	1
553	и строго	1	1
554	не чувствовал	1	1
555	одной стороны	2	1
556	пока еще	3	1
557	это указание	1	1
558	ту особенность	1	1
559	было и	1	1
560	перед ним	1	1
561	однако что	4	1
562	которому было	1	1
563	говорит о	2	1
564	что им	1	1
565	лица по	1	1
566	из наиболее	1	1
567	зависит от	1	1
568	однако и	3	1
569	что несмотря	2	1
570	его как	3	1
571	отнюдь не	4	1
572	вероятно не	1	1
573	в одно	1	1
574	то она	1	1
575	но как	3	1
576	в организации	1	1
577	к лицу	1	1
578	этого я	1	1
579	к его	1	1
580	я уже	1	1
581	не тот	1	1
582	нимало не	1	1
583	можно быть	1	1
584	на периферии	1	1
585	по своему	2	1
586	лицом к	1	1
587	этой последней	1	1
588	в повествовании	1	1
589	применении к	1	1
590	нашего анализа	1	1
591	выход в	1	1
592	но основной	1	1
593	в ответ	2	1
594	за рамки	1	1
595	да и	2	1
596	как нельзя	1	1
597	не это	1	1
598	его в	3	1
599	что мы	2	1
600	году но	1	1
601	как предмет	1	1
602	своей жизни	1	1
603	каждое из	1	1
604	о его	2	1
605	в начале	6	1
606	так ли	1	1
607	литературы во	1	1
608	каждой из	1	1
609	всего лишь	8	1
610	это уже	1	1
611	и позволяет	1	1
612	а всего	3	1
613	объекта и	1	1
614	а все	1	1
615	бы он	1	1
616	будто бы	1	1
617	я в	5	1
618	всей совокупности	1	1
619	в стихах	1	1
620	чем свидетельствует	1	1
621	жизни в	1	1
622	поскольку не	1	1
623	это все	1	1
624	не знает	1	1
625	сказать что	2	1
626	только как	1	1
627	совершенно не	2	1
628	их с	1	1
629	забывать что	1	1
630	первом случае	1	1
631	не что	1	1
632	есть и	1	1
633	та же	1	1
634	который в	3	1
635	здесь из	1	1
636	звуков но	1	1
637	тогда не	2	1
638	жизнь в	1	1
639	жизни и	1	1
640	из фраз	1	1
641	пушкина а	2	1
642	в искусстве	2	1
643	в своих	1	1
644	к этому	3	1
645	все что	1	1
