N	2gram	Tiupa_Narr_1	RusskieA
332	к этим	1	1
333	и сама	1	1
334	истории как	1	1
335	обращает на	3	1
336	этом отношении	3	1
337	ему не	1	1
338	с другом	1	1
339	в детстве	5	1
340	вспоминать о	1	1
341	чтобы сделать	1	1
342	заставить ее	1	1
343	в своего	1	1
344	если же	1	1
345	время они	1	1
346	для себя	1	1
347	известно в	1	1
348	у себя	1	1
349	в виду	1	1
350	и сами	1	1
351	на другой	2	1
352	данном случае	4	1
353	в собственном	2	1
354	на природу	1	1
355	идет не	1	1
356	всей своей	2	1
357	в четвертом	1	1
358	на свой	2	1
359	однако эта	1	1
360	слова а	1	1
361	на том	3	1
362	и сам	1	1
363	можно было	2	1
364	не ограничивается	1	1
365	было в	2	1
366	на путь	1	1
367	и некоторое	1	1
368	во второй	2	1
369	и определяется	1	1
370	быть может	2	1
371	если бы	1	1
372	и вообще	1	1
373	свидетельствует о	1	1
374	сказывается и	1	1
375	относиться и	1	1
376	при такой	1	1
377	внимание на	1	1
378	что каждый	1	1
379	можно сказать	5	1
380	и который	1	1
381	нас в	1	1
382	к нему	5	1
383	не могло	2	1
384	и во	1	1
385	во втором	4	1
386	в третьем	3	1
387	от одного	2	1
388	во всей	2	1
389	в форме	5	1
390	этом ряду	2	1
391	наконец в	2	1
392	по в	2	1
393	или может	1	1
394	было бы	4	1
395	не так	1	1
396	на будущее	3	1
397	в отрыве	1	1
398	совсем не	1	1
399	тот же	1	1
400	что он	6	1
401	к их	1	1
402	например на	1	1
403	даже если	1	1
404	до нас	1	1
405	после нее	1	1
406	он уже	2	1
407	который в	2	1
408	смерти как	1	1
409	в область	2	1
410	жизни как	3	1
411	точка зрения	6	1
412	том чтобы	1	1
413	с которыми	1	1
414	этот очень	1	1
415	античности и	1	1
416	есть в	2	1
417	быть лучше	1	1
418	уже в	3	1
419	обращения к	1	1
420	в значении	1	1
421	иные но	1	1
422	в нашей	1	1
423	же в	4	1
424	первые три	1	1
425	не дает	1	1
426	который по	3	1
427	день был	1	1
428	не составляет	1	1
429	нуждается в	5	1
430	и должна	1	1
431	солнце и	1	1
432	может служить	1	1
433	не могут	1	1
434	на некоторые	1	1
435	от того	1	1
436	перед ними	1	1
437	следует признать	2	1
438	смерти и	2	1
439	не противоречит	1	1
440	как у	1	1
441	к которому	2	1
442	являют собой	1	1
443	тому как	2	1
444	по всей	2	1
445	что не	4	1
446	обратиться к	1	1
447	говорит о	2	1
448	церкви и	1	1
449	однако и	1	1
450	с которым	1	1
451	точек зрения	2	1
452	первые два	2	1
453	совершенно очевидно	2	1
454	если не	4	1
455	весенний и	1	1
456	его по	2	1
457	в иной	2	1
458	другой день	2	1
459	некоторые из	1	1
460	в общую	1	1
461	надо было	1	1
462	из которых	4	1
463	в пределах	2	1
464	по своему	1	1
465	в данном	5	1
466	по поводу	1	1
467	наряду с	2	1
468	в той	6	1
469	друг с	1	1
470	может считаться	1	1
471	исходя из	2	1
472	и было	1	1
473	быть не	1	1
474	как только	1	1
475	что мы	2	1
476	по композиции	1	1
477	вербное воскресенье	1	1
478	усопших в	1	1
479	солнца для	1	1
480	под названием	1	1
481	не является	8	1
482	случаях когда	1	1
483	для такого	1	1
484	хотя они	1	1
485	был его	1	1
486	ничего а	1	1
487	в ноги	1	1
488	в двух	2	1
489	это часто	1	1
490	от него	1	1
491	и все	2	1
492	к зиме	1	1
493	которым можно	2	1
494	это все	2	1
495	между ними	2	1
496	не знает	1	1
497	сказать что	4	1
498	отношению к	6	1
499	оно не	2	1
500	только о	2	1
501	в работах	1	1
502	жизни и	3	1
503	в таком	2	1
504	также не	1	1
505	они не	2	1
506	можно назвать	1	1
507	точно так	2	1
508	в роли	2	1
