N	2gram	Tiupa_Disk_1	FransuaR
179	о том	8	2
180	и это	1	2
181	на нем	1	2
182	в себя	5	2
183	или в	2	2
184	времени и	3	2
185	было в	2	2
186	во второй	1	2
187	поэтому в	1	2
188	стал он	1	2
189	а также	8	2
190	существенную роль	3	2
191	он стал	1	2
192	одной из	4	2
193	до нас	1	2
194	до наших	1	2
195	себя в	2	2
196	есть в	2	2
197	уже не	4	2
198	уже в	2	2
199	его и	1	2
200	их как	1	2
201	в новом	2	2
202	представлений о	1	2
203	для правильного	1	2
204	друг друга	1	2
205	как раз	1	2
206	в особенности	4	2
207	со стороны	7	2
208	именно в	3	2
209	к которому	2	2
210	нового времени	1	2
211	но оно	1	2
212	одной стороны	9	2
213	они не	2	2
214	не на	1	2
215	в слове	1	2
216	разных местах	1	2
217	о чем	2	2
218	в той	1	2
219	связаны с	1	2
220	в словах	1	2
221	да и	1	2
222	о его	1	2
223	о мире	1	2
224	в основе	7	2
225	а как	1	2
226	здесь только	1	2
227	жизни в	2	2
228	его к	1	2
229	их нельзя	1	2
230	их с	1	2
231	не может	9	2
232	людей но	1	2
233	но эти	1	2
234	только в	7	2
235	и другие	1	2
236	в своих	3	2
237	традиции но	1	2
238	это в	2	2
239	к этому	2	2
240	отношения к	2	1
241	и должны	1	1
242	не хочет	1	1
243	нем нет	1	1
244	смерть в	1	1
245	из его	1	1
246	видеть в	1	1
247	в самом	3	1
248	что вся	1	1
249	не приходится	2	1
250	в первый	1	1
251	на такие	1	1
252	принадлежит к	1	1
253	не вполне	1	1
254	и он	2	1
255	стихотворение в	1	1
256	момент в	1	1
257	он сам	1	1
258	истории а	1	1
259	самом деле	1	1
260	жизнью но	1	1
261	в каноническом	1	1
262	не все	1	1
263	этот тон	1	1
264	конечном счете	1	1
265	отношение к	4	1
266	отличие от	5	1
267	тут же	1	1
268	нет и	1	1
269	за пределы	2	1
270	рассказ о	1	1
271	существенно связаны	1	1
272	приходит на	1	1
273	контексте и	1	1
274	его на	1	1
275	с этим	3	1
276	стороны и	2	1
277	из вас	1	1
278	и различные	1	1
279	этом же	1	1
280	целый ряд	2	1
281	и реального	1	1
282	в противоположность	2	1
283	бы и	1	1
284	в целом	4	1
285	он в	1	1
286	что так	1	1
287	это разделение	1	1
288	право на	1	1
289	всего к	1	1
290	только на	1	1
291	с их	1	1
292	всему что	1	1
293	но его	1	1
294	о ее	1	1
295	тому же	5	1
296	на то	1	1
297	традиции собственно	1	1
298	человек не	1	1
299	ей в	2	1
300	различные формы	1	1
301	к одному	1	1
302	однако он	1	1
303	в силу	5	1
304	на земле	1	1
305	которого и	1	1
306	этого жанра	2	1
307	или иных	1	1
308	что она	1	1
309	одно и	1	1
310	которые уже	1	1
311	значение в	1	1
312	в мире	1	1
313	об этом	2	1
314	полной мере	1	1
315	зрения на	3	1
316	или даже	2	1
317	это было	2	1
318	на протяжении	2	1
319	то все	1	1
320	в бытовом	1	1
321	только о	1	1
322	же образом	1	1
323	в данном	5	1
324	мы не	1	1
325	ему по	1	1
326	автора и	1	1
327	и того	3	1
328	одного и	2	1
329	исследователи в	1	1
330	или точнее	1	1
331	что такое	1	1
332	и без	2	1
333	в отличие	5	1
334	мысли и	2	1
335	которые в	1	1
336	в россии	1	1
337	что было	1	1
338	как от	1	1
339	из реального	1	1
340	людей между	1	1
341	и вся	1	1
342	раз и	1	1
343	вплоть до	1	1
344	i в	1	1
345	романа на	1	1
346	до известной	1	1
347	не случайный	1	1
348	виду что	1	1
349	граница между	1	1
350	дело не	2	1
351	на него	1	1
352	не по	1	1
353	после своего	1	1
354	говорить о	1	1
355	чем не	1	1
356	он мог	3	1
357	при всем	1	1
358	во всем	1	1
359	потому что	4	1
360	этом отношении	1	1
361	и делает	1	1
362	ему в	2	1
363	немедленно после	1	1
364	что на	1	1
365	особое внимание	1	1
366	от того	1	1
367	и оно	1	1
368	т.п и	1	1
369	моменты жизни	1	1
370	но все	1	1
371	же самое	2	1
372	здесь они	1	1
373	они и	3	1
374	в полной	1	1
375	время они	1	1
376	в последующие	1	1
377	т.е в	1	1
378	так например	2	1
379	в каждой	3	1
380	не единственная	1	1
381	обычно в	1	1
382	ни даже	1	1
383	своего развития	1	1
384	значения и	1	1
385	не будет	1	1
386	традиционны и	1	1
387	свою очередь	3	1
388	и сами	1	1
389	данном случае	2	1
390	здесь также	1	1
391	в буквальном	1	1
392	и от	1	1
393	своей речи	1	1
394	на том	2	1
395	природе своей	5	1
396	те же	1	1
397	по природе	5	1
398	еще в	3	1
399	не исчерпывается	1	1
400	если бы	1	1
401	о котором	2	1
402	собой и	1	1
403	по мере	2	1
404	в определенной	1	1
405	в позднейшем	1	1
406	тем чем	1	1
407	ряде произведений	1	1
408	в тех	2	1
409	быть ни	1	1
410	и должно	1	1
411	известной степени	2	1
412	чего она	1	1
413	все прочие	1	1
414	и что	2	1
415	что каждый	1	1
416	можно сказать	5	1
417	как наиболее	1	1
418	нас в	1	1
419	и во	2	1
420	в конечном	1	1
421	это единая	1	1
422	и всю	1	1
423	что и	3	1
424	и брань	1	1
425	в форме	2	1
426	наиболее известными	1	1
427	них в	2	1
428	по стилю	5	1
429	вообще в	1	1
430	в современной	1	1
431	дней в	1	1
432	быть и	1	1
433	фамильярного контакта	1	1
434	не как	4	1
435	о двух	1	1
436	дело с	2	1
437	традиции в	1	1
438	отчасти и	1	1
439	будто бы	2	1
440	непосредственно из	1	1
441	момент перехода	1	1
442	в литературу	2	1
443	начало в	1	1
444	или же	1	1
445	и ее	2	1
446	времени как	1	1
447	со всеми	1	1
448	для всех	1	1
449	события и	1	1
450	с двумя	1	1
451	как нечто	1	1
452	в виде	1	1
453	xvii веке	1	1
454	при помощи	1	1
455	не носят	1	1
456	к своим	1	1
457	для него	4	1
458	которая и	1	1
459	как их	2	1
460	в одном	2	1
461	как его	2	1
462	в соответствии	2	1
463	каждый из	1	1
464	одежду и	1	1
465	книги о	1	1
466	общеизвестный пример	1	1
467	до сих	1	1
468	чем он	2	1
469	текст в	1	1
470	а с	5	1
471	восприниматься как	1	1
472	говорит о	1	1
473	в книге	1	1
474	выступает в	1	1
475	последующие века	1	1
476	этому времени	1	1
477	на которых	1	1
478	было сказано	1	1
479	отступления от	1	1
480	ближе к	1	1
481	и вообще	2	1
482	к лицу	1	1
483	к его	2	1
484	и потому	3	1
485	в строгом	3	1
486	независимо от	1	1
487	влияния на	2	1
488	это также	1	1
489	лицом к	1	1
490	с некоторыми	2	1
491	в италии	1	1
492	в отдельности	1	1
493	культуры в	1	1
494	о трагическом	1	1
495	поэтому они	1	1
496	этого слова	1	1
497	с этой	1	1
498	слова и	1	1
499	сих пор	1	1
500	мира в	3	1
501	литературе в	1	1
502	под названием	1	1
503	тех или	1	1
504	это новое	1	1
505	принадлежности к	2	1
506	в связи	1	1
507	этот список	1	1
508	это как	1	1
509	которая в	1	1
510	к одной	1	1
511	романа в	1	1
512	не более	2	1
513	и существенно	1	1
514	превратился в	1	1
515	том случае	1	1
516	в мифе	1	1
517	в системе	1	1
518	в свою	3	1
519	его таким	1	1
520	речи и	1	1
521	всех других	1	1
522	в действительности	3	1
523	что в	4	1
524	случае если	1	1
525	в таком	1	1
