N	2gram	Ircho_Kome_1	Formalny
160	между людьми	1	3
161	этом отношении	3	3
162	же самое	2	3
163	ясно что	4	3
164	еще в	5	3
165	жизнь и	1	3
166	и что	1	3
167	в них	3	3
168	и следовательно	1	3
169	дело с	1	3
170	нуждается в	1	3
171	в конце	6	3
172	у нас	3	3
173	к его	1	3
174	в той	1	3
175	того что	1	3
176	отношению к	3	3
177	формы его	1	3
178	в условиях	1	3
179	о нем	1	3
180	может и	1	3
181	сказать что	1	3
182	и эта	1	3
183	ту же	2	2
184	чтобы не	1	2
185	он может	1	2
186	в котором	4	2
187	высшей степени	1	2
188	что уже	1	2
189	из своих	1	2
190	который был	1	2
191	в сущности	2	2
192	совпадает с	1	2
193	говорить о	1	2
194	всех сторон	1	2
195	проявляется в	1	2
196	в общем	1	2
197	очевидно что	1	2
198	отличие от	2	2
199	этом фоне	1	2
200	за пределы	2	2
201	чем же	2	2
202	в своем	1	2
203	не являются	1	2
204	то в	1	2
205	бы не	1	2
206	из этих	1	2
207	в этой	7	2
208	только один	2	2
209	как он	1	2
210	что она	1	2
211	главным образом	3	2
212	его от	1	2
213	на этом	2	2
214	человека в	1	2
215	на протяжении	4	2
216	уже знаем	1	2
217	в высшей	1	2
218	такой же	2	2
219	в эту	1	2
220	в отличие	1	2
221	в основном	1	2
222	к одной	1	2
223	друг другу	1	2
224	однако в	3	2
225	даже в	3	2
226	и очень	1	2
227	в отношении	6	2
228	правда в	2	2
229	одна из	2	2
230	и притом	2	2
231	как следует	1	2
232	п в	1	2
233	тем не	2	2
234	в каком	1	2
235	и это	1	2
236	с ее	2	2
237	но при	1	2
238	художественный прием	1	2
239	так в	4	2
240	если они	2	2
241	можно только	1	2
242	это только	1	2
243	для этого	2	2
244	ничего не	3	2
245	познания и	1	2
246	на все	2	2
247	и своей	1	2
248	и во	2	2
249	что и	4	2
250	и только	1	2
251	и мир	2	2
252	поэтому и	1	2
253	именно на	2	2
254	за счет	3	2
255	в данной	1	2
256	из них	10	2
257	к более	1	2
258	он становится	1	2
259	от того	1	2
260	и даже	5	2
261	в области	2	2
262	и из	2	2
263	к которому	3	2
264	действующих лиц	4	2
265	и др	1	2
266	пародии на	1	2
267	превращается в	1	2
268	одну из	2	2
269	нет никаких	1	2
270	с такой	1	2
271	смысле этого	1	2
272	этого слова	1	2
273	а к	2	2
274	но это	2	2
275	от него	1	2
276	у них	1	2
277	конце концов	4	2
278	одной из	3	2
279	слово в	1	2
280	но если	1	2
281	именно потому	2	2
282	к этому	4	2
283	в таком	1	2
284	также что	1	1
285	сам по	1	1
286	противоречия между	2	1
287	тех же	2	1
288	между двумя	1	1
289	в какой-то	1	1
290	видеть в	2	1
291	объясняется и	1	1
292	со своей	2	1
293	в доме	2	1
294	его употреблении	1	1
295	со всех	1	1
296	во времени	1	1
297	организующим началом	1	1
298	не была	1	1
299	эстетики и	1	1
300	в большом	2	1
301	из того	1	1
302	ему в	1	1
303	то это	1	1
304	как впрочем	1	1
305	п т	1	1
306	в каждой	1	1
307	это время	2	1
308	от всей	1	1
309	так или	1	1
310	те не	1	1
311	не найдем	1	1
312	или от	1	1
313	служит для	1	1
314	тем как	2	1
315	стилистических приемов	1	1
316	как у	1	1
317	из сторон	1	1
318	коем случае	1	1
319	а только	1	1
320	в стихе	2	1
321	не входит	1	1
322	должны были	8	1
323	друга во	1	1
324	и вовсе	1	1
325	на социальную	1	1
326	с этим	1	1
327	совершенно очевидно	1	1
328	искусстве и	1	1
329	хотя и	3	1
330	было только	2	1
331	и художественного	1	1
332	полагают что	2	1
333	него самого	1	1
334	отсюда к	1	1
335	которых идет	1	1
336	из жизни	1	1
337	с сюжетом	1	1
338	более широкие	1	1
339	остановиться на	1	1
340	и тот	1	1
341	идет речь	1	1
342	наконец ряд	1	1
343	на то	3	1
344	не могла	1	1
345	оказывается на	1	1
346	о принципиальной	1	1
347	время и	2	1
348	он не	3	1
349	в принципе	2	1
350	к одному	1	1
351	не к	2	1
352	по существу	1	1
353	и по	6	1
354	так например	1	1
355	бы от	1	1
356	действительности на	1	1
357	но все	1	1
358	значительной степени	1	1
359	же не	1	1
360	же касается	1	1
361	в мире	1	1
362	в поэтике	1	1
363	а его	1	1
364	зрения на	1	1
365	своей стороны	1	1
366	художника как	1	1
367	с так	1	1
368	чаще всего	3	1
369	на сцене	3	1
370	нет в	1	1
371	о которых	5	1
372	с этой	1	1
373	всегда и	1	1
374	он чувствует	1	1
375	была уже	2	1
376	для своих	1	1
377	в первую	2	1
378	работы в	1	1
379	в их	4	1
380	но он	2	1
381	теми же	1	1
382	и эти	1	1
383	на такое	2	1
384	том же	1	1
385	и почти	1	1
386	высказывания в	1	1
387	из работы	1	1
388	с ним	1	1
389	она могла	1	1
390	самого начала	1	1
391	герою в	1	1
392	того как	3	1
393	исторических условиях	1	1
394	первая часть	1	1
395	на себе	1	1
396	к этим	3	1
397	на него	4	1
398	об отражении	1	1
399	больше чем	1	1
400	тематика и	1	1
401	при всем	2	1
402	которые и	1	1
403	ради их	1	1
404	предполагать что	1	1
405	х годов	3	1
406	они хотели	1	1
407	за исключением	3	1
408	убедиться в	1	1
409	можно рассматривать	1	1
410	в сознании	3	1
411	ему не	1	1
412	они называют	1	1
413	в специальном	1	1
414	его для	1	1
415	наконец в	1	1
416	конца в	1	1
417	с полной	1	1
418	первого и	1	1
419	по возможности	1	1
420	в пьесе	1	1
421	как известно	2	1
422	вывод что	2	1
423	эта борьба	1	1
424	всего этого	2	1
425	в в	4	1
426	только при	2	1
427	как по	2	1
428	можно сделать	3	1
429	и этим	1	1
430	в себя	2	1
431	с самого	1	1
432	или для	1	1
433	и чаще	2	1
434	можно было	1	1
435	начала и	1	1
436	отсюда и	1	1
437	определяется их	1	1
438	жанра то	1	1
439	в коем	1	1
440	об этом	1	1
441	является конечно	1	1
442	и здесь	2	1
443	и внутреннее	1	1
444	одного из	6	1
445	к действительности	1	1
446	там же	3	1
447	в значительной	1	1
448	нас в	2	1
449	внешней формы	1	1
450	места и	1	1
451	образом все	1	1
452	путь к	2	1
453	случае ясно	1	1
454	от них	2	1
455	в форме	2	1
456	ее содержание	1	1
457	но конечно	1	1
458	внешнее и	1	1
459	не так	1	1
460	оставалось только	1	1
461	известно что	4	1
462	и обнаруживает	1	1
463	в двух	1	1
464	что только	1	1
465	тот же	3	1
466	к внутреннему	1	1
467	на способы	1	1
468	не видеть	1	1
469	которое мы	1	1
470	который в	2	1
471	с одной	3	1
472	в эти	2	1
473	в качестве	4	1
474	ему для	1	1
475	себя в	1	1
476	однако герой	1	1
477	так что	1	1
478	для всех	2	1
479	друг на	1	1
480	оказывается в	1	1
481	завершение в	1	1
482	можно выразить	1	1
483	в жанре	1	1
484	и у	3	1
485	то и	2	1
486	как человека	2	1
487	ни одного	1	1
488	достаточно сказать	1	1
489	за другим	1	1
490	же в	4	1
491	в начале	3	1
492	которая вполне	1	1
493	а то	2	1
494	и других	7	1
495	пределы одной	1	1
496	за ним	1	1
497	отрывок из	1	1
498	себе в	1	1
499	в одном	8	1
500	должен был	1	1
501	которые могут	1	1
502	в других	2	1
503	даже и	1	1
504	не противоречит	1	1
505	можно игнорировать	1	1
506	из двух	1	1
507	даже не	2	1
508	до сих	2	1
509	не дали	1	1
510	или иначе	1	1
511	именно в	4	1
512	здесь в	3	1
513	как художественное	1	1
514	еще и	2	1
515	выражено в	1	1
516	в середине	1	1
517	борьба за	1	1
518	к сожалению	2	1
519	по тем	1	1
520	чтобы убедиться	1	1
521	одной стороны	3	1
522	не делает	1	1
523	а наоборот	1	1
524	самое слово	1	1
525	жанра как	1	1
526	действительности как	1	1
527	иначе его	1	1
528	следует только	1	1
529	о чем	1	1
530	для их	1	1
531	художественных вкусов	1	1
532	мира в	1	1
533	для этой	1	1
534	если это	1	1
535	стороны в	1	1
536	все более	3	1
537	в частности	3	1
538	и столь	1	1
539	к своему	1	1
540	в течение	3	1
541	одновременно с	1	1
542	а потом	1	1
543	на какой-то	1	1
544	из отдельных	1	1
545	указывает что	2	1
546	в это	1	1
547	действительности дело	1	1
548	и о	3	1
549	сих пор	2	1
550	романа с	1	1
551	один из	5	1
552	слова с	1	1
553	за его	1	1
554	мы найдем	2	1
555	на сюжет	1	1
556	его творчества	3	1
557	его с	1	1
558	мира и	1	1
559	с социальными	1	1
560	где для	1	1
561	еще более	1	1
562	года в	1	1
563	на такой	1	1
564	этих элементов	1	1
565	а в	6	1
566	отношении к	1	1
567	же собственно	1	1
568	сделать вывод	1	1
569	вопрос как	1	1
570	е в	2	1
571	границу между	1	1
572	не знает	1	1
573	обычно не	1	1
574	что под	1	1
575	явления в	1	1
576	время не	1	1
577	вполне понятно	1	1
578	для создания	1	1
579	это в	1	1
580	доступ к	1	1
581	этой точки	1	1
582	том числе	1	1
