N	2gram	Potebnia_M_1	TeoriaLi
539	например для	1	1
540	в мир	1	1
541	да и	1	1
542	чувства и	13	1
543	многих других	1	1
544	же природы	1	1
545	он от	1	1
546	с этой	2	1
547	и формы	1	1
548	можно предположить	1	1
549	своей жизни	1	1
550	о его	2	1
551	все это	1	1
552	себе еще	1	1
553	мы по	1	1
554	при всем	1	1
555	говорящего и	1	1
556	и от	3	1
557	что делает	1	1
558	объективно и	1	1
559	душа не	1	1
560	видно из	1	1
561	в результате	1	1
562	все они	2	1
563	о котором	3	1
564	например не	1	1
565	к различным	1	1
566	бы в	4	1
567	не более	4	1
568	стороны в	1	1
569	с другими	1	1
570	в сравнении	3	1
571	ни было	2	1
572	же в	2	1
573	мы видим	4	1
574	но всегда	2	1
575	не есть	10	1
576	над собою	1	1
577	чем с	1	1
578	от первого	1	1
579	совершенно не	1	1
580	быть признано	1	1
581	внутреннее единство	2	1
582	из этого	2	1
583	только о	1	1
584	что такое	1	1
585	и б	2	1
586	жизни и	2	1
587	и другие	1	1
588	в своих	4	1
589	нее как	1	1
590	по поводу	3	1
591	в таком	5	1
592	точно так	11	1
593	все что	2	1
594	этой точки	1	1
