N	2gram	Bakhtin_Fr_5	Morfolog
217	победы над	1	1
218	свою жену	1	1
219	почти всегда	3	1
220	она все	1	1
221	если была	1	1
222	в доме	4	1
223	г в	1	1
224	есть не	1	1
225	и была	1	1
226	получает некоторое	1	1
227	на эти	1	1
228	он как	1	1
229	но она	3	1
230	что это	2	1
231	что иное	1	1
232	ему в	1	1
233	конечно и	2	1
234	не совсем	1	1
235	средство для	1	1
236	в числе	1	1
237	он был	7	1
238	служит для	1	1
239	видим таким	1	1
240	тем как	1	1
241	одна за	1	1
242	мы еще	2	1
243	коем случае	1	1
244	но как	1	1
245	был совершенно	1	1
246	с трудом	1	1
247	значение и	2	1
248	отличие от	2	1
249	того они	1	1
250	в главе	1	1
251	обнаруживается что	1	1
252	тем больше	1	1
253	более чем	1	1
254	его не	4	1
255	в рамках	1	1
256	для всех	3	1
257	они есть	2	1
258	вопросом о	1	1
259	и наконец	2	1
260	но эта	2	1
261	царства и	1	1
262	имеет в	1	1
263	в завязке	1	1
264	этой цели	1	1
265	в этот	2	1
266	другом случае	1	1
267	духа в	2	1
268	формы в	1	1
269	тут и	1	1
270	из этих	3	1
271	одном случае	1	1
272	не в	7	1
273	превосходит всякое	1	1
274	в этой	6	1
275	хотя эти	1	1
276	идут в	1	1
277	нами в	1	1
278	на то	1	1
279	этим создается	1	1
280	очень велико	1	1
281	вообще не	3	1
282	что она	3	1
283	время и	1	1
284	всех этих	6	1
285	момента в	1	1
286	он пользуется	1	1
287	и вот	3	1
288	и этот	1	1
289	по его	1	1
290	в каждом	2	1
291	связанные с	3	1
292	конечно в	2	1
293	них не	1	1
294	на все	2	1
295	садится на	1	1
296	она создает	2	1
297	ко второму	1	1
298	даже в	2	1
299	едой и	1	1
300	из первых	1	1
301	в это	1	1
302	по всему	1	1
303	из нее	1	1
304	вводит в	1	1
305	о которых	1	1
306	между собою	4	1
307	характерно что	4	1
308	и некоторые	1	1
309	как таковой	1	1
310	увидим как	1	1
311	нисколько не	3	1
312	формы но	1	1
313	в наши	1	1
314	том как	2	1
315	и их	5	1
316	этой связи	3	1
317	теми или	1	1
318	в их	4	1
319	мы говорили	2	1
320	не столько	2	1
321	из земли	1	1
322	что я	1	1
323	которые в	1	1
324	при этом	2	1
325	но он	3	1
326	все это	7	1
327	не должно	1	1
328	для нее	1	1
329	тому что	1	1
330	роль играют	1	1
331	точно и	1	1
332	для меня	1	1
333	что с	1	1
334	встреча с	2	1
335	что ему	1	1
336	принадлежат к	1	1
337	того как	1	1
338	и притом	2	1
339	это нисколько	1	1
340	в основе	4	1
341	не вызывает	1	1
342	в другое	2	1
343	под углом	1	1
344	больше чем	2	1
345	на землю	1	1
346	же время	9	1
347	этих двух	1	1
348	к концу	1	1
349	как на	4	1
350	углом зрения	1	1
351	по земле	1	1
352	же он	1	1
353	все с	1	1
354	с другом	2	1
355	одним из	5	1
356	у нас	1	1
357	в коем	1	1
358	детей в	1	1
359	его отец	1	1
360	встречается в	1	1
361	позволил бы	1	1
362	к тому	2	1
363	той или	1	1
364	она дается	1	1
365	что при	1	1
366	где он	1	1
367	ничего общего	1	1
368	особую главу	1	1
369	с ее	5	1
370	и мог	1	1
371	без всякого	1	1
372	некоторые другие	1	1
373	данном случае	2	1
374	и говорит	1	1
375	всей своей	1	1
376	приводит к	1	1
377	роль в	2	1
378	те же	1	1
379	здесь как	4	1
380	над врагом	1	1
381	здесь нет	3	1
382	нами пока	1	1
383	еще в	2	1
384	когда в	2	1
385	во второй	2	1
386	и с	10	1
387	что от	1	1
388	связанная с	2	1
389	находится в	1	1
390	связанное с	1	1
391	иное как	1	1
392	но к	1	1
393	на вопрос	1	1
394	но мы	2	1
395	они принадлежат	1	1
396	их в	1	1
397	как они	3	1
398	большое количество	1	1
399	чтобы получить	1	1
400	для самых	1	1
401	в его	13	1
402	а потому	1	1
403	во всей	1	1
404	к ней	2	1
405	все формы	1	1
406	в лице	1	1
407	здесь один	1	1
408	образом как	1	1
409	о его	1	1
410	в новой	1	1
411	важное значение	2	1
412	с ними	1	1
413	ли он	2	1
414	говорить о	2	1
415	пор не	1	1
416	принимает форму	1	1
417	комплекс мотивов	1	1
418	верно и	1	1
419	но то	1	1
420	все они	4	1
421	со всеми	5	1
422	в эти	2	1
423	мы выделили	1	1
424	есть в	3	1
425	и у	5	1
426	и награждает	1	1
427	эти и	1	1
428	что не	1	1
429	ему здесь	1	1
430	не дает	1	1
431	дает описание	1	1
432	в одном	3	1
433	и со	1	1
434	черта и	1	1
435	здесь перед	2	1
436	у него	4	1
437	время уже	1	1
438	эти явления	1	1
439	этом кончается	1	1
440	из важнейших	2	1
441	до начала	1	1
442	не чувства	1	1
443	и даже	4	1
444	или иной	1	1
445	до сих	3	1
446	видеть здесь	1	1
447	именно в	3	1
448	здесь нужно	1	1
449	а именно	2	1
450	и создает	1	1
451	еще и	3	1
452	в церковь	1	1
453	его из	1	1
454	всеми другими	1	1
455	до этого	1	1
456	к первому	1	1
457	и своего	1	1
458	на этот	3	1
459	а сам	1	1
460	на которых	1	1
461	сам себе	1	1
462	как ни	1	1
463	о чем	3	1
464	этом основании	1	1
465	на корабле	1	1
466	как живое	1	1
467	но оно	1	1
468	о себе	1	1
469	другое место	1	1
470	но кроме	1	1
471	в одной	3	1
472	надо было	1	1
473	этот мотив	1	1
474	характера и	1	1
475	по своему	4	1
476	в данном	2	1
477	что за	1	1
478	не дают	1	1
479	в течение	3	1
480	не удалось	1	1
481	и там	2	1
482	которые по	1	1
483	выделили в	1	1
484	друг с	2	1
485	как будто	1	1
486	о жизни	1	1
487	дело идет	3	1
488	в поступках	1	1
489	еще раз	1	1
490	и важнейших	1	1
491	в формах	1	1
492	сих пор	3	1
493	не будем	2	1
494	только для	2	1
495	же самое	2	1
496	все остальные	1	1
497	оно по	1	1
498	в следующей	1	1
499	на улице	2	1
500	к описанию	1	1
501	но на	3	1
502	теряет свое	1	1
503	и питьем	2	1
504	то не	1	1
505	и все	7	1
506	этом нет	1	1
507	бы в	4	1
508	и ни	3	1
509	на других	1	1
510	все содержание	1	1
511	дана в	1	1
512	здесь только	2	1
513	гете прежде	1	1
514	в гл	1	1
515	к самым	2	1
516	и начинается	1	1
517	не будет	1	1
518	между ними	1	1
519	может послужить	2	1
520	и действие	1	1
521	одновременно и	2	1
522	не что	1	1
523	только о	1	1
524	и землю	1	1
525	на своем	1	1
526	этим объясняется	1	1
527	совершенно убежден	1	1
528	нее средство	1	1
529	из головы	1	1
530	в таком	1	1
531	во всяком	1	1
