N	2gram	Propp_Morf_1	slovoVRo
368	к отдельным	2	1
369	состоит из	1	1
370	есть они	1	1
371	но если	7	1
372	второй тип	1	1
373	точном смысле	1	1
374	и различными	1	1
375	но как	2	1
376	для данного	1	1
377	или на	3	1
378	очень часто	6	1
379	тех или	1	1
380	из его	2	1
381	слова она	1	1
382	никак нельзя	1	1
383	и задачи	2	1
384	очень велико	1	1
385	с теми	4	1
386	за язык	1	1
387	нормы не	1	1
388	дана в	1	1
389	ни одной	1	1
390	они не	1	1
391	противном случае	1	1
392	чаще всего	7	1
393	как все	1	1
394	на смерть	1	1
395	то с	2	1
396	отличие от	1	1
397	эту форму	1	1
398	что введение	1	1
399	эти две	1	1
400	не получает	2	1
401	что не	1	1
402	них не	1	1
403	как явление	1	1
404	на одном	1	1
405	которые он	1	1
406	то ни	3	1
407	в нее	1	1
408	со всеми	1	1
409	в течение	1	1
410	дело в	1	1
411	как во	1	1
412	не все	6	1
413	во всем	1	1
414	чем они	1	1
415	она условно	1	1
416	играют в	2	1
417	даны в	1	1
418	затем следует	1	1
419	в отдельных	3	1
420	иногда же	2	1
421	и есть	2	1
422	которые не	1	1
423	ни в	1	1
424	до наших	2	1
425	в очень	1	1
426	своих подлинных	1	1
427	наших дней	2	1
428	не определяют	1	1
429	свет на	1	1
430	он был	1	1
431	и становятся	1	1
432	тем не	5	1
433	этим в	1	1
434	из одной	1	1
435	не столько	1	1
436	этого момента	3	1
437	о чем	1	1
438	по ней	1	1
439	от самого	1	1
440	быть заменены	1	1
441	это было	3	1
442	мы имеем	9	1
443	прошлого века	1	1
444	со стороны	3	1
445	приводят к	1	1
446	без всякого	2	1
447	если бы	2	1
448	из самых	1	1
449	однако и	1	1
450	сюжетов и	2	1
451	они ни	1	1
452	он непосредственно	1	1
453	которой все	1	1
454	возможны и	1	1
455	равно как	1	1
456	исходят из	2	1
457	предметы и	1	1
458	морфологических и	1	1
459	героев в	1	1
460	в этой	2	1
461	от того	3	1
462	в борьбу	1	1
463	но во	1	1
464	непосредственно после	1	1
465	от различных	1	1
466	только он	1	1
467	находится в	1	1
468	этом отношении	1	1
469	могли бы	1	1
470	не от	2	1
471	в иных	4	1
472	некоторые другие	1	1
473	форм передачи	1	1
474	себя и	2	1
475	которым он	1	1
476	и сразу	2	1
477	специфические формы	1	1
478	и что	2	1
479	д можно	1	1
480	с большой	1	1
481	в основу	2	1
482	в точном	1	1
483	и она	1	1
484	в последнем	2	1
485	что и	7	1
486	несмотря на	4	1
487	в это	1	1
488	на нескольких	1	1
489	у нее	1	1
490	форм а	1	1
491	в противном	1	1
492	в различных	2	1
493	ведь и	1	1
494	мы говорили	1	1
495	связанная с	1	1
496	самого начала	1	1
497	однако в	2	1
498	гете в	1	1
499	по их	3	1
500	эти явления	1	1
501	с самого	1	1
502	же он	1	1
503	или наоборот	1	1
504	и нет	1	1
505	от исследователя	1	1
506	же просто	1	1
507	как за	1	1
508	никаких новых	2	1
509	отнесены к	1	1
510	на свой	1	1
511	на этот	1	1
512	его не	1	1
513	в каком	2	1
514	расширении и	1	1
515	чем в	1	1
516	и до	1	1
517	и со	1	1
518	иное чем	3	1
519	изучения и	1	1
520	и где	1	1
521	целый ряд	3	1
522	и дети	1	1
523	он должен	2	1
524	в которых	2	1
525	для передачи	1	1
526	что она	2	1
527	собой в	2	1
528	и более	1	1
529	очень далеко	1	1
530	в темницу	1	1
531	здесь перед	1	1
532	формами передачи	1	1
533	только и	1	1
534	имеем в	6	1
535	в виду	1	1
536	и определяет	1	1
537	рассеяно и	1	1
538	входить в	2	1
539	который может	2	1
540	что мы	2	1
541	потому не	1	1
542	и две	1	1
543	ними и	1	1
544	легко и	1	1
545	их например	1	1
546	эти формы	2	1
547	друга могут	1	1
548	и такой	1	1
549	бы то	3	1
550	всегда так	1	1
551	во втором	3	1
