N	2gram	Losev_Prob_1	Vvedenie
474	и будет	1	1
475	нет и	2	1
476	или иное	1	1
477	произведение в	1	1
478	рода примеры	1	1
479	что они	3	1
480	форме и	1	1
481	и эстетического	1	1
482	и я	1	1
483	общего с	8	1
484	дает нам	1	1
485	уже о	1	1
486	необходимо несколько	1	1
487	помнить что	3	1
488	кроме того	2	1
489	просто как	1	1
490	разного рода	6	1
491	говорит что	1	1
492	что по	1	1
493	это тоже	2	1
494	показывает что	1	1
495	более или	3	1
496	себе не	3	1
497	этой идеи	2	1
498	то в	5	1
499	идея и	2	1
500	для которого	3	1
501	конца xix	2	1
502	из самых	1	1
503	еще на	1	1
504	не приходится	1	1
505	в которой	2	1
506	притом еще	1	1
507	исследование только	1	1
508	он в	2	1
509	действительности а	7	1
510	раз в	1	1
511	от простого	1	1
512	особенно важно	1	1
513	для которых	1	1
514	говорят о	2	1
515	тому же	1	1
516	во многих	2	1
517	на то	8	1
518	если он	1	1
519	но на	1	1
520	на его	2	1
521	тем большее	1	1
522	оно было	1	1
523	в какой-то	1	1
524	действительность как	1	1
525	у древних	3	1
526	же здесь	1	1
527	не значит	2	1
528	он должен	2	1
529	что никакой	1	1
530	новое и	1	1
531	но вместо	1	1
532	чтобы в	1	1
533	не похожих	1	1
534	из него	1	1
535	его от	3	1
536	одно и	1	1
537	то ни	1	1
538	как они	2	1
539	этом втором	1	1
540	факт что	1	1
541	что все	3	1
542	в определенном	1	1
543	они должны	1	1
544	и никакого	1	1
545	говорил что	1	1
546	в глубине	1	1
547	разница между	2	1
548	лишь в	1	1
549	того или	2	1
550	то все	1	1
551	он есть	4	1
552	известно что	1	1
553	эту формулу	1	1
554	его предметом	1	1
555	мы вообще	1	1
556	стоит на	1	1
557	которая вырастает	1	1
558	какой угодно	1	1
559	его и	1	1
560	нашего исследования	2	1
561	этим и	1	1
562	и такая	1	1
563	чтобы действительно	1	1
564	не сам	1	1
565	и того	2	1
566	не больше	3	1
567	одного и	2	1
568	форме или	1	1
569	и становится	1	1
570	только тем	1	1
571	или менее	3	1
572	в эту	2	1
573	во время	1	1
574	нужно только	1	1
575	что между	1	1
576	никак не	4	1
577	эта черта	1	1
578	но поскольку	1	1
579	в такой	1	1
580	от отдельных	1	1
581	и без	1	1
582	и всеми	1	1
583	прийти к	1	1
584	представление о	1	1
585	вещи и	12	1
586	ее ни	1	1
587	и другого	1	1
588	заставляет нас	2	1
589	но он	3	1
590	в россии	1	1
591	идея которая	1	1
592	что было	1	1
593	да притом	1	1
594	что этот	2	1
595	предмет науки	1	1
596	же мы	2	1
597	и очень	2	1
598	если и	1	1
599	а наоборот	3	1
600	для познания	1	1
601	терминов но	1	1
602	не раз	1	1
603	в таких	2	1
604	вполне естественно	1	1
605	мышления и	4	1
606	нас и	1	1
607	много общего	1	1
608	было не	1	1
609	представлением о	1	1
610	и искусство	1	1
611	то менее	1	1
612	текст но	1	1
613	себе полный	1	1
614	о таких	1	1
615	случае не	3	1
616	в языкознании	1	1
617	читателя так	1	1
618	при полной	1	1
619	та или	1	1
620	следовательно и	2	1
621	и всегда	2	1
622	на язык	1	1
623	понимать их	1	1
624	что ни	2	1
625	правда в	1	1
626	это то	1	1
627	в самой	3	1
628	имеем дело	1	1
629	и начал	1	1
630	обратим внимание	1	1
631	этих двух	1	1
632	которые и	1	1
633	отсюда ясно	1	1
634	понятными и	1	1
635	невозможны без	1	1
636	не понимать	1	1
637	и является	7	1
638	чтобы этот	1	1
639	всякий кто	1	1
640	что на	1	1
641	ему не	1	1
642	не потому	2	1
643	в действительности	3	1
644	то более	1	1
645	кто занимается	1	1
646	в специальном	1	1
647	сравнении с	1	1
648	человека в	1	1
649	однако история	1	1
650	должны быть	1	1
651	содержанием и	1	1
652	виде как	1	1
653	и надо	2	1
654	анализа и	1	1
655	же только	1	1
656	того о	1	1
657	мы хорошо	1	1
658	оно не	3	1
659	утверждать что	1	1
660	этом понятии	1	1
661	не объект	1	1
662	достаточно в	1	1
663	для себя	3	1
664	правда не	1	1
665	особенности этого	1	1
666	вещей в	1	1
667	на нечто	8	1
668	можно и	1	1
669	и о	8	1
670	поэтического образа	1	1
671	были только	1	1
672	без всякого	2	1
673	для читателя	1	1
674	то или	2	1
675	чтобы быть	1	1
676	все прочие	2	1
677	только то	4	1
678	вопрос что	1	1
679	проблем и	1	1
680	которыми мы	1	1
681	и которые	5	1
682	усвоить себе	1	1
683	самого понятия	1	1
684	не место	1	1
685	том как	2	1
686	какой она	1	1
687	момента и	1	1
688	нем то	1	1
689	в определенной	1	1
690	образом в	1	1
691	этом сказано	1	1
692	и та	1	1
693	другими словами	3	1
694	настоящее время	3	1
695	для целей	1	1
696	не содержит	2	1
697	одного из	1	1
698	например немцы	1	1
699	бы то	1	1
700	есть сразу	1	1
701	это было	2	1
702	и значительным	1	1
703	это заставляет	1	1
704	нечто иное	2	1
705	есть такие	1	1
706	различие в	3	1
707	при исследовании	1	1
708	познание или	1	1
709	во всей	3	1
710	внешним образом	1	1
711	разумеется здесь	1	1
712	которая должна	1	1
713	и можно	1	1
714	них в	1	1
715	чтобы был	1	1
716	в свете	1	1
717	наук и	1	1
718	энциклопедии и	2	1
719	это несомненно	1	1
720	как ее	1	1
721	познания в	1	1
722	в литературе	4	1
723	содержания но	1	1
724	значит что	3	1
725	что здесь	3	1
726	понимать не	2	1
727	д и	4	1
728	в греческом	1	1
729	также ее	1	1
730	мы видим	2	1
731	понятно и	1	1
732	к нашему	2	1
733	очень много	3	1
734	или другим	3	1
735	сложности и	1	1
736	не мешает	2	1
737	с которыми	4	1
738	не то	2	1
739	себя в	1	1
740	есть в	5	1
741	нас с	1	1
742	раз уж	1	1
743	вопроса о	2	1
744	в значении	1	1
745	вернуться к	1	1
746	а это	2	1
747	это требует	1	1
748	за ним	1	1
749	ту или	1	1
750	его из	1	1
751	котором можно	1	1
752	свой собственный	2	1
753	вырастает на	1	1
754	совсем другое	1	1
755	для него	2	1
756	есть та	2	1
757	ведь это	2	1
758	мы находим	2	1
759	ее не	1	1
760	при всей	1	1
761	чтобы не	1	1
762	до бесконечности	1	1
763	мало для	1	1
764	значение только	1	1
765	указание на	4	1
766	самом же	1	1
767	момент в	2	1
768	этот последний	2	1
769	говорим о	2	1
770	стало действительно	1	1
771	рассматривают в	1	1
772	здесь нужно	1	1
773	здесь в	3	1
774	все равно	5	1
775	убеждаемся что	1	1
776	смысле только	1	1
777	как же	3	1
778	может пониматься	1	1
779	но есть	2	1
780	что будет	2	1
781	бы никакого	3	1
782	к человеку	1	1
783	этот термин	4	1
784	не на	3	1
785	притом не	1	1
786	нужно сказать	3	1
787	он только	1	1
788	которые не	3	1
789	потом в	1	1
790	цвета и	1	1
791	а главное	1	1
792	в картине	1	1
793	что находится	1	1
794	однако и	3	1
795	слова для	1	1
796	то ясно	1	1
797	человек в	1	1
798	вещи однако	1	1
799	человеку из	1	1
800	мира в	1	1
801	выясняется что	1	1
802	в одно	4	1
803	мы знаем	1	1
804	если не	4	1
805	для этой	1	1
806	как именно	2	1
807	и об	1	1
808	в момент	1	1
809	бы оно	3	1
810	к лицу	1	1
811	входить в	1	1
812	а есть	4	1
813	с первого	1	1
814	и особенно	2	1
815	и потому	2	1
816	его содержание	1	1
817	самой действительности	3	1
818	речь не	1	1
819	для нашего	2	1
820	нечто вполне	1	1
821	к своему	1	1
822	случаях в	1	1
823	более то	1	1
824	наряду с	1	1
825	а между	1	1
826	существует никакой	1	1
827	языке или	1	1
828	но который	1	1
829	языке и	1	1
830	это значит	1	1
831	есть тот	2	1
832	методе и	1	1
833	здесь идет	1	1
834	слова и	1	1
835	что из	1	1
836	именно он	1	1
837	впрочем не	1	1
838	самого только	1	1
839	но для	3	1
840	или по	1	1
841	имел в	2	1
842	самое существенное	1	1
843	это ясно	1	1
844	с большой	1	1
845	самое и	1	1
846	и часто	2	1
847	их исторического	1	1
848	от той	1	1
849	и от	1	1
850	по поводу	4	1
851	своему содержанию	3	1
852	что оно	3	1
853	различны но	1	1
854	которая в	1	1
855	в настоящее	3	1
856	гораздо менее	1	1
857	для нас	5	1
858	есть система	1	1
859	и все	7	1
860	из себя	1	1
861	хорошо знаем	1	1
862	чтобы его	2	1
863	или без	1	1
864	ни было	1	1
865	же в	4	1
866	как этого	1	1
867	себя не	1	1
868	не дает	1	1
869	в системе	1	1
870	может и	3	1
871	чем с	1	1
872	подойдя к	1	1
873	понимать как	2	1
874	смысле они	1	1
875	не быть	1	1
876	так значило	1	1
877	данной науки	1	1
878	совершенно не	6	1
879	что понятие	3	1
880	типа и	1	1
881	или иного	2	1
882	одновременно и	1	1
883	в сравнении	1	1
884	ко всему	1	1
885	это очевидно	1	1
886	есть то	1	1
887	как энциклопедии	1	1
888	и фактов	1	1
889	просто не	1	1
890	с внешней	1	1
891	значило бы	1	1
892	но еще	2	1
893	ее в	2	1
894	и эта	1	1
895	это понятие	1	1
896	в таком	9	1
897	которая не	1	1
