N	2gram	Losev_Prob_2	RusskieA
301	более или	4	1
302	есть ли	1	1
303	от этого	1	1
304	хотя она	2	1
305	в самом	5	1
306	к необходимости	1	1
307	уже в	3	1
308	ни одна	1	1
309	возможен только	1	1
310	только один	3	1
311	на то	6	1
312	не могла	1	1
313	и если	3	1
314	теории не	1	1
315	вообще не	4	1
316	что без	2	1
317	к выводу	1	1
318	не следует	1	1
319	в нем	1	1
320	области и	2	1
321	так сказать	1	1
322	всех этих	4	1
323	до самого	1	1
324	есть та	1	1
325	разобраться во	1	1
326	необходимо для	2	1
327	или другое	1	1
328	только в	14	1
329	в нее	2	1
330	мы устанавливаем	1	1
331	но все	2	1
332	по его	1	1
333	от нее	1	1
334	ее по	1	1
335	однако все	2	1
336	могла бы	1	1
337	что все	6	1
338	значение в	4	1
339	в другом	1	1
340	в каком-нибудь	2	1
341	в число	1	1
342	и чтобы	1	1
343	знает что	2	1
344	входит в	2	1
345	того или	7	1
346	те или	7	1
347	и наша	2	1
348	если при	1	1
349	и была	1	1
350	не соответствует	1	1
351	остановиться на	1	1
352	к теории	1	1
353	здесь пока	1	1
354	о которой	1	1
355	случае на	1	1
356	для чего	1	1
357	говорится о	2	1
358	и значения	7	1
359	или из	1	1
360	сами собой	1	1
361	такой же	1	1
362	или менее	4	1
363	но где	1	1
364	что между	1	1
365	или точнее	3	1
366	в такой	2	1
367	уже к	1	1
368	это только	3	1
369	место в	1	1
370	и этой	1	1
371	но эта	3	1
372	но они	1	1
373	так называемое	1	1
374	как от	1	1
375	дом и	1	1
376	отсюда возникает	1	1
377	на всю	2	1
378	и таким	1	1
379	и очень	1	1
380	что есть	1	1
381	при всех	3	1
382	что эта	1	1
383	этот был	1	1
384	с которой	3	1
385	как о	3	1
386	или другие	4	1
387	в науке	3	1
388	и притом	3	1
389	на него	2	1
390	в основе	3	1
391	что представление	1	1
392	с и	2	1
393	следовательно и	1	1
394	не всякий	1	1
395	ничего не	10	1
396	учения о	1	1
397	многих отношениях	1	1
398	по своей	1	1
399	буквальном смысле	1	1
400	и его	1	1
401	так например	1	1
402	как будто	6	1
403	этом отношении	1	1
404	не является	7	1
405	представлять себе	1	1
406	и здесь	4	1
407	во все	2	1
408	как только	3	1
409	теории в	1	1
410	оно не	3	1
411	ничего общего	3	1
412	и это	5	1
413	некоторой степени	1	1
414	иметь в	1	1
415	себе в	2	1
416	достаточное количество	1	1
417	не будет	11	1
418	всем этим	3	1
419	здесь не	2	1
420	но далеко	1	1
421	без всякого	4	1
422	в в	2	1
423	как знак	2	1
424	в пределах	1	1
425	идет речь	2	1
426	и когда	1	1
427	то как	1	1
428	что у	1	1
429	iii в	1	1
430	поэтому мы	1	1
431	с собой	1	1
432	так и	7	1
433	здесь нет	1	1
434	можно только	2	1
435	том как	1	1
436	возможно что	1	1
437	думает что	1	1
438	он был	1	1
439	без всякой	5	1
440	основана на	2	1
441	если бы	4	1
442	отдельно и	1	1
443	собой и	4	1
444	и вообще	16	1
445	с ним	1	1
446	выводу что	1	1
447	находится в	1	1
448	говорят что	2	1
449	сводится к	2	1
450	такое обозначение	1	1
451	на этой	2	1
452	случае как	1	1
453	и поэтому	2	1
454	настоящее время	16	1
455	нужно так	1	1
456	можно сказать	6	1
457	это должно	1	1
458	может не	1	1
459	и во	1	1
460	то эта	2	1
461	нас в	3	1
462	из рассмотренных	2	1
463	теперь уже	1	1
464	этот момент	1	1
465	в его	7	1
466	это нужно	1	1
467	во всей	1	1
468	если эта	1	1
469	в ту	1	1
470	все время	1	1
471	если это	2	1
472	значительно увеличить	1	1
473	в другую	1	1
474	дать в	1	1
475	в литературе	1	1
476	же можно	1	1
477	быть и	2	1
478	но с	1	1
479	о двух	2	1
480	тот же	4	1
481	что он	4	1
482	ли он	3	1
483	в какой	1	1
484	но ни	1	1
485	и является	3	1
486	к их	1	1
487	и действительно	2	1
488	и так	1	1
489	то эти	1	1
490	человека с	1	1
491	же и	2	1
492	с нею	2	1
493	вопроса о	1	1
494	не всякое	2	1
495	только на	9	1
496	значение и	8	1
497	здесь это	1	1
498	еще очень	1	1
499	а это	3	1
500	считая это	1	1
501	при помощи	8	1
502	в данной	1	1
503	вопрос может	1	1
504	ни с	2	1
505	это обстоятельство	2	1
506	который как	1	1
507	был бы	6	1
508	не будут	1	1
509	не так	2	1
510	всяком случае	10	1
511	в одном	1	1
512	в пространстве	1	1
513	в конце	7	1
514	в состоянии	2	1
515	к ним	1	1
516	ю м	2	1
517	или это	1	1
518	случае не	4	1
519	как раз	8	1
520	на некоторые	2	1
521	не просто	11	1
522	указание на	3	1
523	само собой	1	1
524	может рассматриваться	1	1
525	чем и	1	1
526	время как	1	1
527	нужно было	1	1
528	и даже	11	1
529	даже не	3	1
530	в н	2	1
531	имеет и	2	1
532	и чем	1	1
533	и др	2	1
534	не существуют	2	1
535	на русском	2	1
536	от другого	2	1
537	превращается в	1	1
538	смысла и	2	1
539	не на	1	1
540	понимать как	1	1
541	значения не	1	1
542	о каком-то	1	1
543	и следовательно	4	1
544	в одно	2	1
545	советской науке	2	1
546	может иметь	2	1
547	имея в	2	1
548	или другого	2	1
549	или ставить	1	1
550	и потому	1	1
551	некоторые из	1	1
552	или по	4	1
553	в предыдущей	1	1
554	в москве	1	1
555	а так	1	1
556	по своему	5	1
557	в область	4	1
558	на тот	2	1
559	он может	1	1
560	здесь имеется	1	1
561	а потом	1	1
562	сообщение а	1	1
563	в тех	2	1
564	в человеческом	1	1
565	бы значительно	1	1
566	который он	2	1
567	и более	5	1
568	и не	37	1
569	на пути	1	1
570	но это	6	1
571	отдельно от	2	1
572	и тогда	1	1
573	например из	2	1
574	ли в	2	1
575	в настоящее	16	1
576	а может	2	1
577	тем более	10	1
578	мы должны	3	1
579	же к	1	1
580	которые в	2	1
581	собой очень	1	1
582	или не	2	1
583	установить и	2	1
584	несмотря на	3	1
585	только с	2	1
586	все еще	4	1
587	о своем	2	1
588	сказать что	24	1
589	другой стороны	5	1
590	одновременно и	3	1
591	содержится в	2	1
592	есть и	1	1
593	время не	2	1
594	в заключение	2	1
595	во всяком	13	1
596	направление в	1	1
597	и эта	1	1
598	как на	2	1
599	и особенно	2	1
600	все что	3	1
