N	2gram	Potebnia_M_1	KFilosof
280	этого слова	1	2
281	на степень	1	2
282	единства в	1	2
283	все остальные	4	2
284	но для	1	2
285	еще более	2	2
286	потому что	52	2
287	но всегда	2	2
288	его к	2	2
289	котором я	1	2
290	но ни	1	2
291	к этому	1	2
292	не зависит	1	1
293	бытия по	1	1
294	говоря о	1	1
295	человека и	1	1
296	в стороне	4	1
297	бы для	1	1
298	показать что	1	1
299	тем же	2	1
300	в чисто	1	1
301	что эти	1	1
302	не имеют	5	1
303	видеть в	2	1
304	это нисколько	1	1
305	в зависимости	1	1
306	отношения к	1	1
307	той же	3	1
308	его не	1	1
309	их и	2	1
310	другой нет	1	1
311	именно к	1	1
312	в основных	1	1
313	не была	1	1
314	его только	2	1
315	оба эти	1	1
316	совпадает с	1	1
317	содержание только	1	1
318	само слово	1	1
319	бы ни	4	1
320	и ее	1	1
321	стороны его	1	1
322	не найдем	1	1
323	мысли и	9	1
324	столь же	3	1
325	в различных	1	1
326	связи между	2	1
327	в нашем	1	1
328	как если	1	1
329	для жизни	1	1
330	мы будем	2	1
331	нет не	1	1
332	что язык	16	1
333	нельзя говорить	1	1
334	само это	1	1
335	субъективного и	1	1
336	и предметом	1	1
337	в истории	7	1
338	более чем	1	1
339	субъекта и	4	1
340	мысли только	1	1
341	с этим	7	1
342	выйти из	2	1
343	ним то	1	1
344	нам остается	1	1
345	относятся к	1	1
346	помнить что	3	1
347	хотя и	3	1
348	в действительности	4	1
349	в первом	5	1
350	в самом	3	1
351	значения как	1	1
352	в которой	2	1
353	это открытие	1	1
354	есть для	2	1
355	в известном	1	1
356	бы только	2	1
357	но его	1	1
358	предметов и	2	1
359	сама не	1	1
360	на то	2	1
361	если он	1	1
362	его но	1	1
363	этот процесс	1	1
364	жизнью и	1	1
365	на его	1	1
366	есть действительно	1	1
367	что она	1	1
368	не следует	5	1
369	задний план	1	1
370	единство в	1	1
371	перестает быть	1	1
372	образом и	2	1
373	отношений между	3	1
374	оно должно	2	1
375	в понятии	2	1
376	их в	1	1
377	чувства в	1	1
378	его от	1	1
379	и по	6	1
380	на этом	1	1
381	чувство желание	1	1
382	себя потому	1	1
383	значительной степени	2	1
384	будет что	1	1
385	том же	2	1
386	же не	1	1
387	имеют в	1	1
388	не сможет	1	1
389	и с	3	1
390	а их	1	1
391	то есть	42	1
392	предположение что	2	1
393	это было	1	1
394	точке в	1	1
395	может стать	1	1
396	а есть	1	1
397	то все	2	1
398	он есть	2	1
399	человечества но	1	1
400	не совпадает	1	1
401	связанная с	1	1
402	именно что	2	1
403	всю свою	1	1
404	должен был	1	1
405	бы совершенно	1	1
406	в предмете	1	1
407	все равно	1	1
408	были в	1	1
409	его все	1	1
410	и уже	1	1
411	одна и	1	1
412	несмотря на	5	1
413	значит не	1	1
414	чем в	2	1
415	в один	2	1
416	не мог	3	1
417	и случайное	1	1
418	в этих	7	1
419	от своего	1	1
420	в понятия	2	1
421	другим и	1	1
422	какие бы	1	1
423	заключать в	1	1
424	он должен	2	1
425	всяком случае	1	1
426	может казаться	2	1
427	он принимает	1	1
428	понятий и	1	1
429	признать что	1	1
430	предполагает не	1	1
431	него хотя	1	1
432	но он	2	1
433	над всеми	2	1
434	действительно есть	1	1
435	есть еще	1	1
436	язык гораздо	1	1
437	есть всегда	1	1
438	человека но	1	1
439	к каждому	1	1
440	нет никакого	1	1
441	любви и	1	1
442	если и	2	1
443	в отношении	1	1
444	она не	3	1
445	что ему	1	1
446	мысли в	9	1
447	смысле и	1	1
448	не прибавляет	1	1
449	например что	1	1
450	к другим	2	1
451	но только	1	1
452	не могло	3	1
453	для всего	1	1
454	только не	2	1
455	следовательно и	2	1
456	возможно и	1	1
457	которые могут	1	1
458	находятся в	3	1
459	она бы	1	1
460	тоже только	1	1
461	между прочим	2	1
462	этих последних	3	1
463	по своей	1	1
464	это слово	1	1
465	к этим	1	1
466	и теперь	1	1
467	следует что	1	1
468	до того	1	1
469	уже и	1	1
470	мы признаем	1	1
471	из пределов	1	1
472	точке зрения	2	1
473	в движении	2	1
474	в живой	2	1
475	и должно	2	1
476	есть только	11	1
477	зависимости от	1	1
478	к тому	4	1
479	это содержание	1	1
480	имеет место	2	1
481	всегда в	1	1
482	своего развития	1	1
483	разум может	1	1
484	если мы	3	1
485	и о	2	1
486	с ее	2	1
487	что все	3	1
488	как не	1	1
489	свою очередь	4	1
490	но при	3	1
491	всего этого	1	1
492	себя до	1	1
493	стороне и	1	1
494	на задний	1	1
495	и от	3	1
496	некоторая примесь	1	1
497	и получает	1	1
498	мысль о	2	1
499	уже с	2	1
500	приводит к	1	1
501	образом то	1	1
502	так весь	1	1
503	на том	1	1
504	его самого	2	1
505	признавая в	1	1
506	и человеческого	2	1
507	помнить и	1	1
508	не с	1	1
509	мы только	1	1
510	мог бы	2	1
511	произведения не	1	1
512	этой мысли	1	1
513	остается только	4	1
514	и даже	4	1
515	остановимся на	1	1
516	образом в	1	1
517	беднее и	1	1
518	каждый раз	4	1
519	на все	2	1
520	и миром	2	1
521	делает возможным	1	1
522	и исторический	1	1
523	в математике	1	1
524	казаться что	2	1
525	собою только	1	1
526	потому только	1	1
527	и во	3	1
528	все в	2	1
529	связь между	2	1
530	один момент	1	1
531	которой мы	1	1
532	от них	1	1
533	переходит в	1	1
534	во втором	5	1
535	когда оно	1	1
536	истина не	1	1
537	нуждается в	2	1
538	конечно может	1	1
539	все следующие	1	1
540	народа по	1	1
541	ей для	1	1
542	даже для	1	1
543	к ней	2	1
544	есть что	3	1
545	для самого	1	1
546	в жизнь	1	1
547	это приводит	1	1
548	в каких	1	1
549	ровно ничего	1	1
550	значит что	1	1
551	один из	1	1
552	но с	2	1
553	что конечно	1	1
554	вне себя	1	1
555	мы видим	4	1
556	менее в	1	1
557	в какой	1	1
558	в противопоставлении	1	1
559	поэтому и	1	1
560	их не	1	1
561	а только	4	1
562	только при	2	1
563	но между	1	1
564	не можем	2	1
565	только на	3	1
566	дано в	1	1
567	нужно еще	1	1
568	только тогда	5	1
569	различия в	2	1
570	в душе	11	1
571	и вопрос	2	1
572	только общие	1	1
573	только к	1	1
574	только одно	1	1
575	ибо он	1	1
576	него нет	1	1
577	одно из	3	1
578	никто не	3	1
579	отличен от	1	1
580	не для	1	1
581	смысле этого	1	1
582	так как	21	1
583	ее не	1	1
584	может служить	1	1
585	друг друга	5	1
586	мы можем	2	1
587	само по	4	1
588	но уже	2	1
589	другом в	1	1
590	не противоречит	1	1
591	где есть	1	1
592	нас как	1	1
593	это будет	2	1
594	которые как	1	1
595	чувствует себя	1	1
596	именно как	1	1
597	а действительно	1	1
598	с другим	3	1
599	отличаются от	1	1
600	всего человеческого	2	1
601	мысль может	2	1
602	по всей	1	1
603	и затем	1	1
604	противном случае	3	1
605	противоречие между	1	1
606	притом не	4	1
607	превращается в	1	1
608	не решает	1	1
609	ничем не	1	1
610	зависит от	5	1
611	предмет хотя	1	1
612	человеческой жизни	1	1
613	понятие о	1	1
614	что мы	4	1
615	в суждении	1	1
616	людьми и	2	1
617	здесь именно	1	1
618	стороны в	1	1
619	будет совершенно	1	1
620	связь с	2	1
621	нет ничего	2	1
622	нашей мысли	1	1
623	вместе с	8	1
624	как одно	1	1
625	места где	1	1
626	в духе	1	1
627	что именно	2	1
628	но такое	1	1
629	можно быть	1	1
630	еще на	1	1
631	над ним	1	1
632	когда мы	2	1
633	он предполагает	1	1
634	есть общее	3	1
635	лицом и	2	1
636	самого себя	4	1
637	истины в	1	1
638	в мир	1	1
639	одном только	1	1
640	это значит	1	1
641	все наше	1	1
642	в человеке	10	1
643	лежит в	1	1
644	том смысле	4	1
645	совершенно несправедливо	1	1
646	слова и	4	1
647	своей жизни	1	1
648	только для	3	1
649	о его	2	1
650	как индивидуальная	1	1
651	и таким	1	1
652	в противном	3	1
653	что историческое	1	1
654	остается в	1	1
655	должны быть	7	1
656	человек чувствует	1	1
657	языка это	1	1
658	вне его	1	1
659	одного и	2	1
660	не станет	2	1
661	и пространства	1	1
662	для выражения	1	1
663	к пониманию	1	1
664	и противоречие	1	1
665	при таком	4	1
666	не существует	2	1
667	что делает	1	1
668	она может	3	1
669	не подлежит	1	1
670	или в	2	1
671	имеет дело	1	1
672	когда он	1	1
673	слова мы	3	1
674	в эту	1	1
675	с действительно	1	1
676	не более	4	1
677	мы должны	3	1
678	субъектом и	1	1
679	понятие бытия	1	1
680	мысль в	2	1
681	только что	2	1
682	воплощается в	1	1
683	все они	2	1
684	же в	2	1
685	суждения как	1	1
686	могли быть	1	1
687	но оно	3	1
688	лишь по	1	1
689	между ними	1	1
690	необходимое условие	1	1
691	же будет	1	1
692	была бы	2	1
693	равно как	1	1
694	того же	3	1
695	жизни а	1	1
696	нет но	1	1
697	в последнем	1	1
698	по которой	1	1
699	первом случае	1	1
700	и необходимое	1	1
701	но эти	2	1
702	по поводу	3	1
703	себя другой	1	1
704	во всяком	3	1
705	все что	2	1
706	они не	1	1
