N	2gram	Vygotskiy__4	SlovoVZh
195	можно найти	2	2
196	в отношении	1	2
197	к его	1	2
198	но не	3	2
199	общего с	1	2
200	место в	2	2
201	точку зрения	1	2
202	с этой	4	2
203	она не	3	2
204	еще раз	3	2
205	на один	1	2
206	с точки	4	2
207	в условиях	1	2
208	такой же	2	2
209	этой стороны	1	2
210	тогда когда	1	2
211	в то	3	2
212	на него	4	2
213	за его	1	2
214	ничего не	2	2
215	и все	12	2
216	все они	2	2
217	в этих	1	2
218	есть уже	1	2
219	но это	1	2
220	что форма	2	2
221	стороны и	1	2
222	как только	2	2
223	же самое	6	2
224	на это	1	2
225	что в	21	2
226	как на	6	2
227	и другие	1	2
228	к этому	4	2
229	если же	1	2
230	не поймем	1	2
231	и это	5	1
232	этот разговор	1	1
233	например в	3	1
234	же как	3	1
235	как мы	4	1
236	ощущаем и	1	1
237	и о	4	1
238	с жизнью	1	1
239	с ее	3	1
240	сам по	2	1
241	свою очередь	1	1
242	самая структура	1	1
243	совершенно ясно	8	1
244	это и	5	1
245	характер и	1	1
246	показать что	7	1
247	нам кажется	2	1
248	тем же	1	1
249	так относится	1	1
250	с первого	1	1
251	только то	1	1
252	не хочет	1	1
253	в художественно	1	1
254	с самого	5	1
255	то время	2	1
256	из его	2	1
257	дано в	1	1
258	не имеют	1	1
259	с таким	2	1
260	можно было	4	1
261	мы уже	5	1
262	это событие	1	1
263	в какое-то	2	1
264	классической и	1	1
265	остается только	1	1
266	это только	1	1
267	жизнь и	4	1
268	та же	3	1
269	является в	1	1
270	для этого	8	1
271	к другу	1	1
272	он как	1	1
273	вправе сказать	1	1
274	художественной формой	1	1
275	сводится к	2	1
276	в порядке	4	1
277	так называемые	1	1
278	и он	3	1
279	необходимо но	1	1
280	всех сторон	1	1
281	и поступки	1	1
282	выбирает слова	1	1
283	что каждый	1	1
284	и который	1	1
285	автора более	1	1
286	на их	1	1
287	столь же	2	1
288	так если	2	1
289	нам придется	3	1
290	во всех	2	1
291	и во	1	1
292	в конечном	1	1
293	чтобы вскрыть	1	1
294	то мы	1	1
295	все в	1	1
296	должны искать	1	1
297	друг к	1	1
298	от его	1	1
299	его смысла	1	1
300	два основных	1	1
301	в согласии	1	1
302	к которой	3	1
303	формы как	1	1
304	конечном счете	1	1
305	каком направлении	1	1
306	в общем	1	1
307	отдельные моменты	1	1
308	менее всего	1	1
309	автор как	1	1
310	искусства в	1	1
311	себе и	2	1
312	непосредственно в	1	1
313	что они	6	1
314	они действительно	2	1
315	именно в	2	1
316	сама по	3	1
317	или какую-нибудь	1	1
318	уже во	1	1
319	события которые	2	1
320	в теории	1	1
321	и она	2	1
322	в одной	2	1
323	так для	1	1
324	в лице	1	1
325	что именно	3	1
326	сказать то	1	1
327	которое было	1	1
328	все остальные	1	1
329	перед нами	6	1
330	следует ли	1	1
331	здесь вовсе	1	1
332	формы действительно	1	1
333	в двух	4	1
334	тот же	3	1
335	как активное	1	1
336	на другие	1	1
337	мы увидим	2	1
338	ли он	2	1
339	увидим что	3	1
340	бы показать	1	1
341	о самом	1	1
342	к делу	3	1
343	к художественному	1	1
344	в обществе	1	1
345	тому как	2	1
346	во времени	1	1
347	что это	13	1
348	в целом	5	1
349	героя является	1	1
350	формы в	1	1
351	таком понимании	1	1
352	автором как	2	1
353	какого-нибудь приема	2	1
354	если мы	12	1
355	не то	4	1
356	себя в	4	1
357	думать что	2	1
358	он думает	1	1
359	что совсем	1	1
360	есть в	1	1
361	им в	1	1
362	мы обратимся	1	1
363	не можем	3	1
364	можно определить	1	1
365	двух других	1	1
366	значение и	1	1
367	в виде	3	1
368	что она	10	1
369	не из	1	1
370	в поэтике	1	1
371	при помощи	4	1
372	форму то	1	1
373	или просто	1	1
374	образом для	1	1
375	его и	2	1
376	одно из	2	1
377	себе в	1	1
378	и их	1	1
379	для другой	1	1
380	всяком случае	3	1
381	понимании форма	1	1
382	он пользуется	1	1
383	в одном	3	1
384	и вот	6	1
385	для правильного	1	1
386	вовсе не	5	1
387	части и	2	1
388	ничего общего	1	1
389	можно с	1	1
390	как его	1	1
391	дело и	2	1
392	у него	6	1
393	формой которая	1	1
394	из нее	3	1
395	какой бы	3	1
396	этими словами	2	1
397	подобно тому	1	1
398	на этом	3	1
399	мы берем	1	1
400	одной точки	1	1
401	оно является	2	1
402	бы это	3	1
403	здесь мы	3	1
404	для художественного	1	1
405	и только	7	1
406	что все	11	1
407	своем значении	1	1
408	они должны	1	1
409	в другом	1	1
410	ни одной	3	1
411	и признания	1	1
412	мы воспринимаем	1	1
413	зрения на	1	1
414	и из	3	1
415	эта группа	1	1
416	должно быть	3	1
417	на протяжении	1	1
418	длинный ряд	1	1
419	ко второму	1	1
420	деле в	1	1
421	и мы	15	1
422	было бы	12	1
423	к которому	1	1
424	этом смысле	1	1
425	этого приема	1	1
426	с техникой	1	1
427	кажется что	2	1
428	что для	5	1
429	говорит о	4	1
430	от нее	1	1
431	но уже	1	1
432	не было	3	1
433	рядом с	1	1
434	а с	2	1
435	остается еще	1	1
436	события и	1	1
437	далеко не	3	1
438	и самый	1	1
439	не на	2	1
440	в ее	2	1
441	одна и	2	1
442	несмотря на	1	1
443	в руках	2	1
444	легче всего	1	1
445	к некоторому	1	1
446	человек но	1	1
447	так называемый	1	1
448	на эту	1	1
449	и было	1	1
450	форма и	1	1
451	него не	1	1
452	сделать ряд	1	1
453	и некоторые	1	1
454	в истории	1	1
455	обратимся к	3	1
456	со всей	2	1
457	нигде не	1	1
458	и психологически	2	1
459	это на	1	1
460	но если	3	1
461	в частности	4	1
462	все основные	1	1
463	и без	1	1
464	это делает	2	1
465	всего тем	1	1
466	то есть	13	1
467	что всякий	2	1
468	она в	1	1
469	свой смысл	1	1
470	он выбирает	1	1
471	и глубоко	1	1
472	так мы	1	1
473	и независимо	1	1
474	с уверенностью	1	1
475	чем мы	2	1
476	является еще	1	1
477	то общее	1	1
478	признать что	1	1
479	является только	1	1
480	однако он	1	1
481	нельзя было	1	1
482	которые в	1	1
483	форму этого	1	1
484	сами по	3	1
485	из этой	3	1
486	слов в	2	1
487	всегда заложено	1	1
488	том и	1	1
489	моментов в	1	1
490	ним в	2	1
491	в словах	2	1
492	мы еще	1	1
493	с так	1	1
494	что до	1	1
495	или хотя	1	1
496	же мы	2	1
497	и вся	1	1
498	художественный смысл	1	1
499	события а	2	1
500	только для	1	1
501	и таким	1	1
502	других моментов	1	1
503	в смысле	1	1
504	самого начала	5	1
505	же самому	1	1
506	в русской	2	1
507	искусством и	1	1
508	здесь на	1	1
509	и остается	2	1
510	содержание в	1	1
511	своего героя	1	1
512	весь этот	1	1
513	не является	2	1
514	в основе	3	1
515	только одна	2	1
516	время как	2	1
517	материала в	3	1
518	какую-нибудь иную	1	1
519	он еще	1	1
520	жизненный смысл	1	1
521	при таком	3	1
522	того чтобы	22	1
523	и форму	1	1
524	взятый в	1	1
525	это мы	1	1
526	рассматривать как	1	1
527	найти в	1	1
528	такое понимание	2	1
529	в результате	2	1
530	чрезвычайно важным	1	1
531	человек и	1	1
532	слова как	3	1
533	же время	2	1
534	от него	1	1
535	мы попытаемся	1	1
536	не должен	1	1
537	и связи	1	1
538	мы должны	6	1
539	ровно ничего	1	1
540	это та	1	1
541	бы по	2	1
542	связи с	2	1
543	не нужен	1	1
544	для анализа	2	1
545	нам известна	1	1
546	в искусстве	2	1
547	здесь же	1	1
548	случае нельзя	1	1
549	в свою	1	1
550	эти три	2	1
551	это уже	1	1
552	из формальных	1	1
553	как будто	8	1
554	совершенно необходимо	1	1
555	гораздо больше	1	1
556	жизни в	1	1
557	нам не	1	1
558	больше того	3	1
559	и третье	1	1
560	с ней	1	1
561	у нас	4	1
562	конечно только	1	1
563	виду не	1	1
564	они как	1	1
565	мысли чувства	1	1
566	и сейчас	3	1
567	равно как	1	1
568	все то	12	1
569	что можно	1	1
570	самой своей	1	1
571	возникает из	1	1
572	когда мы	6	1
573	есть только	2	1
574	поэт начинает	1	1
575	трагедии как	3	1
576	время не	1	1
577	в окончательном	1	1
578	что оно	3	1
579	этого события	2	1
580	к другим	1	1
581	мы могли	2	1
582	и эта	2	1
583	в таком	4	1
584	во всяком	3	1
585	к тому	12	1
