N	2gram	Bakhtin_sl_1	StatiiOP
238	а потому	1	2
239	в форме	1	2
240	и только	1	2
241	и других	3	2
242	все время	3	2
243	еще не	4	2
244	и ее	3	2
245	есть в	1	2
246	и у	2	2
247	него есть	1	2
248	то и	1	2
249	в поэзии	3	2
250	поэтому его	1	2
251	во втором	1	2
252	в новом	1	2
253	вовсе не	7	2
254	или иной	9	2
255	до сих	2	2
256	слово в	10	2
257	в ряде	1	2
258	себя и	1	2
259	что не	1	2
260	члены предложения	1	2
261	не на	5	2
262	г г	2	2
263	вместе с	1	2
264	в одной	1	2
265	но не	2	2
266	к такому	1	2
267	в последнем	1	2
268	этот язык	2	2
269	своего времени	1	2
270	быть не	1	2
271	в это	1	2
272	этого слова	1	2
273	сих пор	2	2
274	один из	4	2
275	с элементами	1	2
276	которые были	1	2
277	этих формах	1	2
278	в результате	3	2
279	работы над	1	2
280	его не	1	2
281	в духе	2	2
282	одной из	3	2
283	в свою	3	2
284	как известно	1	1
285	ту же	4	1
286	за пределы	4	1
287	в обычном	1	1
288	одним из	4	1
289	также и	3	1
290	и то	2	1
291	смысле слова	2	1
292	на самом	2	1
293	и так	1	1
294	в первом	3	1
295	речи на	1	1
296	по преимуществу	4	1
297	и до	1	1
298	эти жанры	2	1
299	из всех	1	1
300	есть не	1	1
301	смотреть на	1	1
302	для своего	1	1
303	в последние	2	1
304	при анализе	1	1
305	из своих	2	1
306	стиля в	2	1
307	они знаменуют	1	1
308	но уже	1	1
309	в некотором	1	1
310	мы и	2	1
311	слова самого	2	1
312	и он	1	1
313	произведение должно	1	1
314	форм в	1	1
315	между собой	2	1
316	установку на	1	1
317	и среди	1	1
318	не требует	3	1
319	или иначе	1	1
320	мелочах не	1	1
321	и другие	1	1
322	в сторону	1	1
323	со всеми	1	1
324	тех же	1	1
325	не все	1	1
326	остаются в	2	1
327	автора но	1	1
328	до наших	1	1
329	которые не	1	1
330	в истории	3	1
331	из уст	1	1
332	по которому	1	1
333	что как	1	1
334	в своем	3	1
335	и нет	1	1
336	в одних	1	1
337	он часто	1	1
338	и где	1	1
339	целый ряд	1	1
340	в указанном	1	1
341	более или	3	1
342	от этого	2	1
343	поэтому и	3	1
344	них как	2	1
345	еще на	1	1
346	отношения с	1	1
347	так или	1	1
348	от необходимости	1	1
349	бы не	1	1
350	его же	3	1
351	близости к	1	1
352	в известном	2	1
353	и стилистически	1	1
354	другом случае	2	1
355	чем его	1	1
356	оно здесь	1	1
357	что она	1	1
358	языком в	1	1
359	в нем	30	1
360	связанные с	3	1
361	от которого	1	1
362	который они	1	1
363	они в	2	1
364	он должен	1	1
365	не к	1	1
366	свое время	1	1
367	какой бы	1	1
368	одной и	1	1
369	этого жанра	2	1
370	жизни слова	7	1
371	в нее	1	1
372	автора от	2	1
373	как оно	3	1
374	подход к	1	1
375	смысле в	3	1
376	его произведения	1	1
377	совпадают с	1	1
378	а затем	1	1
379	конечно в	1	1
380	самого автора	2	1
381	поэзии и	4	1
382	слов о	2	1
383	этих форм	1	1
384	литературного языка	20	1
385	зрения на	7	1
386	подходит к	1	1
387	вместе со	2	1
388	моменты в	1	1
389	как такие	1	1
390	между отдельными	1	1
391	чаще всего	1	1
392	официального языка	1	1
393	которым он	1	1
394	в ином	1	1
395	рядом с	4	1
396	на которую	1	1
397	социальные силы	1	1
398	этого не	1	1
399	простор для	1	1
400	мы видели	1	1
401	смысле с	1	1
402	чем в	1	1
403	в первые	1	1
404	и прямо	3	1
405	и некоторые	1	1
406	и того	1	1
407	нисколько не	2	1
408	или менее	3	1
409	рассматривать с	1	1
410	к истории	1	1
411	наших дней	1	1
412	на фоне	7	1
413	между стилем	1	1
414	и политический	1	1
415	быть он	1	1
416	одном из	1	1
417	особенно характерны	1	1
418	сам же	1	1
419	и той	2	1
420	на стиль	1	1
421	но во	1	1
422	друг другу	2	1
423	и эти	2	1
424	знак равенства	1	1
425	том же	4	1
426	бы быть	1	1
427	даже в	2	1
428	а иногда	3	1
429	дело в	1	1
430	к изучению	1	1
431	которого он	1	1
432	того чтобы	1	1
433	не могло	3	1
434	хотя все	1	1
435	например у	1	1
436	последние десятилетия	1	1
437	возможно и	1	1
438	преимущественно в	4	1
439	в разных	3	1
440	в самой	1	1
441	свое выражение	2	1
442	с одним	1	1
443	явление в	2	1
444	ее с	1	1
445	по своей	1	1
446	такая же	2	1
447	друг друга	3	1
448	а лишь	1	1
449	со своим	5	1
450	элементы языка	1	1
451	тесной связи	1	1
452	и со	1	1
453	в стиле	1	1
454	очень часто	1	1
455	все то	1	1
456	над другими	1	1
457	xviii века	2	1
458	такая точка	1	1
459	героев и	1	1
460	его с	1	1
461	той или	9	1
462	диалог между	1	1
463	и свое	1	1
464	протяжении всего	1	1
465	всегда в	2	1
466	и о	2	1
467	потому не	1	1
468	свою очередь	2	1
469	здесь не	2	1
470	с сохранением	1	1
471	в ее	2	1
472	формы и	3	1
473	с каким	1	1
474	нет никакой	1	1
475	и этим	3	1
476	в пределах	14	1
477	так в	2	1
478	приводит к	1	1
479	не те	1	1
480	с языком	2	1
481	в рамки	2	1
482	чем шире	1	1
483	смысле но	1	1
484	формы на	1	1
485	на том	2	1
486	и сам	3	1
487	по аналогии	1	1
488	можно было	2	1
489	в нескольких	1	1
490	те же	2	1
491	здесь как	1	1
492	особенно в	1	1
493	чем у	1	1
494	часто в	1	1
495	но у	1	1
496	является в	1	1
497	нашло свое	1	1
498	был не	1	1
499	о котором	1	1
500	из одного	2	1
501	и вообще	2	1
502	с ним	7	1
503	связанная с	1	1
504	образом в	3	1
505	но здесь	3	1
506	находится в	1	1
507	все его	4	1
508	все дело	1	1
509	автор не	4	1
510	этого языка	1	1
511	поэтический язык	2	1
512	или только	1	1
513	известной степени	4	1
514	этого основного	1	1
515	язык и	10	1
516	его жизни	1	1
517	свое произведение	2	1
518	влияние на	1	1
519	может не	8	1
520	в значительной	1	1
521	не выходит	3	1
522	как у	1	1
523	этот элемент	2	1
524	поэтические формы	1	1
525	эту форму	1	1
526	два типа	1	1
527	однако с	1	1
528	эти два	1	1
529	что и	1	1
530	именно такое	1	1
531	язык в	4	1
532	именно в	3	1
533	в лучшем	2	1
534	и она	1	1
535	известном смысле	2	1
536	своих и	1	1
537	пушкина или	1	1
538	в двух	1	1
539	его в	3	1
540	в поэтическом	7	1
541	ли он	4	1
542	и две	1	1
543	бы из	1	1
544	как языка	1	1
545	из многих	2	1
546	таков первый	1	1
547	несет на	1	1
548	между этими	2	1
549	не переходят	1	1
550	же он	1	1
551	где они	2	1
552	определения и	1	1
553	элементов не	1	1
554	результате этой	1	1
555	именно на	1	1
556	эпохи но	1	1
557	конечно не	3	1
558	и они	1	1
559	отнести к	1	1
560	вернуться к	1	1
561	от других	2	1
562	не из	2	1
563	не дает	1	1
564	на пути	1	1
565	языка но	4	1
566	из них	3	1
567	только одно	1	1
568	свои силы	1	1
569	и их	1	1
570	с различными	3	1
571	в известной	2	1
572	слова в	8	1
573	в одном	2	1
574	свою точку	1	1
575	и язык	1	1
576	иногда и	1	1
577	как его	5	1
578	но что	1	1
579	того или	2	1
580	к той	1	1
581	в других	3	1
582	в очень	1	1
583	очень тесно	2	1
584	где в	1	1
585	тем чем	3	1
586	не укладывается	2	1
587	с общим	1	1
588	не были	3	1
589	в обращении	1	1
590	был в	1	1
591	по своим	6	1
592	на которые	2	1
593	системы и	2	1
594	на наиболее	1	1
595	языка не	1	1
596	и историческому	1	1
597	долгое время	1	1
598	о чем	1	1
599	на возможность	2	1
600	там где	4	1
601	речи и	1	1
602	и ему	1	1
603	не дан	1	1
604	с помощью	1	1
605	вступает в	1	1
606	и прямое	1	1
607	нет ничего	1	1
608	в частности	2	1
609	эти слова	2	1
610	значительного и	1	1
611	подхода к	5	1
612	в данном	3	1
613	развитые и	1	1
614	в той	10	1
615	совершенно иными	1	1
616	в литературе	1	1
617	когда она	1	1
618	это его	1	1
619	даже с	1	1
620	по существу	3	1
621	в состоянии	1	1
622	от жанра	2	1
623	должно быть	2	1
624	лирике пушкина	1	1
625	действуют в	1	1
626	в контексте	2	1
627	лучшем случае	2	1
628	характерные для	2	1
629	с большой	1	1
630	однако и	1	1
631	тем и	2	1
632	п в	1	1
633	как основные	1	1
634	своего произведения	3	1
635	совершенно иное	1	1
636	последнего времени	2	1
637	для нас	2	1
638	на границах	1	1
639	и все	4	1
640	у них	2	1
641	такие слова	1	1
642	эти попытки	1	1
643	места в	1	1
644	бы в	1	1
645	стихи могут	1	1
646	на языке	1	1
647	хотя бы	3	1
648	них и	1	1
649	укладывается в	2	1
650	поэт в	1	1
651	поэзии но	1	1
652	язык это	3	1
653	отношении к	6	1
654	с теми	1	1
655	какой степени	1	1
656	о своем	1	1
657	не знает	1	1
658	отношением к	1	1
659	состоит из	1	1
660	они как	2	1
661	и возникает	1	1
662	автора в	2	1
663	или иного	2	1
664	одновременно и	2	1
665	есть и	1	1
666	в свое	3	1
667	занимает в	1	1
668	жизни и	1	1
669	пути к	1	1
670	но эти	3	1
671	языке а	2	1
672	как слово	1	1
673	этой точки	1	1
674	только не	1	1
675	и эта	2	1
676	которая не	3	1
677	так же	2	1
678	все что	1	1
679	они не	1	1
