N	2gram	Tiupa_Teor_1	Problemy
183	того же	3	3
184	я и	2	2
185	а между	1	2
186	ту же	1	2
187	отношения к	2	2
188	для построения	1	2
189	чтобы не	1	2
190	человека и	1	2
191	бы развернуть	1	2
192	ивана карамазова	1	2
193	тем же	1	2
194	из его	1	2
195	не во	1	2
196	и о	4	2
197	вопрос о	1	2
198	героя но	1	2
199	на себя	2	2
200	бы ни	1	2
201	от друга	1	2
202	в каждой	1	2
203	композиционные формы	1	2
204	этих случаях	1	2
205	в сторону	1	2
206	герой не	3	2
207	отношение к	5	2
208	друг от	1	2
209	к третьему	1	2
210	не входят	1	2
211	как в	5	2
212	целый ряд	1	2
213	и как	2	2
214	в точке	2	2
215	зрения как	1	2
216	в первом	2	2
217	сливается с	1	2
218	что это	1	2
219	в целом	3	2
220	момент его	1	2
221	из этих	3	2
222	литературной речи	1	2
223	с их	2	2
224	отношение между	1	2
225	но на	1	2
226	к миру	1	2
227	могут оказаться	2	2
228	на одну	1	2
229	романе достоевского	1	2
230	внутренней речи	13	2
231	одно и	1	2
232	а затем	1	2
233	об этом	2	2
234	из них	1	2
235	входит в	1	2
236	ко второму	1	2
237	на почве	4	2
238	ни в	2	2
239	художественного творчества	1	2
240	автора и	1	2
241	том что	9	2
242	в такой	1	2
243	в узком	3	2
244	значение для	1	2
245	но эта	1	2
246	и то	2	2
247	в повести	2	2
248	реплики и	1	2
249	дело в	2	2
250	на себе	1	2
251	и без	1	2
252	к определенному	1	2
253	тем не	3	2
254	и является	2	2
255	перед ним	1	2
256	у нас	2	2
257	отличается от	2	2
258	указывает на	1	2
259	здесь мы	1	2
260	для себя	1	2
261	в конце	2	2
262	особенно в	1	2
263	то время	1	2
264	что может	2	2
265	времени и	2	2
266	в плоскости	1	2
267	для этого	1	2
268	с человеком	1	2
269	в глаза	2	2
270	ибо и	1	2
271	в форме	2	2
272	того что	4	2
273	этом смысле	2	2
274	быть и	2	2
275	не входит	1	2
276	если мы	2	2
277	в поэзии	2	2
278	же явления	1	2
279	речь в	1	2
280	ведь это	1	2
281	может служить	2	2
282	на меня	3	2
283	а с	3	2
284	и др	1	2
285	что не	1	2
286	превращается в	2	2
287	они могут	1	2
288	так же	2	2
289	и особенно	2	2
290	по своему	2	2
291	в первой	5	2
292	для понимания	2	2
293	например в	1	2
294	этого слова	3	2
295	своей жизни	2	2
296	высказывания и	1	2
297	между собой	3	2
298	оглядывается на	1	2
299	себе еще	1	2
300	для автора	1	2
301	в литературной	1	2
302	ни было	1	2
303	отношении к	2	2
304	с ними	1	2
305	сказать что	3	2
306	была бы	3	2
307	речи как	1	2
308	ее в	2	2
309	в своих	1	2
310	значение в	1	2
311	художественного произведения	4	1
312	две реплики	1	1
313	или к	1	1
314	между двумя	3	1
315	и чрезвычайно	1	1
316	и больше	2	1
317	одним из	2	1
318	есть не	1	1
319	лишь одного	1	1
320	же как	1	1
321	при анализе	1	1
322	собой как	1	1
323	случае это	1	1
324	из своих	1	1
325	стиля в	1	1
326	именно к	1	1
327	этом не	1	1
328	своими корнями	1	1
329	но она	2	1
330	развернуть в	1	1
331	бы вбирает	1	1
332	принадлежит к	3	1
333	и тем	3	1
334	этом так	1	1
335	героев в	1	1
336	что две	1	1
337	другим в	1	1
338	на них	1	1
339	это возможно	1	1
340	от себя	3	1
341	бы то	1	1
342	служит для	1	1
343	тем как	1	1
344	это имеет	1	1
345	иного рода	3	1
346	одним словом	1	1
347	с одной	2	1
348	системы языка	1	1
349	но как	1	1
350	если в	2	1
351	ведет по	1	1
352	человеческих отношений	1	1
353	прозы в	1	1
354	этого типа	1	1
355	что автор	1	1
356	в собственном	1	1
357	идет о	1	1
358	его я	1	1
359	себя за	1	1
360	в рамках	7	1
361	каждая из	1	1
362	данного типа	1	1
363	я к	1	1
364	его кругозора	1	1
365	можно в	1	1
366	к чему	2	1
367	ориентирована на	1	1
368	тон в	1	1
369	что достоевский	1	1
370	так или	4	1
371	осуществляет себя	1	1
372	в нашем	4	1
373	у каждого	1	1
374	степени и	1	1
375	которые в	1	1
376	следующей главе	1	1
377	в этой	3	1
378	формы повествования	1	1
379	продолжением и	1	1
380	корнями в	2	1
381	не могла	1	1
382	героя к	1	1
383	все они	1	1
384	но прежде	1	1
385	образ его	1	1
386	что она	2	1
387	читателя в	1	1
388	свою собственную	1	1
389	он должен	2	1
390	принадлежат и	1	1
391	ни были	1	1
392	этом мире	2	1
393	и по	2	1
394	на этом	1	1
395	его можно	1	1
396	но дело	1	1
397	говорит следующее	1	1
398	однако в	7	1
399	фразы с	1	1
400	не бывает	1	1
401	значительной степени	1	1
402	не следует	4	1
403	слова не	1	1
404	то ни	1	1
405	что все	1	1
406	в мире	19	1
407	и внутренняя	1	1
408	проблема взаимоотношений	1	1
409	из своего	1	1
410	кто его	1	1
411	а этот	1	1
412	с другими	5	1
413	друг другу	1	1
414	как к	2	1
415	и непосредственное	1	1
416	и иных	1	1
417	должен был	1	1
418	как другого	1	1
419	делает его	2	1
420	что сама	2	1
421	д как	1	1
422	нет в	1	1
423	других типов	1	1
424	в ее	5	1
425	нигде не	1	1
426	о чем	1	1
427	остается в	1	1
428	же я	1	1
429	несет в	2	1
430	менее чем	1	1
431	в еще	1	1
432	является непосредственным	1	1
433	во второй	7	1
434	от своего	2	1
435	речи от	1	1
436	или точнее	1	1
437	мы конечно	1	1
438	не становится	1	1
439	случайно они	1	1
440	вот он	1	1
441	еще нет	1	1
442	в последней	1	1
443	от его	1	1
444	теми же	1	1
445	по крайней	1	1
446	с такими	1	1
447	и делают	1	1
448	связей с	1	1
449	высказывания в	3	1
450	стоит в	1	1
451	без его	1	1
452	в таких	1	1
453	виду что	1	1
454	себя свою	1	1
455	в основе	3	1
456	карамазова в	1	1
457	материала в	2	1
458	героев и	1	1
459	ними и	1	1
460	эта внутренняя	1	1
461	доминирует в	1	1
462	иметь в	1	1
463	того чтобы	1	1
464	в структуре	2	1
465	это еще	1	1
466	не могло	2	1
467	только не	2	1
468	мышления и	2	1
469	не приносит	1	1
470	нельзя не	1	1
471	только и	1	1
472	и соответственно	2	1
473	этих двух	2	1
474	по своей	3	1
475	связи с	1	1
476	к какому-нибудь	1	1
477	что речь	1	1
478	зрение и	1	1
479	вследствие этой	2	1
480	ему не	1	1
481	результат тот	1	1
482	настоящего времени	1	1
483	языка в	4	1
484	обращенной к	1	1
485	иных языковых	1	1
486	очень часто	1	1
487	все то	1	1
488	например слова	1	1
489	его за	1	1
490	же самое	1	1
491	числе и	1	1
492	я но	1	1
493	его с	1	1
494	служить и	1	1
495	рассказчиком в	1	1
496	на это	1	1
497	существенный момент	1	1
498	достоевского где	1	1
499	этой своей	1	1
500	у себя	1	1
501	но по	1	1
502	с ее	3	1
503	для читателя	2	1
504	так в	4	1
505	на нее	1	1
506	те же	1	1
507	не с	3	1
508	здесь как	1	1
509	мог бы	3	1
510	жизнь и	1	1
511	с героем	1	1
512	является в	1	1
513	которая в	1	1
514	быть или	1	1
515	герой из	1	1
516	высказывание в	1	1
517	незаметно для	1	1
518	и поэтому	1	1
519	определенным образом	2	1
520	в драматическом	1	1
521	за пределами	5	1
522	после того	1	1
523	можно сказать	3	1
524	в значительной	1	1
525	я как	2	1
526	на всех	1	1
527	адресата к	1	1
528	его смысла	1	1
529	в драме	1	1
530	является одним	1	1
531	а у	1	1
532	эта перемена	1	1
533	смысле не	1	1
534	где ей	1	1
535	его личности	1	1
536	лишь путем	1	1
537	во втором	3	1
538	голосов они	1	1
539	крайней мере	1	1
540	отношения являются	1	1
541	в преобладании	1	1
542	автора на	1	1
543	ее как	1	1
544	художественном мире	1	1
545	человека как	1	1
546	и существенно	1	1
547	не друг	1	1
548	и мир	1	1
549	говорит в	2	1
550	существа в	2	1
551	на которой	1	1
552	один из	2	1
553	оно и	1	1
554	мы видим	1	1
555	и развитием	1	1
556	одной из	2	1
557	вступить в	1	1
558	в какой	2	1
559	то в	2	1
560	ему и	1	1
561	и весьма	1	1
562	еще и	1	1
563	между этими	1	1
564	с которыми	1	1
565	в качестве	24	1
566	типов но	1	1
567	без этого	1	1
568	человека с	2	1
569	из которого	3	1
570	с нею	1	1
571	раз в	1	1
572	существенное для	1	1
573	чем с	1	1
574	или даже	4	1
575	да но	1	1
576	возможно в	1	1
577	синтаксических и	1	1
578	в известной	1	1
579	в прозе	2	1
580	я в	16	1
581	при всей	1	1
582	не случайно	5	1
583	подлинная жизнь	1	1
584	человек как	1	1
585	повесть о	2	1
586	не говорит	1	1
587	и сама	1	1
588	во всей	1	1
589	как будто	2	1
590	и делает	1	1
591	или ином	1	1
592	на не	1	1
593	лишь для	1	1
594	не было	1	1
595	одной стороны	2	1
596	и т.п	4	1
597	или иначе	5	1
598	каждом из	1	1
599	не обязательно	1	1
600	а именно	2	1
601	к которому	3	1
602	на которые	1	1
603	что для	1	1
604	больше и	1	1
605	говорит о	1	1
606	равной степени	3	1
607	смысла и	1	1
608	как высшей	1	1
609	однако и	1	1
610	жизнь в	1	1
611	весь его	1	1
612	одну из	1	1
613	своего я	1	1
614	что из	1	1
615	и слово	1	1
616	в связи	1	1
617	с помощью	1	1
618	ему известную	1	1
619	в центре	1	1
620	вместе с	2	1
621	смысла не	1	1
622	но кто	1	1
623	и потому	2	1
624	как это	8	1
625	в присутствии	2	1
626	со словом	1	1
627	к своему	1	1
628	быть это	1	1
629	другого я	2	1
630	собой в	1	1
631	в мир	1	1
632	вокруг себя	1	1
633	в это	1	1
634	утверждение о	1	1
635	смотрит и	1	1
636	в любом	1	1
637	о его	1	1
638	вы говорите	1	1
639	о мире	1	1
640	но с	1	1
641	служат лишь	1	1
642	высказывания а	1	1
643	нести в	1	1
644	в следующей	2	1
645	известной степени	3	1
646	и от	1	1
647	тем более	1	1
648	в другой	1	1
649	о котором	1	1
650	в двух	1	1
651	обращается к	2	1
652	себя самого	1	1
653	это может	1	1
654	в третьем	1	1
655	рассказчика здесь	1	1
656	явной и	1	1
657	места в	1	1
658	карамазов в	1	1
659	в равной	3	1
660	по поводу	1	1
661	от ее	1	1
662	как ряд	1	1
663	на их	1	1
664	две стороны	1	1
665	жизни а	1	1
666	из этого	1	1
667	лишает их	1	1
668	как один	1	1
669	можно назвать	1	1
670	все что	1	1
671	но каждая	1	1
672	и другие	2	1
673	том числе	2	1
674	они не	1	1
675	как следствие	1	1
