N	2gram	Vinokur_St_2	Myslijsy
570	смотрю на	1	1
571	от них	1	1
572	и во	1	1
573	во втором	1	1
574	таким путем	1	1
575	разумеется это	1	1
576	в форме	1	1
577	чем и	1	1
578	века и	2	1
579	у г	1	1
580	но с	4	1
581	до ее	2	1
582	одной из	3	1
583	пришел к	1	1
584	уже довольно	1	1
585	на чем	1	1
586	степени ее	1	1
587	есть место	1	1
588	по мнению	1	1
589	с соответствующими	1	1
590	или же	1	1
591	их не	1	1
592	отношении в	1	1
593	у царя	1	1
594	в качестве	5	1
595	на всем	2	1
596	и насколько	1	1
597	отношений к	1	1
598	языка как	1	1
599	различия в	1	1
600	а это	1	1
601	но совершенно	1	1
602	из них	3	1
603	одно из	1	1
604	совсем другое	1	1
605	свете и	1	1
606	в известной	1	1
607	могло бы	1	1
608	близко к	1	1
609	у него	1	1
610	образом не	2	1
611	ближайшим образом	2	1
612	смысл этих	1	1
613	были бы	1	1
614	тем фактом	1	1
615	зрения этого	1	1
616	для поэтического	1	1
617	местный падеж	1	1
618	уже при	1	1
619	отличаются от	1	1
620	за пределы	1	1
621	догадаться что	1	1
622	предания и	1	1
623	которой все	1	1
624	к которому	1	1
625	с той	2	1
626	а с	3	1
627	содержание своей	1	1
628	только к	2	1
629	прежде всего	5	1
630	когда пушкин	1	1
631	знакомстве с	1	1
632	следующее место	2	1
633	в руках	1	1
634	было для	2	1
635	конечно на	1	1
636	при некотором	1	1
637	его как	2	1
638	если не	2	1
639	должна была	2	1
640	в связи	1	1
641	и об	1	1
642	связь с	2	1
643	лицо с	1	1
644	в частности	4	1
645	внимания к	1	1
646	эти слова	2	1
647	в лесу	1	1
648	как это	2	1
649	отрывок из	2	1
650	если она	1	1
651	к самому	1	1
652	к своему	2	1
653	xix века	3	1
654	в последнем	1	1
655	на эту	1	1
656	действие и	1	1
657	из этой	2	1
658	внимание лишь	1	1
659	я с	1	1
660	и тому	1	1
661	на пути	1	1
662	не могло	3	1
663	найдет в	1	1
664	внимания на	1	1
665	я от	1	1
666	все же	6	1
667	не подлежит	1	1
668	или в	1	1
669	и среди	1	1
670	его не	3	1
671	в настоящее	1	1
672	к одной	1	1
673	то не	1	1
674	и смысл	1	1
675	его жизнь	1	1
676	время ее	1	1
677	ее в	2	1
678	же в	1	1
679	поэзии но	1	1
680	могли быть	1	1
681	отношении к	3	1
682	отвечая на	1	1
683	указано выше	1	1
684	но если	1	1
685	это похоже	1	1
686	другой стороны	3	1
687	слов составляющих	1	1
688	была бы	5	1
689	общего с	1	1
690	их с	1	1
691	в свое	1	1
692	отказаться от	1	1
693	самом языке	1	1
694	которым они	1	1
695	жизни и	1	1
696	это нужно	1	1
697	как слово	1	1
698	уже после	2	1
699	невозможна без	1	1
700	каждое слово	1	1
701	как на	9	1
702	том числе	1	1
703	ничего общего	1	1
704	смысле что	1	1
