N	2gram	Propp_Isto_2	formyVre
351	в тот	2	1
352	в мифах	4	1
353	в точном	1	1
354	на его	2	1
355	и связанные	1	1
356	так например	1	1
357	в глубину	1	1
358	лежит на	1	1
359	в основу	1	1
360	но все	5	1
361	и ждут	1	1
362	выходит через	1	1
363	в состоянии	3	1
364	они должны	4	1
365	другом случае	1	1
366	об этом	11	1
367	и внутренняя	1	1
368	на этой	2	1
369	для своей	1	1
370	органов не	1	1
371	это было	1	1
372	в преисподней	1	1
373	ни в	2	1
374	формах в	1	1
375	он и	3	1
376	чем в	1	1
377	ключ к	2	1
378	мы не	3	1
379	такой же	2	1
380	зато в	1	1
381	нисколько не	2	1
382	она во-первых	1	1
383	на островах	4	1
384	в своей	1	1
385	видели в	1	1
386	чем подробнее	1	1
387	с самого	2	1
388	не столько	2	1
389	миф объясняет	1	1
390	от его	1	1
391	принимают в	1	1
392	дает в	1	1
393	которые в	1	1
394	превращения в	2	1
395	и эти	2	1
396	и долго	1	1
397	случае мы	2	1
398	и ноги	2	1
399	его органы	1	1
400	ее так	1	1
401	или что	1	1
402	в таких	2	1
403	с которой	2	1
404	виду что	1	1
405	самого начала	2	1
406	быть сопоставлено	1	1
407	одна из	2	1
408	на него	5	1
409	и снова	1	1
410	еду и	1	1
411	мертвых в	2	1
412	их развитие	1	1
413	слово и	1	1
414	правда в	1	1
415	под этим	1	1
416	человека за	1	1
417	через рот	1	1
418	этих двух	1	1
419	здесь на	2	1
420	как она	4	1
421	на одной	1	1
422	во всем	1	1
423	по земле	1	1
424	нам важно	2	1
425	античный материал	1	1
426	был так	1	1
427	входят в	1	1
428	только с	2	1
429	и дурак	1	1
430	есть у	1	1
431	мифов и	2	1
432	среди них	1	1
433	и здесь	9	1
434	не могут	1	1
435	когда мы	2	1
436	как только	1	1
437	его с	1	1
438	бы он	1	1
439	еще по	1	1
440	смерти было	1	1
441	сказать что	2	1
442	если же	1	1
443	приходит к	1	1
444	себе в	1	1
445	здесь необходимо	1	1
446	с ее	2	1
447	связи со	1	1
448	появляется в	1	1
449	характер и	1	1
450	передается по	1	1
451	говорили что	2	1
452	яркий пример	1	1
453	иной мир	4	1
454	здесь он	1	1
455	и которые	1	1
456	раз он	1	1
457	этого как	1	1
458	это впечатление	1	1
459	с собой	1	1
460	этим в	1	1
461	она была	1	1
462	имеется в	2	1
463	мы в	2	1
464	мире в	1	1
465	в разных	2	1
466	на море	1	1
467	них не	1	1
468	людей как	1	1
469	сводится к	1	1
470	вот почему	1	1
471	то они	1	1
472	и что	6	1
473	в глаза	2	1
474	с кухней	1	1
475	в материале	1	1
476	и семь	1	1
477	там же	1	1
478	и легенд	1	1
479	доходит до	1	1
480	зевса и	1	1
481	вся эта	1	1
482	этот момент	1	1
483	нуждается в	1	1
484	говорит он	1	1
485	есть с	1	1
486	непосредственно в	1	1
487	исходя из	1	1
488	всего этого	1	1
489	что весь	2	1
490	представления о	5	1
491	и следовательно	1	1
492	следовало бы	1	1
493	название и	1	1
494	герой в	3	1
495	он велел	1	1
496	что смерть	2	1
497	в новой	2	1
498	и одновременно	1	1
499	приведенных выше	1	1
500	это свидетельствует	1	1
501	мы увидим	8	1
502	должен быть	1	1
503	должен был	3	1
504	и ее	2	1
505	здесь с	1	1
506	вопрос об	1	1
507	по этому	1	1
508	близки к	1	1
509	именно на	1	1
510	для всех	1	1
511	не можем	1	1
512	иной форме	1	1
513	свидетельствует о	1	1
514	трупа но	1	1
515	еще одну	1	1
516	является не	2	1
517	а это	1	1
518	превращаются в	1	1
519	ни с	1	1
520	был бы	2	1
521	мы встречаем	1	1
522	дома но	1	1
523	руки и	4	1
524	облик смерти	1	1
525	и вместе	2	1
526	ее на	1	1
527	в очень	3	1
528	играет здесь	1	1
529	др все	1	1
530	приведенных случаях	1	1
531	со всем	1	1
532	мы это	1	1
533	в бою	1	1
534	попавшего в	1	1
535	такое же	1	1
536	в природе	1	1
537	в отличие	1	1
538	так вот	1	1
539	они пели	1	1
540	когда герой	2	1
541	что не	1	1
542	них и	1	1
543	здесь эта	1	1
544	смерти но	1	1
545	мифы в	1	1
546	у других	1	1
547	ничем не	1	1
548	другой стороны	2	1
549	его по	1	1
550	одну из	1	1
551	а так	1	1
552	сына он	1	1
553	к еде	2	1
554	и непосредственно	1	1
555	ребенка и	2	1
556	несмотря на	1	1
557	но как	1	1
558	тем больше	1	1
559	мир для	1	1
560	но что	1	1
561	пусть эти	1	1
562	по окончании	1	1
563	ему мы	1	1
564	их к	1	1
565	хозяин дома	1	1
566	не знал	2	1
567	этих случаях	10	1
568	одной стороны	3	1
569	достаточно для	1	1
570	есть на	2	1
571	утверждая что	1	1
572	его мать	1	1
573	в тех	2	1
574	другая особенность	1	1
575	да и	2	1
576	человек с	1	1
577	в уже	1	1
578	этого слова	1	1
579	он слышит	1	1
580	видно что	6	1
581	между прочим	3	1
582	вокруг него	1	1
583	из него	2	1
584	как те	1	1
585	например у	1	1
586	же представление	1	1
587	более поздние	2	1
588	в немецкой	2	1
589	указать на	1	1
590	эту черту	1	1
591	уже на	3	1
592	этого рода	1	1
593	войти в	1	1
594	и позже	1	1
595	в результате	1	1
596	же случай	1	1
597	это как	1	1
598	он за	1	1
599	чтобы понять	2	1
600	но когда	1	1
601	особого рода	1	1
602	всякого рода	1	1
603	останавливаться на	1	1
604	переносится в	1	1
605	на более	1	1
606	хотя в	3	1
607	бы на	1	1
608	в системе	2	1
609	и вдруг	1	1
610	смерти на	1	1
611	всего человека	1	1
612	друга но	1	1
613	к самому	1	1
614	требует чтобы	1	1
615	он же	1	1
616	не похожи	1	1
617	в свою	1	1
618	не узнает	1	1
619	наконец что	1	1
620	его дочери	1	1
621	в отдельности	1	1
622	живого и	1	1
623	на своем	1	1
624	пор она	1	1
625	жене или	1	1
626	поздние представления	1	1
627	в таком	1	1
628	они не	4	1
