N	2gram	Propp_Russ_1	VeschiIm
216	только одно	1	2
217	ни в	1	2
218	жизнь и	1	2
219	и эти	1	2
220	тому что	4	2
221	но они	3	2
222	а а	25	2
223	что ему	2	2
224	дело в	1	2
225	и сама	1	2
226	в разных	3	2
227	и его	1	2
228	не потому	1	2
229	для такого	1	2
230	если же	1	2
231	данном случае	1	2
232	в в	2	2
233	с собой	4	2
234	не с	3	2
235	находится в	2	2
236	в виду	1	2
237	и та	1	2
238	никак не	1	2
239	и во	1	2
240	говорить об	1	2
241	во втором	1	2
242	обе эти	1	2
243	или его	1	2
244	в качестве	3	2
245	на такой	1	2
246	но совершенно	1	2
247	его и	2	2
248	мы можем	2	2
249	не случайно	2	2
250	в особенности	2	2
251	о чем	3	2
252	ближе к	1	2
253	если не	1	2
254	но оно	1	2
255	в частности	2	2
256	говорится о	2	2
257	который мы	1	2
258	в первой	1	2
259	кроме того	1	2
260	в более	2	2
261	это все	1	2
262	но можно	1	2
263	является и	1	2
264	в своих	2	2
265	же т	1	2
266	так же	3	2
267	во всяком	1	2
268	же как	1	1
269	чтобы не	1	1
270	только потому	1	1
271	что дает	1	1
272	то на	3	1
273	между двумя	2	1
274	из самых	1	1
275	по преимуществу	1	1
276	что эти	1	1
277	не имеют	1	1
278	оно было	1	1
279	с таким	1	1
280	явление он	1	1
281	основных направлений	1	1
282	что если	1	1
283	которую мы	1	1
284	в которой	1	1
285	из своих	1	1
286	к новой	1	1
287	происходило в	1	1
288	жизни как	1	1
289	уже в	1	1
290	кто же	1	1
291	в xix	10	1
292	и на	10	1
293	между собой	2	1
294	всего этого	1	1
295	не имеющий	1	1
296	с его	1	1
297	том основании	1	1
298	и и	2	1
299	одном и	1	1
300	с трудом	1	1
301	только тогда	1	1
302	если в	3	1
303	ответ на	1	1
304	в общем	1	1
305	с совершенно	1	1
306	отличие от	1	1
307	которые не	3	1
308	в истории	1	1
309	эта связь	1	1
310	перед нами	1	1
311	хотя и	2	1
312	и к	3	1
313	что этим	1	1
314	и последний	1	1
315	все эти	2	1
316	в этой	1	1
317	однако как	2	1
318	зависимости от	1	1
319	смысла но	1	1
320	тому же	1	1
321	где а	1	1
322	как он	2	1
323	и стало	1	1
324	главным образом	2	1
325	при этом	6	1
326	только себя	1	1
327	все другие	1	1
328	чтобы они	2	1
329	он должен	1	1
330	этого вопроса	1	1
331	не к	1	1
332	не как	1	1
333	том чтобы	1	1
334	поле и	2	1
335	его от	2	1
336	е на	1	1
337	и по	8	1
338	они должны	1	1
339	разница между	2	1
340	должен был	1	1
341	в это	3	1
342	о характере	1	1
343	в них	6	1
344	далеко не	3	1
345	как видно	1	1
346	со своими	1	1
347	не всегда	1	1
348	он и	1	1
349	наука в	1	1
350	и того	1	1
351	одного и	1	1
352	этом случае	5	1
353	еще менее	1	1
354	нас не	2	1
355	и без	1	1
356	представить себе	1	1
357	представление о	3	1
358	в отличие	1	1
359	они уже	1	1
360	но эта	1	1
361	надо чтобы	1	1
362	слово для	1	1
363	что было	1	1
364	не могли	1	1
365	с такими	1	1
366	iii и	1	1
367	сам он	1	1
368	этого мало	2	1
369	нас к	2	1
370	иной раз	1	1
371	дело не	1	1
372	не имеет	6	1
373	что наука	1	1
374	было не	1	1
375	представления и	2	1
376	явление в	1	1
377	видим что	1	1
378	это слово	1	1
379	быть потому	1	1
380	так называемый	2	1
381	должны иметь	1	1
382	до того	2	1
383	только с	1	1
384	только одна	1	1
385	с другом	1	1
386	от жизни	1	1
387	в общую	1	1
388	не могут	1	1
389	необходимо также	1	1
390	могут быть	2	1
391	для обозначения	2	1
392	его значение	1	1
393	ничего общего	2	1
394	обычно в	1	1
395	же корень	1	1
396	из всего	1	1
397	они наделены	1	1
398	как не	2	1
399	вывод что	3	1
400	на основе	1	1
401	только при	1	1
402	как по	2	1
403	прямо и	1	1
404	то время	1	1
405	в пределах	1	1
406	однако эта	1	1
407	на том	1	1
408	если они	1	1
409	что у	2	1
410	учению об	1	1
411	что также	1	1
412	подойти к	2	1
413	имеется в	1	1
414	быть может	1	1
415	из теста	6	1
416	из основных	1	1
417	и нужно	1	1
418	только так	1	1
419	не был	1	1
420	вот почему	1	1
421	таким же	3	1
422	и объяснить	1	1
423	на что	2	1
424	и который	1	1
425	а также	3	1
426	из ряда	1	1
427	они ничего	1	1
428	нас в	1	1
429	должно было	2	1
430	связь между	2	1
431	от них	3	1
432	нуждается в	1	1
433	направлений в	1	1
434	кто в	1	1
435	что бы	1	1
436	это приводит	1	1
437	к которому	1	1
438	что здесь	1	1
439	содержится в	1	1
440	ничего а	1	1
441	в двух	1	1
442	в какой	2	1
443	но ни	2	1
444	последним и	1	1
445	и так	1	1
446	не было	2	1
447	брать на	1	1
448	это ни	1	1
449	не можем	3	1
450	и у	5	1
451	оно в	1	1
452	в виде	6	1
453	в начале	1	1
454	свидетельствует о	1	1
455	к своим	1	1
456	очевидно что	1	1
457	религии но	1	1
458	всяком случае	1	1
459	слова в	3	1
460	и один	1	1
461	и должна	1	1
462	своему не	1	1
463	не о	1	1
464	у него	2	1
465	на некоторые	1	1
466	себя но	1	1
467	ее на	1	1
468	в других	11	1
469	в очень	1	1
470	вид что	1	1
471	только у	2	1
472	же а	2	1
473	которых мы	1	1
474	не знали	2	1
475	мы еще	1	1
476	ему соответствует	1	1
477	и существует	1	1
478	иногда это	1	1
479	говорит о	1	1
480	те кто	1	1
481	в некоторых	4	1
482	по тем	1	1
483	и самый	1	1
484	к таким	3	1
485	жизнь в	1	1
486	его как	2	1
487	пр и	1	1
488	с которым	1	1
489	уже давно	1	1
490	нами как	1	1
491	границы между	1	1
492	и а	4	1
493	что каждый	1	1
494	смысл который	1	1
495	или по	1	1
496	их к	2	1
497	из которых	1	1
498	может так	1	1
499	им не	1	1
500	и смысла	1	1
501	по существу	4	1
502	друг с	1	1
503	может считаться	1	1
504	и другой	3	1
505	в изучении	2	1
506	тесто и	1	1
507	этого слова	3	1
508	как из	1	1
509	в так	1	1
510	но для	1	1
511	из чего	1	1
512	на одной	1	1
513	не является	1	1
514	очень интересный	1	1
515	его нет	1	1
516	или в	2	1
517	его с	4	1
518	о котором	1	1
519	тот кто	1	1
520	или нет	1	1
521	в третьем	1	1
522	мы должны	2	1
523	зрения в	1	1
524	корень что	1	1
525	также не	1	1
526	на более	1	1
527	а н	18	1
528	в целях	3	1
529	слово в	1	1
530	с ней	2	1
531	только как	1	1
532	другой в	1	1
533	относящиеся к	2	1
534	свете того	1	1
535	мы увидим	8	1
536	и семя	1	1
537	только о	1	1
538	из своей	1	1
539	от слова	1	1
540	но эти	3	1
541	к этому	4	1
542	думать что	3	1
543	можно назвать	1	1
544	в таком	1	1
545	они не	1	1
