N	2gram	Tiupa_Teor_1	Marksizm
100	так же	2	5
101	тем же	1	4
102	и ее	3	4
103	бы то	1	4
104	переживания и	1	4
105	только на	1	4
106	в себе	9	4
107	на то	1	4
108	в единстве	1	4
109	значение в	1	4
110	это не	2	4
111	было бы	1	4
112	и тем	3	4
113	в слове	3	4
114	одного и	3	4
115	тому что	2	4
116	в отношении	3	4
117	– высказывание	1	4
118	русском языке	1	4
119	и т.д	3	4
120	той или	1	4
121	для себя	1	4
122	в русском	1	4
123	того что	4	4
124	в формах	2	4
125	с ними	1	4
126	что он	1	4
127	речь в	1	4
128	в душе	8	4
129	и их	1	4
130	как раз	2	4
131	– в	15	4
132	– это	18	4
133	к пониманию	1	4
134	бы в	1	4
135	то что	3	4
136	сказать что	3	4
137	и то	2	3
138	и до	1	3
139	исходит из	1	3
140	еще не	4	3
141	столь же	2	3
142	в ее	5	3
143	для других	1	3
144	как такой	1	3
145	отличие от	6	3
146	за пределы	2	3
147	перед нами	2	3
148	все эти	2	3
149	в этой	3	3
150	слово в	1	3
151	он не	3	3
152	– на	3	3
153	одно и	1	3
154	здесь мы	1	3
155	не будет	2	3
156	в другом	3	3
157	той же	1	3
158	с другими	5	3
159	по себе	1	3
160	в этих	3	3
161	в своей	6	3
162	в отличие	6	3
163	язык –	1	3
164	в каком	1	3
165	у нас	2	3
166	языка в	4	3
167	могут быть	4	3
168	и это	2	3
169	значения и	2	3
170	на основе	2	3
171	о том	1	3
172	что и	2	3
173	в двух	1	3
174	одной из	2	3
175	в какой	2	3
176	вступить в	1	3
177	с одной	2	3
178	в качестве	24	3
179	так как	1	3
180	с другой	7	3
181	речи а	2	3
182	не было	1	3
183	одной стороны	2	3
184	языка не	1	3
185	для понимания	2	3
186	должно быть	1	3
187	и от	1	3
188	– с	5	3
189	не существует	1	3
190	как система	2	3
191	а в	13	3
192	значение –	1	3
193	языкового сознания	1	3
194	отношения к	2	2
195	одним из	2	2
196	связана с	1	2
197	высказывание мы	1	2
198	принадлежит только	2	2
199	от своего	2	2
200	из всего	1	2
201	случае это	1	2
202	вопрос о	1	2
203	всех без	3	2
204	имеют место	1	2
205	иное как	1	2
206	но как	1	2
207	дело обстоит	1	2
208	что они	1	2
209	в собственном	1	2
210	в одной	1	2
211	независимо от	1	2
212	в своем	4	2
213	в противном	1	2
214	слово однако	1	2
215	более или	2	2
216	что это	1	2
217	в нашем	4	2
218	следующей главе	1	2
219	данном контексте	1	2
220	высказывания не	1	2
221	не следует	4	2
222	эта система	1	2
223	в узком	3	2
224	переживания –	1	2
225	без исключения	4	2
226	одно слово	2	2
227	значительной степени	1	2
228	различие между	1	2
229	– то	1	2
230	оно становится	1	2
231	то есть	12	2
232	это было	2	2
233	делает его	2	2
234	в жизни	2	2
235	– над	1	2
236	рядом с	1	2
237	далеко не	2	2
238	и потому	2	2
239	или менее	2	2
240	место в	5	2
241	является в	1	2
242	по крайней	1	2
243	на языке	2	2
244	его внешней	2	2
245	в коем	2	2
246	слова как	3	2
247	и является	2	2
248	внутренней и	2	2
249	настоящего времени	1	2
250	разрыв между	1	2
251	должен быть	1	2
252	и о	4	2
253	но по	1	2
254	приводит к	5	2
255	сигнал –	1	2
256	не с	3	2
257	здесь как	1	2
258	все то	1	2
259	и даже	2	2
260	сводится к	5	2
261	в значительной	1	2
262	крайней мере	1	2
263	соединении с	2	2
264	но не	9	2
265	коем случае	2	2
266	они могут	1	2
267	себя в	6	2
268	языка а	1	2
269	свидетельствует о	1	2
270	ведь это	1	2
271	в диалоге	2	2
272	– так	1	2
273	у него	1	2
274	форм высказывания	2	2
275	тем что	1	2
276	внутреннего мира	2	2
277	в особенности	1	2
278	именно в	3	2
279	а с	3	2
280	что не	1	2
281	противном случае	1	2
282	во внутренней	2	2
283	они не	1	2
284	не на	2	2
285	однако и	1	2
286	о чем	1	2
287	вместе с	2	2
288	и особенно	2	2
289	к его	2	2
290	того или	3	2
291	в более	1	2
292	в следующей	2	2
293	или в	3	2
294	имеет дело	1	2
295	себя самого	1	2
296	и внешней	3	2
297	в системе	1	2
298	между ними	4	2
299	не знает	3	2
300	культуры как	1	2
301	– может	2	2
302	или иного	3	2
303	что в	9	2
304	можно говорить	1	1
305	также и	1	1
306	например в	1	1
307	для построения	1	1
308	как целому	1	1
309	человека и	1	1
310	то в	2	1
311	между двумя	3	1
312	конечно с	1	1
313	– являются	1	1
314	также что	1	1
315	между ним	1	1
316	иметь место	1	1
317	явлением –	1	1
318	не сделав	1	1
319	именно к	1	1
320	не была	1	1
321	является знаком	1	1
322	совпадает с	3	1
323	говорить о	3	1
324	что иное	1	1
325	из того	1	1
326	которое в	1	1
327	как впрочем	1	1
328	языковом сознании	1	1
329	подчеркнуть что	1	1
330	начало и	1	1
331	структура его	1	1
332	между собой	3	1
333	определенное значение	1	1
334	что его	1	1
335	является таким	1	1
336	литературы или	1	1
337	из этих	3	1
338	совсем не	1	1
339	– а	1	1
340	системы языка	1	1
341	даже вовсе	1	1
342	а только	3	1
343	не все	3	1
344	группы или	1	1
345	вступают в	1	1
346	а через	1	1
347	друг от	1	1
348	– словами	1	1
349	или иное	1	1
350	и я	1	1
351	в центре	1	1
352	и соответствующих	1	1
353	как в	5	1
354	данный момент	2	1
355	высказывания мы	1	1
356	в художественном	3	1
357	языкового знака	2	1
358	чего нет	1	1
359	могли бы	2	1
360	здесь –	1	1
361	высказывание есть	1	1
362	звука и	1	1
363	которого только	1	1
364	добро и	1	1
365	для которого	1	1
366	сливается с	1	1
367	к чему	2	1
368	другой –	1	1
369	в которой	2	1
370	как это	8	1
371	всякое понимание	1	1
372	так или	4	1
373	у каждого	1	1
374	и принципиальной	1	1
375	с их	2	1
376	как основной	1	1
377	ее как	1	1
378	не могла	1	1
379	с языком	2	1
380	что она	2	1
381	в статье	1	1
382	но именно	1	1
383	и синтаксические	1	1
384	к одному	1	1
385	художественного высказывания	3	1
386	в силу	1	1
387	и вот	3	1
388	можно назвать	1	1
389	человека –	1	1
390	высказывание принадлежит	1	1
391	разрешения проблемы	1	1
392	время эти	1	1
393	бы они	1	1
394	в каждом	1	1
395	ни были	1	1
396	этой внутренней	1	1
397	также является	1	1
398	сознание не	1	1
399	входит в	1	1
400	заключается в	2	1
401	ко второму	1	1
402	и иных	1	1
403	не совпадает	1	1
404	и последовательное	1	1
405	к миру	1	1
406	имеющихся в	1	1
407	национальный язык	1	1
408	только одно	1	1
409	к области	2	1
410	однако при	3	1
411	в них	2	1
412	нет в	1	1
413	с тем	1	1
414	внутреннее и	1	1
415	все это	2	1
416	остается в	1	1
417	и конец	1	1
418	места в	1	1
419	автором и	1	1
420	свою собственную	1	1
421	ее внутренней	1	1
422	или точнее	1	1
423	сочетании с	2	1
424	с толпой	1	1
425	заключать в	1	1
426	и помимо	1	1
427	мы конечно	1	1
428	не столько	1	1
429	большей степени	1	1
430	от его	1	1
431	конечном счете	6	1
432	значение для	1	1
433	не менее	4	1
434	– только	1	1
435	высказывания но	1	1
436	особого рода	2	1
437	но он	3	1
438	но во	1	1
439	друг другу	1	1
440	тем не	3	1
441	не могли	1	1
442	произведения в	1	1
443	и вся	1	1
444	есть деятельность	1	1
445	до известной	2	1
446	два полюса	1	1
447	в русской	6	1
448	мышления и	2	1
449	и притом	2	1
450	и сама	1	1
451	текста но	1	1
452	и внутренней	1	1
453	но она	2	1
454	– от	1	1
455	восприятия но	1	1
456	ясность и	1	1
457	принадлежит к	3	1
458	в структуре	2	1
459	это еще	1	1
460	не могло	2	1
461	первое слово	1	1
462	однако если	2	1
463	в самой	2	1
464	на себя	2	1
465	ему и	1	1
466	смысле –	1	1
467	авторское высказывание	1	1
468	не принадлежит	2	1
469	в составе	1	1
470	не ее	1	1
471	и делает	1	1
472	в действительности	1	1
473	что можно	3	1
474	места для	1	1
475	поэтому не	1	1
476	искусства и	1	1
477	не могут	2	1
478	что все	1	1
479	и такие	1	1
480	чем-то внешним	1	1
481	числе и	1	1
482	значения –	1	1
483	его с	1	1
484	слова с	1	1
485	оно не	1	1
486	этой своей	1	1
487	от друга	1	1
488	а язык	1	1
489	здесь не	1	1
490	речи ибо	1	1
491	языка лишь	1	1
492	они ни	1	1
493	то или	1	1
494	как знак	1	1
495	в себя	3	1
496	так в	4	1
497	организующая роль	1	1
498	роль в	2	1
499	и сам	1	1
500	на нее	1	1
501	в индивидуальную	1	1
502	в плоскости	1	1
503	и религии	1	1
504	чему не	1	1
505	в сочетании	2	1
506	языке поэтому	1	1
507	такой разрыв	1	1
508	до нас	1	1
509	ибо всякое	1	1
510	только и	1	1
511	национальные языки	1	1
512	ситуации и	1	1
513	приводящей к	1	1
514	знаков а	1	1
515	– поскольку	1	1
516	и поэтому	1	1
517	и что	3	1
518	для говорящего	1	1
519	можно сказать	3	1
520	жизни если	1	1
521	этих двух	2	1
522	и авторской	1	1
523	мы понимаем	1	1
524	– во	1	1
525	с одним	1	1
526	тем или	1	1
527	эта перемена	1	1
528	по типу	1	1
529	русской литературе	2	1
530	лишь путем	1	1
531	в конечном	6	1
532	эти два	1	1
533	понимание а	1	1
534	нуждается в	1	1
535	ним и	1	1
536	полноту и	1	1
537	менее широком	1	1
538	жизни –	2	1
539	во всей	1	1
540	утрачивает свою	1	1
541	и только	1	1
542	в другой	1	1
543	не сводится	4	1
544	в динамике	1	1
545	и мир	1	1
546	ни к	3	1
547	но с	1	1
548	оно и	1	1
549	знаков в	2	1
550	мы видим	1	1
551	тот же	1	1
552	дело с	1	1
553	языка на	1	1
554	целого и	1	1
555	может оказаться	2	1
556	впрочем и	1	1
557	место лишь	1	1
558	или его	1	1
559	их не	1	1
560	язык а	1	1
561	тот или	2	1
562	с которыми	1	1
563	так что	1	1
564	есть в	2	1
565	и др	1	1
566	оказывается в	3	1
567	уже не	4	1
568	в следующих	1	1
569	если в	2	1
570	смысла в	1	1
571	смысл слова	1	1
572	или даже	4	1
573	дает ему	1	1
574	из них	1	1
575	в высказывании	1	1
576	речи может	1	1
577	говорить об	1	1
578	в одном	2	1
579	у нее	1	1
580	ее не	1	1
581	оно –	1	1
582	к ним	1	1
583	случае не	2	1
584	на меня	3	1
585	в широком	1	1
586	но из	1	1
587	лишь для	1	1
588	имеет значение	1	1
589	единый смысл	1	1
590	языка могут	2	1
591	нам уже	1	1
592	со стороны	2	1
593	в данный	2	1
594	между которыми	1	1
595	другим и	1	1
596	или иначе	5	1
597	к нашему	2	1
598	– оно	1	1
599	внешней речи	2	1
600	а именно	2	1
601	ему не	1	1
602	к которому	3	1
603	соответствии с	2	1
604	с той	1	1
605	еще и	1	1
606	на которые	1	1
607	себя и	1	1
608	больше и	1	1
609	говорит о	1	1
610	равной степени	3	1
611	к более	1	1
612	в соответствии	3	1
613	превращается в	2	1
614	смысла и	1	1
615	– такова	1	1
616	а на	3	1
617	литературное произведение	1	1
618	из наиболее	1	1
619	другой стороны	5	1
620	дело в	2	1
621	теоретической и	1	1
622	если не	1	1
623	здесь именно	1	1
624	на фоне	2	1
625	продуктивной для	1	1
626	мы говорим	1	1
627	со словом	1	1
628	этих случаях	1	1
629	к жизни	2	1
630	в художественных	1	1
631	для обозначения	1	1
632	высказывания с	1	1
633	– антитезис	1	1
634	статье о	1	1
635	когда же	1	1
636	этот язык	1	1
637	в это	1	1
638	сказать не	1	1
639	и другим	1	1
640	быть признано	1	1
641	в условиях	1	1
642	в целом	3	1
643	на которой	1	1
644	действительности –	1	1
645	и зло	1	1
646	каждой из	1	1
647	известной степени	3	1
648	что ж	1	1
649	не подлежит	1	1
650	соответствующих форм	1	1
651	о котором	1	1
652	хотя и	3	1
653	– проблема	1	1
654	из своего	1	1
655	речевой ткани	1	1
656	и существенно	1	1
657	зрения в	1	1
658	потому что	3	1
659	все они	1	1
660	однако на	1	1
661	в равной	3	1
662	мы в	2	1
663	речь о	1	1
664	себе никакого	1	1
665	жизни в	2	1
666	нам не	1	1
667	стороны бытия	1	1
668	героя и	5	1
669	данном отношении	1	1
670	не сами	1	1
671	не что	1	1
672	данном высказывании	1	1
673	из этого	1	1
674	или иным	3	1
675	речи как	1	1
676	ее в	2	1
677	и другие	2	1
678	по поводу	1	1
679	том числе	2	1
