N	2gram	Vinokur_St_2	Literetu
245	беседует с	1	1
246	он был	2	1
247	он сам	1	1
248	этот текст	1	1
249	бы то	2	1
250	в чем	1	1
251	на своих	1	1
252	говорит у	2	1
253	самом деле	3	1
254	при жизни	1	1
255	б с	1	1
256	был подвиг	1	1
257	перед глазами	1	1
258	отличие от	2	1
259	русских поэтов	1	1
260	за пределы	1	1
261	которые не	3	1
262	и я	2	1
263	более чем	1	1
264	общего с	1	1
265	как в	3	1
266	как нам	1	1
267	в полном	3	1
268	когда он	1	1
269	я должен	1	1
270	к числу	1	1
271	и хотя	1	1
272	он написан	1	1
273	за собой	1	1
274	где все	1	1
275	для которого	1	1
276	в самом	7	1
277	утверждая что	1	1
278	в литературном	1	1
279	что это	3	1
280	все эти	2	1
281	не оставляет	1	1
282	в известном	3	1
283	особое место	1	1
284	но он	3	1
285	и те	2	1
286	на то	2	1
287	например как	1	1
288	пути с	1	1
289	не следует	1	1
290	в статье	2	1
291	но именно	1	1
292	конце концов	1	1
293	слова а	1	1
294	в живых	1	1
295	никак не	2	1
296	заглядывали в	1	1
297	и по	3	1
298	говоря в	1	1
299	таким образом	10	1
300	то ни	2	1
301	различие между	1	1
302	и глубоким	1	1
303	только не	2	1
304	его не	3	1
305	а по	1	1
306	необходимой для	1	1
307	входя в	1	1
308	с другими	1	1
309	всю свою	1	1
310	должен был	4	1
311	в исторических	1	1
312	против этой	1	1
313	мы видели	1	1
314	на таких	1	1
315	которую он	2	1
316	в этих	3	1
317	в своей	7	1
318	которого является	1	1
319	место в	1	1
320	что до	1	1
321	в отличие	2	1
322	от его	2	1
323	сам же	1	1
324	времени не	2	1
325	что этот	2	1
326	и вся	2	1
327	тому что	7	1
328	что есть	1	1
329	в отношении	2	1
330	знал что	1	1
331	но они	2	1
332	сущности говоря	1	1
333	можно указать	1	1
334	что ему	3	1
335	не имеет	2	1
336	того как	7	1
337	к новым	1	1
338	что ей	1	1
339	литературных явлений	1	1
340	и снова	1	1
341	и автор	1	1
342	не могло	3	1
343	и всегда	2	1
344	этих двух	1	1
345	в форму	1	1
346	и эстетическим	1	1
347	у кого	1	1
348	не нам	1	1
349	и теперь	2	1
350	связи с	4	1
351	мы и	1	1
352	что на	3	1
353	именно такой	1	1
354	свое собственное	1	1
355	которых он	1	1
356	не могут	1	1
357	и вполне	1	1
358	сравнительно с	1	1
359	к тому	10	1
360	с кем	1	1
361	которым в	1	1
362	но за	1	1
363	в наши	1	1
364	ничего общего	1	1
365	собеседников в	1	1
366	и о	4	1
367	того чтобы	6	1
368	свою очередь	1	1
369	здесь не	1	1
370	к какой	1	1
371	мысль о	1	1
372	в особенности	2	1
373	думаю что	1	1
374	идет не	1	1
375	в пределах	1	1
376	на том	1	1
377	была найдена	1	1
378	же касается	1	1
379	в образе	3	1
380	можно было	1	1
381	на нее	3	1
382	не за	1	1
383	каждого из	1	1
384	он писал	3	1
385	в сочетании	2	1
386	во второй	1	1
387	основана на	1	1
388	поэтому в	1	1
389	своего образа	1	1
390	году писал	1	1
391	в таком	1	1
392	в построении	1	1
393	же поэта	1	1
394	быть ни	1	1
395	с полным	1	1
396	искусства и	2	1
397	вот почему	1	1
398	одного из	1	1
399	не помню	1	1
400	после того	4	1
401	можно сказать	1	1
402	всех индивидуальных	1	1
403	должно было	3	1
404	другой поэт	1	1
405	те или	1	1
406	собственной жизни	1	1
407	во втором	1	1
408	бы в	1	1
409	чем и	1	1
410	в ту	1	1
411	оказался в	1	1
412	еще несколько	1	1
413	развивается в	1	1
414	тех пор	1	1
415	что только	1	1
416	я слышу	1	1
417	ср у	3	1
418	неудивительно что	3	1
419	здесь о	1	1
420	что роман	1	1
421	а после	1	1
422	на самого	1	1
423	лица ни	1	1
424	только на	1	1
425	что писал	2	1
426	от других	1	1
427	а то	1	1
428	где бы	1	1
429	ответ на	1	1
430	с какой	1	1
431	ни с	2	1
432	себе в	1	1
433	в прозе	1	1
434	не для	1	1
435	образом не	2	1
436	нет и	2	1
437	в исторической	1	1
438	и стал	1	1
439	как у	3	1
440	что человек	1	1
441	не просто	1	1
442	именно в	4	1
443	к которому	1	1
444	я был	1	1
445	текст в	1	1
446	еще и	3	1
447	а с	3	1
448	из таких	2	1
449	в романе	4	1
450	говорит о	2	1
451	только по	2	1
452	языка в	2	1
453	несколько примеров	1	1
454	все время	1	1
455	здесь этот	1	1
456	в ряду	1	1
457	собственному признанию	1	1
458	по нашему	1	1
459	имея в	1	1
460	читателей в	1	1
461	в творчестве	1	1
462	эти слова	2	1
463	так же	3	1
464	и потому	2	1
465	место у	1	1
466	характера и	1	1
467	на рубеже	3	1
468	пушкина как	3	1
469	что же	1	1
470	с тех	1	1
471	сам поэт	1	1
472	вести о	1	1
473	в развитии	1	1
474	в своем	9	1
475	в это	2	1
476	ценность и	1	1
477	всем что	1	1
478	в контексте	1	1
479	его в	2	1
480	и от	1	1
481	и некоторые	1	1
482	в ранг	1	1
483	на существование	1	1
484	силу и	1	1
485	имел в	1	1
486	я с	1	1
487	о мире	2	1
488	не мог	3	1
489	за его	1	1
490	на самом	3	1
491	он по	2	1
492	на память	4	1
493	всего что	1	1
494	от него	1	1
495	и все	1	1
496	этого рода	1	1
497	еще более	4	1
498	ни к	1	1
499	можно признать	1	1
500	извлечь из	1	1
501	отношении к	3	1
502	но разве	1	1
503	от своего	1	1
504	имеет ничего	1	1
505	начать с	1	1
506	в свою	1	1
507	к его	1	1
508	в последнем	1	1
509	из этого	1	1
510	сам в	1	1
511	который в	1	1
512	занимает в	1	1
513	лица к	1	1
514	своих читателей	1	1
515	сочетании с	2	1
516	а я	1	1
517	ее в	2	1
518	политики в	1	1
519	пушкин и	9	1
520	каждое слово	1	1
521	который не	1	1
522	к этому	4	1
523	можно назвать	1	1
524	они не	2	1
525	гораздо более	1	1
