N	2gram	Potebnia_M_3	Problemy
411	этот народ	1	1
412	или наоборот	1	1
413	что уже	2	1
414	время как	1	1
415	но она	1	1
416	оно вообще	1	1
417	бы ни	3	1
418	которое не	2	1
419	то это	6	1
420	и заставляет	1	1
421	такое же	3	1
422	в каждой	4	1
423	всех сторон	1	1
424	свою очередь	3	1
425	он был	1	1
426	а еще	1	1
427	со словами	1	1
428	бы она	1	1
429	сказать и	1	1
430	не исчерпываются	1	1
431	то он	2	1
432	в голове	1	1
433	всего он	1	1
434	не все	4	1
435	чтоб не	1	1
436	а и	4	1
437	тут же	2	1
438	из средств	1	1
439	когда например	2	1
440	чем же	1	1
441	сих пор	3	1
442	независимо от	5	1
443	самосознание и	1	1
444	из уст	1	1
445	самим предметом	1	1
446	совершенно другой	1	1
447	внутренняя жизнь	1	1
448	в душу	1	1
449	перед нами	2	1
450	могли бы	1	1
451	что по	2	1
452	и каждое	2	1
453	вследствие своей	1	1
454	это определение	1	1
455	и между	4	1
456	что слово	7	1
457	сами себя	1	1
458	не дано	1	1
459	сказать о	1	1
460	тоже не	1	1
461	в этой	2	1
462	о слове	2	1
463	и тот	2	1
464	бы только	1	1
465	и до	2	1
466	говорит не	1	1
467	все только	1	1
468	говорить с	1	1
469	во многих	1	1
470	слово это	2	1
471	не могла	2	1
472	человек не	2	1
473	главным образом	1	1
474	к миру	1	1
475	после этого	1	1
476	идеи и	2	1
477	как увидим	1	1
478	в корне	1	1
479	из виду	2	1
480	таких которые	1	1
481	языком и	1	1
482	из него	2	1
483	так например	2	1
484	заключает в	5	1
485	на то	2	1
486	бы от	1	1
487	в нее	1	1
488	о таком	1	1
489	одно и	5	1
490	или слово	1	1
491	а вместе	1	1
492	здесь мы	1	1
493	и может	3	1
494	сознание и	1	1
495	действует на	5	1
496	об этом	2	1
497	и внутренняя	1	1
498	этим другим	1	1
499	них не	1	1
500	то есть	34	1
501	понять его	1	1
502	может стать	2	1
503	и мы	2	1
504	в свой	2	1
505	приходит в	1	1
506	любовь к	1	1
507	по целым	1	1
508	только одно	1	1
509	само собою	1	1
510	друга что	1	1
511	она и	1	1
512	словом слово	1	1
513	нигде не	1	1
514	из груди	1	1
515	здесь можно	1	1
516	строгом смысле	1	1
517	такою же	1	1
518	и было	1	1
519	в один	4	1
520	себе все	1	1
521	в других	2	1
522	в эту	1	1
523	в этих	1	1
524	места в	1	1
525	время своих	1	1
526	можно сказать	3	1
527	и при	4	1
528	таким же	1	1
529	причины и	1	1
530	как все	1	1
531	и навсегда	1	1
532	не столько	2	1
533	стало быть	1	1
534	но эта	1	1
535	другом и	1	1
536	над всеми	3	1
537	свое состояние	1	1
538	не поймет	1	1
539	своим я	1	1
540	и более	1	1
541	есть еще	3	1
542	том же	2	1
543	слова ни	1	1
544	что этот	1	1
545	в устах	1	1
546	бы быть	2	1
547	мир он	1	1
548	существует для	3	1
549	без его	1	1
550	она не	2	1
551	от нас	3	1
552	есть нечто	4	1
553	на котором	2	1
554	в процессе	1	1
555	и именно	1	1
556	образом в	3	1
557	тогда когда	9	1
558	слово и	3	1
559	отчасти к	1	1
560	и по	4	1
561	но очень	1	1
562	развивается в	1	1
563	предмету но	1	1
564	значит для	1	1
565	и теперь	6	1
566	связи с	2	1
567	мы бы	1	1
568	всего то	1	1
569	здесь же	1	1
570	не видит	1	1
571	некоторое время	1	1
572	этом отношении	2	1
573	похожи на	1	1
574	ни о	3	1
575	нигде нет	1	1
576	не могут	5	1
577	когда мы	2	1
578	сравнительно с	5	1
579	и другим	1	1
580	себе что	2	1
581	хотя именно	1	1
582	пор еще	1	1
583	для того	4	1
584	оно не	4	1
585	него как	1	1
586	мы привели	1	1
587	и самое	2	1
588	и которая	1	1
589	приходит к	1	1
590	и о	2	1
591	того чтобы	3	1
592	ни одно	1	1
593	здесь не	1	1
594	без всякого	1	1
595	данном случае	1	1
596	даны уже	1	1
597	и получает	2	1
598	только не	2	1
599	него самого	3	1
600	она только	1	1
601	речи то	1	1
602	котором мы	2	1
603	за то	1	1
604	времени и	1	1
605	каждого из	2	1
606	того и	1	1
607	определение слова	1	1
608	бы слово	1	1
609	даны в	1	1
610	из одного	1	1
611	и действий	1	1
612	в разных	2	1
613	можно бы	4	1
614	и человека	1	1
615	каждый раз	2	1
616	на все	2	1
617	в произведении	3	1
618	мы могли	1	1
619	не перед	1	1
620	никак не	3	1
621	или на	2	1
622	этой мысли	2	1
623	после того	1	1
624	ли она	4	1
625	должно было	2	1
626	все в	2	1
627	связь между	2	1
628	я а	3	1
629	ними в	1	1
630	других но	1	1
631	равнодушие к	1	1
632	каков бы	1	1
633	в ту	1	1
634	еще только	1	1
635	происходит в	1	1
636	что здесь	1	1
637	как например	1	1
638	на которой	3	1
639	в большей	2	1
640	слове и	5	1
641	что только	6	1
642	но слово	3	1
643	должен быть	1	1
644	не идет	1	1
645	впрочем и	2	1
646	сырой материал	1	1
647	образа в	4	1
648	самого говорящего	1	1
649	между этими	1	1
650	содержание его	1	1
651	на мир	2	1
652	хотя во	1	1
653	вопрос об	2	1
654	с одной	7	1
655	есть это	1	1
656	себя в	1	1
657	из которого	1	1
658	а напротив	2	1
659	мысли нет	1	1
660	что если	1	1
661	или не	1	1
662	это несправедливо	1	1
663	на свое	3	1
664	рано или	1	1
665	а то	1	1
666	она действительно	1	1
667	слова если	2	1
668	ответ на	3	1
669	никто не	3	1
670	до того	4	1
671	в прошлом	1	1
672	слово как	5	1
673	на душу	1	1
674	для меня	4	1
675	меня то	2	1
676	мы можем	3	1
677	но что	2	1
678	и столь	1	1
679	и вместе	3	1
680	другой и	2	1
681	принять и	2	1
682	в очень	1	1
683	одном слове	1	1
684	ее со	1	1
685	оно способно	1	1
686	или поздно	1	1
687	что на	1	1
688	устранить из	1	1
689	не были	2	1
690	одном месте	1	1
691	до сих	3	1
692	массою а	1	1
693	что человек	2	1
694	и суждения	1	1
695	чем он	1	1
696	и быть	1	1
697	еще и	1	1
698	мы еще	1	1
699	один и	1	1
700	предмет и	2	1
701	что будет	1	1
702	слияния с	1	1
703	не говоря	3	1
704	может ли	1	1
705	на этот	1	1
706	мы так	1	1
707	слов одного	1	1
708	было для	1	1
709	было как	1	1
710	или с	2	1
711	и вне	1	1
712	но оно	6	1
713	него в	1	1
714	этим определяются	1	1
715	время с	1	1
716	есть субъект	1	1
717	ко всем	2	1
718	человека к	1	1
719	что другой	2	1
720	в строгом	1	1
721	первые слова	1	1
722	какого бы	1	1
723	что первая	1	1
724	в данном	1	1
725	черты выступают	1	1
726	она есть	1	1
727	явления что	1	1
728	и там	1	1
729	эта совокупность	1	1
730	образ и	6	1
731	в тот	1	1
732	как средство	2	1
733	на первом	1	1
734	я с	1	1
735	ко мне	1	1
736	быть не	2	1
737	от простой	1	1
738	находится под	1	1
739	слова есть	3	1
740	художественное произведение	6	1
741	с первой	1	1
742	что сознание	1	1
743	только для	1	1
744	если оно	1	1
745	что касается	1	1
746	это последнее	2	1
747	самого и	1	1
748	слова но	2	1
749	его душе	1	1
750	слове мы	1	1
751	вызывают в	1	1
752	или в	3	1
753	может но	1	1
754	между ними	1	1
755	еще раз	2	1
756	и видит	2	1
757	которая в	1	1
758	бы даже	1	1
759	мысль о	5	1
760	предполагало бы	1	1
761	несмотря на	2	1
762	хотя в	1	1
763	давно уже	1	1
764	над собою	1	1
765	здесь только	3	1
766	одной из	2	1
767	может и	1	1
768	в свою	3	1
769	во-вторых если	2	1
770	своего мира	1	1
771	был у	1	1
772	и слияние	1	1
773	было быть	1	1
774	себе не	4	1
775	уже есть	1	1
776	я могу	1	1
