N	2gram	Tiupa_Lite_3	DiskursI
184	себя в	7	2
185	определяется не	1	2
186	стороны и	2	2
187	что касается	1	2
188	хотя и	4	2
189	когда он	2	2
190	сознания в	1	2
191	более или	1	2
192	в противоположность	2	2
193	в этой	8	2
194	социального взаимодействия	1	2
195	так сказать	1	2
196	в значении	1	2
197	по словам	1	2
198	к искусству	1	2
199	в принципе	2	2
200	силу своей	1	2
201	том чтобы	2	2
202	подобно тому	2	2
203	человека в	2	2
204	исходя из	1	2
205	в каждом	1	2
206	с позиций	1	2
207	и тем	3	2
208	соответствии с	5	2
209	не всегда	2	2
210	или менее	1	2
211	в г	3	2
212	мысли и	1	2
213	начале х	3	2
214	а.н веселовского	2	2
215	в историческом	1	2
216	и герой	1	2
217	то с	1	2
218	по мере	1	2
219	не менее	2	2
220	текста и	2	2
221	нельзя не	1	2
222	вольно или	1	2
223	х годов	15	2
224	в тексте	4	2
225	и его	6	2
226	уже о	3	2
227	к себе	8	2
228	этой причине	1	2
229	его понимании	1	2
230	же самое	2	2
231	числе и	2	2
232	значительной степени	1	2
233	но одновременно	2	2
234	не есть	1	2
235	оно не	2	2
236	и он	1	2
237	как мы	2	2
238	с ее	3	2
239	говоря уже	4	2
240	данном случае	4	2
241	языка и	1	2
242	на том	1	2
243	по этой	2	2
244	в другом	6	2
245	было в	1	2
246	или невольно	1	2
247	разного рода	1	2
248	но отнюдь	1	2
249	а по	2	2
250	о нем	2	2
251	сути своей	1	2
252	одного из	2	2
253	в значительной	1	2
254	времени в	1	2
255	на протяжении	1	2
256	и требует	1	2
257	них в	1	2
258	в литературе	1	2
259	и одновременно	2	2
260	и представляет	1	2
261	и ее	2	2
262	в литературоведении	1	2
263	есть в	1	2
264	уже в	1	2
265	свидетельствует о	1	2
266	или даже	1	2
267	по выражению	1	2
268	обнаруживаются в	1	2
269	текста в	1	2
270	в одном	4	2
271	адресата и	1	2
272	человеческого присутствия	2	2
273	следует признать	2	2
274	никогда не	4	2
275	никого не	1	2
276	из двух	1	2
277	на ее	1	2
278	чем он	1	2
279	героя и	1	2
280	более того	3	2
281	в соответствии	3	2
282	а сам	1	2
283	из наиболее	1	2
284	о чем	3	2
285	произведение в	1	2
286	и адресата	2	2
287	принадлежности к	1	2
288	то она	2	2
289	к его	1	2
290	за рамки	1	2
291	в ряду	1	2
292	жизни в	4	2
293	и было	1	2
294	события а	1	2
295	высказывания и	1	2
296	в начале	4	2
297	к другим	1	2
298	за его	2	2
299	мой взгляд	1	2
300	на мой	1	2
301	о котором	1	2
302	особого рода	5	2
303	и все	1	2
304	будто бы	1	2
305	может и	1	2
306	не говоря	4	2
307	эстетического субъекта	7	2
308	они не	1	2
309	к этому	2	2
310	том числе	3	2
311	второй из	2	1
312	как известно	1	1
313	такова была	1	1
314	и то	1	1
315	самом деле	3	1
316	на самом	1	1
317	это и	1	1
318	идет о	1	1
319	он предстает	2	1
320	и до	1	1
321	из его	1	1
322	которое может	1	1
323	и за	1	1
324	обойтись без	1	1
325	той же	3	1
326	к предмету	2	1
327	собой как	1	1
328	из своих	1	1
329	говорить о	1	1
330	образом мыслит	1	1
331	принадлежит к	1	1
332	я не	2	1
333	но уже	3	1
334	из того	2	1
335	мы и	2	1
336	работе над	1	1
337	иосифа бродского	1	1
338	предстает как	2	1
339	в xix	1	1
340	субъекта объекта	1	1
341	он сам	1	1
342	хх веке	3	1
343	не могу	2	1
344	которой нет	1	1
345	не знала	1	1
346	высказывание и	1	1
347	оно в	1	1
348	в противовес	7	1
349	конечном счете	1	1
350	герой не	1	1
351	себе и	1	1
352	он пишет	1	1
353	нет и	1	1
354	теории высказывания	1	1
355	что они	1	1
356	независимо от	1	1
357	не согласиться	2	1
358	своей не	1	1
359	обращения к	1	1
360	не тождественна	1	1
361	художественных текстов	1	1
362	это тоже	1	1
363	я к	2	1
364	или иную	1	1
365	согласно дефиниции	1	1
366	всего лишь	5	1
367	ситуации в	1	1
368	остальной жизни	1	1
369	бы и	3	1
370	решающее значение	2	1
371	он в	2	1
372	в нашем	1	1
373	право на	2	1
374	по преимуществу	1	1
375	что к	1	1
376	говорящего автора	1	1
377	сознания с	2	1
378	жизнь как	2	1
379	на то	2	1
380	к эстетическому	1	1
381	в случае	2	1
382	в общении	1	1
383	быть только	2	1
384	взаимодействия трех	1	1
385	в определенном	1	1
386	он не	1	1
387	с ней	2	1
388	все перечисленные	1	1
389	в первую	1	1
390	в понимании	1	1
391	не к	1	1
392	собой не	1	1
393	творческой памяти	1	1
394	губительна для	1	1
395	содержит в	1	1
396	середине хх	1	1
397	как от	1	1
398	оно обладает	1	1
399	на адресата	1	1
400	однако во	1	1
401	высшей формы	1	1
402	мы его	1	1
403	не за	1	1
404	значение в	1	1
405	в мире	16	1
406	самим собой	3	1
407	на все	1	1
408	как писал	2	1
409	и других	1	1
410	сознания к	1	1
411	первую очередь	1	1
412	с другими	1	1
413	искусства в	1	1
414	действительности в	2	1
415	своей основе	1	1
416	здесь это	2	1
417	в жизни	8	1
418	который по	1	1
419	общения по	1	1
420	действия а	2	1
421	о которых	1	1
422	с этой	2	1
423	с тем	1	1
424	в слове	3	1
425	словесности в	1	1
426	со своими	2	1
427	и вне	1	1
428	более не	1	1
429	текста может	1	1
430	слова и	1	1
431	продукт социального	1	1
432	автора и	2	1
433	только тем	1	1
434	эстетического отношения	2	1
435	в этих	1	1
436	о ком	1	1
437	во время	1	1
438	трех говорящего	1	1
439	и при	2	1
440	она сама	1	1
441	что такое	1	1
442	художественного творчества	2	1
443	не становится	3	1
444	с точки	3	1
445	с позиции	1	1
446	этого текста	2	1
447	не столько	1	1
448	как совокупность	1	1
449	путем в	1	1
450	коммуникативной функции	1	1
451	вплоть до	2	1
452	процесса и	1	1
453	в россии	1	1
454	что было	1	1
455	тем не	1	1
456	и эти	1	1
457	и более	1	1
458	образ не	1	1
459	между двумя	1	1
460	с миром	1	1
461	чистом виде	1	1
462	до конца	4	1
463	тем самым	7	1
464	даже не	1	1
465	аналогично тому	1	1
466	не имеет	1	1
467	и притом	1	1
468	своего существования	1	1
469	не по	1	1
470	в русской	1	1
471	мы все	1	1
472	для всего	1	1
473	жизненной позиции	1	1
474	не вполне	2	1
475	для всех	1	1
476	такова что	1	1
477	впрочем в	1	1
478	к концу	1	1
479	субъекта высказывания	1	1
480	и является	1	1
481	во всем	1	1
482	xix веке	1	1
483	и теперь	1	1
484	целом и	2	1
485	входят в	1	1
486	как будто	4	1
487	этом отношении	5	1
488	и делает	1	1
489	эстетический объект	3	1
490	явно не	1	1
491	точке зрения	1	1
492	личности в	3	1
493	своего адресата	1	1
494	уже были	1	1
495	от воспринимающего	1	1
496	когда мы	1	1
497	отсутствии у	1	1
498	того о	1	1
499	его с	1	1
500	существования на	1	1
501	объекта и	2	1
502	все еще	3	1
503	как некое	1	1
504	и последующей	1	1
505	говоря словами	3	1
506	однако по	1	1
507	в работе	2	1
508	в театре	1	1
509	ни даже	1	1
510	но по	1	1
511	здесь не	2	1
512	и от	1	1
513	справедливо не	1	1
514	чтобы быть	1	1
515	художественного мышления	6	1
516	на объект	1	1
517	обращаясь к	1	1
518	своей мысли	1	1
519	и сам	2	1
520	по аналогии	2	1
521	произведение искусства	6	1
522	здесь как	2	1
523	особый интерес	1	1
524	во второй	2	1
525	том как	1	1
526	б.м гаспарова	1	1
527	в.т и	2	1
528	если бы	2	1
529	в словах	3	1
530	деятельности в	1	1
531	о ней	1	1
532	быть в	1	1
533	другой он	1	1
534	и читателем	1	1
535	при котором	1	1
536	все прочие	1	1
537	означает не	1	1
538	общественного сознания	2	1
539	термин дискурс	1	1
540	нас в	1	1
541	в эстетической	2	1
542	в конечном	1	1
543	составляет не	1	1
544	к нему	1	1
545	аналогичным образом	1	1
546	теперь уже	1	1
547	складывается из	2	1
548	творчества в	1	1
549	нет у	1	1
550	об отсутствии	2	1
551	интертекстуальные связи	1	1
552	этом как	1	1
553	чем и	1	1
554	вслед за	3	1
555	наконец в	3	1
556	в середине	1	1
557	человека как	1	1
558	вообще в	1	1
559	ком или	1	1
560	герой в	2	1
561	что здесь	1	1
562	общих для	1	1
563	актуализируется в	1	1
564	трудно не	1	1
565	с ними	2	1
566	и действительно	1	1
567	они по	1	1
568	например с	1	1
569	по мнению	1	1
570	принципиально иная	1	1
571	мнению автора	1	1
572	со всеми	2	1
573	с двумя	1	1
574	семантическая трансформация	1	1
575	которому он	2	1
576	работе проблема	1	1
577	я в	7	1
578	свою родину	1	1
579	только на	1	1
580	ее а	1	1
581	участникам речевого	1	1
582	то и	1	1
583	и последовательно	1	1
584	если в	1	1
585	за счет	1	1
586	человеческой деятельности	2	1
587	за ним	2	1
588	к своим	2	1
589	местам и	1	1
590	ту или	1	1
591	очевидно что	1	1
592	к чему-то	1	1
593	и их	1	1
594	в прозе	1	1
595	представлений о	1	1
596	в конце	2	1
597	друг друга	1	1
598	говорят героя	1	1
599	не случайно	3	1
600	хх столетия	3	1
601	субъекта жизни	2	1
602	как раз	2	1
603	автора как	1	1
604	чем говорят	1	1
605	для слушателей	1	1
606	момент в	1	1
607	и побуждает	1	1
608	тем чем	1	1
609	в области	3	1
610	сюда же	1	1
611	а именно	5	1
612	было бы	2	1
613	еще и	2	1
614	или о	1	1
615	или словами	3	1
616	себя и	2	1
617	его из	1	1
618	которая и	1	1
619	картину мира	1	1
620	в хх	3	1
621	к более	1	1
622	сознания именно	1	1
623	связано с	1	1
624	только по	1	1
625	мы сами	1	1
626	бы назвать	1	1
627	ничем не	1	1
628	не на	1	1
629	которое по	1	1
630	напротив к	1	1
631	когда ни	1	1
632	было сказано	1	1
633	и поэтика	1	1
634	от мира	1	1
635	на слово	2	1
636	художественного целого	1	1
637	несмотря на	2	1
638	в связи	1	1
639	природе искусства	2	1
640	вместе с	5	1
641	виртуальный объект	1	1
642	как представляется	1	1
643	соотносима с	1	1
644	как это	3	1
645	некоторые из	1	1
646	т.п и	1	1
647	из трех	1	1
648	в иных	3	1
649	словесного творчества	1	1
650	восходит к	1	1
651	их к	1	1
652	социокультурного взаимодействия	1	1
653	литературного процесса	1	1
654	самое можно	1	1
655	целом ряде	1	1
656	в той	1	1
657	проблема речевых	1	1
658	стихотворений и	1	1
659	не наиболее	1	1
660	основе этих	1	1
661	исторической поэтики	1	1
662	предстает субъектом	1	1
663	предполагает в	1	1
664	в начальных	1	1
665	не создает	1	1
666	это контекст	2	1
667	в чистом	1	1
668	в контексте	1	1
669	в первые	1	1
670	эстетическое переживание	2	1
671	в эстетический	1	1
672	аналогии с	1	1
673	не об	1	1
674	в чем	1	1
675	это явление	1	1
676	исторический период	1	1
677	писал в	1	1
678	под названием	1	1
679	годов в	2	1
680	в книге	1	1
681	это уже	1	1
682	жизненное поведение	1	1
683	я всегда	1	1
684	вопрос о	2	1
685	это как	3	1
686	которая в	1	1
687	себя самого	1	1
688	у них	1	1
689	было провозглашено	1	1
690	но это	1	1
691	она же	1	1
692	души с	1	1
693	в мировом	1	1
694	отношении к	1	1
695	в период	1	1
696	не знает	2	1
697	отношением к	2	1
698	для каждой	1	1
699	другим участникам	1	1
700	всех других	1	1
701	культуры в	1	1
702	тексты не	1	1
703	ее адресата	1	1
704	читателя и	2	1
705	и состоит	1	1
706	из романа	1	1
707	актуальной для	1	1
708	достоянием культуры	1	1
709	всем своим	1	1
710	по причине	1	1
711	который не	1	1
712	причастности к	6	1
713	в таком	1	1
