N	2gram	Vinokur_St_2	EvropaiC
150	вопрос о	6	3
151	не вполне	1	3
152	в данном	2	3
153	очевидно что	2	3
154	которые не	3	3
155	в истории	2	3
156	еще больше	1	3
157	целый ряд	1	3
158	так или	1	3
159	в тех	2	3
160	в нем	4	3
161	народ не	1	3
162	и по	3	3
163	они должны	1	3
164	в совершенно	1	3
165	на этой	1	3
166	заключается в	1	3
167	на почве	2	3
168	с тем	7	3
169	в этих	3	3
170	представление о	1	3
171	даже в	2	3
172	освободиться от	1	3
173	образом в	1	3
174	для нас	1	3
175	у нас	3	3
176	должны быть	1	3
177	что оно	1	3
178	ничего общего	1	3
179	всегда будет	2	3
180	и это	2	3
181	то ни	2	3
182	данном случае	1	3
183	и вообще	2	3
184	настоящее время	1	3
185	у обоих	1	3
186	сомнению что	1	3
187	тот же	1	3
188	очень много	1	3
189	конечно не	1	3
190	в начале	3	3
191	различия в	1	3
192	при помощи	4	3
193	может служить	1	3
194	отличие от	2	3
195	является ли	1	3
196	как у	3	3
197	или иначе	1	3
198	прежде всего	5	3
199	в связи	1	3
200	и потому	2	3
201	по одному	1	3
202	не подлежит	1	3
203	в настоящее	1	3
204	что только	1	3
205	не то	3	3
206	от него	1	3
207	бы в	1	3
208	только что	2	3
209	а в	1	3
210	можно назвать	1	3
211	ту же	1	2
212	в котором	7	2
213	и до	1	2
214	по его	3	2
215	также и	2	2
216	общества и	1	2
217	почти все	2	2
218	что элементы	1	2
219	в сущности	1	2
220	мы и	1	2
221	один общий	1	2
222	в ней	7	2
223	свою очередь	1	2
224	что оба	2	2
225	бы то	2	2
226	во всяком	3	2
227	друг к	1	2
228	но как	1	2
229	в сторону	1	2
230	что они	2	2
231	из таких	2	2
232	общего с	1	2
233	не очень	1	2
234	в общий	1	2
235	и те	2	2
236	вследствие этого	1	2
237	что она	1	2
238	не следует	1	2
239	том чтобы	1	2
240	а это	1	2
241	а затем	2	2
242	же касается	1	2
243	конечно в	2	2
244	к другу	1	2
245	смотреть на	1	2
246	в них	2	2
247	нет в	1	2
248	и уже	1	2
249	мы видели	1	2
250	такой же	1	2
251	в один	2	2
252	на таких	1	2
253	в эту	3	2
254	которую он	2	2
255	но если	1	2
256	давно уже	3	2
257	можно ли	1	2
258	что до	1	2
259	ответить на	1	2
260	и более	2	2
261	тому что	7	2
262	она не	1	2
263	одна из	1	2
264	на него	1	2
265	в процессе	2	2
266	в основе	1	2
267	говорить о	1	2
268	только не	2	2
269	этих двух	1	2
270	очень мало	2	2
271	на этом	1	2
272	доказать что	2	2
273	что на	3	2
274	в среде	1	2
275	виде как	1	2
276	о них	1	2
277	как мы	1	2
278	как не	1	2
279	рассматривать как	1	2
280	только при	1	2
281	стоят в	1	2
282	на том	1	2
283	и сам	2	2
284	что у	4	2
285	на нее	3	2
286	те же	1	2
287	принять во	2	2
288	в виду	7	2
289	а к	2	2
290	именно потому	1	2
291	в другом	4	2
292	же время	1	2
293	во втором	1	2
294	в ту	1	2
295	для самого	1	2
296	было бы	5	2
297	но с	4	2
298	этот вопрос	2	2
299	жизни и	1	2
300	то и	1	2
301	ни было	2	2
302	борьбы с	3	2
303	со временем	1	2
304	тем сильнее	1	2
305	это обстоятельство	1	2
306	одно из	1	2
307	для него	4	2
308	всяком случае	3	2
309	вовсе не	6	2
310	из нее	3	2
311	не было	3	2
312	с общим	1	2
313	только один	1	2
314	представляет собою	1	2
315	себя и	1	2
316	что для	1	2
317	одну из	1	2
318	во внимание	2	2
319	будет иметь	1	2
320	почти ничего	1	2
321	в частности	4	2
322	независимо от	1	2
323	но не	3	2
324	что же	1	2
325	из этой	2	2
326	с этой	2	2
327	и тому	1	2
328	и некоторые	1	2
329	между прочим	12	2
330	ни для	1	2
331	но для	1	2
332	в отдельных	1	2
333	с ними	1	2
334	между ними	1	2
335	в свою	1	2
336	они не	2	2
337	гораздо более	1	2
338	смысле слова	1	1
339	в силе	2	1
340	например в	3	1
341	по адресу	2	1
342	не изменил	1	1
343	это и	1	1
344	основан на	1	1
345	что когда	1	1
346	из народа	1	1
347	в первом	1	1
348	дело однако	1	1
349	смысл этого	2	1
350	из его	2	1
351	эпохи то	1	1
352	высшей степени	1	1
353	в зависимости	1	1
354	той же	1	1
355	а как	4	1
356	на тех	1	1
357	мы не	1	1
358	и тут	1	1
359	что многие	1	1
360	догадаться что	1	1
361	на себя	3	1
362	я не	7	1
363	вместо того	1	1
364	зависимости от	1	1
365	в народных	1	1
366	надо иметь	1	1
367	к своему	2	1
368	стороны но	1	1
369	с народом	1	1
370	на них	1	1
371	он сам	1	1
372	при сравнении	2	1
373	и жизни	1	1
374	всю свою	1	1
375	с его	2	1
376	только после	1	1
377	это имеет	1	1
378	в создании	1	1
379	истинный смысл	1	1
380	малейшего намека	1	1
381	особенно если	1	1
382	и другие	2	1
383	с возмущением	1	1
384	перед глазами	1	1
385	себе и	1	1
386	тому времени	2	1
387	со стороны	2	1
388	нет и	2	1
389	для борьбы	1	1
390	отличаются от	1	1
391	к сожалению	2	1
392	проч все	1	1
393	что во	1	1
394	если она	1	1
395	как в	3	1
396	что именно	2	1
397	будто должно	1	1
398	понимать в	1	1
399	кроме того	4	1
400	и как	2	1
401	по пути	2	1
402	тем же	2	1
403	и хотя	1	1
404	и кто	1	1
405	не приходится	4	1
406	представлению о	1	1
407	а во-вторых	1	1
408	возможно что	1	1
409	то обстоятельство	4	1
410	о ее	1	1
411	на его	2	1
412	но именно	1	1
413	от которого	1	1
414	одному из	1	1
415	перестает быть	1	1
416	и еще	1	1
417	в принципе	1	1
418	к одному	1	1
419	но вместе	1	1
420	прошлого века	1	1
421	одному и	1	1
422	v но	1	1
423	одно и	1	1
424	тут не	1	1
425	в каждом	1	1
426	больше всего	2	1
427	тем в	2	1
428	различие между	1	1
429	затем уже	1	1
430	для своей	2	1
431	зрения на	1	1
432	это было	2	1
433	с другими	1	1
434	позднее и	1	1
435	у современных	1	1
436	каждого из	1	1
437	лишь на	1	1
438	и тем	1	1
439	указаний на	1	1
440	кажется что	3	1
441	само собою	2	1
442	а за	1	1
443	помощи этой	1	1
444	концу этого	1	1
445	и такая	1	1
446	в развитии	1	1
447	можно считать	1	1
448	известный запас	1	1
449	материал но	1	1
450	не мог	3	1
451	к первому	2	1
452	в своей	7	1
453	что среди	1	1
454	что такое	2	1
455	нас не	2	1
456	можно найти	1	1
457	это делает	1	1
458	то для	1	1
459	его мнению	1	1
460	не к	2	1
461	далее в	2	1
462	что я	2	1
463	и той	1	1
464	но он	3	1
465	и эти	1	1
466	борьбу с	2	1
467	что этот	2	1
468	намека на	1	1
469	в отношении	2	1
470	нею и	1	1
471	есть нечто	1	1
472	самого начала	3	1
473	не имеет	2	1
474	принадлежат к	1	1
475	не своей	2	1
476	на два	1	1
477	особенностях их	2	1
478	не по	2	1
479	или лучше	2	1
480	что ей	1	1
481	иметь в	3	1
482	нельзя не	3	1
483	дело в	4	1
484	больше чем	1	1
485	старшего поколения	1	1
486	особенностей в	1	1
487	таким путем	1	1
488	к концу	1	1
489	к ней	1	1
490	это слово	3	1
491	и его	6	1
492	только с	2	1
493	видеть что	1	1
494	не потому	2	1
495	не совсем	1	1
496	именно такой	1	1
497	обстоятельство что	4	1
498	уже о	1	1
499	с и	2	1
500	том кто	1	1
501	отсюда как	1	1
502	да и	1	1
503	показывающих что	1	1
504	всего что	1	1
505	бы он	1	1
506	они и	1	1
507	без разбора	1	1
508	что составляет	1	1
509	говоря уже	1	1
510	здесь не	1	1
511	не могу	1	1
512	без всякого	1	1
513	мысль о	1	1
514	с самого	3	1
515	лучше сказать	2	1
516	то время	1	1
517	так в	1	1
518	роль в	1	1
519	котором мы	1	1
520	о тех	1	1
521	которые больше	1	1
522	за то	3	1
523	не трудно	1	1
524	в борьбе	1	1
525	к тем	1	1
526	не были	1	1
527	же духе	1	1
528	основана на	1	1
529	точно также	2	1
530	ничего не	4	1
531	говорят что	2	1
532	традиции и	1	1
533	другом месте	2	1
534	с соответствующими	1	1
535	никак не	2	1
536	этой мысли	2	1
537	же более	1	1
538	в значительной	2	1
539	больше а	1	1
540	от них	1	1
541	видели выше	1	1
542	после этих	1	1
543	народа если	1	1
544	раньше чем	4	1
545	которых к	1	1
546	перенесен в	1	1
547	у другого	1	1
548	этом и	1	1
549	борьбе с	1	1
550	частью в	1	1
551	от этих	1	1
552	которые должно	1	1
553	у всех	2	1
554	окажется что	1	1
555	связь между	1	1
556	наконец и	1	1
557	тех пор	1	1
558	один из	1	1
559	совсем не	1	1
560	те которые	1	1
561	поэтому и	1	1
562	по мнению	1	1
563	бы ни	2	1
564	большим трудом	1	1
565	по этому	2	1
566	а после	1	1
567	с которыми	1	1
568	в качестве	5	1
569	внимание что	1	1
570	с нею	3	1
571	на всем	2	1
572	уже в	1	1
573	явилось следствием	1	1
574	только на	1	1
575	ее из	1	1
576	а то	1	1
577	речь в	1	1
578	но совершенно	1	1
579	народа о	1	1
580	не случайно	1	1
581	случае не	2	1
582	оно стало	1	1
583	заметить что	1	1
584	тем что	3	1
585	без внимания	1	1
586	в семью	1	1
587	на стороне	1	1
588	были бы	1	1
589	начале своей	1	1
590	именно как	1	1
591	и даже	3	1
592	простой народ	1	1
593	о своей	2	1
594	в высшей	1	1
595	что тот	1	1
596	к которому	1	1
597	еще и	3	1
598	к его	1	1
599	или о	1	1
600	только к	2	1
601	очень медленно	1	1
602	естественно что	1	1
603	и пр	8	1
604	только по	2	1
605	на основании	1	1
606	не создает	1	1
607	а на	1	1
608	до конца	3	1
609	а не	5	1
610	в руках	1	1
611	долго и	1	1
612	на эту	1	1
613	или с	2	1
614	он и	1	1
615	виде в	1	1
616	так называемых	1	1
617	именно поэтому	1	1
618	то не	1	1
619	эти слова	2	1
620	должна была	2	1
621	это те	1	1
622	относится наш	1	1
623	о возможности	1	1
624	конечно на	1	1
625	что за	2	1
626	под видом	1	1
627	виду следующие	1	1
628	человек с	1	1
629	быть не	1	1
630	взглядов на	1	1
631	борьбе за	2	1
632	на пути	1	1
633	отнесся к	1	1
634	найдет в	1	1
635	похоже на	3	1
636	народных массах	1	1
637	с большой	1	1
638	в более	1	1
639	вопрос в	1	1
640	становится понятным	1	1
641	являются не	1	1
642	ли в	1	1
643	этому и	1	1
644	причем в	1	1
645	и среди	1	1
646	своем пути	1	1
647	а все	1	1
648	еще более	4	1
649	будто бы	1	1
650	находим в	2	1
651	с ума	1	1
652	что следовательно	1	1
653	пор они	1	1
654	для народа	1	1
655	жизни в	1	1
656	своей части	1	1
657	существование и	1	1
658	не говоря	1	1
659	сказать что	2	1
660	была бы	5	1
661	от элементов	1	1
662	но этот	1	1
663	на своем	1	1
664	в голову	1	1
665	пути к	1	1
666	при оценке	1	1
667	ее в	2	1
668	в своих	1	1
669	нет что	1	1
670	с такой	1	1
671	точно так	1	1
672	том числе	1	1
