N	2gram	Nazirov_Tr_1	FransuaR
402	своей силе	1	1
403	явлений эпохи	1	1
404	потому-то он	1	1
405	на свете	1	1
406	этого слова	1	1
407	еще к	1	1
408	еще раз	2	1
409	xii и	1	1
410	она должна	2	1
411	в книге	1	1
412	это уже	2	1
413	этот образ	4	1
414	уже ни	1	1
415	самого автора	1	1
416	и от	1	1
417	это как	1	1
418	от него	1	1
419	из ее	1	1
420	такие слова	1	1
421	и которое	1	1
422	у которого	1	1
423	и темы	1	1
424	обстоит дело	1	1
425	но если	1	1
426	так выразиться	1	1
427	по поводу	2	1
428	в период	1	1
429	нужно для	1	1
430	от литературы	1	1
431	но этот	1	1
432	но еще	1	1
433	рот и	1	1
434	и особенно	1	1
