N	2gram	Propp_Isto_1	Marksizm
107	в большинстве	4	3
108	по отношению	3	3
109	один и	2	3
110	в истории	1	3
111	целый ряд	1	3
112	и как	2	3
113	и к	1	3
114	в первом	1	3
115	в которой	1	3
116	но все	4	3
117	его в	6	3
118	он не	2	3
119	том что	7	3
120	в своей	1	3
121	и ее	1	3
122	в котором	3	3
123	мы говорили	1	3
124	войти в	1	3
125	в то	3	3
126	этом отношении	1	3
127	в области	2	3
128	не могут	2	3
129	же самое	3	3
130	должны быть	4	3
131	не есть	2	3
132	и это	1	3
133	не существует	2	3
134	в дальнейшем	5	3
135	сводится к	1	3
136	здесь в	2	3
137	того что	4	3
138	одной из	2	3
139	в какой	3	3
140	правда и	2	3
141	между тем	2	3
142	не дает	2	3
143	большинстве случаев	4	3
144	из них	3	3
145	в целях	3	3
146	момент в	1	3
147	в каком	1	3
148	социальной жизни	4	3
149	не было	1	3
150	на этот	2	3
151	все это	4	3
152	xix века	2	3
153	смысле этого	1	3
154	этом случае	1	3
155	и от	2	3
156	нет ничего	1	3
157	она может	1	3
158	совершенно не	1	3
159	мы должны	13	3
160	первом случае	1	3
161	это и	1	3
162	ту же	1	2
163	одним из	2	2
164	же как	2	2
165	связана с	1	2
166	не остается	1	2
167	все остальное	1	2
168	мы уже	1	2
169	зависимости от	2	2
170	и он	3	2
171	именно эти	1	2
172	не найдем	1	2
173	то мы	4	2
174	одним словом	4	2
175	как если	1	2
176	и всего	1	2
177	в компетенцию	1	2
178	не все	4	2
179	не просто	3	2
180	что во	1	2
181	в своем	5	2
182	однако не	2	2
183	в действительности	2	2
184	исторические корни	2	2
185	от этого	2	2
186	то в	1	2
187	в нашем	1	2
188	из этих	1	2
189	важна не	1	2
190	в себе	2	2
191	как он	2	2
192	как оно	2	2
193	тем не	6	2
194	должна быть	5	2
195	в понимании	1	2
196	не как	3	2
197	можно было	5	2
198	от нее	1	2
199	в работе	1	2
200	могла бы	1	2
201	в другом	3	2
202	и с	4	2
203	до тех	1	2
204	бы в	2	2
205	в данной	2	2
206	действительности в	1	2
207	этом смысле	1	2
208	это положение	2	2
209	ни одной	2	2
210	уже у	2	2
211	должно быть	2	2
212	лучше всего	2	2
213	на первый	2	2
214	это делает	1	2
215	точку зрения	3	2
216	и более	1	2
217	тому что	1	2
218	эта мысль	3	2
219	в русской	2	2
220	эти формы	3	2
221	что такое	2	2
222	в основе	4	2
223	одна из	2	2
224	связь и	1	2
225	тесно связана	1	2
226	точке зрения	1	2
227	у нас	1	2
228	от их	1	2
229	могут быть	4	2
230	к тому	6	2
231	которой она	1	2
232	она не	1	2
233	в виду	1	2
234	и та	1	2
235	другими словами	4	2
236	нет никакой	1	2
237	зрения не	1	2
238	как с	1	2
239	никогда не	14	2
240	между собой	4	2
241	если бы	8	2
242	и даже	4	2
243	по мере	2	2
244	о том	9	2
245	все в	1	2
246	дают себе	1	2
247	этот момент	2	2
248	что и	6	2
249	и только	2	2
250	мы ограничимся	1	2
251	и другую	1	2
252	ни к	2	2
253	там и	3	2
254	что он	10	2
255	словом и	1	2
256	именно на	2	2
257	в качестве	5	2
258	какой степени	1	2
259	и др	7	2
260	к каким	1	2
261	и их	3	2
262	себя от	1	2
263	так как	6	2
264	мы можем	1	2
265	как раз	2	2
266	тем что	3	2
267	самом же	1	2
268	что не	2	2
269	иногда очень	1	2
270	зависит от	2	2
271	мы пока	1	2
272	там где	4	2
273	в частности	2	2
274	независимо от	1	2
275	из которых	3	2
276	к своему	2	2
277	для всех	2	2
278	и этот	1	2
279	в тот	1	2
280	тех пор	1	2
281	этого слова	1	2
282	или в	5	2
283	стороны оно	1	2
284	на данном	1	2
285	этой действительности	1	2
286	же деле	1	2
287	лишь тогда	1	2
288	но если	2	2
289	не знает	5	2
290	отношению к	3	2
291	из этого	2	2
292	пока не	2	2
293	же и	1	2
294	это так	4	2
295	к этой	1	2
296	именно здесь	1	2
297	нарушается и	1	1
298	таковы в	1	1
299	неотделима от	1	1
300	но кроме	1	1
301	также и	3	1
302	например в	5	1
303	должен быть	3	1
304	по отдельным	3	1
305	и то	1	1
306	отметим что	1	1
307	утверждение что	1	1
308	не что	1	1
309	он находится	1	1
310	тем же	1	1
311	несколько подробнее	1	1
312	и чрезвычайно	1	1
313	она все	1	1
314	исходит из	3	1
315	момент когда	2	1
316	этом направлении	1	1
317	его не	1	1
318	из всех	2	1
319	ничем в	1	1
320	но нигде	1	1
321	связаны между	2	1
322	путь для	1	1
323	которую мы	1	1
324	предыдущем разделе	1	1
325	так чтобы	2	1
326	говорить о	1	1
327	всего сказанного	2	1
328	в целом	2	1
329	он очень	1	1
330	весь остальной	1	1
331	которые он	1	1
332	на них	2	1
333	отражает в	1	1
334	здесь не	4	1
335	столь же	2	1
336	функция этого	1	1
337	и вопрос	1	1
338	совсем не	1	1
339	отказ от	2	1
340	на основе	5	1
341	но как	1	1
342	а только	2	1
343	было указано	1	1
344	ответ на	2	1
345	должны были	2	1
346	изменения и	1	1
347	и будет	1	1
348	иные формы	1	1
349	это или	1	1
350	между словом	1	1
351	относится к	2	1
352	материалом для	1	1
353	мы дадим	1	1
354	под его	1	1
355	какой-то очень	1	1
356	ней в	1	1
357	просто как	1	1
358	хотя и	1	1
359	могли бы	3	1
360	оказывается в	1	1
361	это тоже	6	1
362	по пути	1	1
363	том где	1	1
364	более или	5	1
365	этой цели	1	1
366	со своей	1	1
367	еще на	1	1
368	та же	1	1
369	что это	8	1
370	ни один	6	1
371	тоже не	2	1
372	поэтому формы	1	1
373	в этой	6	1
374	в буржуазной	1	1
375	от необходимости	1	1
376	во многих	2	1
377	но ведь	1	1
378	вследствие этого	2	1
379	и если	2	1
380	иным как	1	1
381	главным образом	1	1
382	ведь и	1	1
383	большей или	2	1
384	а просто	1	1
385	встать на	1	1
386	освещается только	1	1
387	всех этих	2	1
388	не значит	1	1
389	и социальной	1	1
390	пор мы	2	1
391	и вот	2	1
392	их в	5	1
393	какой бы	1	1
394	подобно тому	1	1
395	и по	3	1
396	в образе	3	1
397	но дело	1	1
398	так например	6	1
399	именно это	2	1
400	значительной степени	1	1
401	ли для	1	1
402	этого вопроса	3	1
403	же не	3	1
404	в совершенно	1	1
405	об этой	2	1
406	из самой	1	1
407	а по	2	1
408	этого мы	1	1
409	с целью	1	1
410	гораздо труднее	1	1
411	свои специфические	1	1
412	это не	7	1
413	после этого	1	1
414	и тем	2	1
415	за ней	1	1
416	потому в	1	1
417	не чем	1	1
418	но уже	2	1
419	и во-вторых	1	1
420	нет в	2	1
421	не ставился	1	1
422	с тем	4	1
423	и вся	1	1
424	со своими	1	1
425	но значение	1	1
426	мы видели	2	1
427	между собою	1	1
428	отказаться от	2	1
429	здесь можно	2	1
430	легче всего	1	1
431	чтобы они	1	1
432	еще в	2	1
433	в один	1	1
434	нисколько не	2	1
435	правда часто	1	1
436	или менее	5	1
437	все более	1	1
438	во время	3	1
439	с областью	1	1
440	не зависит	1	1
441	наших дней	1	1
442	попасть в	3	1
443	почти не	3	1
444	бы к	1	1
445	два значения	1	1
446	другой вопрос	2	1
447	от его	1	1
448	для всякого	1	1
449	верна и	1	1
450	образом и	1	1
451	которые в	2	1
452	тесно связаны	3	1
453	друг другу	1	1
454	это чрезвычайно	1	1
455	где нет	2	1
456	бы быть	3	1
457	пролить свет	1	1
458	чистом виде	2	1
459	с теми	1	1
460	и должен	3	1
461	мышления и	1	1
462	эта форма	1	1
463	тогда когда	2	1
464	того как	3	1
465	на него	4	1
466	поставленный в	1	1
467	не по	2	1
468	взглянуть на	1	1
469	о них	1	1
470	и пытается	1	1
471	он с	1	1
472	его от	1	1
473	в самой	1	1
474	близки к	1	1
475	явление в	1	1
476	к ней	1	1
477	по своей	2	1
478	такая же	1	1
479	нам важно	1	1
480	потому что	4	1
481	ничто не	1	1
482	даже из	1	1
483	для анализа	1	1
484	здесь же	2	1
485	нет все	1	1
486	с другом	3	1
487	стороны и	1	1
488	еще одна	2	1
489	и всех	1	1
490	всего в	2	1
491	достаточно точно	1	1
492	мы могли	1	1
493	него как	1	1
494	всех случаях	2	1
495	из всего	1	1
496	не делает	1	1
497	связи со	1	1
498	всем этим	1	1
499	к какой	1	1
500	последнее время	1	1
501	реальной действительности	1	1
502	в особенности	2	1
503	только то	1	1
504	действия и	3	1
505	приводит к	2	1
506	на нее	2	1
507	времени и	1	1
508	связан с	1	1
509	в роли	1	1
510	в непосредственном	1	1
511	найти в	1	1
512	вошел в	1	1
513	можно только	1	1
514	имеется в	1	1
515	строго говоря	1	1
516	для этого	3	1
517	собой и	1	1
518	образом в	1	1
519	связаны и	1	1
520	элементом в	1	1
521	о нем	2	1
522	влечет за	1	1
523	и должно	3	1
524	так оно	1	1
525	не означает	2	1
526	будем здесь	1	1
527	совершенно иной	1	1
528	и что	10	1
529	и объяснить	1	1
530	в значительной	1	1
531	до известной	1	1
532	не выходит	2	1
533	второй половины	1	1
534	трудная задача	1	1
535	должно было	1	1
536	в которую	3	1
537	и требует	1	1
538	во всей	2	1
539	в форме	3	1
540	уходят в	1	1
541	приводит и	1	1
542	них в	1	1
543	века и	1	1
544	также в	1	1
545	в ту	2	1
546	любой момент	1	1
547	один момент	1	1
548	и история	1	1
549	производства и	1	1
550	мы видим	11	1
551	социальной организацией	1	1
552	именно о	1	1
553	мы увидим	10	1
554	все явления	1	1
555	очень много	3	1
556	или же	1	1
557	никаких новых	1	1
558	с одной	4	1
559	только этот	1	1
560	так что	4	1
561	очерк истории	1	1
562	не соответствует	1	1
563	он их	1	1
564	уже не	3	1
565	связаны друг	2	1
566	и они	1	1
567	мы получим	2	1
568	значение и	2	1
569	это значение	2	1
570	или даже	3	1
571	при помощи	2	1
572	связывается с	1	1
573	искать в	1	1
574	заключение в	1	1
575	тогда он	1	1
576	слова в	1	1
577	понято и	1	1
578	в одном	5	1
579	сами по	1	1
580	у этих	1	1
581	но что	1	1
582	само по	2	1
583	той форме	1	1
584	не доказывает	1	1
585	формы к	1	1
586	были бы	2	1
587	к двум	1	1
588	до наших	1	1
589	социальную функцию	1	1
590	одной стороны	4	1
591	со стороны	2	1
592	эти две	2	1
593	или меньшей	2	1
594	еще и	2	1
595	тому как	1	1
596	мы еще	3	1
597	связи не	1	1
598	и мотивов	1	1
599	должны спросить	1	1
600	что для	1	1
601	превращается в	4	1
602	других явлений	1	1
603	в любой	1	1
604	же обстоит	2	1
605	которые еще	1	1
606	так называемой	1	1
607	самый факт	1	1
608	него не	1	1
609	что мы	7	1
610	его как	2	1
611	здесь идет	1	1
612	глаза или	1	1
613	уже давно	1	1
614	этой же	1	1
615	все основные	1	1
616	ответить на	1	1
617	как это	3	1
618	в рамках	2	1
619	чрезвычайно важно	1	1
620	как процесс	2	1
621	результате мы	1	1
622	но не	5	1
623	словом это	1	1
624	к жизни	1	1
625	а если	1	1
626	в постановке	1	1
627	центр тяжести	1	1
628	и всей	1	1
629	быть только	1	1
630	по существу	5	1
631	друг с	4	1
632	значит что	1	1
633	лежит в	1	1
634	дело здесь	1	1
635	быть не	1	1
636	ли не	1	1
637	находится под	1	1
638	на пути	1	1
639	процесс не	1	1
640	к другим	1	1
641	литературе в	1	1
642	в более	1	1
643	вопрос в	2	1
644	идет именно	1	1
645	известной степени	1	1
646	но менее	1	1
647	ее знает	1	1
648	и дают	1	1
649	мышления в	1	1
650	при таком	1	1
651	историей и	1	1
652	такого рода	1	1
653	а все	1	1
654	чтобы понять	1	1
655	этой главе	1	1
656	у них	1	1
657	не должен	5	1
658	только с	2	1
659	в большей	1	1
660	частности например	1	1
661	же к	1	1
662	скажем что	1	1
663	наоборот мы	1	1
664	обстоит дело	4	1
665	же касается	1	1
666	и другие	4	1
667	ее основе	1	1
668	в системе	1	1
669	мы сможем	1	1
670	неотделим от	1	1
671	с ней	2	1
672	состоит из	1	1
673	была бы	2	1
674	равно как	1	1
675	их с	1	1
676	и так	1	1
677	слагается из	1	1
678	чем иным	1	1
679	ее в	5	1
680	нас не	3	1
681	можно назвать	2	1
682	гораздо более	1	1
