N	2gram	Losev_Dial_2	Komedia
287	думаю что	3	1
288	чем больше	1	1
289	вывод что	1	1
290	всем том	1	1
291	всегда можно	1	1
292	содержатся в	1	1
293	все эти	2	1
294	не был	1	1
295	время в	1	1
296	дают нам	1	1
297	в различных	1	1
298	в чем	3	1
299	не без	1	1
300	другой пример	1	1
301	свою жизнь	1	1
302	в общем	2	1
303	не просто	12	1
304	первый взгляд	1	1
305	если она	2	1
306	общего с	1	1
307	по которому	1	1
308	и нет	2	1
309	однако не	1	1
310	и слова	3	1
311	на нас	1	1
312	тем же	2	1
313	мертвых душ	1	1
314	более или	2	1
315	гораздо более	1	1
316	человек совершает	1	1
317	с нею	3	1
318	но вы	1	1
319	себе как	3	1
320	знают о	1	1
321	из жизни	1	1
322	отношения с	1	1
323	если мы	2	1
324	одно время	3	1
325	к достижению	1	1
326	остановиться на	1	1
327	по форме	1	1
328	в себе	15	1
329	не могла	1	1
330	на его	2	1
331	руке у	1	1
332	и стало	5	1
333	больше всего	1	1
334	главным образом	1	1
335	в античном	2	1
336	время и	2	1
337	сами эти	1	1
338	красотой и	1	1
339	никакому сомнению	1	1
340	и более	3	1
341	свою силу	1	1
342	их из	2	1
343	производит на	1	1
344	в компании	1	1
345	с объектом	1	1
346	к выводу	1	1
347	в характере	1	1
348	в основу	1	1
349	от нее	1	1
350	зритель уже	1	1
351	в другом	4	1
352	к женщине	1	1
353	его не	2	1
354	на все	2	1
355	с целью	2	1
356	знает что	1	1
357	не умеет	2	1
358	действительности в	1	1
359	и мы	3	1
360	по себе	18	1
361	в жизни	2	1
362	но уже	1	1
363	ни одной	1	1
364	попадает в	1	1
365	со своими	1	1
366	и уже	3	1
367	на родном	1	1
368	ни с	4	1
369	действительно не	1	1
370	как таковой	4	1
371	и тогда	3	1
372	не больше	4	1
373	его образ	1	1
374	теперь никто	1	1
375	или менее	2	1
376	в эту	1	1
377	и при	2	1
378	же это	4	1
379	еще с	1	1
380	от его	1	1
381	стало быть	10	1
382	сам же	1	1
383	только для	1	1
384	образом и	1	1
385	времени не	1	1
386	нам в	1	1
387	тем не	2	1
388	и меньше	1	1
389	это дело	1	1
390	их в	2	1
391	вещей и	3	1
392	ним в	1	1
393	только кратковременные	1	1
394	и очень	1	1
395	с точки	8	1
396	случае в	1	1
397	с утра	1	1
398	не раз	2	1
399	что эта	1	1
400	лиц и	1	1
401	это дает	1	1
402	как о	1	1
403	в основе	1	1
404	его судьба	1	1
405	было у	1	1
406	из их	1	1
407	иметь в	2	1
408	та или	2	1
409	никогда не	9	1
410	ничего не	3	1
411	в разных	3	1
412	и по-видимому	1	1
413	обязательно было	1	1
414	представление об	1	1
415	и теперь	1	1
416	в области	2	1
417	в каком	4	1
418	нет ни	3	1
419	и всех	1	1
420	разницей что	1	1
421	отличается от	1	1
422	его с	3	1
423	той или	4	1
424	они и	1	1
425	теле в	2	1
426	из себя	1	1
427	должен быть	1	1
428	ибо по	1	1
429	это противопоставление	1	1
430	теперь что	1	1
431	общественное значение	1	1
432	в собственном	1	1
433	мысль о	1	1
434	или еще	1	1
435	приводит к	1	1
436	на свой	1	1
437	на очень	2	1
438	есть человек	1	1
439	нельзя сказать	4	1
440	чтобы дать	1	1
441	времени и	9	1
442	здесь нет	1	1
443	мог бы	1	1
444	которые он	1	1
445	остается только	2	1
446	по сравнению	1	1
447	жизнь и	5	1
448	задний план	1	1
449	соответствует ли	1	1
450	о котором	3	1
451	не будучи	2	1
452	изображение в	1	1
453	с ним	4	1
454	не меньше	1	1
455	выводу что	1	1
456	по смыслу	1	1
457	в порядке	1	1
458	возможна только	1	1
459	тому и	1	1
460	и другому	1	1
461	внимание на	1	1
462	и та	6	1
463	но мы	2	1
464	одного из	1	1
465	можем сказать	1	1
466	него же	1	1
467	первого из	1	1
468	имеет значения	1	1
469	эти качества	1	1
470	все его	3	1
471	пор пока	1	1
472	внутри самой	1	1
473	нас в	1	1
474	различие в	1	1
475	в которую	1	1
476	от них	1	1
477	его изображения	1	1
478	я думаю	1	1
479	нуждается в	3	1
480	во всей	1	1
481	что же	2	1
482	как несколько	1	1
483	быть даже	1	1
484	них в	1	1
485	и ни	1	1
486	от внешнего	1	1
487	и следовательно	5	1
488	если это	1	1
489	в литературе	1	1
490	без нее	1	1
491	к которому	1	1
492	имеется в	2	1
493	понимать не	1	1
494	по своей	4	1
495	обе эти	1	1
496	мы видим	2	1
497	речи о	1	1
498	к внутреннему	1	1
499	пор не	1	1
500	даже если	1	1
501	очень много	1	1
502	если принять	2	1
503	уж не	1	1
504	человека с	1	1
505	внимание что	1	1
506	конечно не	6	1
507	больше всех	1	1
508	только на	1	1
509	и они	2	1
510	то и	1	1
511	ни одного	1	1
512	существу своему	1	1
513	не все	1	1
514	бросил ее	1	1
515	мне кажется	1	1
516	уже знает	1	1
517	много раз	3	1
518	содержание и	1	1
519	не о	1	1
520	как его	1	1
521	на меня	1	1
522	иначе не	1	1
523	как раз	5	1
524	нее не	1	1
525	ее на	1	1
526	он почти	1	1
527	время на	1	1
528	явно что	1	1
529	в очень	2	1
530	к самому	1	1
531	были бы	1	1
532	из двух	1	1
533	и даже	14	1
534	поручиться что	2	1
535	или иной	1	1
536	и из	3	1
537	однако что	1	1
538	не обязательно	5	1
539	человека его	1	1
540	не знали	1	1
541	что не	6	1
542	говорит о	1	1
543	что последний	1	1
544	в любой	2	1
545	не на	2	1
546	а не	16	1
547	изображения в	1	1
548	другой стороны	4	1
549	ни о	2	1
550	там где	1	1
551	самого начала	2	1
552	одна и	4	1
553	жизнь в	2	1
554	несмотря на	2	1
555	может привести	1	1
556	истинное положение	1	1
557	из трех	1	1
558	примеры такого	1	1
559	только его	1	1
560	или по	2	1
561	времени а	3	1
562	в разной	2	1
563	без помощи	1	1
564	как человек	1	1
565	над ним	1	1
566	в сферу	2	1
567	что весь	1	1
568	не видят	1	1
569	именно в	2	1
570	по существу	1	1
571	в состоянии	2	1
572	еще раз	1	1
573	но даже	1	1
574	оба они	1	1
575	судить о	1	1
576	в одних	1	1
577	времени к	1	1
578	у вас	1	1
579	является как	1	1
580	которые были	2	1
581	о мире	1	1
582	в одно	5	1
583	это уже	2	1
584	от человека	1	1
585	которое и	1	1
586	на задний	1	1
587	само по	2	1
588	в результате	2	1
589	это как	3	1
590	у первого	1	1
591	когда он	1	1
592	или другой	3	1
593	ее и	1	1
594	но о	2	1
595	тем более	1	1
596	что-нибудь вроде	1	1
597	не должен	1	1
598	и как	10	1
599	разной степени	1	1
600	будто бы	3	1
601	находим в	1	1
602	хотя в	2	1
603	в искусстве	2	1
604	все более	1	1
605	но всегда	2	1
606	можно поручиться	2	1
607	встречается в	1	1
608	в системе	2	1
609	нет ничего	1	1
610	из тех	1	1
611	не знает	1	1
612	сказать что	10	1
613	только как	3	1
614	была бы	3	1
615	всякому ясно	1	1
616	равно как	1	1
617	или иного	1	1
618	ко всему	1	1
619	т е	30	1
620	же все	1	1
621	любой другой	1	1
622	это была	1	1
623	точно так	1	1
624	того или	2	1
625	и эта	1	1
626	принимают за	1	1
627	так же	2	1
628	как на	1	1
629	все что	1	1
