N	2gram	Propp_Isto_3	Analitik
160	с точки	1	2
161	тем не	5	2
162	но они	2	2
163	даже в	2	2
164	вплоть до	1	2
165	все три	1	2
166	одна из	2	2
167	могут быть	5	2
168	его за	1	2
169	в себя	1	2
170	в дальнейшем	4	2
171	не с	2	2
172	в новом	1	2
173	об этом	1	2
174	и здесь	7	2
175	тех пор	1	2
176	один из	5	2
177	с появлением	4	2
178	вступить в	3	2
179	только в	4	2
180	и ее	3	2
181	с одной	2	2
182	все они	1	2
183	с нею	1	2
184	в большинстве	1	2
185	всяком случае	2	2
186	мы можем	6	2
187	тем что	4	2
188	это по	1	2
189	одной стороны	2	2
190	и прежде	1	2
191	говорит о	1	2
192	в соответствии	1	2
193	на эту	1	2
194	там где	7	2
195	что мы	1	2
196	связь с	6	2
197	не может	4	2
198	о себе	3	2
199	вместе с	9	2
200	и потому	2	2
201	по своему	1	2
202	тому как	1	2
203	да и	2	2
204	этого слова	1	2
205	в глубине	1	2
206	и для	2	2
207	и от	3	2
208	хотя и	2	2
209	и все	3	2
210	же в	2	2
211	то что	7	2
212	сказать что	3	2
213	совершенно не	2	2
214	в иной	1	2
215	а также	2	2
216	во всяком	2	2
217	оба они	1	1
218	также что	1	1
219	таком случае	1	1
220	человека и	1	1
221	связана с	3	1
222	на самом	2	1
223	и есть	2	1
224	не признает	1	1
225	и до	1	1
226	не имеют	2	1
227	кто бы	1	1
228	для полного	1	1
229	в доме	12	1
230	есть на	1	1
231	мы уже	6	1
232	у тебя	2	1
233	вопрос о	2	1
234	время от	2	1
235	начинается с	1	1
236	никак не	1	1
237	что иное	3	1
238	я не	3	1
239	принимает на	1	1
240	мы и	1	1
241	не входил	1	1
242	пребывание в	4	1
243	к общему	1	1
244	свой дом	1	1
245	в таком	1	1
246	героев или	1	1
247	принадлежит и	1	1
248	прибыл на	1	1
249	между собой	1	1
250	он сам	1	1
251	иное как	3	1
252	тем как	1	1
253	то мы	2	1
254	как если	1	1
255	будем рассматривать	1	1
256	итак мы	1	1
257	мы будем	1	1
258	этого мотива	4	1
259	к богу	1	1
260	не все	6	1
261	с отцом	1	1
262	трех лет	1	1
263	вступают в	2	1
264	отношение к	4	1
265	ними а	1	1
266	друг от	1	1
267	должны были	3	1
268	развит в	1	1
269	говорилось выше	2	1
270	в гости	1	1
271	независимо от	2	1
272	одном из	3	1
273	тех случаях	1	1
274	еще больше	1	1
275	кто из	1	1
276	который будет	1	1
277	напомним что	1	1
278	не можем	1	1
279	и у	3	1
280	так или	1	1
281	бы не	1	1
282	них самих	1	1
283	на могиле	4	1
284	прослеживается в	1	1
285	этому я	1	1
286	и тот	1	1
287	во многих	2	1
288	на смену	4	1
289	порядку и	1	1
290	на то	1	1
291	связан со	1	1
292	не следует	1	1
293	в отдельности	1	1
294	видел в	1	1
295	они в	2	1
296	сказкой и	1	1
297	на мысль	1	1
298	свою собственную	1	1
299	возвращение к	1	1
300	в силу	2	1
301	том чтобы	1	1
302	в следующем	1	1
303	отношения не	2	1
304	в большой	4	1
305	в нее	2	1
306	человека в	1	1
307	здесь мы	5	1
308	всего с	1	1
309	а затем	3	1
310	свое имя	1	1
311	в другом	2	1
312	видит что	1	1
313	связанных с	2	1
314	бы быть	1	1
315	это весьма	1	1
316	большинстве случаев	2	1
317	заключается в	1	1
318	с другими	1	1
319	есть и	5	1
320	отсюда и	1	1
321	только одно	1	1
322	д как	1	1
323	этого персонажа	1	1
324	а за	1	1
325	не узнает	1	1
326	которой он	1	1
327	дома та	1	1
328	он меня	1	1
329	в один	1	1
330	всех этих	2	1
331	и становится	1	1
332	в эту	1	1
333	собой исторически	1	1
334	этом случае	5	1
335	в своей	1	1
336	право на	1	1
337	где мы	1	1
338	это делает	2	1
339	а от	1	1
340	этому же	3	1
341	доме и	2	1
342	однако этот	1	1
343	для данного	1	1
344	каждое из	1	1
345	имеем не	3	1
346	что было	2	1
347	жениться и	1	1
348	войти в	1	1
349	на всю	1	1
350	для этого	1	1
351	теперь я	1	1
352	для нее	2	1
353	же мы	1	1
354	случае мы	1	1
355	этих трех	1	1
356	что мотив	1	1
357	мотива в	2	1
358	с ним	1	1
359	как можно	1	1
360	сына в	2	1
361	на себе	1	1
362	у кого	1	1
363	у него	3	1
364	к тебе	1	1
365	казалось бы	1	1
366	своей службы	1	1
367	известно из	1	1
368	с одним	2	1
369	можно усмотреть	1	1
370	где уже	1	1
371	стола и	1	1
372	ему и	1	1
373	потому что	3	1
374	связи с	6	1
375	как я	1	1
376	данного цикла	1	1
377	как будто	2	1
378	перед ним	1	1
379	у нас	4	1
380	жениха с	1	1
381	это далеко	1	1
382	очень часто	3	1
383	встречается в	2	1
384	можно поставить	1	1
385	этого дома	7	1
386	с полной	1	1
387	обряда инициации	1	1
388	здесь пока	1	1
389	все еще	6	1
390	отношении он	1	1
391	пор как	1	1
392	что при	1	1
393	не единственный	3	1
394	время они	2	1
395	как мы	8	1
396	и о	2	1
397	то она	1	1
398	от друга	1	1
399	для всего	1	1
400	этим же	2	1
401	уж ей	1	1
402	что у	3	1
403	в одну	1	1
404	живет в	5	1
405	притворяется что	1	1
406	ко всему	1	1
407	является в	1	1
408	на них	1	1
409	и всякого	1	1
410	если бы	6	1
411	мы читаем	1	1
412	состоящий в	1	1
413	образом в	2	1
414	о ней	2	1
415	и пребывания	1	1
416	и должно	1	1
417	и герой	2	1
418	а герой	1	1
419	при котором	1	1
420	чего она	1	1
421	одного из	2	1
422	три названных	1	1
423	мы понимаем	1	1
424	должно было	2	1
425	входил в	1	1
426	от них	3	1
427	и только	1	1
428	в описании	1	1
429	что девушка	4	1
430	того что	5	1
431	за этой	1	1
432	герой в	2	1
433	они хотят	1	1
434	о двух	1	1
435	и дело	1	1
436	тот же	1	1
437	одной из	1	1
438	с ними	3	1
439	и так	2	1
440	они могут	2	1
441	по этому	1	1
442	так что	5	1
443	и возвращение	1	1
444	смерть и	2	1
445	каким образом	1	1
446	или даже	1	1
447	его и	4	1
448	зачем тебе	1	1
449	характерно что	1	1
450	мы знаем	2	1
451	одно из	1	1
452	себе в	2	1
453	и их	1	1
454	могло бы	1	1
455	вовсе не	2	1
456	говорит ему	1	1
457	к ним	1	1
458	царство мертвых	3	1
459	случае не	1	1
460	о прибытии	1	1
461	в новый	1	1
462	не говорит	1	1
463	он так	1	1
464	не противоречит	5	1
465	бы это	1	1
466	героя или	1	1
467	он притворяется	1	1
468	что на	4	1
469	до сих	5	1
470	функцию в	1	1
471	нарушение запрета	4	1
472	как у	1	1
473	или иначе	1	1
474	он ничего	2	1
475	связаны с	1	1
476	ее в	3	1
477	и вступает	1	1
478	с мотивом	7	1
479	а именно	4	1
480	и между	1	1
481	и др	2	1
482	и затем	1	1
483	себя и	1	1
484	обратить внимание	1	1
485	героев и	1	1
486	что им	2	1
487	превращается в	3	1
488	на этот	1	1
489	не знает	1	1
490	она является	1	1
491	уже давно	2	1
492	его собственной	1	1
493	или с	1	1
494	человека как	1	1
495	не видит	2	1
496	мог быть	1	1
497	сравним с	1	1
498	на фоне	1	1
499	видит здесь	1	1
500	вступает с	1	1
501	состояла в	1	1
502	к себе	1	1
503	перекликается с	1	1
504	а при	1	1
505	в область	1	1
506	а если	3	1
507	в течение	6	1
508	ведет к	1	1
509	с тех	1	1
510	хотя он	1	1
511	дело здесь	1	1
512	с этой	1	1
513	сих пор	5	1
514	своей жизни	1	1
515	не будем	3	1
516	но это	3	1
517	между прочим	3	1
518	сын мой	1	1
519	в книге	1	1
520	это уже	1	1
521	случаях когда	1	1
522	он обычно	1	1
523	уже на	1	1
524	в связи	3	1
525	противопоставлены в	1	1
526	отношений и	1	1
527	текстов и	1	1
528	сколько бы	1	1
529	как на	1	1
530	меня к	2	1
531	со всех	1	1
532	обращается к	1	1
533	себе платье	1	1
534	от него	2	1
535	но еще	1	1
536	мы должны	7	1
537	хотя бы	1	1
538	в связь	1	1
539	но если	1	1
540	этот вопрос	2	1
541	которые здесь	2	1
542	от всех	1	1
543	их с	1	1
544	смерть остается	1	1
545	не что	3	1
546	из этого	1	1
547	героя в	1	1
548	жизнь в	1	1
549	жизни и	2	1
550	к этой	1	1
551	и другие	4	1
552	все что	3	1
553	они не	4	1
