N	2gram	Berdyaev_M_1	Myshleni
463	путь к	1	1
464	и только	1	1
465	которая и	1	1
466	во внутренней	1	1
467	все время	1	1
468	и строения	1	1
469	в сферу	1	1
470	один из	4	1
471	поэтому для	1	1
472	он ими	1	1
473	связаны с	1	1
474	всяком случае	1	1
475	между этими	1	1
476	из наших	1	1
477	уже в	4	1
478	он очень	1	1
479	себя в	3	1
480	бы установить	1	1
481	в начале	2	1
482	сознание как	1	1
483	что не	1	1
484	он принадлежит	1	1
485	только одно	3	1
486	не так	3	1
487	ценность в	1	1
488	что-либо и	1	1
489	в конце	7	1
490	это верно	1	1
491	отношении к	2	1
492	и никогда	1	1
493	это было	1	1
494	и вместе	4	1
495	удалось сделать	1	1
496	вращается вокруг	3	1
497	быть названа	1	1
498	связан с	1	1
499	знает не	1	1
500	существенным для	1	1
501	себе а	1	1
502	влияние на	1	1
503	человеку и	2	1
504	и русская	1	1
505	не потому	1	1
506	говорил что	1	1
507	не было	18	1
508	попал в	1	1
509	научает нас	1	1
510	и самый	2	1
511	или человек	1	1
512	долгое время	2	1
513	его собственной	2	1
514	знает только	1	1
515	под влиянием	1	1
516	если не	1	1
517	понимается как	1	1
518	есть одно	2	1
519	и психологической	1	1
520	нет никаких	2	1
521	все более	1	1
522	с первого	1	1
523	ко всем	3	1
524	в одной	1	1
525	вопросе о	1	1
526	мы увидим	3	1
527	влияния на	1	1
528	на периферии	1	1
529	если так	1	1
530	она есть	1	1
531	что же	1	1
532	и там	4	1
533	зрения и	1	1
534	да и	1	1
535	сам не	2	1
536	ничего кроме	1	1
537	и для	2	1
538	отношении между	1	1
539	отношений и	1	1
540	существуют более	1	1
541	на большую	1	1
542	для нас	3	1
543	особого рода	1	1
544	от него	4	1
545	и все	10	1
546	из себя	1	1
547	иное чем	1	1
548	или нет	1	1
549	хотя в	1	1
550	психологической точки	1	1
551	если все	1	1
552	с ней	2	1
553	не обладал	1	1
554	существенное в	1	1
555	не что	1	1
556	оно не	1	1
557	такие ответы	1	1
558	этот момент	1	1
559	ли он	1	1
560	и состоит	1	1
561	и это	12	1
562	в еще	1	1
563	себе без	1	1
564	которая не	1	1
565	смысле что	1	1
