N	2gram	Vygotskiy__4	OGranits
203	вопрос о	2	1
204	для этого	8	1
205	по себе	9	1
206	исследования в	1	1
207	это обычно	1	1
208	но такая	1	1
209	но может	2	1
210	с ее	3	1
211	и который	1	1
212	сводится к	2	1
213	из того	1	1
214	событий и	3	1
215	но даже	1	1
216	то это	3	1
217	словесного искусства	1	1
218	в мире	3	1
219	и он	3	1
220	внимание на	2	1
221	следовательно в	1	1
222	другими словами	1	1
223	и что	25	1
224	почему же	2	1
225	еще не	1	1
226	столь же	2	1
227	звуков в	1	1
228	не могу	1	1
229	же самые	2	1
230	тем как	1	1
231	в конечном	1	1
232	то мы	1	1
233	художественной формы	4	1
234	к нему	1	1
235	на самом	6	1
236	совсем не	1	1
237	но не	3	1
238	или иные	1	1
239	вся эта	1	1
240	тому направлению	1	1
241	него все	2	1
242	что данное	1	1
243	цели которая	1	1
244	природы и	1	1
245	в другой	1	1
246	значение имеет	3	1
247	и речи	1	1
248	материал который	1	1
249	на то	10	1
250	но столь	2	1
251	в истории	1	1
252	в одной	2	1
253	статье о	1	1
254	в своем	7	1
255	что касается	2	1
256	выразительное значение	1	1
257	один из	2	1
258	эту точку	1	1
259	и как	5	1
260	этого материала	1	1
261	одной из	1	1
262	этот вопрос	4	1
263	что он	20	1
264	какую функцию	1	1
265	лишается всякой	1	1
266	роль играет	1	1
267	есть его	1	1
268	сам собой	1	1
269	по которым	2	1
270	так в	1	1
271	ни одна	1	1
272	в этой	9	1
273	промежуток времени	1	1
274	в дальнейшем	1	1
275	события и	1	1
276	не имеющие	1	1
277	с одним	1	1
278	конечно не	3	1
279	не можем	3	1
280	мы чувствуем	1	1
281	нам как	1	1
282	и у	1	1
283	только на	1	1
284	если он	2	1
285	себя и	1	1
286	в нашей	2	1
287	и если	9	1
288	что она	10	1
289	не из	1	1
290	и других	4	1
291	форму то	1	1
292	на эту	1	1
293	его и	2	1
294	конечном счете	1	1
295	одно из	2	1
296	никто не	4	1
297	в виде	3	1
298	он весь	1	1
299	содержания и	1	1
300	в конце	8	1
301	сложность этой	1	1
302	но что	1	1
303	только с	2	1
304	самые слова	1	1
305	из него	1	1
306	подобно тому	1	1
307	и никогда	1	1
308	на этом	3	1
309	явствует что	1	1
310	и вместе	1	1
311	ее на	2	1
312	это конечно	1	1
313	для того	23	1
314	ни о	1	1
315	воплощенной в	1	1
316	в особенности	1	1
317	в совершенно	1	1
318	что такой	2	1
319	к другому	1	1
320	и поэтических	1	1
321	о какой	1	1
322	бы быть	1	1
323	на все	2	1
324	для своей	1	1
325	и здесь	3	1
326	его в	3	1
327	как к	1	1
328	те или	1	1
329	искусства в	1	1
330	от одного	1	1
331	ко второму	1	1
332	если только	1	1
333	должны перейти	1	1
334	к которому	1	1
335	вещами как	1	1
336	и дает	2	1
337	такого понимания	1	1
338	в предисловии	1	1
339	заключается в	5	1
340	второго направления	1	1
341	в природе	1	1
342	он все	3	1
343	лежит в	2	1
344	еще одно	1	1
345	ним мы	1	1
346	что мы	6	1
347	только одно	2	1
348	обратиться к	3	1
349	этом мы	1	1
350	из нее	3	1
351	о которых	2	1
352	не было	3	1
353	она и	1	1
354	а на	2	1
355	приходится бороться	1	1
356	которые не	1	1
357	далеко не	3	1
358	это выходит	1	1
359	и самый	1	1
360	которые с	2	1
361	переходим к	1	1
362	как ни	1	1
363	же точно	7	1
364	все время	24	1
365	долгое время	1	1
366	должно быть	3	1
367	него не	1	1
368	менее всего	1	1
369	однако было	1	1
370	такой же	2	1
371	конечно этим	1	1
372	которую он	2	1
373	связь с	5	1
374	но если	3	1
375	полностью в	1	1
376	себе в	1	1
377	внимания к	1	1
378	которую мы	1	1
379	эти слова	3	1
380	как все	4	1
381	в такой	2	1
382	как это	14	1
383	которого является	1	1
384	то можно	1	1
385	что всякий	2	1
386	в которых	3	1
387	быть это	2	1
388	мысли и	1	1
389	и глубоко	1	1
390	бы что	1	1
391	бы мы	3	1
392	предисловии к	1	1
393	он говорит	3	1
394	она есть	2	1
395	к этому	4	1
396	такого рода	1	1
397	должно было	2	1
398	тому как	2	1
399	и вот	6	1
400	говорит как	1	1
401	и более	1	1
402	их в	3	1
403	для понимания	2	1
404	необходимо чтобы	1	1
405	к следующему	1	1
406	быть не	2	1
407	этого слова	3	1
408	что такое	1	1
409	только то	1	1
410	тому что	6	1
411	нет никакого	1	1
412	творчество поэта	1	1
413	в условиях	1	1
414	направлению которое	1	1
415	до конца	7	1
416	вне и	1	1
417	но это	1	1
418	к двум	1	1
419	обратимся к	3	1
420	истории и	1	1
421	и другое	2	1
422	в то	3	1
423	мысли в	1	1
424	к другим	1	1
425	уже из	1	1
426	своих руках	1	1
427	одна из	4	1
428	весь этот	1	1
429	которых он	1	1
430	мы все	3	1
431	того чтобы	22	1
432	на самый	1	1
433	в самых	3	1
434	и изучение	1	1
435	и чем	1	1
436	при таком	3	1
437	формы и	1	1
438	или в	1	1
439	на одном	1	1
440	найти в	1	1
441	того как	1	1
442	в самой	6	1
443	находятся в	1	1
444	ее и	2	1
445	же время	2	1
446	нам придется	3	1
447	или как	1	1
448	соединяются в	1	1
449	в основе	3	1
450	от него	1	1
451	за исключением	1	1
452	только что	15	1
453	потому что	24	1
454	бы по	2	1
455	связи с	2	1
456	для анализа	2	1
457	наконец его	1	1
458	могу поверить	1	1
459	эти три	2	1
460	до того	1	1
461	об этом	4	1
462	понимания и	1	1
463	это все	1	1
464	сказать что	13	1
465	две группы	1	1
466	речи и	1	1
467	он называет	1	1
468	равно как	1	1
469	все то	12	1
470	и именно	2	1
471	когда мы	6	1
472	во все	3	1
473	с его	2	1
474	произведения и	1	1
475	же самое	6	1
476	вместе с	8	1
477	в поэтический	1	1
478	этого и	1	1
479	например в	3	1
480	по поводу	4	1
481	заставить нас	2	1
482	что при	2	1
483	при всяком	1	1
484	этой точки	1	1
