N	2gram	Voloshinov_1	Narrotol
205	вступает в	1	2
206	в свою	1	2
207	как на	2	2
208	они не	1	2
209	а между	1	1
210	например в	1	1
211	словами и	2	1
212	это и	1	1
213	тем же	1	1
214	из его	1	1
215	противном случае	1	1
216	ведь и	3	1
217	в зависимости	2	1
218	на материале	2	1
219	высказывания в	1	1
220	на себя	1	1
221	зависимости от	4	1
222	так называемые	1	1
223	установку на	1	1
224	со словами	1	1
225	взаимоотношений и	1	1
226	во всех	1	1
227	читателя и	1	1
228	собственной внутренней	1	1
229	важный для	1	1
230	сознания не	1	1
231	в общем	1	1
232	отношение к	4	1
233	произведение не	1	1
234	за пределы	4	1
235	относится к	2	1
236	нашего сознания	2	1
237	наряду с	1	1
238	в одной	1	1
239	если она	1	1
240	зрения вполне	1	1
241	предполагает в	1	1
242	этой стороны	2	1
243	в противном	1	1
244	им в	1	1
245	виду и	1	1
246	кто не	1	1
247	и наконец	3	1
248	его к	2	1
249	более или	1	1
250	себе не	1	1
251	о самом	1	1
252	то в	1	1
253	ситуации в	1	1
254	отказывается от	1	1
255	бы не	2	1
256	по преимуществу	1	1
257	говорящего автора	1	1
258	он то	1	1
259	и продукт	1	1
260	социального взаимодействия	3	1
261	быть только	2	1
262	взаимодействия трех	1	1
263	образом для	1	1
264	к герою	3	1
265	к некоторому	1	1
266	не нуждаются	1	1
267	нашего времени	1	1
268	в формах	2	1
269	какой бы	1	1
270	из него	2	1
271	на этом	1	1
272	комнате в	1	1
273	что является	1	1
274	здесь мы	1	1
275	выражение и	2	1
276	конечно в	2	1
277	оно становится	1	1
278	входит в	1	1
279	по природе	2	1
280	этом смысле	1	1
281	в воспринимающем	1	1
282	делает его	2	1
283	ни в	3	1
284	но уже	1	1
285	но мы	2	1
286	автору и	3	1
287	не всегда	1	1
288	он имеет	1	1
289	должно быть	1	1
290	автора и	2	1
291	обратимся к	1	1
292	еще раз	2	1
293	между ними	2	1
294	или менее	1	1
295	породившей его	2	1
296	о ком	2	1
297	есть в	1	1
298	трех говорящего	1	1
299	человек и	1	1
300	в такой	3	1
301	и без	1	1
302	это делает	1	1
303	всяком случае	1	1
304	некоторого события	1	1
305	одним и	1	1
306	она в	1	1
307	свою художественную	1	1
308	признать что	1	1
309	захватывают и	1	1
310	и уж	1	1
311	и относительно	1	1
312	не подлежащее	1	1
313	для нее	1	1
314	вместе со	2	1
315	связи с	1	1
316	в отношении	2	1
317	между людьми	1	1
318	с которой	1	1
319	она не	2	1
320	они захватывают	1	1
321	и притом	2	1
322	в основе	1	1
323	время как	1	1
324	нас является	1	1
325	чем не	1	1
326	а лишь	1	1
327	всей жизни	1	1
328	эти три	1	1
329	как будто	1	1
330	кругозором и	1	1
331	в каком	3	1
332	этом направлении	1	1
333	не бывает	1	1
334	обоих этих	1	1
335	что можно	1	1
336	не могут	1	1
337	на границе	3	1
338	есть только	1	1
339	и вполне	2	1
340	как только	2	1
341	же самое	2	1
342	в событии	2	1
343	возможна только	2	1
344	взятый в	1	1
345	того о	1	1
346	чем говорят	1	1
347	анализа в	1	1
348	общения в	1	1
349	если же	2	1
350	с собственной	1	1
351	как мы	1	1
352	и о	1	1
353	то она	1	1
354	с ее	1	1
355	что все	1	1
356	в виду	5	1
357	позицию по	1	1
358	бытия именно	1	1
359	в организации	1	1
360	и иных	1	1
361	то время	1	1
362	становится лишь	1	1
363	слово есть	1	1
364	по аналогии	1	1
365	ясно что	3	1
366	было в	1	1
367	классической и	1	1
368	продукт социального	2	1
369	это только	1	1
370	жизнь и	1	1
371	всегда имеет	1	1
372	не на	1	1
373	словесного творчества	1	1
374	на что	1	1
375	основе своей	1	1
376	звучит так	2	1
377	аналогии с	1	1
378	к нему	4	1
379	которой было	1	1
380	и во	1	1
381	форме так	1	1
382	который и	1	1
383	них в	1	1
384	говорить и	1	1
385	все время	6	1
386	и она	1	1
387	в лице	1	1
388	быть и	3	1
389	в двух	1	1
390	ли он	1	1
391	как нечто	1	1
392	и так	2	1
393	по мнению	1	1
394	героического эпоса	1	1
395	смысла то	1	1
396	но то	1	1
397	социальной ситуации	1	1
398	события и	1	1
399	не можем	1	1
400	в большинстве	1	1
401	героя с	1	1
402	обстоит дело	1	1
403	оно всегда	1	1
404	и их	1	1
405	в одном	1	1
406	говорят героя	1	1
407	но что	2	1
408	и рождается	1	1
409	есть выражение	1	1
410	это по	1	1
411	бы это	1	1
412	необходимо все	1	1
413	до сих	3	1
414	ком или	1	1
415	как же	2	1
416	или о	1	1
417	что не	4	1
418	это прежде	1	1
419	более того	2	1
420	его как	2	1
421	стороны и	2	1
422	и с	3	1
423	на эту	1	1
424	что мы	5	1
425	с помощью	6	1
426	речь но	1	1
427	два человека	1	1
428	вместе с	2	1
429	и потому	2	1
430	всей его	1	1
431	опирается на	1	1
432	что именно	1	1
433	или хотя	1	1
434	слова и	6	1
435	события а	1	1
436	не сливаются	1	1
437	сих пор	3	1
438	все это	3	1
439	и оно	1	1
440	от социального	1	1
441	только а	1	1
442	слова но	2	1
443	попытка понять	1	1
444	не существует	1	1
445	когда он	3	1
446	к одной	1	1
447	но эти	1	1
448	было на	1	1
449	в этих	2	1
450	еще более	1	1
451	к внешнему	1	1
452	мы должны	1	1
453	или не	3	1
454	нам не	1	1
455	может и	1	1
456	и внешней	1	1
457	не знает	1	1
458	и сейчас	1	1
459	из этого	3	1
460	говорящих и	1	1
461	время не	1	1
462	имеет в	3	1
463	частности в	1	1
464	к другим	1	1
465	этой точки	3	1
466	к этому	2	1
467	во всяком	1	1
