N	2gram	Bakhtin_KF_1	formyVre
439	бытие и	3	1
440	она и	1	1
441	его все	1	1
442	которой он	2	1
443	когда я	3	1
444	нигде не	3	1
445	из проявлений	1	1
446	и разнообразие	1	1
447	случайно как	1	1
448	должно быть	6	1
449	в один	1	1
450	лучше всего	1	1
451	в эту	1	1
452	что значит	2	1
453	не становится	1	1
454	всяком случае	1	1
455	на месте	1	1
456	не путем	1	1
457	значение для	1	1
458	является только	1	1
459	единство и	1	1
460	оно должно	1	1
461	образом и	1	1
462	науки и	1	1
463	в философии	1	1
464	чтобы затем	1	1
465	есть еще	1	1
466	не должно	3	1
467	что этот	3	1
468	этом ее	1	1
469	и единого	1	1
470	для нее	7	1
471	человека но	1	1
472	и очень	1	1
473	из которых	2	1
474	играть в	1	1
475	она не	1	1
476	как о	1	1
477	дело не	2	1
478	вообще никаких	1	1
479	и сама	1	1
480	как его	4	1
481	например что	1	1
482	бытия чем	1	1
483	и имеет	1	1
484	здесь лишь	1	1
485	определенного и	2	1
486	это с	1	1
487	следовательно и	1	1
488	нет места	1	1
489	и познания	1	1
490	ровно ничего	1	1
491	по своей	1	1
492	самому своему	1	1
493	жизни как	5	1
494	это слово	1	1
495	не нужен	2	1
496	здесь же	1	1
497	через эту	1	1
498	для нашей	1	1
499	где она	1	1
500	с которой	1	1
501	бытия как	5	1
502	определенность и	1	1
503	в момент	3	1
504	ее жизни	3	1
505	ни был	2	1
506	и такие	1	1
507	вошли в	1	1
508	отличается от	1	1
509	должны быть	1	1
510	всего в	1	1
511	в событии	5	1
512	его с	2	1
513	бы он	2	1
514	целом в	1	1
515	очутиться в	1	1
516	в каждом	3	1
517	день и	1	1
518	него как	1	1
519	с моим	2	1
520	где этот	2	1
521	не делает	1	1
522	свою очередь	1	1
523	были бы	2	1
524	единый и	3	1
525	и получает	1	1
526	чтобы быть	2	1
527	возвращаться в	1	1
528	уже с	1	1
529	и этим	3	1
530	в себя	7	1
531	во главе	2	1
532	образом я	1	1
533	приводит к	1	1
534	как с	1	1
535	на том	1	1
536	и совершенно	3	1
537	в другом	3	1
538	с собой	1	1
539	активен и	1	1
540	живет в	1	1
541	и каждый	1	1
542	событие как	1	1
543	с человеком	3	1
544	смысле и	2	1
545	образом в	1	1
546	но здесь	3	1
547	здесь то	1	1
548	себя а	4	1
549	и здесь	7	1
550	не был	1	1
551	и т.д	2	1
552	но к	1	1
553	о том	3	1
554	и миром	1	1
555	все содержание	1	1
556	находятся в	1	1
557	события его	1	1
558	все в	1	1
559	он его	1	1
560	в данных	1	1
561	места и	4	1
562	которой мы	1	1
563	на ее	1	1
564	глубоко различны	1	1
565	от них	1	1
566	лишь путем	1	1
567	когда оно	1	1
568	и только	6	1
569	но нельзя	1	1
570	а следовательно	3	1
571	всякое бытие	1	1
572	в ту	2	1
573	единого и	9	1
574	и смысл	2	1
575	человека как	1	1
576	может иметь	2	1
577	вся жизнь	1	1
578	в него	2	1
579	и мир	2	1
580	жизни его	1	1
581	которой и	1	1
582	тот же	1	1
583	что он	2	1
584	каждый момент	1	1
585	целого и	1	1
586	должен быть	7	1
587	оторвано от	1	1
588	это очень	1	1
589	я для	1	1
590	всех его	2	1
591	их не	1	1
592	жить и	2	1
593	она лишь	1	1
594	бы один	1	1
595	себя в	8	1
596	события и	1	1
597	в большинстве	1	1
598	и продукт	1	1
599	этот момент	6	1
600	основе его	1	1
601	специфическая особенность	1	1
602	дает масштабы	1	1
603	смерти и	1	1
604	к содержанию	2	1
605	в конкретное	1	1
606	он имеет	2	1
607	процесс и	2	1
608	него нет	1	1
609	и насквозь	1	1
610	но нет	2	1
611	ведь это	1	1
612	цели и	1	1
613	могло бы	4	1
614	мы можем	1	1
615	бытия и	10	1
616	но уже	1	1
617	которые могут	1	1
618	отдельного человека	1	1
619	герой и	1	1
620	единство целого	1	1
621	это будет	1	1
622	которые как	1	1
623	событие в	5	1
624	и также	1	1
625	в данный	3	1
626	говорим о	1	1
627	с другим	1	1
628	осмысления и	1	1
629	моменты и	3	1
630	в каких	1	1
631	противоречие между	1	1
632	месте и	1	1
633	к человеку	1	1
634	притом не	1	1
635	мир все	1	1
636	и своего	1	1
637	и музыка	1	1
638	с которым	1	1
639	некоторая примесь	1	1
640	его то	1	1
641	своей структуре	1	1
642	но есть	2	1
643	если не	2	1
644	для этой	3	1
645	уже давно	1	1
646	не способна	1	1
647	лишь моментом	2	1
648	как жизнь	1	1
649	смысл который	1	1
650	этот временной	1	1
651	мы говорим	1	1
652	места для	1	1
653	по своему	3	1
654	ибо оно	1	1
655	когда мы	1	1
656	временного целого	1	1
657	в последнем	1	1
658	смысле этого	1	1
659	самого себя	1	1
660	жизни эти	1	1
661	себя я	1	1
662	бы его	1	1
663	ко мне	6	1
664	все наше	1	1
665	нем как	4	1
666	дело здесь	2	1
667	и смерти	1	1
668	черты и	1	1
669	этого слова	2	1
670	между прочим	1	1
671	ведь и	1	1
672	к другим	1	1
673	содержанием и	1	1
674	вообще есть	1	1
675	ее можно	1	1
676	это уже	2	1
677	живет и	1	1
678	не существует	1	1
679	и от	1	1
680	она может	1	1
681	не подлежит	1	1
682	но отнюдь	1	1
683	или другой	1	1
684	но эти	1	1
685	от него	3	1
686	из себя	8	1
687	не более	1	1
688	и ни	3	1
689	замкнутость и	1	1
690	все они	1	1
691	но всегда	2	1
692	его к	2	1
693	становления и	1	1
694	с ними	3	1
695	с ней	1	1
696	средние века	1	1
697	не быть	3	1
698	есть кризис	1	1
699	культуры в	1	1
700	для которой	3	1
701	включает в	2	1
702	где он	3	1
703	конкретный и	1	1
704	в искусстве	1	1
705	в своих	3	1
706	пространстве и	1	1
707	конкретного и	1	1
708	им и	1	1
709	исторической действительностью	1	1
710	гораздо более	1	1
