N	2gram	Ircho_Kome_1	formyVre
103	все это	5	4
104	и для	1	4
105	вполне понятно	1	4
106	том числе	1	4
107	в какой-то	1	3
108	а как	1	3
109	мы не	3	3
110	в сущности	2	3
111	по отношению	3	3
112	реального исторического	1	3
113	к концу	1	3
114	искусстве и	1	3
115	хотя и	3	3
116	со своей	2	3
117	в себе	2	3
118	и те	1	3
119	при этом	5	3
120	его в	3	3
121	и других	7	3
122	в новое	2	3
123	для них	2	3
124	и уже	1	3
125	в этих	1	3
126	в отношении	6	3
127	но они	1	3
128	друг друга	1	3
129	чем не	1	3
130	этом отношении	3	3
131	не могут	1	3
132	к тому	6	3
133	формы и	1	3
134	в порядке	1	3
135	и внутреннее	1	3
136	все его	1	3
137	нас в	2	3
138	что и	4	3
139	в форме	2	3
140	один из	5	3
141	одной из	3	3
142	поэтому и	1	3
143	во времени	1	3
144	и ее	3	3
145	с одной	3	3
146	в качестве	4	3
147	только на	1	3
148	же в	4	3
149	в начале	3	3
150	в одном	8	3
151	до сих	2	3
152	именно в	4	3
153	с бытовым	1	3
154	с тем	1	3
155	мира в	1	3
156	вместе с	2	3
157	и потому	1	3
158	да и	3	3
159	сих пор	2	3
160	или в	2	3
161	еще более	1	3
162	а в	6	3
163	не знает	1	3
164	сказать что	1	3
165	они не	1	3
166	к этому	4	3
167	в таком	1	3
168	во всяком	2	3
169	также и	1	2
170	обычно в	1	2
171	же как	3	2
172	тех же	2	2
173	всего это	1	2
174	здесь и	2	2
175	той же	1	2
176	вопрос о	3	2
177	принадлежит к	2	2
178	на себя	2	2
179	в чем	3	2
180	только два	1	2
181	но конечно	1	2
182	совсем не	2	2
183	а только	1	2
184	друг на	1	2
185	не входит	1	2
186	в истории	5	2
187	для всех	2	2
188	не являются	1	2
189	и к	1	2
190	в этот	1	2
191	в целом	3	2
192	тому же	6	2
193	как бы	1	2
194	как он	1	2
195	и еще	3	2
196	его от	1	2
197	и по	6	2
198	что все	1	2
199	об этом	1	2
200	ясно что	4	2
201	было бы	2	2
202	нет в	1	2
203	были в	2	2
204	была уже	2	2
205	мир в	1	2
206	места в	1	2
207	место в	3	2
208	не к	2	2
209	в отличие	1	2
210	в которых	1	2
211	но он	2	2
212	друг другу	1	2
213	том же	1	2
214	по себе	1	2
215	самого начала	1	2
216	с большой	1	2
217	к ней	2	2
218	во всем	1	2
219	не столь	1	2
220	а мы	2	2
221	в каком	1	2
222	мы встречаем	5	2
223	в трагедии	2	2
224	всего этого	2	2
225	как по	2	2
226	с самого	1	2
227	если они	2	2
228	те же	1	2
229	отсюда и	1	2
230	можно только	1	2
231	ту же	2	2
232	с ним	1	2
233	нашей эры	2	2
234	в глаза	1	2
235	а также	4	2
236	в значительной	1	2
237	главный герой	1	2
238	и были	1	2
239	борьбе с	1	2
240	внешнее и	1	2
241	того что	1	2
242	явления в	1	2
243	в стороне	1	2
244	до наших	1	2
245	уже в	5	2
246	в данной	1	2
247	никто не	1	2
248	отношение к	3	2
249	они с	2	2
250	отличие от	2	2
251	тем что	4	2
252	само собой	1	2
253	и даже	5	2
254	даже не	2	2
255	с другой	5	2
256	далеко не	1	2
257	и прежде	1	2
258	еще и	2	2
259	соответствии с	1	2
260	в соответствии	1	2
261	одной стороны	3	2
262	он становится	1	2
263	в честь	3	2
264	их к	3	2
265	к своему	1	2
266	не осталось	1	2
267	в данном	1	2
268	к жизни	1	2
269	в течение	3	2
270	времени с	1	2
271	в это	1	2
272	слова и	1	2
273	см например	2	2
274	здесь в	3	2
275	в более	3	2
276	одна из	2	2
277	уже на	1	2
278	у них	1	2
279	ее основных	1	2
280	хотя бы	1	2
281	ее в	2	2
282	совершенно не	1	2
283	в свою	2	2
284	на следующий	1	2
285	время не	1	2
286	в которой	6	2
287	и эта	1	2
288	новое время	3	1
289	и наиболее	1	1
290	женщины и	1	1
291	одним из	1	1
292	все остальное	1	1
293	нравов и	1	1
294	он может	1	1
295	принципы построения	1	1
296	идет о	3	1
297	ему что	1	1
298	которое мы	1	1
299	тем же	1	1
300	из самых	1	1
301	его же	1	1
302	об исторической	1	1
303	высшей степени	1	1
304	объясняется и	1	1
305	и лирических	1	1
306	в зависимости	1	1
307	в доме	2	1
308	и за	1	1
309	по его	1	1
310	попали в	1	1
311	из всех	2	1
312	со всех	1	1
313	из которой	1	1
314	для своего	1	1
315	друзья его	1	1
316	бы в	1	1
317	миру и	1	1
318	именно к	1	1
319	существенное место	1	1
320	великих французских	1	1
321	почти все	1	1
322	за несколько	1	1
323	он действует	1	1
324	который был	1	1
325	на себе	1	1
326	это отношение	1	1
327	из того	1	1
328	зависимости от	1	1
329	и он	1	1
330	всех сторон	1	1
331	следующий год	1	1
332	пародия на	1	1
333	он был	2	1
334	остались бы	1	1
335	служит для	1	1
336	данном случае	1	1
337	государство со	1	1
338	есть по	1	1
339	в греческих	1	1
340	же времени	1	1
341	в свои	3	1
342	человек может	1	1
343	друга во	1	1
344	независимо от	2	1
345	стран и	1	1
346	что касается	2	1
347	однако не	1	1
348	перед нами	1	1
349	тех случаях	1	1
350	в полном	1	1
351	так уже	1	1
352	и сам	3	1
353	то были	1	1
354	самом начале	1	1
355	потому именно	1	1
356	месте где	1	1
357	жизни к	1	1
358	творчества от	1	1
359	не приходится	1	1
360	из жизни	1	1
361	что это	1	1
362	бы не	1	1
363	по которым	4	1
364	из этих	1	1
365	которые в	1	1
366	но без	1	1
367	в этой	7	1
368	и тот	1	1
369	на то	3	1
370	не могла	1	1
371	к выводу	1	1
372	не следует	2	1
373	связанные с	2	1
374	в античном	1	1
375	о которой	1	1
376	бытового плана	1	1
377	политического деятеля	1	1
378	не попали	1	1
379	и вариаций	1	1
380	такого же	1	1
381	значительной степени	1	1
382	здесь мы	3	1
383	человек а	1	1
384	главным образом	3	1
385	в совершенно	1	1
386	в мире	1	1
387	конечно в	1	1
388	них не	1	1
389	свойств и	1	1
390	зрения на	1	1
391	это было	1	1
392	на протяжении	4	1
393	особенно в	1	1
394	уже знаем	1	1
395	всю его	1	1
396	ближе к	1	1
397	говорить в	1	1
398	в хронологическом	2	1
399	о которых	5	1
400	в высшей	1	1
401	в самую	1	1
402	которой он	1	1
403	себе все	1	1
404	лучше всего	1	1
405	в эту	1	1
406	во время	5	1
407	дошли до	1	1
408	почти нет	1	1
409	жизнь или	1	1
410	нас не	1	1
411	его герои	2	1
412	наших дней	1	1
413	всяком случае	2	1
414	страны в	1	1
415	однако этот	1	1
416	он дает	1	1
417	миф о	1	1
418	должны были	8	1
419	теми же	1	1
420	надо сказать	1	1
421	и более	1	1
422	с такими	1	1
423	времени а	1	1
424	очистительной жертвы	1	1
425	и очень	1	1
426	из которых	2	1
427	власть в	2	1
428	на три	1	1
429	вплоть до	1	1
430	правда в	2	1
431	исторических условиях	1	1
432	и сама	1	1
433	не вызывает	1	1
434	находится в	2	1
435	следовательно и	1	1
436	до самой	1	1
437	на землю	3	1
438	что их	1	1
439	войны в	2	1
440	на те	2	1
441	по своей	2	1
442	и после	1	1
443	сократа и	1	1
444	у нас	3	1
445	борьбе и	1	1
446	от их	1	1
447	составная часть	1	1
448	включается в	1	1
449	всего в	3	1
450	его с	1	1
451	дело обстояло	1	1
452	в каждом	1	1
453	такова в	1	1
454	были хорошо	1	1
455	не делает	1	1
456	же так	1	1
457	и этим	1	1
458	в себя	2	1
459	во главе	1	1
460	так в	4	1
461	приводит к	1	1
462	времени это	2	1
463	на том	1	1
464	в другом	4	1
465	с собой	1	1
466	из всего	2	1
467	у плутарха	1	1
468	собой в	1	1
469	и каждый	1	1
470	бы известное	1	1
471	одно это	1	1
472	с человеком	1	1
473	образом в	2	1
474	и власть	1	1
475	и здесь	2	1
476	о том	8	1
477	и являются	1	1
478	мира а	1	1
479	и своей	1	1
480	затем в	2	1
481	места и	1	1
482	что действия	1	1
483	образом все	1	1
484	путь к	2	1
485	на ее	1	1
486	в родном	1	1
487	от них	2	1
488	комедии и	3	1
489	французских реалистов	1	1
490	и только	1	1
491	но нельзя	1	1
492	наконец в	1	1
493	также в	2	1
494	на всю	3	1
495	присущ и	1	1
496	образа сократа	1	1
497	и мир	2	1
498	ее характер	1	1
499	герой в	1	1
500	бросается в	1	1
501	год и	1	1
502	в положение	1	1
503	тот же	3	1
504	действие в	1	1
505	время когда	2	1
506	и представляет	1	1
507	природой и	1	1
508	что он	6	1
509	в пути	1	1
510	литературного наследия	2	1
511	вопрос об	1	1
512	в эти	2	1
513	чаще всего	3	1
514	что из	1	1
515	себя в	1	1
516	так что	1	1
517	в низком	1	1
518	в большинстве	1	1
519	случаях когда	1	1
520	ни одного	1	1
521	что во	1	1
522	вернуться к	2	1
523	термин этот	1	1
524	из них	10	1
525	где бы	1	1
526	на чужой	1	1
527	видимо и	2	1
528	к первой	1	1
529	мы можем	4	1
530	выступает с	2	1
531	которые могут	1	1
532	ее на	1	1
533	протяжении всего	2	1
534	как поступить	1	1
535	простой народ	1	1
536	литературу и	1	1
537	обвинения в	4	1
538	действующих лиц	4	1
539	организующим началом	1	1
540	и римской	1	1
541	к более	1	1
542	противоречие между	1	1
543	к человеку	1	1
544	что им	1	1
545	v в	13	1
546	дошедших до	3	1
547	то и	2	1
548	которых мы	2	1
549	а наоборот	1	1
550	самое слово	1	1
551	фрагментах и	1	1
552	на весь	1	1
553	одну из	2	1
554	о чем	1	1
555	у великих	1	1
556	подчиняются и	1	1
557	соответствует и	1	1
558	этим и	2	1
559	на которые	2	1
560	для этой	1	1
561	типа к	1	1
562	все более	3	1
563	наше внимание	1	1
564	по случаю	1	1
565	своей социальной	1	1
566	первоначальные формы	1	1
567	находим в	1	1
568	весь ее	1	1
569	по своему	3	1
570	и вот	4	1
571	смысле этого	1	1
572	в тех	3	1
573	или хотя	1	1
574	этого слова	1	1
575	и формы	2	1
576	общественной жизни	1	1
577	между прочим	2	1
578	стороне от	1	1
579	этим объясняется	1	1
580	которые были	1	1
581	при всем	2	1
582	это уже	1	1
583	другая попытка	1	1
584	которого они	1	1
585	которой можно	1	1
586	от него	1	1
587	но зато	1	1
588	этих элементов	1	1
589	быть использованы	1	1
590	его к	1	1
591	этой же	2	1
592	слово в	1	1
593	литературе нового	1	1
594	с ней	1	1
595	связей и	1	1
596	начать с	1	1
597	культуры в	1	1
598	борьба и	1	1
599	где он	2	1
600	к этой	1	1
601	в своих	2	1
602	ряд моментов	1	1
603	гораздо более	1	1
