N	2gram	Losev_Prob_3	Freidism
395	не был	2	1
396	к целому	1	1
397	без всякого	3	1
398	там и	3	1
399	природы и	2	1
400	окажется в	1	1
401	жить и	1	1
402	заметим что	1	1
403	только потому	2	1
404	же она	1	1
405	в качестве	3	1
406	мы тоже	1	1
407	мы сейчас	2	1
408	и речи	1	1
409	отличаются от	1	1
410	что они	5	1
411	только путем	3	1
412	в настоящем	3	1
413	которые не	1	1
414	во что	1	1
415	что хотя	1	1
416	определения и	1	1
417	в истории	1	1
418	первый взгляд	2	1
419	независимо от	1	1
420	общего с	3	1
421	и нет	2	1
422	остановиться на	1	1
423	однако не	1	1
424	принимать во	1	1
425	и хотя	1	1
426	человеком в	1	1
427	но эта	3	1
428	еще на	2	1
429	бы и	1	1
430	наше сознание	1	1
431	образом и	2	1
432	говорили что	1	1
433	он в	2	1
434	бы не	1	1
435	то обстоятельство	1	1
436	часто даже	2	1
437	говорят о	3	1
438	как он	1	1
439	этот вывод	1	1
440	на то	3	1
441	дальше и	1	1
442	в наших	2	1
443	а вовсе	2	1
444	вообще не	1	1
445	от его	2	1
446	т д	13	1
447	а скорее	1	1
448	на одну	2	1
449	идеи и	3	1
450	новое и	1	1
451	из него	2	1
452	его от	1	1
453	к выводу	1	1
454	его содержании	1	1
455	обнаруживает себя	1	1
456	в нее	1	1
457	конца и	1	1
458	такого же	2	1
459	это конечно	1	1
460	этим самым	1	1
461	одна на	1	1
462	как они	1	1
463	тоже как	2	1
464	жизни поэтому	1	1
465	из всех	1	1
466	художественный образ	9	1
467	входит в	1	1
468	совершенно самостоятельной	1	1
469	и тем	9	1
470	не чем	1	1
471	для них	2	1
472	о которых	3	1
473	далеко не	1	1
474	со своими	1	1
475	не всегда	1	1
476	во внимание	2	1
477	он и	2	1
478	и тоже	3	1
479	в один	1	1
480	момента в	1	1
481	на первый	4	1
482	этом случае	5	1
483	нас не	5	1
484	наших дней	1	1
485	и без	4	1
486	впрочем может	1	1
487	и благодаря	1	1
488	что всякий	9	1
489	что вся	2	1
490	имеется и	1	1
491	мы называем	1	1
492	понятиями как	1	1
493	не к	1	1
494	себе а	3	1
495	слова мы	1	1
496	понятно что	1	1
497	является данное	1	1
498	является только	5	1
499	в одном	1	1
500	для данного	1	1
501	по крайней	5	1
502	и эти	1	1
503	бы о	2	1
504	есть именно	5	1
505	вещей и	1	1
506	однако в	2	1
507	себя или	2	1
508	же такое	3	1
509	нас к	2	1
510	это является	3	1
511	новых и	1	1
512	раз и	4	1
513	точно и	1	1
514	иной раз	3	1
515	если и	1	1
516	можно ли	4	1
517	целом а	1	1
518	является чем-то	3	1
519	человека но	3	1
520	исчерпывается мы	1	1
521	отметить что	1	1
522	в содержании	1	1
523	друг друга	2	1
524	тогда когда	1	1
525	она ни	2	1
526	только из	1	1
527	образом в	1	1
528	о них	1	1
529	не имели	2	1
530	дело в	4	1
531	ничего другого	1	1
532	а во	1	1
533	или как	3	1
534	они являются	1	1
535	положение вещей	1	1
536	к ней	1	1
537	он хочет	1	1
538	ровно ничего	2	1
539	правда это	1	1
540	и является	4	1
541	душу но	1	1
542	со всякой	1	1
543	этого необходимо	2	1
544	из той	1	1
545	это один	1	1
546	что на	1	1
547	которая по	1	1
548	похожи на	1	1
549	и далее	1	1
550	от их	1	1
551	обстоятельство что	1	1
552	и здесь	5	1
553	представляется нам	1	1
554	мы все	1	1
555	же положение	1	1
556	назвать в	1	1
557	всего что	1	1
558	той или	12	1
559	она же	1	1
560	по сравнению	2	1
561	как некое	1	1
562	существенного значения	1	1
563	сделать только	1	1
564	только одну	1	1
565	если же	3	1
566	предмет в	1	1
567	велико что	1	1
568	о том	6	1
569	ее существовании	1	1
570	целом то	1	1
571	и это	9	1
572	но при	1	1
573	и сами	2	1
574	это за	3	1
575	ни стало	1	1
576	внимания ни	1	1
577	художественным образом	7	1
578	то время	4	1
579	в дальнейшем	1	1
580	с самими	1	1
581	и когда	1	1
582	котором мы	1	1
583	и сам	5	1
584	котором он	2	1
585	мы только	2	1
586	на нее	1	1
587	концов и	1	1
588	не с	1	1
589	ясно что	6	1
590	мог бы	1	1
591	на месте	1	1
592	с собой	3	1
593	в результате	2	1
594	можно только	1	1
595	к тем	1	1
596	жизнь и	2	1
597	мы в	4	1
598	разумеется что	1	1
599	в эпоху	1	1
600	ничего не	3	1
601	означает что	1	1
602	все его	1	1
603	вот это	2	1
604	о ней	2	1
605	никогда и	1	1
606	часто и	1	1
607	то есть	34	1
608	а также	4	1
609	внимание на	1	1
610	и та	1	1
611	язык и	1	1
612	говорит об	1	1
613	делает возможным	1	1
614	но когда	2	1
615	особого рода	1	1
616	там же	1	1
617	и во	2	1
618	с теми	2	1
619	та общая	1	1
620	на ее	2	1
621	от них	1	1
622	которые мы	3	1
623	сторон жизни	1	1
624	или иными	1	1
625	мы ни	2	1
626	этом как	1	1
627	крайней мере	5	1
628	быть даже	3	1
629	уже во	2	1
630	все время	1	1
631	каких бы	1	1
632	и следовательно	2	1
633	или может	1	1
634	у которого	1	1
635	следовательно в	1	1
636	но вовсе	1	1
637	в третий	1	1
638	бросается в	1	1
639	ведь есть	1	1
640	она служит	1	1
641	слов или	1	1
642	великое произведение	1	1
643	дело с	1	1
644	но этим	1	1
645	во всем	1	1
646	поэтому и	2	1
647	который в	2	1
648	же типа	2	1
649	всех его	1	1
650	это означает	1	1
651	что нам	1	1
652	бы ни	1	1
653	этого мифа	1	1
654	ребенка на	1	1
655	этого достаточно	1	1
656	это же	3	1
657	и прочие	1	1
658	только одного	2	1
659	есть в	3	1
660	к какому	2	1
661	с нею	2	1
662	говорить об	1	1
663	то и	5	1
664	также и	16	1
665	в виде	6	1
666	а это	3	1
667	и других	1	1
668	к своим	1	1
669	не так	3	1
670	приведет нас	1	1
671	цели и	1	1
672	слова в	1	1
673	целом и	1	1
674	само собою	1	1
675	из одной	1	1
676	никакого отношения	4	1
677	потому его	1	1
678	и им	1	1
679	как будто	3	1
680	тем что	4	1
681	они будут	1	1
682	к той	1	1
683	но за	1	1
684	даже и	16	1
685	о каком	2	1
686	и только	6	1
687	момент в	1	1
688	же деле	4	1
689	связан с	1	1
690	представление о	1	1
691	представляется в	1	1
692	или иной	8	1
693	даже не	2	1
694	не связано	1	1
695	она в	1	1
696	в лодке	1	1
697	именно в	2	1
698	уже явно	1	1
699	сама с	1	1
700	с той	5	1
701	с большим	2	1
702	мы его	1	1
703	и между	1	1
704	такое же	1	1
705	своего собственного	1	1
706	от обычного	1	1
707	воспоминания о	1	1
708	и шире	1	1
709	они отличаются	1	1
710	только по	1	1
711	деле если	2	1
712	самом же	4	1
713	и своего	2	1
714	вот в	1	1
715	или другими	2	1
716	однако и	1	1
717	в свете	1	1
718	меньше всего	1	1
719	отнюдь не	10	1
720	в слове	2	1
721	там где	1	1
722	об ее	2	1
723	жизнь в	3	1
724	если это	1	1
725	и вовсе	4	1
726	в мифологии	1	1
727	ведь только	1	1
728	такой форме	1	1
729	для самого	2	1
730	мы говорим	4	1
731	или по	4	1
732	находим в	3	1
733	выводится из	1	1
734	требует от	1	1
735	перейти в	1	1
736	из которых	2	1
737	к своему	1	1
738	жизни когда	1	1
739	сравнению с	2	1
740	который мы	1	1
741	эта конструкция	1	1
742	такого рода	6	1
743	смысле этого	1	1
744	что всякое	1	1
745	типа как	1	1
746	и там	2	1
747	хотя с	1	1
748	наконец мы	1	1
749	в первой	1	1
750	всякий художественный	2	1
751	это символ	2	1
752	они сами	1	1
753	быть не	1	1
754	этого слова	5	1
755	в контексте	2	1
756	бытия с	1	1
757	в гораздо	1	1
758	благодаря этому	1	1
759	не будем	2	1
760	в какую	1	1
761	является как	1	1
762	остается в	1	1
763	и собственно	1	1
764	являются не	1	1
765	указать на	1	1
766	делает ее	1	1
767	настолько велико	1	1
768	но на	1	1
769	этот принцип	1	1
770	об отношении	1	1
771	души а	1	1
772	об искусстве	1	1
773	гораздо шире	1	1
774	и самым	1	1
775	ее и	2	1
776	но эти	1	1
777	у них	2	1
778	бы в	2	1
779	возникает вопрос	1	1
780	тем более	3	1
781	его уже	1	1
782	будто бы	3	1
783	словами мы	1	1
784	и предметом	1	1
785	или не	1	1
786	же в	3	1
787	значения для	1	1
788	в том	21	1
789	к ее	1	1
790	не обладает	1	1
791	если будем	1	1
792	нам не	2	1
793	нет ничего	6	1
794	обычно не	1	1
795	равно как	1	1
796	их с	1	1
797	говорили выше	1	1
798	жизни а	3	1
799	мы считаем	1	1
800	же мы	1	1
801	чем иным	1	1
802	из этого	3	1
803	и слов	1	1
804	это так	2	1
805	а может	2	1
806	значение в	3	1
807	можно назвать	1	1
808	гораздо более	5	1
